prj,clk_target(ns),clk_estimated(ns),clk_uncertainty(ns),bram,dsp,ff,lut,c_num_arith,c_num_logic,rtl_num_arith,rtl_num_logic,data_input_port(numxbits),data_output_port(numxbits)
io2_l2n1n2_l5n1n2_l7p2n1_d1d2,10.0,9.177,1.25,56,56,9128,11315,419,55,47,55,8x32,2x32
io2_l2n1p1_l5n1p1_l7n1n1,10.0,8.423,1.25,56,5,1125,2480,37,23,30,23,8x32,2x32
io2_l2n1p1_l5n1p1_l7n1n1_d1d2,10.0,7.966,1.25,56,5,1322,3626,38,68,31,68,8x32,2x32
io2_l2n1p1_l5n1p1_l7n1n2,10.0,8.423,1.25,56,10,1566,2769,40,23,32,23,8x32,2x32
io2_l2n1p1_l5n1p1_l7n1n2_d1d2,10.0,9.085,1.25,56,5,1280,3566,41,63,31,63,8x32,2x32
io2_l2n1p1_l5n1p1_l7n1p1,10.0,8.423,1.25,56,7,1622,2858,38,23,32,23,8x32,2x32
io2_l2n1p1_l5n1p1_l7n1p1_d1d2,10.0,8.423,1.25,56,7,2028,4102,39,68,33,68,8x32,2x32
io2_l2n1p1_l5n1p1_l7n1p2,10.0,8.423,1.25,56,14,2148,3270,41,23,35,23,8x32,2x32
io2_l2n1p1_l5n1p1_l7n1p2_d1d2,10.0,8.423,1.25,56,14,2557,4536,42,63,36,63,8x32,2x32
io2_l2n1p1_l5n1p1_l7p1n1,10.0,9.597,1.25,56,28,5216,6677,224,53,38,53,8x32,2x32
io2_l2n1p1_l5n1p1_l7p1n1_d1d2,10.0,9.597,1.25,56,28,5777,9282,225,93,39,93,8x32,2x32
io2_l2n1p1_l5n1p1_l7p2n1,10.0,9.634,1.25,56,28,5531,8112,416,85,38,85,8x32,2x32
io2_l2n1p1_l5n1p1_l7p2n1_d1d2,10.0,9.14,1.25,56,56,9192,11831,417,93,51,93,8x32,2x32
io2_l2n1p2_l5n1p2_l7n1n1,10.0,9.085,1.25,56,5,1185,2403,43,23,30,23,8x32,2x32
io2_l2n1p2_l5n1p2_l7n1n1_d1d2,10.0,7.966,1.25,56,5,1478,3519,44,52,31,52,8x32,2x32
io2_l2n1p2_l5n1p2_l7n1n2,10.0,9.085,1.25,56,10,1626,2692,46,23,32,23,8x32,2x32
io2_l2n1p2_l5n1p2_l7n1n2_d1d2,10.0,8.423,1.25,56,5,1436,3456,47,47,31,47,8x32,2x32
io2_l2n1p2_l5n1p2_l7n1p1,10.0,9.066,1.25,56,7,1682,2793,44,23,32,23,8x32,2x32
io2_l2n1p2_l5n1p2_l7n1p1_d1d2,10.0,9.066,1.25,56,7,2184,4001,45,52,33,52,8x32,2x32
io2_l2n1p2_l5n1p2_l7n1p2,10.0,9.066,1.25,56,14,2208,3205,47,23,35,23,8x32,2x32
io2_l2n1p2_l5n1p2_l7n1p2_d1d2,10.0,9.066,1.25,56,14,2713,4435,48,47,36,47,8x32,2x32
io2_l2n1p2_l5n1p2_l7p1n1,10.0,9.634,1.25,56,28,5276,6597,230,53,38,53,8x32,2x32
io2_l2n1p2_l5n1p2_l7p1n1_d1d2,10.0,9.634,1.25,56,28,5901,9164,231,77,39,77,8x32,2x32
io2_l2n1p2_l5n1p2_l7p2n1,10.0,9.672,1.25,56,28,5591,8032,422,85,38,85,8x32,2x32
io2_l2n1p2_l5n1p2_l7p2n1_d1d2,10.0,9.177,1.25,56,56,9316,11715,423,77,51,77,8x32,2x32
io2_l2p1n1_l5p1n1_l7n1n1,10.0,9.751,1.25,56,140,12951,18788,407,199,67,199,8x32,2x32
io2_l2p1n1_l5p1n1_l7n1n1_d1d2,10.0,9.758,1.25,56,167,24990,31424,408,214,77,214,8x32,2x32
io2_l2p1n1_l5p1n1_l7n1n2,10.0,9.751,1.25,56,142,13232,18949,410,199,68,199,8x32,2x32
io2_l2p1n1_l5p1n1_l7n1n2_d1d2,10.0,9.795,1.25,56,92,20884,27986,411,209,52,209,8x32,2x32
io2_l2p1n1_l5p1n1_l7n1p1,10.0,9.164,1.25,56,142,13448,19210,408,199,69,199,8x32,2x32
io2_l2p1n1_l5p1n1_l7n1p1_d1d2,10.0,9.171,1.25,56,121,22976,29860,409,214,63,214,8x32,2x32
io2_l2p1n1_l5p1n1_l7n1p2,10.0,9.164,1.25,56,146,13814,19482,411,199,71,199,8x32,2x32
io2_l2p1n1_l5p1n1_l7n1p2_d1d2,10.0,9.171,1.25,56,152,24177,31578,412,209,74,209,8x32,2x32
io2_l2p1n1_l5p1n1_l7p1n1,10.0,9.203,1.25,56,184,18283,24221,594,229,82,229,8x32,2x32
io2_l2p1n1_l5p1n1_l7p1n1_d1d2,10.0,9.21,1.25,56,160,26981,35956,595,239,75,239,8x32,2x32
io2_l2p1n1_l5p1n1_l7p2n1,10.0,9.242,1.25,56,160,17318,24542,786,261,74,261,8x32,2x32
io2_l2p1n1_l5p1n1_l7p2n1_d1d2,10.0,9.21,1.25,56,164,29148,37273,787,239,79,239,8x32,2x32
io2_l2p2n1_l5p2n1_l7n1n1,10.0,9.687,1.25,56,26,18008,18009,663,263,30,263,8x32,2x32
io2_l2p2n1_l5p2n1_l7n1n1_d1d2,10.0,7.966,1.25,56,52,25041,26607,664,204,41,204,8x32,2x32
io2_l2p2n1_l5p2n1_l7n1n2,10.0,9.23,1.25,56,26,18030,17931,666,263,30,263,8x32,2x32
io2_l2p2n1_l5p2n1_l7n1n2_d1d2,10.0,9.672,1.25,56,52,24999,26540,667,199,41,199,8x32,2x32
io2_l2p2n1_l5p2n1_l7n1p1,10.0,9.101,1.25,56,26,18278,18188,664,263,31,263,8x32,2x32
io2_l2p2n1_l5p2n1_l7n1p1_d1d2,10.0,9.047,1.25,56,52,25520,26874,665,204,42,204,8x32,2x32
io2_l2p2n1_l5p2n1_l7n1p2,10.0,8.644,1.25,56,26,18158,18074,667,263,31,263,8x32,2x32
io2_l2p2n1_l5p2n1_l7n1p2_d1d2,10.0,9.047,1.25,56,52,25403,26762,668,199,42,199,8x32,2x32
io2_l2p2n1_l5p2n1_l7p1n1,10.0,8.659,1.25,56,34,19836,21056,850,293,32,293,8x32,2x32
io2_l2p2n1_l5p2n1_l7p1n1_d1d2,10.0,9.085,1.25,56,52,26307,30014,851,229,39,229,8x32,2x32
io2_l2p2n1_l5p2n1_l7p2n1,10.0,8.675,1.25,56,34,20023,22499,1042,325,32,325,8x32,2x32
io2_l2p2n1_l5p2n1_l7p2n1_d1d2,10.0,8.628,1.25,56,68,28442,32110,1043,229,47,229,8x32,2x32
io4_l2n1n1_l5n1n1_l7n1n1,10.0,7.966,1.25,56,5,1348,2471,35,19,28,19,14x32,4x32
io4_l2n1n1_l5n1n1_l7n1n1_d1d2,10.0,7.966,1.25,112,5,1274,5210,36,19,29,19,14x32,4x32
io4_l2n1n1_l5n1n1_l7n1n2,10.0,9.085,1.25,56,5,1232,2664,38,22,28,22,14x32,4x32
io4_l2n1n1_l5n1n1_l7n1n2_d1d2,10.0,7.969,1.25,112,5,1441,5477,39,22,29,22,14x32,4x32
io4_l2n1n1_l5n1n1_l7n1n4,10.0,7.966,1.25,56,20,2528,3559,44,19,34,19,14x32,4x32
io4_l2n1n1_l5n1n1_l7n1n4_d1d2,10.0,7.966,1.25,112,20,3384,5982,45,19,35,19,14x32,4x32
io4_l2n1n1_l5n1n1_l7n1p1,10.0,7.966,1.25,56,7,1988,2915,36,19,30,19,14x32,4x32
io4_l2n1n1_l5n1n1_l7n1p1_d1d2,10.0,7.966,1.25,112,7,1768,5590,37,19,31,19,14x32,4x32
io4_l2n1n1_l5n1n1_l7n1p2,10.0,8.423,1.25,56,14,2572,3666,39,22,33,22,14x32,4x32
io4_l2n1n1_l5n1n1_l7n1p2_d1d2,10.0,7.966,1.25,112,14,2581,6407,40,22,34,22,14x32,4x32
io4_l2n1n1_l5n1n1_l7n1p4,10.0,7.966,1.25,56,28,3563,4441,45,19,39,19,14x32,4x32
io4_l2n1n1_l5n1n1_l7n1p4_d1d2,10.0,7.966,1.25,112,28,3922,7860,46,19,40,19,14x32,4x32
io4_l2n1n1_l5n1n1_l7p1n1,10.0,8.553,1.25,56,56,10077,9355,222,33,48,33,14x32,4x32
io4_l2n1n1_l5n1n1_l7p1n1_d1d2,10.0,7.966,1.25,176,56,12211,18037,223,33,49,33,14x32,4x32
io4_l2n1n1_l5n1n1_l7p2n1,10.0,9.14,1.25,56,56,9664,11003,414,49,48,49,14x32,4x32
io4_l2n1n1_l5n1n1_l7p2n1_d1d2,10.0,9.01,1.25,176,112,18320,23775,415,36,73,36,14x32,4x32
io4_l2n1n1_l5n1n1_l7p4n1,10.0,9.177,1.25,56,56,10089,13427,798,81,48,81,14x32,4x32
io4_l2n1n1_l5n1n1_l7p4n1_d1d2,10.0,8.553,1.25,176,224,35821,33414,799,33,121,33,14x32,4x32
io4_l2n1n2_l5n1n2_l7n1n1,10.0,7.966,1.25,56,8,1550,2896,41,25,29,25,14x32,4x32
io4_l2n1n2_l5n1n2_l7n1n1_d1d2,10.0,7.966,1.25,112,8,1558,5691,42,21,30,21,14x32,4x32
io4_l2n1n2_l5n1n2_l7n1n2,10.0,8.423,1.25,56,8,1434,3089,44,28,29,28,14x32,4x32
io4_l2n1n2_l5n1n2_l7n1n2_d1d2,10.0,7.969,1.25,112,8,1725,5958,45,24,30,24,14x32,4x32
io4_l2n1n2_l5n1n2_l7n1n4,10.0,8.628,1.25,56,20,2570,3859,50,25,34,25,14x32,4x32
io4_l2n1n2_l5n1n2_l7n1n4_d1d2,10.0,7.966,1.25,112,20,3612,6162,51,21,35,21,14x32,4x32
io4_l2n1n2_l5n1n2_l7n1p1,10.0,7.966,1.25,56,10,2190,3346,42,25,31,25,14x32,4x32
io4_l2n1n2_l5n1n2_l7n1p1_d1d2,10.0,7.966,1.25,112,10,2052,6077,43,21,32,21,14x32,4x32
io4_l2n1n2_l5n1n2_l7n1p2,10.0,9.066,1.25,56,14,2614,3972,45,28,33,28,14x32,4x32
io4_l2n1n2_l5n1n2_l7n1p2_d1d2,10.0,7.966,1.25,112,14,2705,6769,46,24,34,24,14x32,4x32
io4_l2n1n2_l5n1n2_l7n1p4,10.0,8.609,1.25,56,28,3605,4747,51,25,39,25,14x32,4x32
io4_l2n1n2_l5n1n2_l7n1p4_d1d2,10.0,7.966,1.25,112,28,4046,8222,52,21,40,21,14x32,4x32
io4_l2n1n2_l5n1n2_l7p1n1,10.0,8.59,1.25,56,56,10119,9643,228,39,48,39,14x32,4x32
io4_l2n1n2_l5n1n2_l7p1n1_d1d2,10.0,7.966,1.25,176,56,12335,18380,229,35,49,35,14x32,4x32
io4_l2n1n2_l5n1n2_l7p2n1,10.0,9.177,1.25,56,56,9706,11291,420,55,48,55,14x32,4x32
io4_l2n1n2_l5n1n2_l7p2n1_d1d2,10.0,9.047,1.25,176,112,18444,24118,421,38,73,38,14x32,4x32
io4_l2n1n2_l5n1n2_l7p4n1,10.0,9.215,1.25,56,56,10131,13731,804,87,48,87,14x32,4x32
io4_l2n1n2_l5n1n2_l7p4n1_d1d2,10.0,8.59,1.25,176,224,35945,33758,805,35,121,35,14x32,4x32
io4_l2n1n4_l5n1n4_l7n1n1,10.0,7.966,1.25,56,14,2010,3054,53,19,31,19,14x32,4x32
io4_l2n1n4_l5n1n4_l7n1n1_d1d2,10.0,7.966,1.25,112,14,2152,6657,54,19,32,19,14x32,4x32
io4_l2n1n4_l5n1n4_l7n1n2,10.0,9.047,1.25,56,14,1894,3246,56,22,31,22,14x32,4x32
io4_l2n1n4_l5n1n4_l7n1n2_d1d2,10.0,7.969,1.25,112,14,2319,6923,57,22,32,22,14x32,4x32
io4_l2n1n4_l5n1n4_l7n1n4,10.0,8.553,1.25,56,20,2710,3751,62,19,34,19,14x32,4x32
io4_l2n1n4_l5n1n4_l7n1n4_d1d2,10.0,7.966,1.25,112,20,4094,6526,63,19,35,19,14x32,4x32
io4_l2n1n4_l5n1n4_l7n1p1,10.0,7.966,1.25,56,16,2650,3488,54,19,33,19,14x32,4x32
io4_l2n1n4_l5n1n4_l7n1p1_d1d2,10.0,7.966,1.25,112,16,3296,5927,55,19,34,19,14x32,4x32
io4_l2n1n4_l5n1n4_l7n1p2,10.0,8.423,1.25,56,20,3074,4114,57,22,35,22,14x32,4x32
io4_l2n1n4_l5n1n4_l7n1p2_d1d2,10.0,7.966,1.25,112,20,4027,6487,58,22,36,22,14x32,4x32
io4_l2n1n4_l5n1n4_l7n1p4,10.0,7.966,1.25,56,28,3745,4639,63,19,39,19,14x32,4x32
io4_l2n1n4_l5n1n4_l7n1p4_d1d2,10.0,7.966,1.25,112,28,5204,7426,64,19,40,19,14x32,4x32
io4_l2n1n4_l5n1n4_l7p1n1,10.0,8.553,1.25,56,56,10259,9511,240,33,48,33,14x32,4x32
io4_l2n1n4_l5n1n4_l7p1n1_d1d2,10.0,7.966,1.25,176,56,13805,17030,241,33,49,33,14x32,4x32
io4_l2n1n4_l5n1n4_l7p2n1,10.0,8.572,1.25,56,56,9846,11175,432,49,48,49,14x32,4x32
io4_l2n1n4_l5n1n4_l7p2n1_d1d2,10.0,9.01,1.25,176,112,19290,23824,433,36,73,36,14x32,4x32
io4_l2n1n4_l5n1n4_l7p4n1,10.0,8.609,1.25,56,56,10271,13599,816,81,48,81,14x32,4x32
io4_l2n1n4_l5n1n4_l7p4n1_d1d2,10.0,8.553,1.25,176,224,36791,33466,817,33,121,33,14x32,4x32
io4_l2n1p1_l5n1p1_l7n1n1,10.0,7.966,1.25,56,5,1516,2863,39,25,32,25,14x32,4x32
io4_l2n1p1_l5n1p1_l7n1n1_d1d2,10.0,7.966,1.25,112,5,1434,5746,40,25,33,25,14x32,4x32
io4_l2n1p1_l5n1p1_l7n1n2,10.0,9.085,1.25,56,5,1400,3056,42,28,32,28,14x32,4x32
io4_l2n1p1_l5n1p1_l7n1n2_d1d2,10.0,7.969,1.25,112,5,1601,6013,43,28,33,28,14x32,4x32
io4_l2n1p1_l5n1p1_l7n1n4,10.0,7.966,1.25,56,20,2696,3951,48,25,38,25,14x32,4x32
io4_l2n1p1_l5n1p1_l7n1n4_d1d2,10.0,7.966,1.25,112,20,3544,6518,49,25,39,25,14x32,4x32
io4_l2n1p1_l5n1p1_l7n1p1,10.0,7.966,1.25,56,7,2156,3307,40,25,34,25,14x32,4x32
io4_l2n1p1_l5n1p1_l7n1p1_d1d2,10.0,7.966,1.25,112,7,2266,5554,41,25,35,25,14x32,4x32
io4_l2n1p1_l5n1p1_l7n1p2,10.0,8.423,1.25,56,14,2740,4058,43,28,37,28,14x32,4x32
io4_l2n1p1_l5n1p1_l7n1p2_d1d2,10.0,7.966,1.25,112,14,3157,6239,44,28,38,28,14x32,4x32
io4_l2n1p1_l5n1p1_l7n1p4,10.0,7.966,1.25,56,28,3731,4833,49,25,43,25,14x32,4x32
io4_l2n1p1_l5n1p1_l7n1p4_d1d2,10.0,7.966,1.25,112,28,4654,7428,50,25,44,25,14x32,4x32
io4_l2n1p1_l5n1p1_l7p1n1,10.0,8.553,1.25,56,56,10245,9723,226,39,52,39,14x32,4x32
io4_l2n1p1_l5n1p1_l7p1n1_d1d2,10.0,7.966,1.25,176,56,13255,16981,227,39,53,39,14x32,4x32
io4_l2n1p1_l5n1p1_l7p2n1,10.0,9.14,1.25,56,56,9832,11379,418,55,52,55,14x32,4x32
io4_l2n1p1_l5n1p1_l7p2n1_d1d2,10.0,9.01,1.25,176,112,18740,23775,419,42,77,42,14x32,4x32
io4_l2n1p1_l5n1p1_l7p4n1,10.0,9.177,1.25,56,56,10257,13803,802,87,52,87,14x32,4x32
io4_l2n1p1_l5n1p1_l7p4n1_d1d2,10.0,8.553,1.25,176,224,36241,33414,803,39,125,39,14x32,4x32
io4_l2n1p2_l5n1p2_l7n1n1,10.0,7.966,1.25,56,5,1570,3128,45,31,32,31,14x32,4x32
io4_l2n1p2_l5n1p2_l7n1n1_d1d2,10.0,7.966,1.25,112,5,1592,6067,46,27,33,27,14x32,4x32
io4_l2n1p2_l5n1p2_l7n1n2,10.0,8.423,1.25,56,5,1454,3318,48,34,32,34,14x32,4x32
io4_l2n1p2_l5n1p2_l7n1n2_d1d2,10.0,7.966,1.25,112,5,1759,6331,49,30,33,30,14x32,4x32
io4_l2n1p2_l5n1p2_l7n1n4,10.0,8.628,1.25,56,20,2750,4216,54,31,38,31,14x32,4x32
io4_l2n1p2_l5n1p2_l7n1n4_d1d2,10.0,7.966,1.25,112,20,3806,6663,55,27,39,27,14x32,4x32
io4_l2n1p2_l5n1p2_l7n1p1,10.0,7.966,1.25,56,7,2210,3578,46,31,34,31,14x32,4x32
io4_l2n1p2_l5n1p2_l7n1p1_d1d2,10.0,7.966,1.25,112,7,2528,5705,47,27,35,27,14x32,4x32
io4_l2n1p2_l5n1p2_l7n1p2,10.0,9.066,1.25,56,14,2794,4329,49,34,37,34,14x32,4x32
io4_l2n1p2_l5n1p2_l7n1p2_d1d2,10.0,7.966,1.25,112,14,3419,6390,50,30,38,30,14x32,4x32
io4_l2n1p2_l5n1p2_l7n1p4,10.0,8.609,1.25,56,28,3785,5104,55,31,43,31,14x32,4x32
io4_l2n1p2_l5n1p2_l7n1p4_d1d2,10.0,7.966,1.25,112,28,4916,7579,56,27,44,27,14x32,4x32
io4_l2n1p2_l5n1p2_l7p1n1,10.0,8.59,1.25,56,56,10267,9979,232,45,52,45,14x32,4x32
io4_l2n1p2_l5n1p2_l7p1n1_d1d2,10.0,7.966,1.25,176,56,13485,17115,233,41,53,41,14x32,4x32
io4_l2n1p2_l5n1p2_l7p2n1,10.0,9.177,1.25,56,56,9854,11635,424,61,52,61,14x32,4x32
io4_l2n1p2_l5n1p2_l7p2n1_d1d2,10.0,9.047,1.25,176,112,18970,23909,425,44,77,44,14x32,4x32
io4_l2n1p2_l5n1p2_l7p4n1,10.0,9.215,1.25,56,56,10279,14059,808,93,52,93,14x32,4x32
io4_l2n1p2_l5n1p2_l7p4n1_d1d2,10.0,8.59,1.25,176,224,36471,33550,809,41,125,41,14x32,4x32
io4_l2n1p4_l5n1p4_l7n1n1,10.0,7.966,1.25,56,5,1764,2930,57,25,32,25,14x32,4x32
io4_l2n1p4_l5n1p4_l7n1n1_d1d2,10.0,7.966,1.25,112,5,1914,6677,58,25,33,25,14x32,4x32
io4_l2n1p4_l5n1p4_l7n1n2,10.0,9.047,1.25,56,5,1648,3120,60,28,32,28,14x32,4x32
io4_l2n1p4_l5n1p4_l7n1n2_d1d2,10.0,8.48,1.25,112,5,2081,6941,61,28,33,28,14x32,4x32
io4_l2n1p4_l5n1p4_l7n1n4,10.0,8.553,1.25,56,20,2944,4018,66,25,38,25,14x32,4x32
io4_l2n1p4_l5n1p4_l7n1n4_d1d2,10.0,7.966,1.25,112,20,4336,6921,67,25,39,25,14x32,4x32
io4_l2n1p4_l5n1p4_l7n1p1,10.0,7.966,1.25,56,7,2404,3380,58,25,34,25,14x32,4x32
io4_l2n1p4_l5n1p4_l7n1p1_d1d2,10.0,7.966,1.25,112,7,3058,5963,59,25,35,25,14x32,4x32
io4_l2n1p4_l5n1p4_l7n1p2,10.0,8.423,1.25,56,14,2988,4131,61,28,37,28,14x32,4x32
io4_l2n1p4_l5n1p4_l7n1p2_d1d2,10.0,7.966,1.25,112,14,3949,6648,62,28,38,28,14x32,4x32
io4_l2n1p4_l5n1p4_l7n1p4,10.0,7.966,1.25,56,28,3979,4906,67,25,43,25,14x32,4x32
io4_l2n1p4_l5n1p4_l7n1p4_d1d2,10.0,7.966,1.25,112,28,5446,7837,68,25,44,25,14x32,4x32
io4_l2n1p4_l5n1p4_l7p1n1,10.0,8.553,1.25,56,56,10397,9775,244,39,52,39,14x32,4x32
io4_l2n1p4_l5n1p4_l7p1n1_d1d2,10.0,7.966,1.25,176,56,13937,17367,245,39,53,39,14x32,4x32
io4_l2n1p4_l5n1p4_l7p2n1,10.0,8.572,1.25,56,56,9984,11431,436,55,52,55,14x32,4x32
io4_l2n1p4_l5n1p4_l7p2n1_d1d2,10.0,9.01,1.25,176,112,19422,24161,437,42,77,42,14x32,4x32
io4_l2n1p4_l5n1p4_l7p4n1,10.0,8.609,1.25,56,56,10409,13871,820,87,52,87,14x32,4x32
io4_l2n1p4_l5n1p4_l7p4n1_d1d2,10.0,8.553,1.25,176,224,36937,33802,821,39,125,39,14x32,4x32
io4_l2p1n1_l5p1n1_l7n1n1,10.0,7.984,1.25,56,14,2659,7868,409,92,27,92,14x32,4x32
io4_l2p1n1_l5p1n1_l7n1n1_d1d2,10.0,8.646,1.25,144,26,3799,16834,410,92,32,92,14x32,4x32
io4_l2p1n1_l5p1n1_l7n1n2,10.0,9.788,1.25,56,14,2543,8032,412,95,27,95,14x32,4x32
io4_l2p1n1_l5p1n1_l7n1n2_d1d2,10.0,8.638,1.25,144,26,3966,17061,413,95,32,95,14x32,4x32
io4_l2p1n1_l5p1n1_l7n1n4,10.0,9.294,1.25,56,20,3359,8585,418,92,30,92,14x32,4x32
io4_l2p1n1_l5p1n1_l7n1n4_d1d2,10.0,8.646,1.25,144,32,6053,16174,419,92,35,92,14x32,4x32
io4_l2p1n1_l5p1n1_l7n1p1,10.0,7.984,1.25,56,16,3292,8354,410,92,29,92,14x32,4x32
io4_l2p1n1_l5p1n1_l7n1p1_d1d2,10.0,8.646,1.25,144,28,5255,15628,411,92,34,92,14x32,4x32
io4_l2p1n1_l5p1n1_l7n1p2,10.0,9.164,1.25,56,20,3716,8980,413,95,31,95,14x32,4x32
io4_l2p1n1_l5p1n1_l7n1p2_d1d2,10.0,8.646,1.25,144,32,5986,16188,414,95,36,95,14x32,4x32
io4_l2p1n1_l5p1n1_l7n1p4,10.0,8.707,1.25,56,28,4394,9505,419,92,35,92,14x32,4x32
io4_l2p1n1_l5p1n1_l7n1p4_d1d2,10.0,8.646,1.25,144,40,7163,17126,420,92,40,92,14x32,4x32
io4_l2p1n1_l5p1n1_l7p1n1,10.0,8.726,1.25,56,56,10876,14324,596,106,44,106,14x32,4x32
io4_l2p1n1_l5p1n1_l7p1n1_d1d2,10.0,8.646,1.25,208,56,15092,26054,597,106,45,106,14x32,4x32
io4_l2p1n1_l5p1n1_l7p2n1,10.0,8.746,1.25,56,56,10442,15948,788,122,44,122,14x32,4x32
io4_l2p1n1_l5p1n1_l7p2n1_d1d2,10.0,9.183,1.25,208,112,20577,32128,789,109,69,109,14x32,4x32
io4_l2p1n1_l5p1n1_l7p4n1,10.0,8.785,1.25,56,56,10867,18308,1172,154,44,154,14x32,4x32
io4_l2p1n1_l5p1n1_l7p4n1_d1d2,10.0,8.726,1.25,208,224,38078,42498,1173,106,117,106,14x32,4x32
io4_l2p2n1_l5p2n1_l7n1n1,10.0,10.062,1.25,56,26,7220,11667,665,145,31,145,14x32,4x32
io4_l2p2n1_l5p2n1_l7n1n1_d1d2,10.0,8.963,1.25,128,26,9611,17695,666,98,32,98,14x32,4x32
io4_l2p2n1_l5p2n1_l7n1n2,10.0,10.099,1.25,56,26,7040,11768,668,148,31,148,14x32,4x32
io4_l2p2n1_l5p2n1_l7n1n2_d1d2,10.0,8.926,1.25,128,26,10044,18021,669,101,32,101,14x32,4x32
io4_l2p2n1_l5p2n1_l7n1n4,10.0,10.062,1.25,56,32,7856,12325,674,145,34,145,14x32,4x32
io4_l2p2n1_l5p2n1_l7n1n4_d1d2,10.0,8.944,1.25,128,32,11617,17724,675,98,35,98,14x32,4x32
io4_l2p2n1_l5p2n1_l7n1p1,10.0,9.475,1.25,56,28,7732,12008,666,145,33,145,14x32,4x32
