prj,vivado_dynamic_pwr(mW),Total LUTs,Logic LUTs,LUTRAMs,SRLs,FFs,RAMB36,RAMB18,DSP48 Blocks,freq(MHz)
io4_l1n1n1_l3n1n2_d1d2,23.722,1746,1234,512,0,1765,0,16,8,100
io4_l1n1n1_l3n1n4,27.292,1646,1134,512,0,1902,4,0,14,100
io4_l1n1n1_l3n1n4_d1d2,31.924,1892,1380,512,0,1902,0,16,14,100
io4_l1n1n1_l3n1p1,18.323,1525,1013,512,0,1646,4,0,5,100
io4_l1n1n1_l3n1p1_d1d2,23.559,1744,1232,512,0,1641,0,16,5,100
io4_l1n1n1_l3n1p2,18.110,1602,1090,512,0,1744,4,0,5,100
io4_l1n1n1_l3n1p2_d1d2,22.184,1814,1302,512,0,1740,0,16,5,100
io4_l1n1n1_l3n1p4,18.362,1618,1106,512,0,1869,4,0,5,100
io4_l1n1n1_l3n1p4_d1d2,21.687,1808,1296,512,0,1871,0,16,5,100
io4_l1n1n1_l3p1n1,46.882,3469,2957,512,0,5352,4,0,26,100
io4_l1n1n1_l3p1n1_d1d2,52.529,4171,3659,512,0,5868,16,0,26,100
io4_l1n1n1_l3p2n1,45.870,4469,3957,512,0,5324,4,0,26,100
io4_l1n1n1_l3p2n1_d1d2,55.851,5951,5439,512,0,7869,8,8,26,100
io4_l1n1n1_l3p4n1,69.689,13368,10484,512,2372,23543,4,0,40,100
io4_l1n1n1_l3p4n1_d1d2,192.820,26769,20813,512,5444,34438,14,0,160,100
io4_l1n1n2_l3n1n1,16.725,1477,965,512,0,1620,4,0,5,100
io4_l1n1n2_l3n1n1_d1d2,21.429,1695,1183,512,0,1619,0,16,5,100
io4_l1n1n2_l3n1n2,20.211,1554,1042,512,0,1773,4,0,8,100
io4_l1n1n2_l3n1n2_d1d2,23.351,1812,1300,512,0,1773,0,16,8,100
io4_l1n1n2_l3n1n4,26.679,1739,1227,512,0,1911,4,0,14,100
io4_l1n1n2_l3n1n4_d1d2,29.896,1964,1452,512,0,1910,0,16,14,100
io4_l1n1n2_l3n1p1,18.464,1564,1052,512,0,1655,4,0,5,100
io4_l1n1n2_l3n1p1_d1d2,22.613,1793,1281,512,0,1649,0,16,5,100
io4_l1n1n2_l3n1p2,18.067,1675,1163,512,0,1754,4,0,5,100
io4_l1n1n2_l3n1p2_d1d2,20.889,1881,1369,512,0,1747,0,16,5,100
io4_l1n1n2_l3n1p4,18.326,1675,1163,512,0,1878,4,0,5,100
io4_l1n1n2_l3n1p4_d1d2,22.059,2034,1522,512,0,2138,0,16,5,100
io4_l1n1n2_l3p1n1,46.877,3601,3089,512,0,5361,4,0,26,100
io4_l1n1n2_l3p1n1_d1d2,52.137,4272,3760,512,0,5876,16,0,26,100
io4_l1n1n2_l3p2n1,46.115,4679,4167,512,0,5348,4,0,26,100
io4_l1n1n2_l3p2n1_d1d2,54.026,5996,5484,512,0,7877,8,8,26,100
io4_l1n1n2_l3p4n1,71.880,13274,10390,512,2372,23538,4,0,40,100
io4_l1n1n2_l3p4n1_d1d2,193.449,26676,20720,512,5444,34024,16,0,160,100
io4_l1n1n4_l3n1n1,32.206,2257,1745,512,0,2424,4,0,20,100
io4_l1n1n4_l3n1n1_d1d2,37.101,2540,2028,512,0,2424,0,16,20,100
io4_l1n1n4_l3n1n2,34.104,2350,1838,512,0,2513,4,0,20,100
io4_l1n1n4_l3n1n2_d1d2,37.239,2605,2093,512,0,2514,0,16,20,100
io4_l1n1n4_l3n1n4,34.511,2353,1841,512,0,2235,4,0,20,100
io4_l1n1n4_l3n1n4_d1d2,39.447,2628,2116,512,0,3266,0,16,20,100
io4_l1n1n4_l3n1p1,36.228,2419,1907,512,0,2459,4,0,20,100
io4_l1n1n4_l3n1p1_d1d2,41.833,2654,2142,512,0,2454,0,16,20,100
io4_l1n1n4_l3n1p2,34.128,2515,2003,512,0,2557,4,0,20,100
io4_l1n1n4_l3n1p2_d1d2,38.470,2714,2202,512,0,2553,0,16,20,100
io4_l1n1n4_l3n1p4,33.928,2439,1927,512,0,2427,4,0,20,100
io4_l1n1n4_l3n1p4_d1d2,39.902,2762,2250,512,0,3455,0,16,20,100
io4_l1n1n4_l3p1n1,52.577,4057,3545,512,0,5816,4,0,32,100
io4_l1n1n4_l3p1n1_d1d2,60.447,4862,4350,512,0,6842,16,0,32,100
io4_l1n1n4_l3p2n1,53.321,5075,4563,512,0,5789,4,0,32,100
io4_l1n1n4_l3p2n1_d1d2,65.647,6699,6187,512,0,8458,8,8,32,100
io4_l1n1n4_l3p4n1,91.872,14067,11183,512,2372,23760,4,0,40,100
io4_l1n1n4_l3p4n1_d1d2,212.954,27258,21302,512,5444,34499,12,0,160,100
io4_l1n1p1_l3n1n1,16.827,1439,927,512,0,1505,4,0,5,100
io4_l1n1p1_l3n1n1_d1d2,23.917,1699,1187,512,0,1499,0,16,5,100
io4_l1n1p1_l3n1n2,22.800,1610,1098,512,0,1658,4,0,8,100
io4_l1n1p1_l3n1n2_d1d2,27.738,1821,1309,512,0,1652,0,16,8,100
io4_l1n1p1_l3n1n4,29.982,1757,1245,512,0,1796,4,0,14,100
io4_l1n1p1_l3n1n4_d1d2,34.316,1963,1451,512,0,1790,0,16,14,100
io4_l1n1p1_l3n1p1,20.619,1566,1054,512,0,1540,4,0,5,100
io4_l1n1p1_l3n1p1_d1d2,27.452,1817,1305,512,0,1529,0,16,5,100
io4_l1n1p1_l3n1p2,19.305,1624,1112,512,0,1638,4,0,5,100
io4_l1n1p1_l3n1p2_d1d2,26.113,1873,1361,512,0,1628,0,16,5,100
io4_l1n1p1_l3n1p4,20.065,1625,1113,512,0,1763,4,0,5,100
io4_l1n1p1_l3n1p4_d1d2,25.663,1885,1373,512,0,1759,0,16,5,100
io4_l1n1p1_l3p1n1,49.801,3479,2967,512,0,5250,4,0,26,100
io4_l1n1p1_l3p1n1_d1d2,57.014,4234,3722,512,0,5750,16,0,26,100
io4_l1n1p1_l3p2n1,50.540,4583,4071,512,0,5209,4,0,26,100
io4_l1n1p1_l3p2n1_d1d2,61.016,6239,5727,512,0,7760,8,8,26,100
io4_l1n1p1_l3p4n1,78.898,13131,10247,512,2372,23504,4,0,40,100
io4_l1n1p1_l3p4n1_d1d2,210.987,26706,20750,512,5444,34301,16,0,160,100
io4_l1n1p2_l3n1n1,20.443,1664,1152,512,0,1536,4,0,5,100
io4_l1n1p2_l3n1n1_d1d2,27.128,2049,1537,512,0,1958,0,16,5,100
io4_l1n1p2_l3n1n2,23.623,1707,1195,512,0,1689,4,0,8,100
io4_l1n1p2_l3n1n2_d1d2,29.708,2296,1784,512,0,1951,0,16,8,100
io4_l1n1p2_l3n1n4,32.009,1859,1347,512,0,1827,4,0,14,100
io4_l1n1p2_l3n1n4_d1d2,36.635,2319,1807,512,0,2147,0,16,14,100
io4_l1n1p2_l3n1p1,22.351,1667,1155,512,0,1571,4,0,5,100
io4_l1n1p2_l3n1p1_d1d2,30.588,1985,1473,512,0,1626,0,16,5,100
io4_l1n1p2_l3n1p2,21.382,1720,1208,512,0,1637,4,0,5,100
io4_l1n1p2_l3n1p2_d1d2,28.724,2036,1524,512,0,1693,0,16,5,100
io4_l1n1p2_l3n1p4,22.616,1738,1226,512,0,1764,4,0,5,100
io4_l1n1p2_l3n1p4_d1d2,27.337,2041,1529,512,0,1824,0,16,5,100
io4_l1n1p2_l3p1n1,52.733,3472,2960,512,0,5244,4,0,26,100
io4_l1n1p2_l3p1n1_d1d2,60.632,4437,3925,512,0,5822,16,0,26,100
io4_l1n1p2_l3p2n1,53.132,4693,4181,512,0,5202,4,0,26,100
io4_l1n1p2_l3p2n1_d1d2,61.909,6273,5761,512,0,7761,8,8,26,100
io4_l1n1p2_l3p4n1,93.333,13182,10298,512,2372,23488,4,0,40,100
io4_l1n1p2_l3p4n1_d1d2,227.643,26960,21004,512,5444,33923,12,0,160,100
io4_l1n1p4_l3n1n1,32.657,2208,1819,384,5,2087,8,0,20,100
io4_l1n1p4_l3n1n1_d1d2,38.365,2466,2077,384,5,2179,4,16,20,100
io4_l1n1p4_l3n1n2,34.113,2268,1879,384,5,2209,8,0,20,100
io4_l1n1p4_l3n1n2_d1d2,39.985,2530,2141,384,5,2269,4,16,20,100
io4_l1n1p4_l3n1n4,37.191,2268,1879,384,5,1996,8,0,20,100
io4_l1n1p4_l3n1n4_d1d2,41.787,2593,2204,384,5,2249,4,16,20,100
io4_l1n1p4_l3n1p1,38.598,2393,2004,384,5,2122,8,0,20,100
io4_l1n1p4_l3n1p1_d1d2,47.178,2590,2201,384,5,2209,4,16,20,100
io4_l1n1p4_l3n1p2,38.016,2481,2092,384,5,2253,8,0,20,100
io4_l1n1p4_l3n1p2_d1d2,42.762,2652,2263,384,5,2308,4,16,20,100
io4_l1n1p4_l3n1p4,37.265,2499,2110,384,5,2188,8,0,20,100
io4_l1n1p4_l3n1p4_d1d2,43.892,2648,2259,384,5,2441,4,16,20,100
io4_l1n1p4_l3p1n1,56.620,3988,3599,384,5,5574,8,0,32,100
io4_l1n1p4_l3p1n1_d1d2,67.249,4778,4389,384,5,6205,20,0,32,100
io4_l1n1p4_l3p2n1,57.942,5051,4662,384,5,5532,8,0,32,100
io4_l1n1p4_l3p2n1_d1d2,72.073,6590,6201,384,5,8213,12,8,32,100
io4_l1n1p4_l3p4n1,167.169,13939,11178,384,2377,23544,8,0,40,100
io4_l1n1p4_l3p4n1_d1d2,300.608,26380,20547,384,5449,34158,12,0,160,100
io4_l1p1n1_l3n1n1,57.131,5334,4950,384,0,5972,8,0,40,100
io4_l1p1n1_l3n1n1_d1d2,63.873,5570,5186,384,0,6066,20,0,40,100
io4_l1p1n1_l3n1n2,59.950,5373,4989,384,0,6064,8,0,40,100
io4_l1p1n1_l3n1n2_d1d2,66.152,5636,5252,384,0,6125,20,0,40,100
io4_l1p1n1_l3n1n4,62.432,5291,4907,384,0,6007,8,0,40,100
io4_l1p1n1_l3n1n4_d1d2,67.652,5603,5219,384,0,6130,20,0,40,100
io4_l1p1n1_l3n1p1,62.349,5393,5009,384,0,6002,8,0,40,100
io4_l1p1n1_l3n1p1_d1d2,72.058,5689,5305,384,0,6098,20,0,40,100
io4_l1p1n1_l3n1p2,61.791,5497,5113,384,0,6067,8,0,40,100
io4_l1p1n1_l3n1p2_d1d2,68.282,5830,5446,384,0,6199,20,0,40,100
io4_l1p1n1_l3n1p4,61.599,5460,5076,384,0,6067,8,0,40,100
io4_l1p1n1_l3n1p4_d1d2,67.598,5871,5487,384,0,6191,20,0,40,100
io4_l1p1n1_l3p1n1,67.356,6591,6207,384,0,8537,8,0,40,100
io4_l1p1n1_l3p1n1_d1d2,79.115,8163,7779,384,0,9653,20,0,40,100
io4_l1p1n1_l3p2n1,69.865,7648,7264,384,0,8961,8,0,40,100
io4_l1p1n1_l3p2n1_d1d2,80.049,9281,8897,384,0,10885,20,0,40,100
io4_l1p1n1_l3p4n1,171.027,14381,11625,384,2372,24582,8,0,40,100
io4_l1p1n1_l3p4n1_d1d2,338.539,28776,22948,384,5444,35982,20,0,160,100
io4_l1p2n1_l3n1n1,61.383,6486,6102,384,0,7809,8,0,40,100
io4_l1p2n1_l3n1n1_d1d2,106.090,9937,9553,384,0,11317,20,0,80,100
io4_l1p2n1_l3n1n2,62.922,6362,5978,384,0,7897,8,0,40,100
io4_l1p2n1_l3n1n2_d1d2,108.377,10137,9753,384,0,11374,20,0,80,100
io4_l1p2n1_l3n1n4,63.630,6465,6081,384,0,7845,8,0,40,100
io4_l1p2n1_l3n1n4_d1d2,111.218,10085,9701,384,0,11927,16,0,80,100
io4_l1p2n1_l3n1p1,64.822,6531,6147,384,0,7841,8,0,40,100
io4_l1p2n1_l3n1p1_d1d2,121.009,10346,9962,384,0,11343,20,0,80,100
io4_l1p2n1_l3n1p2,64.725,6413,6029,384,0,7908,8,0,40,100
io4_l1p2n1_l3n1p2_d1d2,110.456,10357,9973,384,0,11446,20,0,80,100
io4_l1p2n1_l3n1p4,66.985,6499,6115,384,0,7909,8,0,40,100
io4_l1p2n1_l3n1p4_d1d2,113.403,10254,9870,384,0,12008,20,0,80,100
io4_l1p2n1_l3p1n1,71.446,8212,7828,384,0,10894,8,0,40,100
io4_l1p2n1_l3p1n1_d1d2,114.462,12986,12602,384,0,15439,16,0,80,100
io4_l1p2n1_l3p2n1,74.296,9005,8621,384,0,11336,8,0,40,100
io4_l1p2n1_l3p2n1_d1d2,118.060,14360,13976,384,0,16247,20,0,80,100
io4_l1p2n1_l3p4n1,186.282,14767,12011,384,2372,25487,8,0,40,100
io4_l1p2n1_l3p4n1_d1d2,350.129,31722,25894,384,5444,36908,20,0,160,100
io4_l1p4n1_l3n1n1,60.894,6627,6243,384,0,7881,8,0,40,100
io4_l1p4n1_l3n1n1_d1d2,161.811,17991,17607,384,0,20673,20,0,114,100
io4_l1p4n1_l3n1n2,64.513,6545,6161,384,0,7973,8,0,40,100
io4_l1p4n1_l3n1n2_d1d2,154.247,17843,17459,384,0,20752,20,0,114,100
io4_l1p4n1_l3n1n4,63.379,6573,6189,384,0,7919,8,0,40,100
io4_l1p4n1_l3n1n4_d1d2,159.951,17867,17483,384,0,20747,20,0,114,100
io4_l1p4n1_l3n1p1,65.377,6467,6083,384,0,7917,8,0,40,100
io4_l1p4n1_l3n1p1_d1d2,172.967,18293,17909,384,0,20001,20,0,114,100
io4_l1p4n1_l3n1p2,63.928,6671,6287,384,0,7989,8,0,40,100
io4_l1p4n1_l3n1p2_d1d2,166.916,17811,17427,384,0,20746,20,0,114,100
io4_l1p4n1_l3n1p4,66.874,6701,6317,384,0,7988,8,0,40,100
io4_l1p4n1_l3n1p4_d1d2,167.769,17605,17221,384,0,20807,20,0,114,100
io4_l1p4n1_l3p1n1,70.898,8014,7630,384,0,11017,8,0,40,100
io4_l1p4n1_l3p1n1_d1d2,163.410,19963,19579,384,0,23285,20,0,114,100
io4_l1p4n1_l3p2n1,74.645,9272,8888,384,0,11560,8,0,40,100
io4_l1p4n1_l3p2n1_d1d2,173.934,21838,21454,384,0,24475,20,0,114,100
io4_l1p4n1_l3p4n1,190.616,14883,12127,384,2372,25546,8,0,40,100
io4_l1p4n1_l3p4n1_d1d2,394.667,35921,30093,384,5444,38490,20,0,160,100
io8_l1n1n1_l3n1n1,19.405,2365,1341,1024,0,2382,0,8,5,100
io8_l1n1n1_l3n1n1_d1d2,41.364,3576,2552,1024,0,3298,0,64,5,100
io8_l1n1n1_l3n1n2,18.993,2409,1385,1024,0,2488,0,8,5,100
io8_l1n1n1_l3n1n2_d1d2,38.984,3564,2540,1024,0,3411,0,64,5,100
io8_l1n1n1_l3n1n4,30.020,2678,1654,1024,0,2862,0,8,14,100
io8_l1n1n1_l3n1n4_d1d2,49.368,3879,2855,1024,0,3713,0,64,14,100
io8_l1n1n1_l3n1n8,30.866,2694,1670,1024,0,2893,0,8,14,100
io8_l1n1n1_l3n1n8_d1d2,51.923,3970,2946,1024,0,3711,0,64,17,100
io8_l1n1n1_l3n1p1,22.486,2612,1588,1024,0,2546,0,8,5,100
io8_l1n1n1_l3n1p1_d1d2,47.058,3683,2659,1024,0,3335,0,64,5,100
io8_l1n1n1_l3n1p2,21.728,2604,1580,1024,0,2613,0,8,5,100
io8_l1n1n1_l3n1p2_d1d2,43.701,4125,3101,1024,0,3715,0,64,5,100
io8_l1n1n1_l3n1p4,21.221,2702,1678,1024,0,2710,0,8,5,100
io8_l1n1n1_l3n1p4_d1d2,41.256,4015,2991,1024,0,3719,0,64,5,100
io8_l1n1n1_l3n1p8,22.950,2664,1640,1024,0,3083,0,8,5,100
io8_l1n1n1_l3n1p8_d1d2,40.516,3852,2828,1024,0,3806,0,64,5,100
io8_l1n1n1_l3p1n1,72.978,4708,3676,1032,0,6578,8,0,50,100
io8_l1n1n1_l3p1n1_d1d2,94.308,7372,6340,1032,0,8321,64,0,50,100
io8_l1n1n1_l3p2n1,78.008,7188,6164,1024,0,9901,8,0,50,100
io8_l1n1n1_l3p2n1_d1d2,46.958,7038,6014,1024,0,9739,0,64,5,100
io8_l1n1n1_l3p4n1,50.965,5914,4890,1024,0,6643,0,8,26,100
io8_l1n1n1_l3p4n1_d1d2,97.767,9429,8405,1024,0,11712,16,48,50,100
io8_l1n1n1_l3p8n1,112.814,23582,17819,1024,4739,44409,8,0,80,100
io8_l1n1n1_l3p8n1_d1d2,679.393,86412,64006,1024,21382,95889,64,0,640,100
io8_l1n1n2_l3n1n1,18.414,2402,1378,1024,0,2450,0,8,5,100
io8_l1n1n2_l3n1n1_d1d2,37.070,3598,2574,1024,0,3368,0,64,5,100
io8_l1n1n2_l3n1n2,19.175,2370,1346,1024,0,2949,0,8,5,100
io8_l1n1n2_l3n1n2_d1d2,33.631,3681,2657,1024,0,3482,0,64,5,100
io8_l1n1n2_l3n1n4,27.971,2654,1630,1024,0,3255,0,8,14,100
io8_l1n1n2_l3n1n4_d1d2,45.492,3862,2838,1024,0,3783,0,64,14,100
io8_l1n1n2_l3n1n8,30.134,2717,1693,1024,0,3159,0,8,14,100
io8_l1n1n2_l3n1n8_d1d2,47.352,4027,3003,1024,0,3781,0,64,17,100
io8_l1n1n2_l3n1p1,21.130,2538,1514,1024,0,2483,0,8,5,100
io8_l1n1n2_l3n1p1_d1d2,41.694,3711,2687,1024,0,3401,0,64,5,100
io8_l1n1n2_l3n1p2,20.748,2656,1632,1024,0,2681,0,8,5,100
io8_l1n1n2_l3n1p2_d1d2,37.545,4138,3114,1024,0,3786,0,64,5,100
io8_l1n1n2_l3n1p4,19.336,2746,1722,1024,0,3107,0,8,5,100
io8_l1n1n2_l3n1p4_d1d2,35.981,4016,2992,1024,0,3795,0,64,5,100
io8_l1n1n2_l3n1p8,20.164,2779,1755,1024,0,3350,0,8,5,100
io8_l1n1n2_l3n1p8_d1d2,35.055,3950,2926,1024,0,3878,0,64,5,100
io8_l1n1n2_l3p1n1,73.197,4833,3801,1032,0,6844,8,0,50,100
io8_l1n1n2_l3p1n1_d1d2,88.341,7420,6388,1032,0,8391,64,0,50,100
io8_l1n1n2_l3p2n1,79.176,7338,6314,1024,0,9976,8,0,50,100
io8_l1n1n2_l3p2n1_d1d2,41.136,7107,6083,1024,0,9791,0,64,5,100
io8_l1n1n2_l3p4n1,50.347,5947,4923,1024,0,6745,0,8,26,100
io8_l1n1n2_l3p4n1_d1d2,91.003,9457,8433,1024,0,10719,16,48,50,100
io8_l1n1n2_l3p8n1,119.421,23998,18235,1024,4739,44344,8,0,80,100
io8_l1n1n2_l3p8n1_d1d2,687.390,90357,67951,1024,21382,96088,64,0,640,100
io8_l1n1n4_l3n1n1,19.756,2573,1549,1024,0,2477,0,8,5,100
io8_l1n1n4_l3n1n1_d1d2,35.105,3691,2667,1024,0,3339,0,64,5,100
io8_l1n1n4_l3n1n2,18.886,2604,1580,1024,0,2916,0,8,5,100
io8_l1n1n4_l3n1n2_d1d2,32.499,3710,2686,1024,0,3450,0,64,5,100
io8_l1n1n4_l3n1n4,30.305,2914,1890,1024,0,3217,0,8,14,100
io8_l1n1n4_l3n1n4_d1d2,42.060,4029,3005,1024,0,3755,0,64,14,100
io8_l1n1n4_l3n1n8,30.678,2947,1923,1024,0,3113,0,8,14,100
io8_l1n1n4_l3n1n8_d1d2,45.173,4195,3171,1024,0,3744,0,64,17,100
io8_l1n1n4_l3n1p1,22.047,2710,1686,1024,0,2511,0,8,5,100
io8_l1n1n4_l3n1p1_d1d2,42.718,3792,2768,1024,0,3372,0,64,5,100
io8_l1n1n4_l3n1p2,22.142,2774,1750,1024,0,2708,0,8,5,100
io8_l1n1n4_l3n1p2_d1d2,38.752,4204,3180,1024,0,3764,0,64,5,100
io8_l1n1n4_l3n1p4,21.457,2894,1870,1024,0,3070,0,8,5,100
io8_l1n1n4_l3n1p4_d1d2,34.338,4103,3079,1024,0,3765,0,64,5,100
io8_l1n1n4_l3n1p8,22.931,2857,1833,1024,0,3304,0,8,5,100
io8_l1n1n4_l3n1p8_d1d2,31.129,4008,2984,1024,0,3839,0,64,5,100
io8_l1n1n4_l3p1n1,76.260,4976,3952,1024,0,6792,8,0,50,100
io8_l1n1n4_l3p1n1_d1d2,91.085,7521,6497,1024,0,8350,64,0,50,100
io8_l1n1n4_l3p2n1,79.710,7416,6392,1024,0,9928,8,0,50,100
