prj,total_pwr(uW),static_pwr(uW),dynamic_pwr(mW),vivado_dynamic_pwr(mW),Total LUTs,Logic LUTs,LUTRAMs,SRLs,FFs,RAMB36,RAMB18,URAM,DSP48 Blocks
io2_l1n1n2_l3n1p1_l5n1_d1d2,343478.7848101266,333670.6153846154,9.808169425511208,18.983,1006,1006,0,0,849,8,8,0,8
io2_l1n1n2_l3n1p2_l5n1,342966.2631578947,330986.6216216216,11.979641536273121,17.125,961,961,0,0,664,8,8,0,8
io2_l1n1n2_l3n1p2_l5n1_d1d2,356771.5733333333,346583.9487179487,10.187624615384616,17.497,1009,1009,0,0,788,8,8,0,8
io2_l1n1n2_l3p1n1_l5n1,370058.2105263158,355774.5263157895,14.28368421052629,38.601,3775,3775,0,0,4773,8,6,0,26
io2_l1n1n2_l3p1n1_l5n1_d1d2,372683.2972972973,356557.9459459459,16.125351351351362,39.050,3694,3694,0,0,4668,8,6,0,26
io2_l1n1n2_l3p2n1_l5n1,395907.11842105264,376635.425,19.271693421052653,59.780,8864,7675,0,1189,12890,10,6,0,32
io2_l1n1n2_l3p2n1_l5n1_d1d2,401706.4358974359,383088.4864864865,18.617949410949368,79.322,11776,10139,0,1637,15283,10,6,0,64
io2_l1n1p1_l3n1n1_l5n1,342394.4266666667,331091.5641025641,11.302862564102572,14.665,870,870,0,0,674,8,8,0,5
io2_l1n1p1_l3n1n1_l5n1_d1d2,342881.75324675324,333506.92307692306,9.37483016983018,14.773,936,936,0,0,663,8,8,0,5
io2_l1n1p1_l3n1n2_l5n1,340114.8831168831,330377.5128205128,9.737370296370296,17.855,945,945,0,0,791,8,8,0,8
io2_l1n1p1_l3n1n2_l5n1_d1d2,341547.89743589744,330644.4324324324,10.903465003465012,17.646,999,999,0,0,849,8,8,0,8
io2_l1n1p1_l3n1p1_l5n1,344751.4868421053,330641.35,14.110136842105305,17.426,914,914,0,0,703,8,8,0,5
io2_l1n1p1_l3n1p1_l5n1_d1d2,346912.30263157893,330664.6153846154,16.247687246963558,17.335,950,950,0,0,685,8,8,0,5
io2_l1n1p1_l3n1p2_l5n1,358365.1780821918,345809.28205128206,12.55589603090973,16.908,976,976,0,0,737,8,8,0,5
io2_l1n1p1_l3n1p2_l5n1_d1d2,362154.1066666667,344836.27777777775,17.317828888888936,17.010,1026,1026,0,0,786,8,8,0,5
io2_l1n1p1_l3p1n1_l5n1,377201.5064935065,357091.9166666667,20.1095898268398,41.121,3866,3866,0,0,4866,8,6,0,26
io2_l1n1p1_l3p1n1_l5n1_d1d2,379002.9066666667,356580.28205128206,22.422624615384613,41.197,3710,3710,0,0,4698,8,6,0,26
io2_l1n1p1_l3p2n1_l5n1,405508.91780821915,377351.8918918919,28.157025916327257,61.285,8618,7429,0,1189,12999,10,6,0,32
io2_l1n1p1_l3p2n1_l5n1_d1d2,412741.82278481015,386842.8857142857,25.898937070524436,82.923,11553,9916,0,1637,15314,8,4,0,64
io2_l1n1p2_l3n1n1_l5n1,355632.7105263158,344299.2105263158,11.3335,15.471,887,887,0,0,706,8,8,0,5
io2_l1n1p2_l3n1n1_l5n1_d1d2,356335.8961038961,344907.4857142857,11.428410389610391,14.939,957,957,0,0,764,8,8,0,5
io2_l1n1p2_l3n1n2_l5n1,343322.2191780822,329065.5142857143,14.256704892367882,17.401,960,960,0,0,664,8,8,0,8
io2_l1n1p2_l3n1n2_l5n1_d1d2,357982.28205128206,347317.1891891892,10.665092862092889,17.817,1007,1007,0,0,788,8,8,0,8
io2_l1n1p2_l3n1p1_l5n1,362324.6712328767,344099.45,18.225221232876706,18.547,973,973,0,0,737,8,8,0,5
io2_l1n1p2_l3n1p1_l5n1_d1d2,364084.52702702704,345804.13513513515,18.28039189189189,18.740,1022,1022,0,0,786,8,8,0,5
io2_l1n1p2_l3n1p2_l5n1,359966.9736842105,345105.23076923075,14.861742914979754,16.861,983,983,0,0,597,8,8,0,5
io2_l1n1p2_l3n1p2_l5n1_d1d2,359410.51948051946,342431.07692307694,16.979442557442525,17.100,1024,1024,0,0,723,8,8,0,5
io2_l1n1p2_l3p1n1_l5n1,378441.1842105263,352803.5135135135,25.6376706970128,41.427,3896,3896,0,0,4805,8,6,0,26
io2_l1n1p2_l3p1n1_l5n1_d1d2,379772.56962025317,353468.6857142857,26.303883905967464,41.070,3776,3776,0,0,4697,8,6,0,26
io2_l1n1p2_l3p2n1_l5n1,416330.2602739726,375496.3783783784,40.83388189559418,63.680,8484,7295,0,1189,12904,10,6,0,32
io2_l1n1p2_l3p2n1_l5n1_d1d2,422286.75675675675,388248.8181818182,34.03793857493857,86.830,11726,10089,0,1637,15320,10,6,0,64
io2_l1p1n1_l3n1n1_l5p1,372097.86486486485,355027.28205128206,17.070582813582792,34.093,3768,3768,0,0,4857,8,6,0,26
io2_l1p1n1_l3n1n1_l5p1_d1d2,372056.26666666666,354277.2894736842,17.77897719298245,33.655,3657,3657,0,0,4687,8,6,0,26
io2_l1p1n1_l3n1n2_l5p1,371826.5135135135,353854.86486486485,17.97164864864864,35.616,3832,3832,0,0,4787,8,6,0,26
io2_l1p1n1_l3n1n2_l5p1_d1d2,373630.8181818182,355119.625,18.511193181818175,35.087,3599,3599,0,0,4681,8,6,0,26
io2_l1p1n1_l3n1p1_l5p1,382946.1794871795,357152.9459459459,25.793233541233583,38.270,3866,3866,0,0,4880,8,6,0,26
io2_l1p1n1_l3n1p1_l5p1_d1d2,387665.5324675325,358065.85,29.599682467532517,38.668,3720,3720,0,0,4710,8,6,0,26
io2_l1p1n1_l3n1p2_l5p1,382157.3243243243,356938.1142857143,25.219210038610036,37.531,3930,3930,0,0,4820,8,6,0,26
io2_l1p1n1_l3n1p2_l5p1_d1d2,383384.8717948718,355456.65,27.92822179487179,37.047,3830,3830,0,0,4714,8,6,0,26
io2_l1p1n1_l3p1n1_l5p1,389285.9871794872,360934.1621621622,28.351825017324998,31.293,3274,3274,0,0,3510,8,6,0,14
io2_l1p1n1_l3p1n1_l5p1_d1d2,387096.3333333333,359898.1,27.198233333333338,31.730,3390,3390,0,0,3757,8,6,0,14
io2_l1p1n1_l3p2n1_l5p1,429319.96153846156,380994.3888888889,48.325572649572685,66.729,10743,9554,0,1189,14307,10,4,0,32
io2_l1p1n1_l3p2n1_l5p1_d1d2,439656.48051948054,390909.0,48.74748051948054,85.034,13361,11724,0,1637,15750,10,6,0,64
io2_l1p2n1_l3n1n1_l5p2,395252.6883116883,372064.23076923075,23.18845754245756,53.581,8776,7587,0,1189,12946,10,6,0,32
io2_l1p2n1_l3n1n1_l5p2_d1d2,405139.1388888889,385767.63157894736,19.371507309941517,67.775,11647,10010,0,1637,15303,8,6,0,64
io2_l1p2n1_l3n1n2_l5p2,399639.7341772152,373912.4210526316,25.727313124583628,60.697,8650,7461,0,1189,12886,10,4,0,32
io2_l1p2n1_l3n1n2_l5p2_d1d2,407306.94736842107,385938.0,21.36894736842107,74.592,11536,9899,0,1637,15316,8,6,0,64
io2_l1p2n1_l3n1p1_l5p2,413304.16883116885,374798.4,38.50576883116882,62.326,8784,7595,0,1189,12988,8,6,0,32
io2_l1p2n1_l3n1p1_l5p2_d1d2,421502.4487179487,383787.6,37.71484871794871,79.752,11495,9858,0,1637,15296,10,6,0,64
io2_l1p2n1_l3n1p2_l5p2,415108.4675324675,374871.45,40.23701753246749,63.788,8794,7605,0,1189,12912,10,6,0,32
io2_l1p2n1_l3n1p2_l5p2_d1d2,426138.1818181818,384074.86486486485,42.06331695331697,78.278,11850,10213,0,1637,15326,6,4,0,64
io2_l1p2n1_l3p1n1_l5p2,429899.13333333336,380998.6153846154,48.90051794871798,67.510,10826,9637,0,1189,14247,8,6,0,32
io2_l1p2n1_l3p1n1_l5p2_d1d2,439414.94805194804,393719.6842105263,45.69526384142175,83.288,13303,11666,0,1637,15768,8,6,0,64
io2_l1p2n1_l3p2n1_l5p2,510710.08,390429.6756756757,120.28040432432434,119.613,12118,9740,0,2378,17331,8,6,0,32
io2_l1p2n1_l3p2n1_l5p2_d1d2,537065.2133333334,402600.65,134.46456333333336,154.312,16070,12796,0,3274,19877,10,6,0,64
io4_l1n1n1_l3n1n1_l5n1,356737.4533333333,349243.89743589744,7.493555897435872,14.516,1199,943,256,0,1257,8,0,0,5
io4_l1n1n1_l3n1n1_l5n1_d1d2,361919.05479452055,350319.91891891893,11.599135875601613,20.837,1457,1201,256,0,1409,0,32,0,5
io4_l1n1n1_l3n1n2_l5n1,358707.34210526315,348242.4054054054,10.46493669985776,17.506,1345,1089,256,0,1440,8,0,0,8
io4_l1n1n1_l3n1n2_l5n1_d1d2,363243.3783783784,352173.94736842107,11.069431009957334,23.600,1602,1346,256,0,1564,0,32,0,8
io4_l1n1n1_l3n1n4_l5n1,359257.3378378378,350588.9743589744,8.668363478863437,21.519,1518,1262,256,0,1627,8,0,0,14
io4_l1n1n1_l3n1n4_l5n1_d1d2,364253.1842105263,354053.2894736842,10.199894736842078,28.712,1780,1524,256,0,1828,0,32,0,14
io4_l1n1n1_l3n1p1_l5n1,358689.602739726,346336.325,12.353277739726007,16.571,1308,1052,256,0,1284,8,0,0,5
io4_l1n1n1_l3n1p1_l5n1_d1d2,364621.19178082194,349487.6216216216,15.133570159200346,23.728,1568,1312,256,0,1469,0,32,0,5
io4_l1n1n1_l3n1p2_l5n1,358871.24675324676,347876.3243243243,10.994922428922436,16.261,1444,1188,256,0,1410,8,0,0,5
io4_l1n1n1_l3n1p2_l5n1_d1d2,364648.1558441558,351379.02702702704,13.269128817128774,22.938,1681,1425,256,0,1544,0,32,0,5
io4_l1n1n1_l3n1p4_l5n1,358288.8552631579,348073.54054054053,10.21531472261739,16.099,1451,1195,256,0,1462,8,0,0,5
io4_l1n1n1_l3n1p4_l5n1_d1d2,365194.41095890413,352807.7837837838,12.386627175120346,23.048,1781,1525,256,0,1727,0,32,0,5
io4_l1n1n1_l3p1n1_l5n1,372554.4666666667,357814.5,14.739966666666675,57.156,5501,5181,320,0,6702,8,0,0,50
io4_l1n1n1_l3p1n1_l5n1_d1d2,378379.2207792208,362702.0,15.677220779220807,64.463,5920,5600,320,0,6946,16,16,0,50
io4_l1n1n1_l3p2n1_l5n1,385839.5657894737,369734.9210526316,16.104644736842136,60.732,6702,6382,320,0,7163,8,0,0,50
io4_l1n1n1_l3p2n1_l5n1_d1d2,390980.7368421053,372978.5263157895,18.002210526315785,68.297,7753,7433,320,0,8059,8,24,0,50
io4_l1n1n1_l3p4n1_l5n1,415706.91025641025,399057.85,16.649060256410273,86.393,15278,12586,320,2372,24406,8,0,0,64
io4_l1n1n1_l3p4n1_l5n1_d1d2,494585.012987013,475901.76923076925,18.683243756243726,235.386,34038,28338,256,5444,38113,20,16,0,256
io4_l1n1n2_l3n1n1_l5n1,357900.33766233764,349805.22222222225,8.095115440115391,17.212,1350,1094,256,0,1440,8,0,0,8
io4_l1n1n2_l3n1n1_l5n1_d1d2,362753.7894736842,352103.2631578947,10.650526315789495,23.901,1605,1349,256,0,1564,0,32,0,8
io4_l1n1n2_l3n1n2_l5n1,358141.94736842107,346037.4864864865,12.104460881934559,18.434,1408,1152,256,0,1495,8,0,0,8
io4_l1n1n2_l3n1n2_l5n1_d1d2,363731.3466666667,351972.8918918919,11.758454774774785,24.376,1650,1394,256,0,1591,0,32,0,8
io4_l1n1n2_l3n1n4_l5n1,359231.36842105264,348587.6842105263,10.643684210526349,22.961,1593,1337,256,0,1683,8,0,0,14
io4_l1n1n2_l3n1n4_l5n1_d1d2,364387.0256410256,351725.25641025644,12.66176923076919,28.614,1842,1586,256,0,1856,0,32,0,14
io4_l1n1n2_l3n1p1_l5n1,359441.5641025641,347611.4864864865,11.830077616077615,20.399,1446,1190,256,0,1480,8,0,0,8
io4_l1n1n2_l3n1p1_l5n1_d1d2,367601.2727272727,350002.55555555556,17.598717171717144,27.930,1698,1442,256,0,1624,0,32,0,8
io4_l1n1n2_l3n1p2_l5n1,357657.8,347006.05263157893,10.651747368421056,19.504,1590,1334,256,0,1561,8,0,0,8
io4_l1n1n2_l3n1p2_l5n1_d1d2,364902.8157894737,349981.4857142857,14.921330075188017,25.527,1874,1618,256,0,1721,0,32,0,8
io4_l1n1n2_l3n1p4_l5n1,359794.83116883115,347016.53846153844,12.778292707292712,19.272,1581,1325,256,0,1613,8,0,0,8
io4_l1n1n2_l3n1p4_l5n1_d1d2,365214.7368421053,350738.9736842105,14.475763157894777,24.923,1840,1584,256,0,1788,0,32,0,8
io4_l1n1n2_l3p1n1_l5n1,373104.5135135135,357233.7027027027,15.87081081081077,58.831,5632,5312,320,0,7239,8,0,0,50
io4_l1n1n2_l3p1n1_l5n1_d1d2,380428.7948717949,362175.641025641,18.25315384615387,65.282,5848,5528,320,0,7017,16,16,0,50
io4_l1n1n2_l3p2n1_l5n1,387329.49333333335,366936.3783783784,20.393114954954946,59.753,6509,6189,320,0,7205,8,0,0,50
io4_l1n1n2_l3p2n1_l5n1_d1d2,393052.5753424658,371553.91891891893,21.49865642354684,66.859,7324,7004,320,0,7916,8,24,0,50
io4_l1n1n2_l3p4n1_l5n1,421366.9324324324,400332.53846153844,21.034393970893987,89.104,15208,12516,320,2372,24372,8,0,0,64
io4_l1n1n2_l3p4n1_l5n1_d1d2,499327.8,478824.4,20.503399999999964,239.025,34022,28322,256,5444,38195,16,16,0,256
io4_l1n1n4_l3n1n1_l5n1,356676.25675675675,348103.02777777775,8.573228978978994,21.574,1536,1280,256,0,1627,8,0,0,14
io4_l1n1n4_l3n1n1_l5n1_d1d2,361925.44,349844.45945945947,12.080980540540535,27.801,1805,1549,256,0,1828,0,32,0,14
io4_l1n1n4_l3n1n2_l5n1,356761.71794871794,346358.358974359,10.40335897435894,21.903,1598,1342,256,0,1683,8,0,0,14
io4_l1n1n4_l3n1n2_l5n1_d1d2,364311.04,351724.4871794872,12.586552820512791,27.774,1846,1590,256,0,1856,0,32,0,14
io4_l1n1n4_l3n1n4_l5n1,360661.6153846154,349620.89743589744,11.040717948717939,22.721,1539,1283,256,0,1545,8,0,0,14
io4_l1n1n4_l3n1n4_l5n1_d1d2,365795.12328767125,352691.6,13.103523287671269,29.053,1781,1525,256,0,1919,0,32,0,14
io4_l1n1n4_l3n1p1_l5n1,363063.59722222225,347810.0,15.253597222222249,24.743,1657,1401,256,0,1689,8,0,0,14
io4_l1n1n4_l3n1p1_l5n1_d1d2,369537.64556962025,351869.47222222225,17.668173347398,31.572,2040,1784,256,0,1888,0,32,0,14
io4_l1n1n4_l3n1p2_l5n1,361780.4871794872,349235.8205128205,12.544666666666686,23.499,1730,1474,256,0,1748,8,0,0,14
io4_l1n1n4_l3n1p2_l5n1_d1d2,366106.961038961,350314.5675675676,15.792393471393444,29.949,2106,1850,256,0,1985,0,32,0,14
io4_l1n1n4_l3n1p4_l5n1,360846.25974025973,348140.5263157895,12.705733424470235,22.393,1776,1520,256,0,1672,8,0,0,14
io4_l1n1n4_l3n1p4_l5n1_d1d2,368575.2337662338,353774.9142857143,14.800319480519509,29.611,2032,1776,256,0,2046,0,32,0,14
io4_l1n1n4_l3p1n1_l5n1,376337.1549295775,359083.025,17.254129929577466,58.747,5542,5222,320,0,6982,8,0,0,50
io4_l1n1n4_l3p1n1_l5n1_d1d2,381089.1842105263,364098.1891891892,16.99099502133712,66.204,5868,5548,320,0,7123,16,16,0,50
io4_l1n1n4_l3p2n1_l5n1,388420.1558441558,367389.23076923075,21.030925074925065,61.440,6655,6335,320,0,7081,8,0,0,50
io4_l1n1n4_l3p2n1_l5n1_d1d2,396299.5443037975,371376.15789473685,24.923386409060623,66.831,7435,7115,320,0,7855,8,24,0,50
io4_l1n1n4_l3p4n1_l5n1,430984.45945945947,402099.5789473684,28.88488051209104,94.562,15585,12893,320,2372,24324,8,0,0,64
io4_l1n1n4_l3p4n1_l5n1_d1d2,507868.3287671233,477504.85714285716,30.363471624266122,242.005,34287,28587,256,5444,38276,16,16,0,256
io4_l1n1p1_l3n1n1_l5n1,359291.86486486485,350148.1538461539,9.14371101871098,16.551,1394,1138,256,0,1317,8,0,0,5
io4_l1n1p1_l3n1n1_l5n1_d1d2,363084.73333333334,350032.5,13.052233333333337,23.551,1569,1313,256,0,1468,0,32,0,5
io4_l1n1p1_l3n1n2_l5n1,358646.16,347379.2631578947,11.266896842105256,18.935,1475,1219,256,0,1500,8,0,0,8
io4_l1n1p1_l3n1n2_l5n1_d1d2,364715.75,351285.22222222225,13.430527777777751,26.352,1697,1441,256,0,1623,0,32,0,8
io4_l1n1p1_l3n1n4_l5n1,358263.5733333333,348066.05263157893,10.197520701754373,24.203,1653,1397,256,0,1689,8,0,0,14
io4_l1n1p1_l3n1n4_l5n1_d1d2,367551.5733333333,351633.08108108107,15.91849225225224,30.977,1890,1634,256,0,1887,0,32,0,14
io4_l1n1p1_l3n1p1_l5n1,362822.0,346726.63157894736,16.09536842105264,18.618,1376,1120,256,0,1324,8,0,0,5
io4_l1n1p1_l3n1p1_l5n1_d1d2,371092.58666666667,351360.7027027027,19.73188396396395,27.941,1644,1388,256,0,1495,0,32,0,5
io4_l1n1p1_l3n1p2_l5n1,362033.9090909091,348208.1282051282,13.82578088578093,18.687,1548,1292,256,0,1440,8,0,0,5
io4_l1n1p1_l3n1p2_l5n1_d1d2,370049.4,352148.3076923077,17.901092307692334,26.346,1764,1508,256,0,1574,0,32,0,5
io4_l1n1p1_l3n1p4_l5n1,363863.45945945947,347830.10256410256,16.033356895356906,18.377,1551,1295,256,0,1492,8,0,0,5
io4_l1n1p1_l3n1p4_l5n1_d1d2,371980.79452054796,353941.71794871794,18.039076571830023,26.122,1803,1547,256,0,1691,0,32,0,5
io4_l1n1p1_l3p1n1_l5n1,380483.05194805196,360078.0,20.40505194805196,59.198,5607,5287,320,0,6731,8,0,0,50
io4_l1n1p1_l3p1n1_l5n1_d1d2,387506.7631578947,363142.28205128206,24.364481106612658,70.709,6035,5715,320,0,7235,16,16,0,50
io4_l1n1p1_l3p2n1_l5n1,396898.7027027027,368364.95,28.53375270270271,61.008,6541,6221,320,0,6702,8,0,0,50
io4_l1n1p1_l3p2n1_l5n1_d1d2,404177.1794871795,372310.2051282051,31.866974358974375,70.366,7332,7012,320,0,7857,6,24,0,50
io4_l1n1p1_l3p4n1_l5n1,431308.0933333333,400889.3333333333,30.41876000000001,92.769,15693,13001,320,2372,24359,8,0,0,64
io4_l1n1p1_l3p4n1_l5n1_d1d2,502219.7837837838,473096.5789473684,29.12320483641536,243.418,33969,28269,256,5444,38126,20,16,0,256
io4_l1n1p2_l3n1n1_l5n1,358703.3506493507,349105.91891891893,9.597431730431737,17.611,1443,1187,256,0,1410,8,0,0,5
io4_l1n1p2_l3n1n1_l5n1_d1d2,366801.7948717949,352302.6666666667,14.499128205128189,23.062,1665,1409,256,0,1546,0,32,0,5
io4_l1n1p2_l3n1n2_l5n1,361352.25974025973,348827.7894736842,12.524470266575518,20.088,1567,1311,256,0,1561,8,0,0,8
io4_l1n1p2_l3n1n2_l5n1_d1d2,367729.8947368421,351821.6052631579,15.908289473684155,26.454,1865,1609,256,0,1720,0,32,0,8
io4_l1n1p2_l3n1n4_l5n1,361162.7534246575,348359.55,12.80320342465752,25.147,1735,1479,256,0,1748,8,0,0,14
io4_l1n1p2_l3n1n4_l5n1_d1d2,369838.1948051948,352792.63157894736,17.045563226247438,31.084,2099,1843,256,0,1986,0,32,0,14
io4_l1n1p2_l3n1p1_l5n1,365478.70666666667,347876.2162162162,17.602490450450453,20.589,1545,1289,256,0,1440,8,0,0,5
io4_l1n1p2_l3n1p1_l5n1_d1d2,373749.28,353010.8918918919,20.738388108108133,28.115,1776,1520,256,0,1562,0,32,0,5
io4_l1n1p2_l3n1p2_l5n1,364128.02469135803,347064.8205128205,17.063204178537532,18.582,1585,1329,256,0,1469,8,0,0,5
io4_l1n1p2_l3n1p2_l5n1_d1d2,368974.3896103896,352405.71794871794,16.568671661671658,25.672,2024,1768,256,0,1724,0,32,0,5
io4_l1n1p2_l3n1p4_l5n1,363197.3157894737,346791.5789473684,16.40573684210528,18.929,1605,1349,256,0,1552,8,0,0,5
io4_l1n1p2_l3n1p4_l5n1_d1d2,370360.0273972603,353154.7948717949,17.205232525465426,26.198,1948,1692,256,0,1790,0,32,0,5
io4_l1n1p2_l3p1n1_l5n1,380704.4487179487,359943.6153846154,20.760833333333313,60.355,5624,5304,320,0,6793,8,0,0,50
io4_l1n1p2_l3p1n1_l5n1_d1d2,388699.4,364093.3,24.606100000000033,68.522,5925,5605,320,0,7035,16,16,0,50
io4_l1n1p2_l3p2n1_l5n1,394827.23076923075,366098.4324324324,28.728798336798324,61.804,6642,6322,320,0,6774,8,0,0,50
io4_l1n1p2_l3p2n1_l5n1_d1d2,405274.5063291139,374454.9,30.819606329113885,70.737,7657,7337,320,0,8004,8,24,0,50
io4_l1n1p2_l3p4n1_l5n1,437326.61842105264,401399.8947368421,35.926723684210565,97.632,15446,12754,320,2372,24418,8,0,0,64
io4_l1n1p2_l3p4n1_l5n1_d1d2,514655.41025641025,478847.15789473685,35.8082523616734,245.303,34383,28683,256,5444,38206,20,16,0,256
io4_l1n1p4_l3n1n1_l5n1,357424.9459459459,346350.02702702704,11.074918918918877,17.757,1497,1241,256,0,1462,8,0,0,5
io4_l1n1p4_l3n1n1_l5n1_d1d2,366187.9220779221,351113.36842105264,15.074553656869451,24.022,1877,1621,256,0,1727,0,32,0,5
io4_l1n1p4_l3n1n2_l5n1,359229.92,345916.25,13.313669999999984,19.469,1589,1333,256,0,1613,8,0,0,8
io4_l1n1p4_l3n1n2_l5n1_d1d2,366408.52,351015.5945945946,15.392925405405403,26.093,1836,1580,256,0,1788,0,32,0,8
io4_l1n1p4_l3n1n4_l5n1,362034.4,347585.94444444444,14.448455555555585,23.517,1765,1509,256,0,1671,8,0,0,14
io4_l1n1p4_l3n1n4_l5n1_d1d2,365816.41891891893,350706.2972972973,15.110121621621657,30.136,2026,1770,256,0,2045,0,32,0,14
io4_l1n1p4_l3n1p1_l5n1,366301.0,345718.19444444444,20.582805555555563,20.915,1557,1301,256,0,1492,8,0,0,5
io4_l1n1p4_l3n1p1_l5n1_d1d2,372466.8181818182,349846.4864864865,22.620331695331668,28.580,1806,1550,256,0,1691,0,32,0,5
io4_l1n1p4_l3n1p2_l5n1,362709.5789473684,344209.7894736842,18.499789473684213,19.631,1584,1328,256,0,1557,8,0,0,5
io4_l1n1p4_l3n1p2_l5n1_d1d2,371059.05479452055,352857.54054054053,18.201514253980015,25.440,1960,1704,256,0,1791,0,32,0,5
io4_l1n1p4_l3n1p4_l5n1,363629.7631578947,347078.35135135136,16.551411806543356,17.810,1491,1235,256,0,1407,8,0,0,5
io4_l1n1p4_l3n1p4_l5n1_d1d2,369941.44,350577.10256410256,19.36433743589744,24.814,1831,1575,256,0,1785,0,32,0,5
io4_l1n1p4_l3p1n1_l5n1,381673.625,357745.3243243243,23.92830067567568,59.246,5635,5315,320,0,6679,8,0,0,50
io4_l1n1p4_l3p1n1_l5n1_d1d2,388290.84285714285,361169.0,27.121842857142852,68.294,6051,5731,320,0,7110,16,16,0,50
io4_l1n1p4_l3p2n1_l5n1,397027.5135135135,369321.7894736842,27.705724039829278,61.530,6535,6215,320,0,6876,8,0,0,50
io4_l1n1p4_l3p2n1_l5n1_d1d2,406393.4324324324,373057.36842105264,33.33606401137978,68.427,7425,7105,320,0,7937,8,24,0,50
