prj,clk_target(ns),clk_estimated(ns),clk_uncertainty(ns),bram,dsp,ff,lutc_num_arith,c_num_logic,rtl_num_arith,rtl_num_logic,data_input_port(numxbits),data_output_port(numxbits)
io2_l1n1n2_l3n1n2_d1d2,10.0,8.423,1.25,16,10,1294,1866,19,7,15,7,4x32,2x32
io2_l1n1n2_l3n1p1,10.0,8.423,1.25,16,10,1232,1759,17,7,15,7,4x32,2x32
io2_l1n1n2_l3n1p1_d1d2,10.0,8.423,1.25,16,10,1236,1956,18,12,16,12,4x32,2x32
io2_l1n1n2_l3n1p2,10.0,8.423,1.25,16,10,1290,1737,19,7,15,7,4x32,2x32
io2_l1n1n2_l3n1p2_d1d2,10.0,8.423,1.25,16,10,1358,1930,20,7,16,7,4x32,2x32
io2_l1n1n2_l3p1n1,10.0,9.101,1.25,18,16,4235,4471,140,37,14,37,4x32,2x32
io2_l1n1n2_l3p1n1_d1d2,10.0,9.101,1.25,18,16,4244,4952,141,37,15,37,4x32,2x32
io2_l1n1n2_l3p2n1,10.0,8.59,1.25,18,20,15484,8597,268,69,16,69,4x32,2x32
io2_l1n1n2_l3p2n1_d1d2,10.0,8.553,1.25,18,40,18558,10769,269,37,25,37,4x32,2x32
io2_l1n1p1_l3n1n1,10.0,8.423,1.25,18,5,816,1516,15,7,13,7,4x32,2x32
io2_l1n1p1_l3n1n1_d1d2,10.0,8.423,1.25,18,5,815,1731,16,17,14,17,4x32,2x32
io2_l1n1p1_l3n1n2,10.0,8.423,1.25,18,8,1068,1626,17,7,14,7,4x32,2x32
io2_l1n1p1_l3n1n2_d1d2,10.0,8.423,1.25,18,8,1066,1831,18,12,15,12,4x32,2x32
io2_l1n1p1_l3n1p1,10.0,8.423,1.25,18,5,849,1599,16,7,14,7,4x32,2x32
io2_l1n1p1_l3n1p1_d1d2,10.0,8.423,1.25,18,5,841,1814,17,17,15,17,4x32,2x32
io2_l1n1p1_l3n1p2,10.0,8.423,1.25,18,5,971,1583,18,7,14,7,4x32,2x32
io2_l1n1p1_l3n1p2_d1d2,10.0,8.423,1.25,18,5,970,1788,19,12,15,12,4x32,2x32
io2_l1n1p1_l3p1n1,10.0,9.101,1.25,20,14,4076,4450,139,37,14,37,4x32,2x32
io2_l1n1p1_l3p1n1_d1d2,10.0,9.101,1.25,20,14,4016,4937,140,42,15,42,4x32,2x32
io2_l1n1p1_l3p2n1,10.0,9.047,1.25,20,20,15552,8787,267,69,17,69,4x32,2x32
io2_l1n1p1_l3p2n1_d1d2,10.0,9.01,1.25,20,40,18557,10965,268,42,26,42,4x32,2x32
io2_l1n1p2_l3n1n1,10.0,8.423,1.25,20,10,1463,1894,17,7,15,7,4x32,2x32
io2_l1n1p2_l3n1n1_d1d2,10.0,8.423,1.25,20,10,1448,2090,18,12,16,12,4x32,2x32
io2_l1n1p2_l3n1n2,10.0,8.423,1.25,20,10,1491,1867,19,7,15,7,4x32,2x32
io2_l1n1p2_l3n1n2_d1d2,10.0,8.423,1.25,20,10,1539,2083,20,7,16,7,4x32,2x32
io2_l1n1p2_l3n1p1,10.0,8.423,1.25,20,10,1496,1977,18,7,16,7,4x32,2x32
io2_l1n1p2_l3n1p1_d1d2,10.0,8.423,1.25,20,10,1474,2173,19,12,17,12,4x32,2x32
io2_l1n1p2_l3n1p2,10.0,8.423,1.25,20,10,1554,1955,20,7,16,7,4x32,2x32
io2_l1n1p2_l3n1p2_d1d2,10.0,8.423,1.25,20,10,1603,2147,21,7,17,7,4x32,2x32
io2_l1n1p2_l3p1n1,10.0,9.101,1.25,22,16,4499,4689,141,37,15,37,4x32,2x32
io2_l1n1p2_l3p1n1_d1d2,10.0,9.101,1.25,22,16,4489,5169,142,37,16,37,4x32,2x32
io2_l1n1p2_l3p2n1,10.0,8.59,1.25,22,20,15748,8799,269,69,17,69,4x32,2x32
io2_l1n1p2_l3p2n1_d1d2,10.0,8.553,1.25,22,40,18803,10986,270,37,26,37,4x32,2x32
io2_l1p1n1_l3n1n1,10.0,9.68,1.25,18,18,4620,4108,138,37,15,37,4x32,2x32
io2_l1p1n1_l3n1n1_d1d2,10.0,9.68,1.25,18,18,4617,4641,139,42,16,42,4x32,2x32
io2_l1p1n1_l3n1n2,10.0,9.029,1.25,18,18,4616,4077,140,37,15,37,4x32,2x32
io2_l1p1n1_l3n1n2_d1d2,10.0,9.029,1.25,18,18,4676,4612,141,37,16,37,4x32,2x32
io2_l1p1n1_l3n1p1,10.0,9.68,1.25,18,18,4653,4191,139,37,16,37,4x32,2x32
io2_l1p1n1_l3n1p1_d1d2,10.0,9.68,1.25,18,18,4643,4724,140,42,17,42,4x32,2x32
io2_l1p1n1_l3n1p2,10.0,9.029,1.25,18,18,4647,4156,141,37,16,37,4x32,2x32
io2_l1p1n1_l3n1p2_d1d2,10.0,9.029,1.25,18,18,4708,4685,142,37,17,37,4x32,2x32
io2_l1p1n1_l3p1n1,10.0,9.778,1.25,20,18,6856,6538,262,67,13,67,4x32,2x32
io2_l1p1n1_l3p1n1_d1d2,10.0,9.778,1.25,20,18,7114,7337,263,67,14,67,4x32,2x32
io2_l1p1n1_l3p2n1,10.0,7.969,1.25,20,20,16982,10284,390,99,14,99,4x32,2x32
io2_l1p1n1_l3p2n1_d1d2,10.0,7.966,1.25,20,40,20273,12765,391,67,23,67,4x32,2x32
io2_l1p2n1_l3n1n1,10.0,9.047,1.25,18,20,5369,4733,266,69,16,69,4x32,2x32
io2_l1p2n1_l3n1n1_d1d2,10.0,9.653,1.25,18,38,7405,6169,267,42,24,42,4x32,2x32
io2_l1p2n1_l3n1n2,10.0,9.634,1.25,18,20,5365,4691,268,69,16,69,4x32,2x32
io2_l1p2n1_l3n1n2_d1d2,10.0,9.672,1.25,18,38,7464,6135,269,37,24,37,4x32,2x32
io2_l1p2n1_l3n1p1,10.0,9.047,1.25,18,20,5402,4816,267,69,17,69,4x32,2x32
io2_l1p2n1_l3n1p1_d1d2,10.0,9.653,1.25,18,38,7431,6252,268,42,25,42,4x32,2x32
io2_l1p2n1_l3n1p2,10.0,9.634,1.25,18,20,5396,4773,269,69,17,69,4x32,2x32
io2_l1p2n1_l3n1p2_d1d2,10.0,9.672,1.25,18,38,7496,6205,270,37,25,37,4x32,2x32
io2_l1p2n1_l3p1n1,10.0,9.132,1.25,20,20,7957,7142,390,99,14,99,4x32,2x32
io2_l1p2n1_l3p1n1_d1d2,10.0,9.741,1.25,20,38,9902,8904,391,67,22,67,4x32,2x32
io2_l1p2n1_l3p2n1,10.0,7.984,1.25,20,20,17728,10659,518,131,14,131,4x32,2x32
io2_l1p2n1_l3p2n1_d1d2,10.0,7.966,1.25,20,40,19689,12769,519,67,23,67,4x32,2x32
io4_l1n1n1_l3n1n1,10.0,8.034,1.25,8,5,2223,1734,14,7,12,7,6x32,2x32
io4_l1n1n1_l3n1n1_d1d2,10.0,8.034,1.25,16,5,2223,1999,15,7,13,7,6x32,2x32
io4_l1n1n1_l3n1n2,10.0,8.034,1.25,8,8,2422,2012,16,10,13,10,6x32,2x32
io4_l1n1n1_l3n1n2_d1d2,10.0,8.034,1.25,16,8,2318,2519,17,10,14,10,6x32,2x32
io4_l1n1n1_l3n1n4,10.0,8.678,1.25,8,14,2755,2184,20,7,15,7,6x32,2x32
io4_l1n1n1_l3n1n4_d1d2,10.0,8.678,1.25,16,14,2859,2533,21,7,16,7,6x32,2x32
io4_l1n1n1_l3n1p1,10.0,8.034,1.25,8,5,2254,1829,15,7,13,7,6x32,2x32
io4_l1n1n1_l3n1p1_d1d2,10.0,8.034,1.25,16,5,2249,2094,16,7,14,7,6x32,2x32
io4_l1n1n1_l3n1p2,10.0,8.034,1.25,8,5,2332,1981,17,10,13,10,6x32,2x32
io4_l1n1n1_l3n1p2_d1d2,10.0,8.034,1.25,16,5,2379,2224,18,10,14,10,6x32,2x32
io4_l1n1n1_l3n1p4,10.0,8.678,1.25,8,5,2521,1902,21,7,13,7,6x32,2x32
io4_l1n1n1_l3n1p4_d1d2,10.0,8.678,1.25,16,5,2629,2251,22,7,14,7,6x32,2x32
io4_l1n1n1_l3p1n1,10.0,8.712,1.25,8,26,6316,5068,138,21,17,21,6x32,2x32
io4_l1n1n1_l3p1n1_d1d2,10.0,8.712,1.25,32,26,7043,6441,139,21,18,21,6x32,2x32
io4_l1n1n1_l3p2n1,10.0,8.775,1.25,8,26,6410,6492,266,40,17,40,6x32,2x32
io4_l1n1n1_l3p2n1_d1d2,10.0,8.775,1.25,24,26,8719,8042,267,24,18,24,6x32,2x32
io4_l1n1n1_l3p4n1,10.0,8.659,1.25,8,40,29824,14801,522,69,24,69,6x32,2x32
io4_l1n1n1_l3p4n1_d1d2,10.0,8.034,1.25,32,160,45812,27371,523,21,73,21,6x32,2x32
io4_l1n1n2_l3n1n1,10.0,8.034,1.25,8,5,2228,1866,16,10,12,10,6x32,2x32
io4_l1n1n2_l3n1n1_d1d2,10.0,8.034,1.25,16,5,2272,2109,17,10,13,10,6x32,2x32
io4_l1n1n2_l3n1n2,10.0,8.034,1.25,8,8,2427,2144,18,13,13,13,6x32,2x32
io4_l1n1n2_l3n1n2_d1d2,10.0,8.034,1.25,16,8,2367,2629,19,13,14,13,6x32,2x32
io4_l1n1n2_l3n1n4,10.0,8.696,1.25,8,14,2760,2316,22,10,15,10,6x32,2x32
io4_l1n1n2_l3n1n4_d1d2,10.0,8.696,1.25,16,14,2908,2643,23,10,16,10,6x32,2x32
io4_l1n1n2_l3n1p1,10.0,8.034,1.25,8,5,2259,1961,17,10,13,10,6x32,2x32
io4_l1n1n2_l3n1p1_d1d2,10.0,8.034,1.25,16,5,2142,2468,18,10,14,10,6x32,2x32
io4_l1n1n2_l3n1p2,10.0,8.034,1.25,8,5,2337,2113,19,13,13,13,6x32,2x32
io4_l1n1n2_l3n1p2_d1d2,10.0,8.034,1.25,16,5,2272,2598,20,13,14,13,6x32,2x32
io4_l1n1n2_l3n1p4,10.0,8.696,1.25,8,5,2526,2033,23,10,13,10,6x32,2x32
io4_l1n1n2_l3n1p4_d1d2,10.0,8.696,1.25,16,5,2470,2712,24,10,14,10,6x32,2x32
io4_l1n1n2_l3p1n1,10.0,9.299,1.25,8,26,6321,5200,140,24,17,24,6x32,2x32
io4_l1n1n2_l3p1n1_d1d2,10.0,9.299,1.25,32,26,6780,7079,141,24,18,24,6x32,2x32
io4_l1n1n2_l3p2n1,10.0,8.847,1.25,8,26,6415,6593,268,43,17,43,6x32,2x32
io4_l1n1n2_l3p2n1_d1d2,10.0,8.847,1.25,24,26,8690,8253,269,27,18,27,6x32,2x32
io4_l1n1n2_l3p4n1,10.0,8.73,1.25,8,40,29829,14946,524,72,24,72,6x32,2x32
io4_l1n1n2_l3p4n1_d1d2,10.0,8.106,1.25,32,160,45783,27610,525,24,73,24,6x32,2x32
io4_l1n1n4_l3n1n1,10.0,8.034,1.25,8,20,3424,2757,20,7,18,7,6x32,2x32
io4_l1n1n4_l3n1n1_d1d2,10.0,8.034,1.25,16,20,3530,3106,21,7,19,7,6x32,2x32
io4_l1n1n4_l3n1n2,10.0,8.034,1.25,8,20,3463,2928,22,10,18,10,6x32,2x32
io4_l1n1n4_l3n1n2_d1d2,10.0,8.034,1.25,16,20,3413,3607,23,10,19,10,6x32,2x32
io4_l1n1n4_l3n1n4,10.0,8.678,1.25,8,20,3348,2826,26,7,18,7,6x32,2x32
io4_l1n1n4_l3n1n4_d1d2,10.0,8.678,1.25,16,20,3686,3319,27,7,19,7,6x32,2x32
io4_l1n1n4_l3n1p1,10.0,8.034,1.25,8,20,3455,2852,21,7,19,7,6x32,2x32
io4_l1n1n4_l3n1p1_d1d2,10.0,8.034,1.25,16,20,3556,3201,22,7,20,7,6x32,2x32
io4_l1n1n4_l3n1p2,10.0,8.034,1.25,8,20,3533,3004,23,10,19,10,6x32,2x32
io4_l1n1n4_l3n1p2_d1d2,10.0,8.034,1.25,16,20,3686,3331,24,10,20,10,6x32,2x32
io4_l1n1n4_l3n1p4,10.0,8.678,1.25,8,20,3594,2919,27,7,19,7,6x32,2x32
io4_l1n1n4_l3n1p4_d1d2,10.0,8.678,1.25,16,20,3936,3358,28,7,20,7,6x32,2x32
io4_l1n1n4_l3p1n1,10.0,8.712,1.25,8,32,6909,5683,144,21,20,21,6x32,2x32
io4_l1n1n4_l3p1n1_d1d2,10.0,8.712,1.25,32,32,7870,7164,145,21,21,21,6x32,2x32
io4_l1n1n4_l3p2n1,10.0,8.26,1.25,8,32,7003,7159,272,40,20,40,6x32,2x32
io4_l1n1n4_l3p2n1_d1d2,10.0,8.26,1.25,24,32,9546,8765,273,24,21,24,6x32,2x32
io4_l1n1n4_l3p4n1,10.0,7.931,1.25,8,40,29736,14786,528,69,24,69,6x32,2x32
io4_l1n1n4_l3p4n1_d1d2,10.0,7.307,1.25,32,160,45958,27458,529,21,73,21,6x32,2x32
io4_l1n1p1_l3n1n1,10.0,8.034,1.25,8,5,2122,1806,15,7,13,7,6x32,2x32
io4_l1n1p1_l3n1n1_d1d2,10.0,8.034,1.25,16,5,2117,2071,16,7,14,7,6x32,2x32
io4_l1n1p1_l3n1n2,10.0,8.034,1.25,8,8,2321,2084,17,10,14,10,6x32,2x32
io4_l1n1p1_l3n1n2_d1d2,10.0,8.034,1.25,16,8,2212,2591,18,10,15,10,6x32,2x32
io4_l1n1p1_l3n1n4,10.0,8.678,1.25,8,14,2654,2256,21,7,16,7,6x32,2x32
io4_l1n1p1_l3n1n4_d1d2,10.0,8.678,1.25,16,14,2753,2605,22,7,17,7,6x32,2x32
io4_l1n1p1_l3n1p1,10.0,8.034,1.25,8,5,2153,1901,16,7,14,7,6x32,2x32
io4_l1n1p1_l3n1p1_d1d2,10.0,8.034,1.25,16,5,2143,2166,17,7,15,7,6x32,2x32
io4_l1n1p1_l3n1p2,10.0,8.034,1.25,8,5,2231,2053,18,10,14,10,6x32,2x32
io4_l1n1p1_l3n1p2_d1d2,10.0,8.034,1.25,16,5,2117,2560,19,10,15,10,6x32,2x32
io4_l1n1p1_l3n1p4,10.0,8.678,1.25,8,5,2420,1974,22,7,14,7,6x32,2x32
io4_l1n1p1_l3n1p4_d1d2,10.0,8.678,1.25,16,5,2523,2323,23,7,15,7,6x32,2x32
io4_l1n1p1_l3p1n1,10.0,8.712,1.25,8,26,6215,5140,139,21,18,21,6x32,2x32
io4_l1n1p1_l3p1n1_d1d2,10.0,8.712,1.25,32,26,6937,6513,140,21,19,21,6x32,2x32
io4_l1n1p1_l3p2n1,10.0,8.775,1.25,8,26,6309,6580,267,40,18,40,6x32,2x32
io4_l1n1p1_l3p2n1_d1d2,10.0,8.775,1.25,24,26,8613,8130,268,24,19,24,6x32,2x32
io4_l1n1p1_l3p4n1,10.0,8.659,1.25,8,40,29723,14873,523,69,25,69,6x32,2x32
io4_l1n1p1_l3p4n1_d1d2,10.0,8.034,1.25,32,160,45706,27443,524,21,74,21,6x32,2x32
io4_l1n1p2_l3n1n1,10.0,8.034,1.25,8,5,2125,1924,17,10,13,10,6x32,2x32
io4_l1n1p2_l3n1n1_d1d2,10.0,8.034,1.25,16,5,2181,2167,18,10,14,10,6x32,2x32
io4_l1n1p2_l3n1n2,10.0,8.034,1.25,8,8,2324,2193,19,13,14,13,6x32,2x32
io4_l1n1p2_l3n1n2_d1d2,10.0,8.034,1.25,16,8,2276,2678,20,13,15,13,6x32,2x32
io4_l1n1p2_l3n1n4,10.0,8.696,1.25,8,14,2657,2365,23,10,16,10,6x32,2x32
io4_l1n1p2_l3n1n4_d1d2,10.0,8.696,1.25,16,14,2817,2692,24,10,17,10,6x32,2x32
io4_l1n1p2_l3n1p1,10.0,8.034,1.25,8,5,2156,2019,18,10,14,10,6x32,2x32
io4_l1n1p2_l3n1p1_d1d2,10.0,8.034,1.25,16,5,2207,2262,19,10,15,10,6x32,2x32
io4_l1n1p2_l3n1p2,10.0,8.034,1.25,8,5,2202,2156,20,13,14,13,6x32,2x32
io4_l1n1p2_l3n1p2_d1d2,10.0,8.034,1.25,16,5,2149,2641,21,13,15,13,6x32,2x32
io4_l1n1p2_l3n1p4,10.0,8.696,1.25,8,5,2391,2076,24,10,14,10,6x32,2x32
io4_l1n1p2_l3n1p4_d1d2,10.0,8.696,1.25,16,5,2555,2403,25,10,15,10,6x32,2x32
io4_l1n1p2_l3p1n1,10.0,9.299,1.25,8,26,6186,5243,141,24,18,24,6x32,2x32
io4_l1n1p2_l3p1n1_d1d2,10.0,9.299,1.25,32,26,6969,6594,142,24,19,24,6x32,2x32
io4_l1n1p2_l3p2n1,10.0,8.847,1.25,8,26,6280,6680,269,43,18,43,6x32,2x32
io4_l1n1p2_l3p2n1_d1d2,10.0,8.847,1.25,24,26,8567,8340,270,27,19,27,6x32,2x32
io4_l1n1p2_l3p4n1,10.0,8.73,1.25,8,40,29694,14973,525,72,25,72,6x32,2x32
io4_l1n1p2_l3p4n1_d1d2,10.0,8.106,1.25,32,160,45660,27656,526,24,74,24,6x32,2x32
io4_l1n1p4_l3n1n1,10.0,8.034,1.25,16,20,3422,2943,21,7,19,7,6x32,2x32
io4_l1n1p4_l3n1n1_d1d2,10.0,8.034,1.25,24,20,3523,3292,22,7,20,7,6x32,2x32
io4_l1n1p4_l3n1n2,10.0,8.034,1.25,16,20,3461,3114,23,10,19,10,6x32,2x32
io4_l1n1p4_l3n1n2_d1d2,10.0,8.034,1.25,24,20,3406,3793,24,10,20,10,6x32,2x32
io4_l1n1p4_l3n1n4,10.0,8.678,1.25,16,20,3346,3012,27,7,19,7,6x32,2x32
io4_l1n1p4_l3n1n4_d1d2,10.0,8.678,1.25,24,20,3679,3505,28,7,20,7,6x32,2x32
io4_l1n1p4_l3n1p1,10.0,8.034,1.25,16,20,3453,3038,22,7,20,7,6x32,2x32
io4_l1n1p4_l3n1p1_d1d2,10.0,8.034,1.25,24,20,3549,3387,23,7,21,7,6x32,2x32
io4_l1n1p4_l3n1p2,10.0,8.034,1.25,16,20,3531,3190,24,10,20,10,6x32,2x32
io4_l1n1p4_l3n1p2_d1d2,10.0,8.034,1.25,24,20,3471,3869,25,10,21,10,6x32,2x32
io4_l1n1p4_l3n1p4,10.0,8.678,1.25,16,20,3592,3105,28,7,20,7,6x32,2x32
io4_l1n1p4_l3n1p4_d1d2,10.0,8.678,1.25,24,20,3929,3544,29,7,21,7,6x32,2x32
io4_l1n1p4_l3p1n1,10.0,8.712,1.25,16,32,6907,5869,145,21,21,21,6x32,2x32
io4_l1n1p4_l3p1n1_d1d2,10.0,8.712,1.25,40,32,7863,7350,146,21,22,21,6x32,2x32
io4_l1n1p4_l3p2n1,10.0,8.26,1.25,16,32,7001,7377,273,40,21,40,6x32,2x32
io4_l1n1p4_l3p2n1_d1d2,10.0,8.26,1.25,32,32,9539,8983,274,24,22,24,6x32,2x32
io4_l1n1p4_l3p4n1,10.0,7.931,1.25,16,40,29734,14972,529,69,25,69,6x32,2x32
io4_l1n1p4_l3p4n1_d1d2,10.0,7.307,1.25,40,160,45951,27644,530,21,74,21,6x32,2x32
io4_l1p1n1_l3n1n1,10.0,8.034,1.25,16,40,7408,5631,138,21,24,21,6x32,2x32
io4_l1p1n1_l3n1n1_d1d2,10.0,8.034,1.25,40,40,7613,7008,139,21,25,21,6x32,2x32
io4_l1p1n1_l3n1n2,10.0,8.621,1.25,16,40,7415,5781,140,24,24,24,6x32,2x32
io4_l1p1n1_l3n1n2_d1d2,10.0,8.621,1.25,40,40,7360,7664,141,24,25,24,6x32,2x32
io4_l1p1n1_l3n1n4,10.0,8.659,1.25,16,40,7300,5693,144,21,24,21,6x32,2x32
io4_l1p1n1_l3n1n4_d1d2,10.0,8.659,1.25,40,40,7737,7178,145,21,25,21,6x32,2x32
io4_l1p1n1_l3n1p1,10.0,8.034,1.25,16,40,7439,5726,139,21,25,21,6x32,2x32
io4_l1p1n1_l3n1p1_d1d2,10.0,8.034,1.25,40,40,7639,7103,140,21,26,21,6x32,2x32
io4_l1p1n1_l3n1p2,10.0,8.621,1.25,16,40,7453,5860,141,24,25,24,6x32,2x32
io4_l1p1n1_l3n1p2_d1d2,10.0,8.621,1.25,40,40,7393,7743,142,24,26,24,6x32,2x32
io4_l1p1n1_l3n1p4,10.0,8.659,1.25,16,40,7450,5763,145,21,25,21,6x32,2x32
io4_l1p1n1_l3n1p4_d1d2,10.0,8.659,1.25,40,40,7891,7226,146,21,26,21,6x32,2x32
io4_l1p1n1_l3p1n1,10.0,8.72,1.25,16,40,9581,7944,262,35,22,35,6x32,2x32
io4_l1p1n1_l3p1n1_d1d2,10.0,8.72,1.25,40,40,11121,10721,263,35,23,35,6x32,2x32
io4_l1p1n1_l3p2n1,10.0,8.662,1.25,16,40,9938,9482,390,54,22,54,6x32,2x32
io4_l1p1n1_l3p2n1_d1d2,10.0,8.279,1.25,40,40,12312,12240,391,38,23,38,6x32,2x32
io4_l1p1n1_l3p4n1,10.0,7.95,1.25,16,40,30764,15795,646,83,22,83,6x32,2x32
io4_l1p1n1_l3p4n1_d1d2,10.0,7.894,1.25,40,160,47469,29445,647,35,71,35,6x32,2x32
io4_l1p2n1_l3n1n1,10.0,8.621,1.25,16,40,9215,6515,266,40,24,40,6x32,2x32
io4_l1p2n1_l3n1n1_d1d2,10.0,8.678,1.25,40,80,13573,11301,267,24,41,24,6x32,2x32
io4_l1p2n1_l3n1n2,10.0,9.208,1.25,16,40,9222,6653,268,43,24,43,6x32,2x32
io4_l1p2n1_l3n1n2_d1d2,10.0,8.696,1.25,40,80,13554,11555,269,27,41,27,6x32,2x32
io4_l1p2n1_l3n1n4,10.0,9.246,1.25,16,40,9107,6547,272,40,24,40,6x32,2x32
io4_l1p2n1_l3n1n4_d1d2,10.0,8.621,1.25,40,80,13697,11463,273,24,41,24,6x32,2x32
io4_l1p2n1_l3n1p1,10.0,8.621,1.25,16,40,9246,6610,267,40,25,40,6x32,2x32
io4_l1p2n1_l3n1p1_d1d2,10.0,8.678,1.25,40,80,13599,11396,268,24,42,24,6x32,2x32
io4_l1p2n1_l3n1p2,10.0,9.208,1.25,16,40,9260,6741,269,43,25,43,6x32,2x32
io4_l1p2n1_l3n1p2_d1d2,10.0,8.696,1.25,40,80,13587,11637,270,27,42,27,6x32,2x32
io4_l1p2n1_l3n1p4,10.0,9.246,1.25,16,40,9257,6643,273,40,25,40,6x32,2x32
io4_l1p2n1_l3n1p4_d1d2,10.0,8.621,1.25,40,80,13851,11516,274,24,42,24,6x32,2x32
io4_l1p2n1_l3p1n1,10.0,8.728,1.25,16,40,11394,8766,390,54,22,54,6x32,2x32
io4_l1p2n1_l3p1n1_d1d2,10.0,9.344,1.25,40,80,17465,15114,391,38,39,38,6x32,2x32
io4_l1p2n1_l3p2n1,10.0,8.67,1.25,16,40,11752,10249,518,73,22,73,6x32,2x32
io4_l1p2n1_l3p2n1_d1d2,10.0,8.904,1.25,40,80,18272,16533,519,41,39,41,6x32,2x32
io4_l1p2n1_l3p4n1,10.0,7.969,1.25,16,40,31611,16524,774,102,22,102,6x32,2x32
io4_l1p2n1_l3p4n1_d1d2,10.0,7.894,1.25,40,160,47773,30641,775,38,71,38,6x32,2x32
io4_l1p4n1_l3n1n1,10.0,8.659,1.25,16,40,9304,7417,522,69,24,69,6x32,2x32
io4_l1p4n1_l3n1n1_d1d2,10.0,9.227,1.25,40,114,23029,15201,523,21,55,21,6x32,2x32
io4_l1p4n1_l3n1n2,10.0,9.246,1.25,16,40,9311,7555,524,72,24,72,6x32,2x32
io4_l1p4n1_l3n1n2_d1d2,10.0,9.246,1.25,40,114,23010,15460,525,24,55,24,6x32,2x32
io4_l1p4n1_l3n1n4,10.0,9.283,1.25,16,40,9196,7465,528,69,24,69,6x32,2x32
io4_l1p4n1_l3n1n4_d1d2,10.0,9.283,1.25,40,114,23153,15346,529,21,55,21,6x32,2x32
io4_l1p4n1_l3n1p1,10.0,8.659,1.25,16,40,9335,7512,523,69,25,69,6x32,2x32
io4_l1p4n1_l3n1p1_d1d2,10.0,9.227,1.25,40,114,23055,15296,524,21,56,21,6x32,2x32
io4_l1p4n1_l3n1p2,10.0,9.246,1.25,16,40,9349,7642,525,72,25,72,6x32,2x32
io4_l1p4n1_l3n1p2_d1d2,10.0,9.246,1.25,40,114,23043,15534,526,24,56,24,6x32,2x32
io4_l1p4n1_l3n1p4,10.0,9.283,1.25,16,40,9346,7555,529,69,25,69,6x32,2x32
io4_l1p4n1_l3n1p4_d1d2,10.0,9.283,1.25,40,114,23307,15407,530,21,56,21,6x32,2x32
io4_l1p4n1_l3p1n1,10.0,8.744,1.25,16,40,11705,9588,646,83,22,83,6x32,2x32
io4_l1p4n1_l3p1n1_d1d2,10.0,9.315,1.25,40,114,25929,18789,647,35,53,35,6x32,2x32
io4_l1p4n1_l3p2n1,10.0,8.667,1.25,16,40,11827,11095,774,102,22,102,6x32,2x32
