prj,clk_target(ns),clk_estimated(ns),clk_uncertainty(ns),bram,dsp,ff,lut,c_num_arith,c_num_logic,rtl_num_arith,rtl_num_logic,data_input_port(numxbits),data_output_port(numxbits)
io2_l1n1n2_l3n1n1_l5n1_d1d2,10.0,8.423,1.25,24,8,1024,1933,22,13,15,13,7x32,1x32
io2_l1n1n2_l3n1n2_l5n1,10.0,9.066,1.25,24,8,1022,1676,24,8,14,8,7x32,1x32
io2_l1n1n2_l3n1n2_l5n1_d1d2,10.0,9.066,1.25,24,8,1019,1881,25,8,15,8,7x32,1x32
io2_l1n1n2_l3n1p1_l5n1,10.0,8.423,1.25,24,8,1083,1799,22,8,15,8,7x32,1x32
io2_l1n1n2_l3n1p1_l5n1_d1d2,10.0,8.423,1.25,24,8,1081,2014,23,13,16,13,7x32,1x32
io2_l1n1n2_l3n1p2_l5n1,10.0,9.066,1.25,24,8,1077,1762,25,8,15,8,7x32,1x32
io2_l1n1n2_l3n1p2_l5n1_d1d2,10.0,9.066,1.25,24,8,1075,1967,26,8,16,8,7x32,1x32
io2_l1n1n2_l3p1n1_l5n1,10.0,9.706,1.25,26,26,5560,5336,208,38,18,38,7x32,1x32
io2_l1n1n2_l3p1n1_l5n1_d1d2,10.0,9.706,1.25,26,26,5403,5787,209,38,19,38,7x32,1x32
io2_l1n1n2_l3p2n1_l5n1,10.0,9.653,1.25,26,32,16298,9552,400,70,21,70,7x32,1x32
io2_l1n1n2_l3p2n1_l5n1_d1d2,10.0,9.615,1.25,26,64,20230,12462,401,38,34,38,7x32,1x32
io2_l1n1p1_l3n1n1_l5n1,10.0,8.423,1.25,24,5,831,1668,19,8,14,8,7x32,1x32
io2_l1n1p1_l3n1n1_l5n1_d1d2,10.0,8.423,1.25,24,5,830,1893,20,18,15,18,7x32,1x32
io2_l1n1p1_l3n1n2_l5n1,10.0,8.423,1.25,24,8,1083,1799,22,8,15,8,7x32,1x32
io2_l1n1p1_l3n1n2_l5n1_d1d2,10.0,8.423,1.25,24,8,1081,2014,23,13,16,13,7x32,1x32
io2_l1n1p1_l3n1p1_l5n1,10.0,8.423,1.25,24,5,856,1737,20,8,15,8,7x32,1x32
io2_l1n1p1_l3n1p1_l5n1_d1d2,10.0,8.423,1.25,24,5,855,1962,21,18,16,18,7x32,1x32
io2_l1n1p1_l3n1p2_l5n1,10.0,8.423,1.25,24,5,946,1718,23,8,15,8,7x32,1x32
io2_l1n1p1_l3n1p2_l5n1_d1d2,10.0,8.423,1.25,24,5,945,1933,24,13,16,13,7x32,1x32
io2_l1n1p1_l3p1n1_l5n1,10.0,9.687,1.25,26,26,5589,5438,206,38,19,38,7x32,1x32
io2_l1n1p1_l3p1n1_l5n1_d1d2,10.0,9.687,1.25,26,26,5433,5899,207,43,20,43,7x32,1x32
io2_l1n1p1_l3p2n1_l5n1,10.0,9.634,1.25,26,32,16327,9654,398,70,22,70,7x32,1x32
io2_l1n1p1_l3p2n1_l5n1_d1d2,10.0,9.597,1.25,26,64,20260,12562,399,43,35,43,7x32,1x32
io2_l1n1p2_l3n1n1_l5n1,10.0,8.423,1.25,24,5,921,1643,22,8,14,8,7x32,1x32
io2_l1n1p2_l3n1n1_l5n1_d1d2,10.0,8.423,1.25,24,5,920,1858,23,13,15,13,7x32,1x32
io2_l1n1p2_l3n1n2_l5n1,10.0,9.066,1.25,24,8,1077,1762,25,8,15,8,7x32,1x32
io2_l1n1p2_l3n1n2_l5n1_d1d2,10.0,9.066,1.25,24,8,1075,1967,26,8,16,8,7x32,1x32
io2_l1n1p2_l3n1p1_l5n1,10.0,8.423,1.25,24,5,946,1718,23,8,15,8,7x32,1x32
io2_l1n1p2_l3n1p1_l5n1_d1d2,10.0,8.423,1.25,24,5,945,1933,24,13,16,13,7x32,1x32
io2_l1n1p2_l3n1p2_l5n1,10.0,9.066,1.25,24,5,940,1668,26,8,15,8,7x32,1x32
io2_l1n1p2_l3n1p2_l5n1_d1d2,10.0,9.066,1.25,24,5,939,1873,27,8,16,8,7x32,1x32
io2_l1n1p2_l3p1n1_l5n1,10.0,9.706,1.25,26,26,5583,5392,209,38,19,38,7x32,1x32
io2_l1n1p2_l3p1n1_l5n1_d1d2,10.0,9.706,1.25,26,26,5427,5843,210,38,20,38,7x32,1x32
io2_l1n1p2_l3p2n1_l5n1,10.0,9.653,1.25,26,32,16321,9608,401,70,22,70,7x32,1x32
io2_l1n1p2_l3p2n1_l5n1_d1d2,10.0,9.615,1.25,26,64,20254,12506,402,38,35,38,7x32,1x32
io2_l1p1n1_l3n1n1_l5p1,10.0,9.687,1.25,26,26,5751,5469,205,38,18,38,7x32,1x32
io2_l1p1n1_l3n1n1_l5p1_d1d2,10.0,9.687,1.25,26,26,5595,5930,206,43,19,43,7x32,1x32
io2_l1p1n1_l3n1n2_l5p1,10.0,9.706,1.25,26,26,5747,5442,208,38,18,38,7x32,1x32
io2_l1p1n1_l3n1n2_l5p1_d1d2,10.0,9.706,1.25,26,26,5590,5893,209,38,19,38,7x32,1x32
io2_l1p1n1_l3n1p1_l5p1,10.0,9.687,1.25,26,26,5776,5544,206,38,19,38,7x32,1x32
io2_l1p1n1_l3n1p1_l5p1_d1d2,10.0,9.687,1.25,26,26,5620,6005,207,43,20,43,7x32,1x32
io2_l1p1n1_l3n1p2_l5p1,10.0,9.706,1.25,26,26,5770,5516,209,38,19,38,7x32,1x32
io2_l1p1n1_l3n1p2_l5p1_d1d2,10.0,9.706,1.25,26,26,5614,5967,210,38,20,38,7x32,1x32
io2_l1p1n1_l3p1n1_l5p1,10.0,9.164,1.25,26,14,4221,6079,392,68,12,68,7x32,1x32
io2_l1p1n1_l3p1n1_l5p1_d1d2,10.0,9.164,1.25,26,14,4230,6888,393,68,13,68,7x32,1x32
io2_l1p1n1_l3p2n1_l5p1,10.0,9.132,1.25,26,32,17691,11930,584,100,19,100,7x32,1x32
io2_l1p1n1_l3p2n1_l5p1_d1d2,10.0,9.116,1.25,26,64,20849,15051,585,68,32,68,7x32,1x32
io2_l1p2n1_l3n1n1_l5p2,10.0,9.634,1.25,26,32,16421,9596,398,70,21,70,7x32,1x32
io2_l1p2n1_l3n1n1_l5p2_d1d2,10.0,9.597,1.25,26,64,20354,12500,399,43,34,43,7x32,1x32
io2_l1p2n1_l3n1n2_l5p2,10.0,9.653,1.25,26,32,16417,9569,401,70,21,70,7x32,1x32
io2_l1p2n1_l3n1n2_l5p2_d1d2,10.0,9.615,1.25,26,64,20349,12479,402,38,34,38,7x32,1x32
io2_l1p2n1_l3n1p1_l5p2,10.0,9.634,1.25,26,32,16446,9671,399,70,22,70,7x32,1x32
io2_l1p2n1_l3n1p1_l5p2_d1d2,10.0,9.597,1.25,26,64,20379,12579,400,43,35,43,7x32,1x32
io2_l1p2n1_l3n1p2_l5p2,10.0,9.653,1.25,26,32,16440,9643,402,70,22,70,7x32,1x32
io2_l1p2n1_l3n1p2_l5p2_d1d2,10.0,9.615,1.25,26,64,20373,12541,403,38,35,38,7x32,1x32
io2_l1p2n1_l3p1n1_l5p2,10.0,9.132,1.25,26,32,17655,11823,585,100,19,100,7x32,1x32
io2_l1p2n1_l3p1n1_l5p2_d1d2,10.0,9.116,1.25,26,64,20781,14933,586,68,32,68,7x32,1x32
io2_l1p2n1_l3p2n1_l5p2,10.0,8.644,1.25,26,32,17396,11532,777,132,19,132,7x32,1x32
io2_l1p2n1_l3p2n1_l5p2_d1d2,10.0,8.59,1.25,26,64,21251,14217,778,68,32,68,7x32,1x32
io4_l1n1n1_l3n1n1_l5n1,10.0,8.034,1.25,16,5,2086,1966,18,8,13,8,11x32,1x32
io4_l1n1n1_l3n1n1_l5n1_d1d2,10.0,8.034,1.25,32,5,2091,2339,19,8,14,8,11x32,1x32
io4_l1n1n1_l3n1n2_l5n1,10.0,8.034,1.25,16,8,2292,2265,21,11,14,11,11x32,1x32
io4_l1n1n1_l3n1n2_l5n1_d1d2,10.0,8.034,1.25,32,8,2344,2616,22,11,15,11,11x32,1x32
io4_l1n1n1_l3n1n4_l5n1,10.0,8.696,1.25,16,14,2618,2497,27,8,16,8,11x32,1x32
io4_l1n1n1_l3n1n4_l5n1_d1d2,10.0,8.696,1.25,32,14,2722,2954,28,8,17,8,11x32,1x32
io4_l1n1n1_l3n1p1_l5n1,10.0,8.034,1.25,16,5,2147,2059,19,8,14,8,11x32,1x32
io4_l1n1n1_l3n1p1_l5n1_d1d2,10.0,8.034,1.25,32,5,2149,2432,20,8,15,8,11x32,1x32
io4_l1n1n1_l3n1p2_l5n1,10.0,8.034,1.25,16,5,2193,2202,22,11,14,11,11x32,1x32
io4_l1n1n1_l3n1p2_l5n1_d1d2,10.0,8.034,1.25,32,5,2247,2553,23,11,15,11,11x32,1x32
io4_l1n1n1_l3n1p4_l5n1,10.0,8.696,1.25,16,5,2382,2115,28,8,14,8,11x32,1x32
io4_l1n1n1_l3n1p4_l5n1_d1d2,10.0,8.696,1.25,32,5,2490,2572,29,8,15,8,11x32,1x32
io4_l1n1n1_l3p1n1_l5n1,10.0,9.299,1.25,16,50,8579,6962,205,22,26,22,11x32,1x32
io4_l1n1n1_l3p1n1_l5n1_d1d2,10.0,9.299,1.25,48,50,9050,8379,206,22,27,22,11x32,1x32
io4_l1n1n1_l3p2n1_l5n1,10.0,9.362,1.25,16,50,8579,8458,397,41,26,41,11x32,1x32
io4_l1n1n1_l3p2n1_l5n1_d1d2,10.0,9.362,1.25,40,50,10120,9738,398,25,27,25,11x32,1x32
io4_l1n1n1_l3p4n1_l5n1,10.0,9.246,1.25,16,64,31317,16518,781,70,33,70,11x32,1x32
io4_l1n1n1_l3p4n1_l5n1_d1d2,10.0,8.621,1.25,56,256,52618,33898,782,22,106,22,11x32,1x32
io4_l1n1n2_l3n1n1_l5n1,10.0,8.034,1.25,16,8,2292,2265,21,11,14,11,11x32,1x32
io4_l1n1n2_l3n1n1_l5n1_d1d2,10.0,8.034,1.25,32,8,2344,2616,22,11,15,11,11x32,1x32
io4_l1n1n2_l3n1n2_l5n1,10.0,8.678,1.25,16,8,2306,2403,24,14,14,14,11x32,1x32
io4_l1n1n2_l3n1n2_l5n1_d1d2,10.0,8.678,1.25,32,8,2405,2732,25,14,15,14,11x32,1x32
io4_l1n1n2_l3n1n4_l5n1,10.0,8.704,1.25,16,14,2632,2635,30,11,16,11,11x32,1x32
io4_l1n1n2_l3n1n4_l5n1_d1d2,10.0,8.704,1.25,32,14,2783,3070,31,11,17,11,11x32,1x32
io4_l1n1n2_l3n1p1_l5n1,10.0,8.034,1.25,16,8,2353,2358,22,11,15,11,11x32,1x32
io4_l1n1n2_l3n1p1_l5n1_d1d2,10.0,8.034,1.25,32,8,2402,2709,23,11,16,11,11x32,1x32
io4_l1n1n2_l3n1p2_l5n1,10.0,8.678,1.25,16,8,2367,2495,25,14,15,14,11x32,1x32
io4_l1n1n2_l3n1p2_l5n1_d1d2,10.0,8.678,1.25,32,8,2468,2824,26,14,16,14,11x32,1x32
io4_l1n1n2_l3n1p4_l5n1,10.0,8.704,1.25,16,8,2556,2408,31,11,15,11,11x32,1x32
io4_l1n1n2_l3n1p4_l5n1_d1d2,10.0,8.704,1.25,32,8,2711,2843,32,11,16,11,11x32,1x32
io4_l1n1n2_l3p1n1_l5n1,10.0,9.318,1.25,16,50,8593,7091,208,25,26,25,11x32,1x32
io4_l1n1n2_l3p1n1_l5n1_d1d2,10.0,9.318,1.25,48,50,9111,8486,209,25,27,25,11x32,1x32
io4_l1n1n2_l3p2n1_l5n1,10.0,9.381,1.25,16,50,8593,8571,400,44,26,44,11x32,1x32
io4_l1n1n2_l3p2n1_l5n1_d1d2,10.0,9.381,1.25,40,50,10181,9829,401,28,27,28,11x32,1x32
io4_l1n1n2_l3p4n1_l5n1,10.0,9.264,1.25,16,64,31331,16649,784,73,33,73,11x32,1x32
io4_l1n1n2_l3p4n1_l5n1_d1d2,10.0,8.64,1.25,56,256,52679,34008,785,25,106,25,11x32,1x32
io4_l1n1n4_l3n1n1_l5n1,10.0,8.696,1.25,16,14,2618,2497,27,8,16,8,11x32,1x32
io4_l1n1n4_l3n1n1_l5n1_d1d2,10.0,8.696,1.25,32,14,2722,2954,28,8,17,8,11x32,1x32
io4_l1n1n4_l3n1n2_l5n1,10.0,8.704,1.25,16,14,2632,2635,30,11,16,11,11x32,1x32
io4_l1n1n4_l3n1n2_l5n1_d1d2,10.0,8.704,1.25,32,14,2783,3070,31,11,17,11,11x32,1x32
io4_l1n1n4_l3n1n4_l5n1,10.0,8.401,1.25,16,14,2638,2533,36,8,16,8,11x32,1x32
io4_l1n1n4_l3n1n4_l5n1_d1d2,10.0,8.401,1.25,32,14,2841,3074,37,8,17,8,11x32,1x32
io4_l1n1n4_l3n1p1_l5n1,10.0,8.696,1.25,16,14,2679,2589,28,8,17,8,11x32,1x32
io4_l1n1n4_l3n1p1_l5n1_d1d2,10.0,8.696,1.25,32,14,2780,3046,29,8,18,8,11x32,1x32
io4_l1n1n4_l3n1p2_l5n1,10.0,9.063,1.25,16,14,2693,2726,31,11,17,11,11x32,1x32
io4_l1n1n4_l3n1p2_l5n1_d1d2,10.0,9.063,1.25,32,14,2846,3161,32,11,18,11,11x32,1x32
io4_l1n1n4_l3n1p4_l5n1,10.0,8.988,1.25,16,14,2882,2636,37,8,17,8,11x32,1x32
io4_l1n1n4_l3n1p4_l5n1_d1d2,10.0,8.988,1.25,32,14,3089,3177,38,8,18,8,11x32,1x32
io4_l1n1n4_l3p1n1_l5n1,10.0,9.612,1.25,16,50,8599,7031,214,22,26,22,11x32,1x32
io4_l1n1n4_l3p1n1_l5n1_d1d2,10.0,9.355,1.25,48,50,9169,8532,215,22,27,22,11x32,1x32
io4_l1n1n4_l3p2n1_l5n1,10.0,9.419,1.25,16,50,8599,8479,406,41,26,41,11x32,1x32
io4_l1n1n4_l3p2n1_l5n1_d1d2,10.0,9.786,1.25,40,50,10234,9843,407,25,27,25,11x32,1x32
io4_l1n1n4_l3p4n1_l5n1,10.0,9.612,1.25,16,64,31337,16593,790,70,33,70,11x32,1x32
io4_l1n1n4_l3p4n1_l5n1_d1d2,10.0,8.988,1.25,56,256,52737,34060,791,22,106,22,11x32,1x32
io4_l1n1p1_l3n1n1_l5n1,10.0,8.034,1.25,16,5,2147,2059,19,8,14,8,11x32,1x32
io4_l1n1p1_l3n1n1_l5n1_d1d2,10.0,8.034,1.25,32,5,2149,2432,20,8,15,8,11x32,1x32
io4_l1n1p1_l3n1n2_l5n1,10.0,8.034,1.25,16,8,2353,2358,22,11,15,11,11x32,1x32
io4_l1n1p1_l3n1n2_l5n1_d1d2,10.0,8.034,1.25,32,8,2402,2709,23,11,16,11,11x32,1x32
io4_l1n1p1_l3n1n4_l5n1,10.0,8.696,1.25,16,14,2679,2589,28,8,17,8,11x32,1x32
io4_l1n1p1_l3n1n4_l5n1_d1d2,10.0,8.696,1.25,32,14,2780,3046,29,8,18,8,11x32,1x32
io4_l1n1p1_l3n1p1_l5n1,10.0,8.034,1.25,16,5,2176,2140,20,8,15,8,11x32,1x32
io4_l1n1p1_l3n1p1_l5n1_d1d2,10.0,8.034,1.25,32,5,2175,2513,21,8,16,8,11x32,1x32
io4_l1n1p1_l3n1p2_l5n1,10.0,8.034,1.25,16,5,2222,2289,23,11,15,11,11x32,1x32
io4_l1n1p1_l3n1p2_l5n1_d1d2,10.0,8.034,1.25,32,5,2273,2640,24,11,16,11,11x32,1x32
io4_l1n1p1_l3n1p4_l5n1,10.0,8.696,1.25,16,5,2411,2202,29,8,15,8,11x32,1x32
io4_l1n1p1_l3n1p4_l5n1_d1d2,10.0,8.696,1.25,32,5,2516,2659,30,8,16,8,11x32,1x32
io4_l1n1p1_l3p1n1_l5n1,10.0,9.299,1.25,16,50,8608,7049,206,22,27,22,11x32,1x32
io4_l1n1p1_l3p1n1_l5n1_d1d2,10.0,9.299,1.25,48,50,9076,8466,207,22,28,22,11x32,1x32
io4_l1n1p1_l3p2n1_l5n1,10.0,9.362,1.25,16,50,8608,8565,398,41,27,41,11x32,1x32
io4_l1n1p1_l3p2n1_l5n1_d1d2,10.0,9.362,1.25,40,50,10146,9845,399,25,28,25,11x32,1x32
io4_l1n1p1_l3p4n1_l5n1,10.0,9.246,1.25,16,64,31346,16589,782,70,34,70,11x32,1x32
io4_l1n1p1_l3p4n1_l5n1_d1d2,10.0,8.621,1.25,56,256,52644,33988,783,22,107,22,11x32,1x32
io4_l1n1p2_l3n1n1_l5n1,10.0,8.034,1.25,16,5,2193,2202,22,11,14,11,11x32,1x32
io4_l1n1p2_l3n1n1_l5n1_d1d2,10.0,8.034,1.25,32,5,2247,2553,23,11,15,11,11x32,1x32
io4_l1n1p2_l3n1n2_l5n1,10.0,8.678,1.25,16,8,2367,2495,25,14,15,14,11x32,1x32
io4_l1n1p2_l3n1n2_l5n1_d1d2,10.0,8.678,1.25,32,8,2468,2824,26,14,16,14,11x32,1x32
io4_l1n1p2_l3n1n4_l5n1,10.0,9.063,1.25,16,14,2693,2726,31,11,17,11,11x32,1x32
io4_l1n1p2_l3n1n4_l5n1_d1d2,10.0,9.063,1.25,32,14,2846,3161,32,11,18,11,11x32,1x32
io4_l1n1p2_l3n1p1_l5n1,10.0,8.034,1.25,16,5,2222,2289,23,11,15,11,11x32,1x32
io4_l1n1p2_l3n1p1_l5n1_d1d2,10.0,8.034,1.25,32,5,2273,2640,24,11,16,11,11x32,1x32
io4_l1n1p2_l3n1p2_l5n1,10.0,8.678,1.25,16,5,2236,2418,26,14,15,14,11x32,1x32
io4_l1n1p2_l3n1p2_l5n1_d1d2,10.0,8.678,1.25,32,5,2339,2747,27,14,16,14,11x32,1x32
io4_l1n1p2_l3n1p4_l5n1,10.0,8.704,1.25,16,5,2425,2327,32,11,15,11,11x32,1x32
io4_l1n1p2_l3n1p4_l5n1_d1d2,10.0,8.704,1.25,32,5,2582,2762,33,11,16,11,11x32,1x32
io4_l1n1p2_l3p1n1_l5n1,10.0,9.318,1.25,16,50,8622,7174,209,25,27,25,11x32,1x32
io4_l1n1p2_l3p1n1_l5n1_d1d2,10.0,9.318,1.25,48,50,9142,8569,210,25,28,25,11x32,1x32
io4_l1n1p2_l3p2n1_l5n1,10.0,9.381,1.25,16,50,8622,8675,401,44,27,44,11x32,1x32
io4_l1n1p2_l3p2n1_l5n1_d1d2,10.0,9.381,1.25,40,50,10212,9933,402,28,28,28,11x32,1x32
io4_l1n1p2_l3p4n1_l5n1,10.0,9.264,1.25,16,64,31360,16731,785,73,34,73,11x32,1x32
io4_l1n1p2_l3p4n1_l5n1_d1d2,10.0,8.64,1.25,56,256,52710,34091,786,25,107,25,11x32,1x32
io4_l1n1p4_l3n1n1_l5n1,10.0,8.696,1.25,16,5,2382,2115,28,8,14,8,11x32,1x32
io4_l1n1p4_l3n1n1_l5n1_d1d2,10.0,8.696,1.25,32,5,2490,2572,29,8,15,8,11x32,1x32
io4_l1n1p4_l3n1n2_l5n1,10.0,8.704,1.25,16,8,2556,2408,31,11,15,11,11x32,1x32
io4_l1n1p4_l3n1n2_l5n1_d1d2,10.0,8.704,1.25,32,8,2711,2843,32,11,16,11,11x32,1x32
io4_l1n1p4_l3n1n4_l5n1,10.0,8.988,1.25,16,14,2882,2636,37,8,17,8,11x32,1x32
io4_l1n1p4_l3n1n4_l5n1_d1d2,10.0,8.988,1.25,32,14,3089,3177,38,8,18,8,11x32,1x32
io4_l1n1p4_l3n1p1_l5n1,10.0,8.696,1.25,16,5,2411,2202,29,8,15,8,11x32,1x32
io4_l1n1p4_l3n1p1_l5n1_d1d2,10.0,8.696,1.25,32,5,2516,2659,30,8,16,8,11x32,1x32
io4_l1n1p4_l3n1p2_l5n1,10.0,8.704,1.25,16,5,2425,2327,32,11,15,11,11x32,1x32
io4_l1n1p4_l3n1p2_l5n1_d1d2,10.0,8.704,1.25,32,5,2582,2762,33,11,16,11,11x32,1x32
io4_l1n1p4_l3n1p4_l5n1,10.0,8.034,1.25,16,5,2422,2212,38,8,15,8,11x32,1x32
io4_l1n1p4_l3n1p4_l5n1_d1d2,10.0,8.034,1.25,32,5,2633,2753,39,8,16,8,11x32,1x32
io4_l1n1p4_l3p1n1_l5n1,10.0,9.355,1.25,16,50,8619,7091,215,22,27,22,11x32,1x32
io4_l1n1p4_l3p1n1_l5n1_d1d2,10.0,9.355,1.25,48,50,9193,8575,216,22,28,22,11x32,1x32
io4_l1n1p4_l3p2n1_l5n1,10.0,9.419,1.25,16,50,8619,8532,407,41,27,41,11x32,1x32
io4_l1n1p4_l3p2n1_l5n1_d1d2,10.0,9.419,1.25,40,50,10263,9913,408,25,28,25,11x32,1x32
io4_l1n1p4_l3p4n1_l5n1,10.0,9.302,1.25,16,64,31357,16632,791,70,34,70,11x32,1x32
io4_l1n1p4_l3p4n1_l5n1_d1d2,10.0,8.678,1.25,56,256,52761,34100,792,22,107,22,11x32,1x32
io4_l1p1n1_l3n1n1_l5p1,10.0,9.299,1.25,16,50,8894,7132,205,22,26,22,11x32,1x32
io4_l1p1n1_l3n1n1_l5p1_d1d2,10.0,9.299,1.25,48,50,9365,8549,206,22,27,22,11x32,1x32
io4_l1p1n1_l3n1n2_l5p1,10.0,9.318,1.25,16,50,8908,7261,208,25,26,25,11x32,1x32
io4_l1p1n1_l3n1n2_l5p1_d1d2,10.0,9.318,1.25,48,50,9190,9252,209,25,27,25,11x32,1x32
io4_l1p1n1_l3n1n4_l5p1,10.0,9.612,1.25,16,50,8914,7201,214,22,26,22,11x32,1x32
io4_l1p1n1_l3n1n4_l5p1_d1d2,10.0,9.355,1.25,48,50,9612,8682,215,22,27,22,11x32,1x32
io4_l1p1n1_l3n1p1_l5p1,10.0,9.299,1.25,16,50,8923,7219,206,22,27,22,11x32,1x32
io4_l1p1n1_l3n1p1_l5p1_d1d2,10.0,9.299,1.25,48,50,9391,8636,207,22,28,22,11x32,1x32
io4_l1p1n1_l3n1p2_l5p1,10.0,9.318,1.25,16,50,8937,7344,209,25,27,25,11x32,1x32
io4_l1p1n1_l3n1p2_l5p1_d1d2,10.0,9.318,1.25,48,50,9585,8719,210,25,28,25,11x32,1x32
io4_l1p1n1_l3n1p4_l5p1,10.0,9.355,1.25,16,50,8934,7297,215,22,27,22,11x32,1x32
io4_l1p1n1_l3n1p4_l5p1_d1d2,10.0,9.355,1.25,48,50,9508,8781,216,22,28,22,11x32,1x32
io4_l1p1n1_l3p1n1_l5p1,10.0,8.775,1.25,16,14,5660,6297,392,36,12,36,11x32,1x32
io4_l1p1n1_l3p1n1_l5p1_d1d2,10.0,8.775,1.25,60,26,6930,9375,393,36,17,36,11x32,1x32
io4_l1p1n1_l3p2n1_l5p1,10.0,8.931,1.25,16,50,9610,9192,584,55,24,55,11x32,1x32
io4_l1p1n1_l3p2n1_l5p1_d1d2,10.0,9.028,1.25,40,50,10856,11306,585,39,25,39,11x32,1x32
io4_l1p1n1_l3p4n1_l5p1,10.0,8.744,1.25,16,64,32908,18925,968,84,31,84,11x32,1x32
io4_l1p1n1_l3p4n1_l5p1_d1d2,10.0,8.72,1.25,72,256,53777,37330,969,36,104,36,11x32,1x32
io4_l1p2n1_l3n1n1_l5p2,10.0,9.362,1.25,16,52,9231,9078,398,44,27,44,11x32,1x32
io4_l1p2n1_l3n1n1_l5p2_d1d2,10.0,9.362,1.25,40,52,10676,10274,399,28,28,28,11x32,1x32
io4_l1p2n1_l3n1n2_l5p2,10.0,9.381,1.25,16,52,9245,9191,401,47,27,47,11x32,1x32
io4_l1p2n1_l3n1n2_l5p2_d1d2,10.0,9.381,1.25,40,52,10659,10497,402,31,28,31,11x32,1x32
io4_l1p2n1_l3n1n4_l5p2,10.0,9.85,1.25,16,52,9251,9099,407,44,27,44,11x32,1x32
io4_l1p2n1_l3n1n4_l5p2_d1d2,10.0,9.786,1.25,40,52,10795,10379,408,28,28,28,11x32,1x32
io4_l1p2n1_l3n1p1_l5p2,10.0,9.362,1.25,16,52,9164,9101,399,44,28,44,11x32,1x32
io4_l1p2n1_l3n1p1_l5p2_d1d2,10.0,9.362,1.25,40,52,10702,10381,400,28,29,28,11x32,1x32
io4_l1p2n1_l3n1p2_l5p2,10.0,9.381,1.25,16,52,9274,9295,402,47,28,47,11x32,1x32
io4_l1p2n1_l3n1p2_l5p2_d1d2,10.0,9.381,1.25,40,52,10690,10601,403,31,29,31,11x32,1x32
io4_l1p2n1_l3n1p4_l5p2,10.0,9.419,1.25,16,52,9271,9205,408,44,28,44,11x32,1x32
io4_l1p2n1_l3n1p4_l5p2_d1d2,10.0,9.419,1.25,40,52,10819,10485,409,28,29,28,11x32,1x32
io4_l1p2n1_l3p1n1_l5p2,10.0,8.931,1.25,16,52,9858,9546,585,58,25,58,11x32,1x32
io4_l1p2n1_l3p1n1_l5p2_d1d2,10.0,9.028,1.25,40,52,11097,11660,586,42,26,42,11x32,1x32
