prj,vivado_dynamic_pwr(mW),Total LUTs,Logic LUTs,LUTRAMs,SRLs,FFs,RAMB36,RAMB18,URAM,DSP48 Blocks
io2_l1n1p1_l3n1p1_d1d2,14.269,843,843,0,0,708,4,8,0,5
io2_l1n1p1_l3n1p2,15.398,850,850,0,0,788,4,8,0,5
io2_l1n1p1_l3n1p2_d1d2,14.315,861,861,0,0,773,4,8,0,5
io2_l1n1p1_l3p1n1,24.274,2635,2635,0,0,3918,4,6,0,8
io2_l1n1p1_l3p1n1_d1d2,28.773,2884,2884,0,0,4138,4,6,0,14
io2_l1n1p1_l3p2n1,45.715,7402,6213,0,1189,12576,6,6,0,20
io2_l1n1p1_l3p2n1_d1d2,57.723,9284,7637,0,1647,14229,6,6,0,40
io2_l1n1p2_l3n1n1,12.881,749,749,0,0,751,4,8,0,5
io2_l1n1p2_l3n1n1_d1d2,13.451,831,831,0,0,821,4,8,0,5
io2_l1n1p2_l3n1n2,16.125,838,838,0,0,842,4,8,0,8
io2_l1n1p2_l3n1n2_d1d2,15.630,870,870,0,0,845,4,8,0,8
io2_l1n1p2_l3n1p1,14.772,814,814,0,0,799,4,8,0,5
io2_l1n1p2_l3n1p1_d1d2,15.244,860,860,0,0,773,4,8,0,5
io2_l1n1p2_l3n1p2,15.232,865,865,0,0,781,4,8,0,5
io2_l1n1p2_l3n1p2_d1d2,14.348,902,902,0,0,775,4,8,0,5
io2_l1n1p2_l3p1n1,24.654,2666,2666,0,0,3930,4,6,0,8
io2_l1n1p2_l3p1n1_d1d2,28.956,2925,2925,0,0,4159,4,6,0,14
io2_l1n1p2_l3p2n1,49.046,7607,6418,0,1189,12524,6,6,0,20
io2_l1n1p2_l3p2n1_d1d2,61.399,9470,7833,0,1637,14186,6,6,0,40
io2_l1p1n1_l3n1n1,25.686,2272,2272,0,0,3751,4,6,0,14
io2_l1p1n1_l3n1n1_d1d2,26.152,2375,2375,0,0,3711,4,6,0,14
io2_l1p1n1_l3n1n2,26.709,2418,2418,0,0,3808,4,6,0,14
io2_l1p1n1_l3n1n2_d1d2,26.690,2314,2314,0,0,3666,4,6,0,14
io2_l1p1n1_l3n1p1,28.254,2412,2412,0,0,3767,4,6,0,14
io2_l1p1n1_l3n1p1_d1d2,29.310,2460,2460,0,0,3692,4,6,0,14
io2_l1p1n1_l3n1p2,28.566,2550,2550,0,0,3828,4,6,0,14
io2_l1p1n1_l3n1p2_d1d2,28.065,2464,2464,0,0,3694,4,6,0,14
io2_l1p1n1_l3p1n1,35.536,4461,4461,0,0,7161,8,4,0,14
io2_l1p1n1_l3p1n1_d1d2,35.729,4307,4307,0,0,6987,8,4,0,14
io2_l1p1n1_l3p2n1,53.866,9265,8076,0,1189,14930,8,4,0,20
io2_l1p1n1_l3p2n1_d1d2,67.485,11364,9727,0,1637,16800,8,4,0,40
io2_l1p2n1_l3n1n1,43.455,6735,5546,0,1189,12478,6,6,0,20
io2_l1p2n1_l3n1n1_d1d2,55.595,8951,7314,0,1637,14154,6,6,0,40
io2_l1p2n1_l3n1n2,46.102,6938,5749,0,1189,12528,6,6,0,20
io2_l1p2n1_l3n1n2_d1d2,58.243,9199,7562,0,1637,14213,6,6,0,40
io2_l1p2n1_l3n1p1,49.100,6866,5709,0,1157,12700,6,6,0,20
io2_l1p2n1_l3n1p1_d1d2,61.959,9204,7567,0,1637,14162,6,6,0,40
io2_l1p2n1_l3n1p2,50.297,7186,5997,0,1189,12541,6,6,0,20
io2_l1p2n1_l3n1p2_d1d2,61.971,9209,7605,0,1604,14435,6,6,0,40
io2_l1p2n1_l3p1n1,55.179,8946,7757,0,1189,14906,8,4,0,20
io2_l1p2n1_l3p1n1_d1d2,66.611,10779,9142,0,1637,16811,8,4,0,40
io2_l1p2n1_l3p2n1,97.185,11217,8839,0,2378,18607,8,4,0,20
io2_l1p2n1_l3p2n1_d1d2,118.902,14056,10782,0,3274,20199,8,4,0,40
io4_l1n1n1_l3n1n1,13.055,1048,792,256,0,1325,4,0,0,5
io4_l1n1n1_l3n1n1_d1d2,17.744,1304,1048,256,0,1469,0,16,0,5
io4_l1n1n1_l3n1n2,16.555,1202,946,256,0,1523,4,0,0,8
io4_l1n1n1_l3n1n2_d1d2,19.744,1424,1168,256,0,1622,0,16,0,8
io4_l1n1n1_l3n1n4,17.034,1262,1006,256,0,1691,4,0,0,8
io4_l1n1n1_l3n1n4_d1d2,24.913,1568,1312,256,0,1884,0,16,0,14
io4_l1n1n1_l3n1p1,14.452,1170,914,256,0,1312,4,0,0,5
io4_l1n1n1_l3n1p1_d1d2,19.374,1419,1163,256,0,1500,0,16,0,5
io4_l1n1n1_l3n1p2,15.057,1251,995,256,0,1442,4,0,0,5
io4_l1n1n1_l3n1p2_d1d2,19.233,1490,1234,256,0,1600,0,16,0,5
io4_l1n1n1_l3n1p4,15.323,1439,1183,256,0,1649,4,0,0,5
io4_l1n1n1_l3n1p4_d1d2,18.740,1481,1225,256,0,1730,0,16,0,5
io4_l1n1n1_l3p1n1,24.579,3386,3066,320,0,5388,4,0,0,8
io4_l1n1n1_l3p1n1_d1d2,43.033,4302,3982,320,0,5837,16,0,0,26
io4_l1n1n1_l3p2n1,26.833,4566,4246,320,0,6389,4,0,0,8
io4_l1n1n1_l3p2n1_d1d2,43.849,5800,5480,320,0,7277,8,8,0,26
io4_l1n1n1_l3p4n1,63.878,13172,10480,320,2372,23251,4,0,0,40
io4_l1n1n1_l3p4n1_d1d2,158.741,27039,21275,320,5444,33905,16,0,0,160
io4_l1n1n2_l3n1n1,16.155,1170,914,256,0,1503,4,0,0,8
io4_l1n1n2_l3n1n1_d1d2,19.900,1424,1168,256,0,1623,0,16,0,8
io4_l1n1n2_l3n1n2,17.263,1249,993,256,0,1573,4,0,0,8
io4_l1n1n2_l3n1n2_d1d2,19.889,1471,1215,256,0,1648,0,16,0,8
io4_l1n1n2_l3n1n4,17.771,1294,1038,256,0,1741,4,0,0,8
io4_l1n1n2_l3n1n4_d1d2,24.485,1600,1344,256,0,1910,0,16,0,14
io4_l1n1n2_l3n1p1,17.163,1271,1015,256,0,1498,4,0,0,8
io4_l1n1n2_l3n1p1_d1d2,21.871,1512,1256,256,0,1654,0,16,0,8
io4_l1n1n2_l3n1p2,17.825,1349,1093,256,0,1644,4,0,0,8
io4_l1n1n2_l3n1p2_d1d2,21.338,1577,1321,256,0,1722,0,16,0,8
io4_l1n1n2_l3n1p4,18.358,1526,1270,256,0,1802,4,0,0,8
io4_l1n1n2_l3n1p4_d1d2,21.117,1574,1318,256,0,1852,0,16,0,8
io4_l1n1n2_l3p1n1,24.187,3420,3100,320,0,5441,4,0,0,8
io4_l1n1n2_l3p1n1_d1d2,42.413,4270,3950,320,0,5863,16,0,0,26
io4_l1n1n2_l3p2n1,27.281,4587,4267,320,0,6434,4,0,0,8
io4_l1n1n2_l3p2n1_d1d2,45.714,5884,5564,320,0,7592,8,8,0,26
io4_l1n1n2_l3p4n1,69.750,13494,10802,320,2372,23325,4,0,0,40
io4_l1n1n2_l3p4n1_d1d2,156.213,25858,20094,320,5444,34124,16,0,0,160
io4_l1n1n4_l3n1n1,20.645,1315,1059,256,0,1815,4,0,0,14
io4_l1n1n4_l3n1n1_d1d2,24.678,1568,1312,256,0,1884,0,16,0,14
io4_l1n1n4_l3n1n2,21.869,1379,1123,256,0,1885,4,0,0,14
io4_l1n1n4_l3n1n2_d1d2,24.542,1600,1344,256,0,1909,0,16,0,14
io4_l1n1n4_l3n1n4,22.380,1440,1184,256,0,2053,4,0,0,14
io4_l1n1n4_l3n1n4_d1d2,24.925,1617,1361,256,0,2103,0,16,0,14
io4_l1n1n4_l3n1p1,22.342,1436,1180,256,0,1825,4,0,0,14
io4_l1n1n4_l3n1p1_d1d2,26.705,1674,1418,256,0,1915,0,16,0,14
io4_l1n1n4_l3n1p2,23.024,1485,1229,256,0,1923,4,0,0,14
io4_l1n1n4_l3n1p2_d1d2,25.750,1722,1466,256,0,1983,0,16,0,14
io4_l1n1n4_l3n1p4,23.710,1715,1459,256,0,2129,4,0,0,14
io4_l1n1n4_l3n1p4_d1d2,25.555,1772,1516,256,0,2116,0,16,0,14
io4_l1n1n4_l3p1n1,30.124,3559,3239,320,0,5746,4,0,0,14
io4_l1n1n4_l3p1n1_d1d2,43.529,4266,3946,320,0,6026,16,0,0,26
io4_l1n1n4_l3p2n1,31.694,4774,4454,320,0,6781,4,0,0,14
io4_l1n1n4_l3p2n1_d1d2,45.042,5768,5448,320,0,7582,8,8,0,26
io4_l1n1n4_l3p4n1,70.462,13545,10853,320,2372,23412,4,0,0,40
io4_l1n1n4_l3p4n1_d1d2,161.936,27378,21614,320,5444,35115,16,0,0,160
io4_l1n1p1_l3n1n1,13.815,1123,867,256,0,1325,4,0,0,5
io4_l1n1p1_l3n1n1_d1d2,19.318,1379,1123,256,0,1510,0,16,0,5
io4_l1n1p1_l3n1n2,18.039,1272,1016,256,0,1498,4,0,0,8
io4_l1n1p1_l3n1n2_d1d2,21.367,1494,1238,256,0,1655,0,16,0,8
io4_l1n1p1_l3n1n4,18.410,1351,1095,256,0,1678,4,0,0,8
io4_l1n1p1_l3n1n4_d1d2,26.152,1643,1387,256,0,1929,0,16,0,14
io4_l1n1p1_l3n1p1,16.078,1238,982,256,0,1342,4,0,0,5
io4_l1n1p1_l3n1p1_d1d2,21.393,1490,1234,256,0,1530,0,16,0,5
io4_l1n1p1_l3n1p2,16.477,1322,1066,256,0,1472,4,0,0,5
io4_l1n1p1_l3n1p2_d1d2,21.506,1558,1302,256,0,1630,0,16,0,5
io4_l1n1p1_l3n1p4,17.607,1447,1191,256,0,1675,4,0,0,5
io4_l1n1p1_l3n1p4_d1d2,21.151,1557,1301,256,0,1760,0,16,0,5
io4_l1n1p1_l3p1n1,24.874,3411,3091,320,0,5329,4,0,0,8
io4_l1n1p1_l3p1n1_d1d2,45.284,4231,3911,320,0,5782,16,0,0,26
io4_l1n1p1_l3p2n1,28.588,4620,4300,320,0,6346,4,0,0,8
io4_l1n1p1_l3p2n1_d1d2,47.440,5920,5600,320,0,7319,8,8,0,26
io4_l1n1p1_l3p4n1,70.355,13127,10435,320,2372,23294,4,0,0,40
io4_l1n1p1_l3p4n1_d1d2,159.983,26142,20378,320,5444,34322,16,0,0,160
io4_l1n1p2_l3n1n1,15.167,1231,975,256,0,1454,4,0,0,5
io4_l1n1p2_l3n1n1_d1d2,19.704,1486,1230,256,0,1601,0,16,0,5
io4_l1n1p2_l3n1n2,17.681,1351,1095,256,0,1596,4,0,0,8
io4_l1n1p2_l3n1n2_d1d2,21.507,1575,1319,256,0,1722,0,16,0,8
io4_l1n1p2_l3n1n4,18.564,1431,1175,256,0,1756,4,0,0,8
io4_l1n1p2_l3n1n4_d1d2,26.558,1743,1487,256,0,1984,0,16,0,14
io4_l1n1p2_l3n1p1,16.028,1294,1038,256,0,1472,4,0,0,5
io4_l1n1p2_l3n1p1_d1d2,21.323,1559,1303,256,0,1629,0,16,0,5
io4_l1n1p2_l3n1p2,17.179,1416,1160,256,0,1539,4,0,0,5
io4_l1n1p2_l3n1p2_d1d2,21.689,1780,1524,256,0,1928,0,16,0,5
io4_l1n1p2_l3n1p4,17.462,1573,1317,256,0,1744,4,0,0,5
io4_l1n1p2_l3n1p4_d1d2,20.061,1651,1395,256,0,1797,0,16,0,5
io4_l1n1p2_l3p1n1,26.606,3513,3193,320,0,5398,4,0,0,8
io4_l1n1p2_l3p1n1_d1d2,45.343,4288,3968,320,0,5849,16,0,0,26
io4_l1n1p2_l3p2n1,29.229,4697,4377,320,0,6424,4,0,0,8
io4_l1n1p2_l3p2n1_d1d2,46.482,6044,5724,320,0,7435,8,8,0,26
io4_l1n1p2_l3p4n1,70.148,13215,10523,320,2372,23392,4,0,0,40
io4_l1n1p2_l3p4n1_d1d2,159.684,26140,20376,320,5444,33898,16,0,0,160
io4_l1n1p4_l3n1n1,15.593,1228,972,256,0,1640,4,0,0,5
io4_l1n1p4_l3n1n1_d1d2,19.145,1485,1229,256,0,1745,0,16,0,5
io4_l1n1p4_l3n1n2,18.241,1347,1091,256,0,1801,4,0,0,8
io4_l1n1p4_l3n1n2_d1d2,22.077,1582,1326,256,0,1861,0,16,0,8
io4_l1n1p4_l3n1n4,19.517,1397,1141,256,0,1916,4,0,0,8
io4_l1n1p4_l3n1n4_d1d2,25.521,1780,1524,256,0,2138,0,16,0,14
io4_l1n1p4_l3n1p1,16.714,1297,1041,256,0,1668,4,0,0,5
io4_l1n1p4_l3n1p1_d1d2,21.584,1552,1296,256,0,1760,0,16,0,5
io4_l1n1p4_l3n1p2,17.202,1415,1159,256,0,1735,4,0,0,5
io4_l1n1p4_l3n1p2_d1d2,21.369,1749,1493,256,0,1802,0,16,0,5
io4_l1n1p4_l3n1p4,18.058,1499,1243,256,0,1876,4,0,0,5
io4_l1n1p4_l3n1p4_d1d2,21.415,1681,1425,256,0,1988,0,16,0,5
io4_l1n1p4_l3p1n1,26.688,3478,3158,320,0,5510,4,0,0,8
io4_l1n1p4_l3p1n1_d1d2,44.688,4193,3873,320,0,6005,16,0,0,26
io4_l1n1p4_l3p2n1,30.887,4752,4432,320,0,6775,4,0,0,8
io4_l1n1p4_l3p2n1_d1d2,46.261,5961,5641,320,0,7507,8,8,0,26
io4_l1n1p4_l3p4n1,73.670,12984,10292,320,2372,23594,4,0,0,40
io4_l1n1p4_l3p4n1_d1d2,159.182,26559,20795,320,5444,34052,16,0,0,160
io4_l1p1n1_l3n1n1,36.072,3171,2851,320,0,5133,4,0,0,26
io4_l1p1n1_l3n1n1_d1d2,42.484,3874,3554,320,0,5722,16,0,0,26
io4_l1p1n1_l3n1n2,37.304,3217,2897,320,0,5214,4,0,0,26
io4_l1p1n1_l3n1n2_d1d2,43.097,3930,3610,320,0,5747,16,0,0,26
io4_l1p1n1_l3n1n4,37.557,3318,2998,320,0,5350,4,0,0,26
io4_l1p1n1_l3n1n4_d1d2,44.591,4095,3775,320,0,5869,16,0,0,26
io4_l1p1n1_l3n1p1,38.732,3254,2934,320,0,5153,4,0,0,26
io4_l1p1n1_l3n1p1_d1d2,45.490,3996,3676,320,0,5754,16,0,0,26
io4_l1p1n1_l3n1p2,39.073,3363,3043,320,0,5220,4,0,0,26
io4_l1p1n1_l3n1p2_d1d2,44.910,4081,3761,320,0,5790,16,0,0,26
io4_l1p1n1_l3n1p4,38.341,3345,3025,320,0,5421,4,0,0,26
io4_l1p1n1_l3n1p4_d1d2,44.138,4029,3709,320,0,5856,16,0,0,26
io4_l1p1n1_l3p1n1,45.785,5757,5373,384,0,9789,4,0,0,26
io4_l1p1n1_l3p1n1_d1d2,49.471,5723,5339,384,0,9178,16,0,0,26
io4_l1p1n1_l3p2n1,46.225,6391,6007,384,0,10148,4,0,0,26
io4_l1p1n1_l3p2n1_d1d2,52.609,7633,7249,384,0,10669,16,0,0,26
io4_l1p1n1_l3p4n1,77.376,15721,12965,384,2372,25816,4,0,0,40
io4_l1p1n1_l3p4n1_d1d2,166.128,29783,23955,384,5444,36916,16,0,0,160
io4_l1p2n1_l3n1n1,39.220,4468,4148,320,0,5469,4,0,0,26
io4_l1p2n1_l3n1n1_d1d2,46.563,5759,5439,320,0,7778,8,8,0,26
io4_l1p2n1_l3n1n2,37.752,4266,3946,320,0,5254,4,0,0,26
io4_l1p2n1_l3n1n2_d1d2,45.559,5748,5428,320,0,7167,8,8,0,26
io4_l1p2n1_l3n1n4,38.652,4314,3994,320,0,5402,4,0,0,26
io4_l1p2n1_l3n1n4_d1d2,46.639,5771,5451,320,0,7830,8,8,0,26
io4_l1p2n1_l3n1p1,39.960,4300,3980,320,0,5268,4,0,0,26
io4_l1p2n1_l3n1p1_d1d2,48.354,5984,5664,320,0,7312,8,8,0,26
io4_l1p2n1_l3n1p2,40.076,4378,4058,320,0,5325,4,0,0,26
io4_l1p2n1_l3n1p2_d1d2,47.143,6156,5836,320,0,7361,8,8,0,26
io4_l1p2n1_l3n1p4,40.047,4462,4142,320,0,5529,4,0,0,26
io4_l1p2n1_l3n1p4_d1d2,45.860,5950,5630,320,0,7738,8,8,0,26
io4_l1p2n1_l3p1n1,46.213,6451,6067,384,0,9449,4,0,0,26
io4_l1p2n1_l3p1n1_d1d2,52.753,7327,6943,384,0,10199,16,0,0,26
io4_l1p2n1_l3p2n1,48.320,7930,7546,384,0,10676,4,0,0,26
io4_l1p2n1_l3p2n1_d1d2,52.648,8760,8376,384,0,10682,12,4,0,26
io4_l1p2n1_l3p4n1,82.287,16760,14004,384,2372,26338,4,0,0,40
io4_l1p2n1_l3p4n1_d1d2,168.542,31000,25172,384,5444,37458,16,0,0,160
io4_l1p4n1_l3n1n1,64.782,12757,10065,320,2372,23298,4,0,0,40
io4_l1p4n1_l3n1n1_d1d2,157.763,26748,20984,320,5444,35302,16,0,0,160
io4_l1p4n1_l3n1n2,71.827,13113,10469,320,2324,23733,4,0,0,40
io4_l1p4n1_l3n1n2_d1d2,162.757,25961,20197,320,5444,33940,16,0,0,160
io4_l1p4n1_l3n1n4,71.534,12940,10248,320,2372,23503,4,0,0,40
io4_l1p4n1_l3n1n4_d1d2,162.831,27428,21664,320,5444,34083,16,0,0,160
io4_l1p4n1_l3n1p1,72.967,12779,10087,320,2372,23429,4,0,0,40
io4_l1p4n1_l3n1p1_d1d2,168.286,26015,20251,320,5444,33816,16,0,0,160
io4_l1p4n1_l3n1p2,74.840,12829,10137,320,2372,23400,4,0,0,40
io4_l1p4n1_l3n1p2_d1d2,163.398,26681,20917,320,5444,33904,16,0,0,160
io4_l1p4n1_l3n1p4,74.270,13122,10430,320,2372,23557,4,0,0,40
io4_l1p4n1_l3n1p4_d1d2,161.646,26697,20933,320,5444,34045,16,0,0,160
io4_l1p4n1_l3p1n1,76.756,14528,11772,384,2372,25906,4,0,0,40
io4_l1p4n1_l3p1n1_d1d2,170.040,28915,23087,384,5444,37946,16,0,0,160
io4_l1p4n1_l3p2n1,77.481,15535,12779,384,2372,26489,4,0,0,40
io4_l1p4n1_l3p2n1_d1d2,177.019,30860,25032,384,5444,38606,16,0,0,160
io4_l1p4n1_l3p4n1,174.862,21389,16261,384,4744,33784,4,0,0,40
io4_l1p4n1_l3p4n1_d1d2,301.058,37323,26051,384,10888,44172,16,0,0,160
io8_l1n1n1_l3n1n1,17.192,1792,1280,512,0,2118,0,8,0,5
io8_l1n1n1_l3n1n1_d1d2,37.052,2932,2420,512,0,3030,0,64,0,5
io8_l1n1n1_l3n1n2,17.091,1826,1314,512,0,2219,0,8,0,5
io8_l1n1n1_l3n1n2_d1d2,34.701,3020,2508,512,0,3139,0,64,0,5
io8_l1n1n1_l3n1n4,21.947,2010,1498,512,0,2485,8,0,0,8
io8_l1n1n1_l3n1n4_d1d2,42.507,3224,2712,512,0,3445,0,64,0,14
io8_l1n1n1_l3n1n8,24.324,2114,1602,512,0,2702,8,0,0,11
io8_l1n1n1_l3n1n8_d1d2,44.425,3367,2855,512,0,3699,0,64,0,17
io8_l1n1n1_l3n1p1,19.226,1947,1435,512,0,2158,0,8,0,5
io8_l1n1n1_l3n1p1_d1d2,41.333,3110,2598,512,0,3070,0,64,0,5
io8_l1n1n1_l3n1p2,20.018,2078,1566,512,0,2355,8,0,0,5
io8_l1n1n1_l3n1p2_d1d2,39.088,3260,2748,512,0,3236,0,64,0,5
io8_l1n1n1_l3n1p4,20.087,2210,1698,512,0,2455,8,0,0,5
io8_l1n1n1_l3n1p4_d1d2,38.266,3283,2771,512,0,3305,0,64,0,5
io8_l1n1n1_l3n1p8,20.688,2239,1727,512,0,2765,8,0,0,5
io8_l1n1n1_l3n1p8_d1d2,36.647,3317,2805,512,0,3548,0,64,0,5
io8_l1n1n1_l3p1n1,29.445,4059,3419,640,0,6224,8,0,0,8
io8_l1n1n1_l3p1n1_d1d2,87.305,7224,6570,654,0,8272,64,0,0,50
io8_l1n1n1_l3p2n1,27.280,5293,4653,640,0,9444,0,8,0,5
io8_l1n1n1_l3p2n1_d1d2,42.582,6629,5989,640,0,9360,0,64,0,5
io8_l1n1n1_l3p4n1,32.237,5863,5215,648,0,7906,2,6,0,8
io8_l1n1n1_l3p4n1_d1d2,82.079,8950,8310,640,0,10399,16,48,0,50
io8_l1n1n1_l3p8n1,109.762,24149,18770,640,4739,44070,8,0,0,80
io8_l1n1n1_l3p8n1_d1d2,533.096,85758,63736,640,21382,95623,64,0,0,640
io8_l1n1n2_l3n1n1,16.339,1743,1231,512,0,2224,0,8,0,5
io8_l1n1n2_l3n1n1_d1d2,34.682,2968,2456,512,0,3143,0,64,0,5
io8_l1n1n2_l3n1n2,16.411,1778,1266,512,0,2294,0,8,0,5
io8_l1n1n2_l3n1n2_d1d2,32.539,3007,2495,512,0,3222,0,64,0,5
io8_l1n1n2_l3n1n4,21.308,2049,1537,512,0,2571,8,0,0,8
io8_l1n1n2_l3n1n4_d1d2,39.801,3241,2729,512,0,3528,0,64,0,14
io8_l1n1n2_l3n1n8,23.155,2132,1620,512,0,2782,8,0,0,11
io8_l1n1n2_l3n1n8_d1d2,41.524,3457,2945,512,0,3782,0,64,0,17
io8_l1n1n2_l3n1p1,17.884,1954,1442,512,0,2263,0,8,0,5
io8_l1n1n2_l3n1p1_d1d2,39.618,3114,2602,512,0,3180,0,64,0,5
io8_l1n1n2_l3n1p2,20.392,2104,1592,512,0,2427,8,0,0,5
io8_l1n1n2_l3n1p2_d1d2,37.136,3255,2743,512,0,3315,0,64,0,5
io8_l1n1n2_l3n1p4,18.462,2241,1729,512,0,2541,8,0,0,5
io8_l1n1n2_l3n1p4_d1d2,35.010,3371,2859,512,0,3388,0,64,0,5
io8_l1n1n2_l3n1p8,19.815,2239,1727,512,0,2842,8,0,0,5
io8_l1n1n2_l3n1p8_d1d2,33.445,3304,2792,512,0,3625,0,64,0,5
io8_l1n1n2_l3p1n1,27.079,4134,3494,640,0,6336,8,0,0,8
io8_l1n1n2_l3p1n1_d1d2,84.375,6965,6319,646,0,8293,64,0,0,50
io8_l1n1n2_l3p2n1,27.647,5319,4679,640,0,9667,0,8,0,5
io8_l1n1n2_l3p2n1_d1d2,40.565,6963,6323,640,0,9533,0,64,0,5
io8_l1n1n2_l3p4n1,30.999,5663,5023,640,0,7880,2,6,0,8
io8_l1n1n2_l3p4n1_d1d2,78.569,9020,8380,640,0,10394,16,48,0,50
io8_l1n1n2_l3p8n1,112.046,23883,18504,640,4739,44163,8,0,0,80
io8_l1n1n2_l3p8n1_d1d2,535.679,85405,63383,640,21382,95715,64,0,0,640
io8_l1n1n4_l3n1n1,24.578,2034,1522,512,0,2598,0,8,0,14
io8_l1n1n4_l3n1n1_d1d2,42.350,3216,2704,512,0,3445,0,64,0,14
io8_l1n1n4_l3n1n2,24.379,2107,1595,512,0,2666,0,8,0,14
io8_l1n1n4_l3n1n2_d1d2,38.483,3242,2730,512,0,3524,0,64,0,14
io8_l1n1n4_l3n1n4,27.085,2229,1717,512,0,2842,8,0,0,14
io8_l1n1n4_l3n1n4_d1d2,40.974,3265,2753,512,0,3544,0,64,0,14
io8_l1n1n4_l3n1n8,28.043,2313,1801,512,0,2956,8,0,0,14
io8_l1n1n4_l3n1n8_d1d2,42.295,3419,2907,512,0,3794,0,64,0,17
io8_l1n1n4_l3n1p1,27.494,2178,1666,512,0,2638,0,8,0,14
io8_l1n1n4_l3n1p1_d1d2,47.825,3382,2870,512,0,3483,0,64,0,14
io8_l1n1n4_l3n1p2,28.091,2315,1803,512,0,2794,8,0,0,14
io8_l1n1n4_l3n1p2_d1d2,44.012,3474,2962,512,0,3617,0,64,0,14
io8_l1n1n4_l3n1p4,28.048,2480,1968,512,0,2902,8,0,0,14
io8_l1n1n4_l3n1p4_d1d2,42.023,3543,3031,512,0,3689,0,64,0,14
io8_l1n1n4_l3n1p8,28.211,2576,2064,512,0,3230,8,0,0,14
io8_l1n1n4_l3n1p8_d1d2,40.848,3530,3018,512,0,3931,0,64,0,14
io8_l1n1n4_l3p1n1,33.175,4272,3632,640,0,6590,8,0,0,14
io8_l1n1n4_l3p1n1_d1d2,83.789,6881,6241,640,0,8151,64,0,0,50
io8_l1n1n4_l3p2n1,34.213,5637,4997,640,0,9990,0,8,0,14
io8_l1n1n4_l3p2n1_d1d2,46.262,7301,6661,640,0,9909,0,64,0,14
io8_l1n1n4_l3p4n1,37.796,6136,5488,648,0,8490,2,6,0,14
