prj,total_pwr(uW),static_pwr(uW),dynamic_pwr(mW),vivado_dynamic_pwr(mW),Total LUTs,Logic LUTs,LUTRAMs,SRLs,FFs,RAMB36,RAMB18,URAM,DSP48 Blocks
io4_l1n1n1_l3p1n1,360219.8181818182,348232.28205128206,11.987536130536116,34.612,3253,2933,320,0,5281,4,0,0,26
io4_l1n1n1_l3p1n1_d1d2,366521.2911392405,352440.9743589744,14.08031678026612,42.336,3986,3666,320,0,5901,16,0,0,26
io4_l1n1n1_l3p2n1,366400.08108108107,352738.358974359,13.661722106722067,38.742,4526,4206,320,0,5537,4,0,0,26
io4_l1n1n1_l3p2n1_d1d2,377228.3243243243,359574.2105263158,17.654113798008535,43.119,5742,5422,320,0,7351,8,8,0,26
io4_l1n1n1_l3p4n1,403945.54545454547,391059.225,12.886320454545494,62.564,13186,10494,320,2372,23540,4,0,0,40
io4_l1n1n1_l3p4n1_d1d2,459887.8157894737,443346.05263157893,16.541763157894778,152.170,26567,20803,320,5444,34448,16,0,0,160
io4_l1n1n2_l3n1n1,338375.5657894737,330889.641025641,7.485924763832707,13.678,1198,942,256,0,1495,4,0,0,5
io4_l1n1n2_l3n1n1_d1d2,349605.94666666666,340119.8947368421,9.486051929824578,17.290,1415,1159,256,0,1619,0,16,0,5
io4_l1n1n2_l3n1n2,341640.0253164557,333614.74358974356,8.025281726712128,15.649,1287,1031,256,0,1673,4,0,0,8
io4_l1n1n2_l3n1n2_d1d2,352429.4025974026,344173.3157894737,8.256086807928863,19.354,1532,1276,256,0,1773,0,16,0,8
io4_l1n1n2_l3n1n4,341875.3766233766,334776.1,7.099276623376645,20.152,1452,1196,256,0,1985,4,0,0,14
io4_l1n1n2_l3n1n4_d1d2,351394.1794871795,342941.8378378378,8.452341649341689,23.955,1694,1438,256,0,2034,0,16,0,14
io4_l1n1n2_l3n1p1,339522.3076923077,331340.2105263158,8.182097165991902,14.663,1297,1041,256,0,1504,4,0,0,5
io4_l1n1n2_l3n1p1_d1d2,351250.74025974027,340892.6666666667,10.358073593073582,19.009,1522,1266,256,0,1659,0,16,0,5
io4_l1n1n2_l3n1p2,337647.9868421053,331166.97297297296,6.4810138691323225,14.285,1368,1112,256,0,1632,4,0,0,5
io4_l1n1n2_l3n1p2_d1d2,350294.03797468357,339425.4210526316,10.868616922051995,18.540,1613,1357,256,0,1761,0,16,0,5
io4_l1n1n2_l3n1p4,345649.2763157895,337157.3846153846,8.49189170040487,14.271,1418,1162,256,0,1831,4,0,0,5
io4_l1n1n2_l3n1p4_d1d2,350667.1818181818,341137.3157894737,9.529866028708115,18.832,1765,1509,256,0,2140,0,16,0,5
io4_l1n1n2_l3p1n1,360580.55263157893,347271.34210526315,13.309210526315786,35.107,3381,3061,320,0,5315,4,0,0,26
io4_l1n1n2_l3p1n1_d1d2,366472.74666666664,353230.4358974359,13.242310769230768,42.587,4132,3812,320,0,6075,16,0,0,26
io4_l1n1n2_l3p2n1,369020.71794871794,353500.6666666667,15.520051282051252,36.397,4438,4118,320,0,5247,4,0,0,26
io4_l1n1n2_l3p2n1_d1d2,377770.2727272727,360278.74358974356,17.49152913752914,43.270,5908,5588,320,0,7527,8,8,0,26
io4_l1n1n2_l3p4n1,400910.0,389725.0256410256,11.184974358974374,63.882,13177,10485,320,2372,23539,4,0,0,40
io4_l1n1n2_l3p4n1_d1d2,460172.87012987013,445430.6923076923,14.742177822177823,152.758,25494,19730,320,5444,34032,16,0,0,160
io4_l1n1n4_l3n1n1,351789.13157894736,341690.25641025644,10.098875168690924,23.497,2040,1784,256,0,2349,4,0,0,20
io4_l1n1n4_l3n1n1_d1d2,355403.1842105263,343396.15789473685,12.007026315789437,28.421,2300,2044,256,0,2424,0,16,0,20
io4_l1n1n4_l3n1n2,354374.1095890411,342141.7837837838,12.232325805257307,25.301,2119,1863,256,0,2463,4,0,0,20
io4_l1n1n4_l3n1n2_d1d2,357101.3333333333,345097.6666666667,12.003666666666629,29.063,2366,2110,256,0,2514,0,16,0,20
io4_l1n1n4_l3n1n4,353481.0133333333,341653.0256410256,11.827987692307682,25.390,2156,1900,256,0,2359,4,0,0,20
io4_l1n1n4_l3n1n4_d1d2,357811.9743589744,344270.7297297297,13.54124462924467,31.012,2464,2208,256,0,2742,0,16,0,20
io4_l1n1n4_l3n1p1,352484.6,340431.5789473684,12.05302105263155,25.735,2178,1922,256,0,2368,4,0,0,20
io4_l1n1n4_l3n1p1_d1d2,359103.8961038961,344413.5789473684,14.690317156527657,31.428,2436,2180,256,0,2470,0,16,0,20
io4_l1n1n4_l3n1p2,355590.65789473685,341018.5135135135,14.572144381223364,25.457,2239,1983,256,0,2498,4,0,0,20
io4_l1n1n4_l3n1p2_d1d2,361975.4794520548,345933.74358974356,16.04173586231121,30.469,2502,2246,256,0,2556,0,16,0,20
io4_l1n1n4_l3n1p4,356616.2,343254.58974358975,13.361610256410263,25.557,2245,1989,256,0,2439,4,0,0,20
io4_l1n1n4_l3n1p4_d1d2,360974.71794871794,347523.1666666667,13.451551282051252,30.188,2564,2308,256,0,2810,0,16,0,20
io4_l1n1n4_l3p1n1,368568.72222222225,351370.0263157895,17.198695906432754,40.574,3899,3579,320,0,5818,4,0,0,32
io4_l1n1n4_l3p1n1_d1d2,374066.7368421053,352979.0512820513,21.08768556005397,48.252,4824,4504,320,0,6636,16,0,0,32
io4_l1n1n4_l3p2n1,380580.84810126584,354999.7878787879,25.581060222477944,42.654,5020,4700,320,0,5895,4,0,0,32
io4_l1n1n4_l3p2n1_d1d2,386134.0512820513,357251.641025641,28.88241025641031,49.837,6714,6394,320,0,8695,8,8,0,32
io4_l1n1n4_l3p4n1,421663.07692307694,386615.5945945946,35.047482328482324,78.167,13836,11144,320,2372,23757,4,0,0,40
io4_l1n1n4_l3p4n1_d1d2,479288.3466666667,440294.4054054054,38.99394126126129,169.494,27007,21243,320,5444,34505,16,0,0,160
io4_l1n1p1_l3n1n1,338802.1538461539,329664.8947368421,9.137259109311795,14.274,1216,960,256,0,1354,4,0,0,5
io4_l1n1p1_l3n1n1_d1d2,351192.4266666667,340553.5789473684,10.638847719298267,19.403,1429,1173,256,0,1498,0,16,0,5
io4_l1n1p1_l3n1n2,338320.3466666667,330704.5789473684,7.615767719298252,16.685,1351,1095,256,0,1532,4,0,0,8
io4_l1n1p1_l3n1n2_d1d2,348710.65789473685,336803.4871794872,11.907170715249668,21.591,1555,1299,256,0,1651,0,16,0,8
io4_l1n1p1_l3n1n4,341177.25641025644,331808.4358974359,9.368820512820559,22.221,1506,1250,256,0,1844,4,0,0,14
io4_l1n1p1_l3n1n4_d1d2,352893.6233766234,340492.24324324325,12.401380133380124,26.394,1696,1440,256,0,1913,0,16,0,14
io4_l1n1p1_l3n1p1,341658.44,331669.1666666667,9.989273333333315,16.161,1296,1040,256,0,1340,4,0,0,5
io4_l1n1p1_l3n1p1_d1d2,355443.3076923077,340121.0,15.322307692307687,22.243,1553,1297,256,0,1528,0,16,0,5
io4_l1n1p1_l3n1p2,341218.63636363635,331409.3,9.809336363636366,16.181,1355,1099,256,0,1470,4,0,0,5
io4_l1n1p1_l3n1p2_d1d2,354231.97222222225,338810.5,15.421472222222247,21.064,1611,1355,256,0,1627,0,16,0,5
io4_l1n1p1_l3n1p4,350696.1948051948,338827.4054054054,11.868789399789414,15.854,1356,1100,256,0,1666,4,0,0,5
io4_l1n1p1_l3n1p4_d1d2,354224.65789473685,340757.0,13.467657894736854,20.721,1615,1359,256,0,1758,0,16,0,5
io4_l1n1p1_l3p1n1,362624.65789473685,348084.55263157893,14.540105263157923,37.769,3269,2949,320,0,5156,4,0,0,26
io4_l1n1p1_l3p1n1_d1d2,368391.2972972973,350954.25641025644,17.437040887040844,44.396,4058,3738,320,0,5658,16,0,0,26
io4_l1n1p1_l3p2n1,371633.54054054053,352250.3611111111,19.383179429429408,39.203,4389,4069,320,0,5202,4,0,0,26
io4_l1n1p1_l3p2n1_d1d2,378825.25974025973,358564.7105263158,20.260549213943946,46.108,5909,5589,320,0,7276,8,8,0,26
io4_l1n1p1_l3p4n1,407979.1898734177,389402.0263157895,18.57716355762823,67.173,12860,10168,320,2372,23469,4,0,0,40
io4_l1n1p1_l3p4n1_d1d2,466435.6153846154,443140.75675675675,23.29485862785863,158.360,26018,20254,320,5444,33914,16,0,0,160
io4_l1n1p2_l3n1n1,342196.4675324675,333646.07692307694,8.550390609390568,15.627,1399,1143,256,0,1411,4,0,0,5
io4_l1n1p2_l3n1n1_d1d2,354349.41025641025,341763.27777777775,12.586132478632498,21.541,1780,1524,256,0,1665,0,16,0,5
io4_l1n1p2_l3n1n2,341884.0,329460.0789473684,12.423921052631572,18.473,1431,1175,256,0,1590,4,0,0,8
io4_l1n1p2_l3n1n2_d1d2,353337.45454545453,338837.975,14.499479545454554,24.144,2022,1766,256,0,1953,0,16,0,8
io4_l1n1p2_l3n1n4,349661.75324675324,338860.94736842107,10.800805878332175,23.297,1594,1338,256,0,1902,4,0,0,14
io4_l1n1p2_l3n1n4_d1d2,355762.08108108107,341475.8461538461,14.286234927234938,28.758,2040,1784,256,0,2271,0,16,0,14
io4_l1n1p2_l3n1p1,354345.5714285714,340799.4,13.546171428571396,17.895,1403,1147,256,0,1402,4,0,0,5
io4_l1n1p2_l3n1p1_d1d2,362119.04,344823.8461538461,17.29519384615385,23.810,1718,1462,256,0,1626,0,16,0,5
io4_l1n1p2_l3n1p2,356988.6216216216,340745.2,16.243421621621586,17.253,1470,1214,256,0,1500,4,0,0,5
io4_l1n1p2_l3n1p2_d1d2,360216.16438356164,343165.3076923077,17.050856691253955,24.102,1768,1512,256,0,1693,0,16,0,5
io4_l1n1p2_l3n1p4,355097.2727272727,339037.82857142854,16.05944415584416,18.167,1468,1212,256,0,1698,4,0,0,5
io4_l1n1p2_l3n1p4_d1d2,358829.9342105263,341584.14705882355,17.24578715170274,22.474,1771,1515,256,0,1824,0,16,0,5
io4_l1n1p2_l3p1n1,371266.4210526316,351204.8108108108,20.061610241820745,39.129,3286,2966,320,0,5179,4,0,0,26
io4_l1n1p2_l3p1n1_d1d2,377877.02702702704,352727.9736842105,25.149053342816536,45.995,4233,3913,320,0,5823,16,0,0,26
io4_l1n1p2_l3p2n1,385688.2105263158,354631.0,31.057210526315785,41.948,4587,4267,320,0,5232,4,0,0,26
io4_l1n1p2_l3p2n1_d1d2,392682.4736842105,358700.63157894736,33.98184210526315,48.218,6084,5764,320,0,7448,8,8,0,26
io4_l1n1p2_l3p4n1,425753.9866666667,387460.4210526316,38.29356561403512,81.211,12982,10290,320,2372,23498,4,0,0,40
io4_l1n1p2_l3p4n1_d1d2,487691.4533333333,449012.1,38.67935333333333,168.485,26678,20914,320,5444,33913,12,0,0,160
io4_l1n1p4_l3n1n1,347908.5256410256,337141.58974358975,10.766935897435877,25.818,2010,1813,192,5,2088,8,0,0,20
io4_l1n1p4_l3n1n1_d1d2,358873.04,343618.4210526316,15.254618947368407,30.953,2268,2071,192,5,2087,4,16,0,20
io4_l1n1p4_l3n1n2,348191.1538461539,336672.46153846156,11.518692307692312,27.666,2076,1879,192,5,2210,8,0,0,20
io4_l1n1p4_l3n1n2_d1d2,360318.93333333335,344424.05263157893,15.894880701754417,32.966,2338,2141,192,5,2208,4,16,0,20
io4_l1n1p4_l3n1n4,347625.44155844155,336488.85,11.136591558441578,28.740,2103,1906,192,5,2121,8,0,0,20
io4_l1n1p4_l3n1n4_d1d2,361093.25675675675,344569.5789473684,16.523677809388317,33.252,2419,2222,192,5,2374,4,16,0,20
io4_l1n1p4_l3n1p1,353001.67532467534,335486.0789473684,17.51559637730691,29.309,2190,1993,192,5,2123,8,0,0,20
io4_l1n1p4_l3n1p1_d1d2,363141.025,343454.41025641025,19.68661474358977,35.970,2390,2193,192,5,2117,4,16,0,20
io4_l1n1p4_l3n1p2,351961.7631578947,337347.84210526315,14.613921052631573,28.262,2197,2000,192,5,2248,8,0,0,20
io4_l1n1p4_l3n1p2_d1d2,365270.72602739726,345064.64864864864,20.206077378748624,34.302,2456,2259,192,5,2247,4,16,0,20
io4_l1n1p4_l3n1p4,356737.05263157893,340593.5641025641,16.14348852901481,29.392,2288,2091,192,5,2194,8,0,0,20
io4_l1n1p4_l3n1p4_d1d2,361727.93506493507,343017.46153846156,18.710473526473507,34.027,2461,2264,192,5,2445,4,16,0,20
io4_l1n1p4_l3p1n1,372445.86666666664,349589.85,22.85601666666666,44.637,3846,3585,256,5,5575,8,0,0,32
io4_l1n1p4_l3p1n1_d1d2,382378.2368421053,354589.55263157893,27.78868421052635,53.250,4690,4429,256,5,6277,20,0,0,32
io4_l1n1p4_l3p2n1,396356.1891891892,355205.8205128205,41.15036867636867,45.464,4950,4689,256,5,5603,8,0,0,32
io4_l1n1p4_l3p2n1_d1d2,407094.4875,358331.85,48.76263750000001,53.231,6577,6316,256,5,7694,12,8,0,32
io4_l1n1p4_l3p4n1,490797.4358974359,387804.94736842107,102.9924885290148,134.022,13653,11020,256,2377,23553,8,0,0,40
io4_l1n1p4_l3p4n1_d1d2,565439.6133333333,443545.6666666667,121.8939466666666,229.878,26394,20689,256,5449,33973,16,0,0,160
io4_l1p1n1_l3n1n1,363164.25333333336,352502.92307692306,10.661330256410292,43.387,5104,4912,192,0,5989,8,0,0,40
io4_l1p1n1_l3n1n1_d1d2,369358.08974358975,357091.65789473685,12.266431848852895,49.916,5340,5148,192,0,6085,20,0,0,40
io4_l1p1n1_l3n1n2,365973.5733333333,350770.5714285714,15.203001904761884,45.644,5111,4919,192,0,6077,8,0,0,40
io4_l1p1n1_l3n1n2_d1d2,372062.2368421053,355759.7105263158,16.302526315789496,52.737,5369,5177,192,0,6141,20,0,0,40
io4_l1p1n1_l3n1n4,365860.9210526316,350546.0256410256,15.314895411605947,48.220,5080,4888,192,0,6156,8,0,0,40
io4_l1p1n1_l3n1n4_d1d2,372917.1558441558,353760.225,19.156930844155838,53.493,5298,5106,192,0,6279,20,0,0,40
io4_l1p1n1_l3n1p1,366926.961038961,350238.15,16.688811038960992,48.469,5162,4970,192,0,6010,8,0,0,40
io4_l1p1n1_l3n1p1_d1d2,378160.3846153846,355721.7297297297,22.43865488565492,56.131,5455,5263,192,0,6106,20,0,0,40
io4_l1p1n1_l3n1p2,371085.6666666667,352067.6666666667,19.018,48.563,5223,5031,192,0,6076,8,0,0,40
io4_l1p1n1_l3n1p2_d1d2,376610.93506493507,355491.13513513515,21.11979992979992,54.638,5587,5395,192,0,6216,20,0,0,40
io4_l1p1n1_l3n1p4,372422.85135135136,351326.53846153844,21.09631288981292,48.804,5153,4961,192,0,6070,8,0,0,40
io4_l1p1n1_l3n1p4_d1d2,376476.7894736842,355278.7894736842,21.198,54.378,5608,5416,192,0,6204,20,0,0,40
io4_l1p1n1_l3p1n1,385579.1052631579,361113.0263157895,24.466078947368427,52.890,6431,6175,256,0,8560,8,0,0,40
io4_l1p1n1_l3p1n1_d1d2,395641.3947368421,366353.94736842107,29.28744736842101,60.958,7935,7679,256,0,9676,20,0,0,40
io4_l1p1n1_l3p2n1,413413.25974025973,367065.74358974356,46.347516150516164,53.049,7465,7209,256,0,9030,8,0,0,40
io4_l1p1n1_l3p2n1_d1d2,417624.05194805196,369761.1282051282,47.86292374292377,64.414,9305,9049,256,0,10898,20,0,0,40
io4_l1p1n1_l3p4n1,508404.2727272727,393706.97297297296,114.69729975429975,145.590,14270,11642,256,2372,24588,8,0,0,40
