prj,clk_target(ns),clk_estimated(ns),clk_uncertainty(ns),bram,dsp,ff,lutc_num_arith,c_num_logic,rtl_num_arith,rtl_num_logic,data_input_port(numxbits),data_output_port(numxbits)
io2_l1n1n1_l3p1n1,10.0,9.68,1.25,16,18,4573,4050,138,37,15,37,3x32,1x32
io2_l1n1n1_l3p1n1_d1d2,10.0,9.68,1.25,16,18,4571,4583,139,42,16,42,3x32,1x32
io2_l1n1n1_l3p2n1,10.0,9.047,1.25,16,20,5322,4675,266,69,16,69,3x32,1x32
io2_l1n1n1_l3p2n1_d1d2,10.0,9.653,1.25,16,38,7359,6111,267,42,24,42,3x32,1x32
io2_l1n1n2_l3n1n1,10.0,8.423,1.25,14,8,986,1437,16,7,13,7,3x32,1x32
io2_l1n1n2_l3n1n1_d1d2,10.0,8.423,1.25,14,8,991,1634,17,12,14,12,3x32,1x32
io2_l1n1n2_l3n1n2,10.0,8.423,1.25,14,10,1180,1591,18,7,14,7,3x32,1x32
io2_l1n1n2_l3n1n2_d1d2,10.0,8.423,1.25,14,10,1248,1808,19,7,15,7,3x32,1x32
io2_l1n1n2_l3n1p1,10.0,8.423,1.25,16,8,1021,1568,17,7,14,7,3x32,1x32
io2_l1n1n2_l3n1p1_d1d2,10.0,8.423,1.25,16,8,1020,1773,18,12,15,12,3x32,1x32
io2_l1n1n2_l3n1p2,10.0,8.423,1.25,18,10,1444,1809,19,7,15,7,3x32,1x32
io2_l1n1n2_l3n1p2_d1d2,10.0,8.423,1.25,18,10,1493,2025,20,7,16,7,3x32,1x32
io2_l1n1n2_l3p1n1,10.0,9.029,1.25,16,18,4569,4019,140,37,15,37,3x32,1x32
io2_l1n1n2_l3p1n1_d1d2,10.0,9.029,1.25,16,18,4630,4554,141,37,16,37,3x32,1x32
io2_l1n1n2_l3p2n1,10.0,9.634,1.25,16,20,5318,4633,268,69,16,69,3x32,1x32
io2_l1n1n2_l3p2n1_d1d2,10.0,9.672,1.25,16,38,7418,6077,269,37,24,37,3x32,1x32
io2_l1n1p1_l3n1n1,10.0,8.423,1.25,14,5,767,1410,15,7,13,7,3x32,1x32
io2_l1n1p1_l3n1n1_d1d2,10.0,8.423,1.25,14,5,773,1617,16,17,14,17,3x32,1x32
io2_l1n1p1_l3n1n2,10.0,8.423,1.25,14,10,1185,1701,17,7,15,7,3x32,1x32
io2_l1n1p1_l3n1n2_d1d2,10.0,8.423,1.25,14,10,1190,1898,18,12,16,12,3x32,1x32
io2_l1n1p1_l3n1p1,10.0,8.423,1.25,16,5,802,1541,16,7,14,7,3x32,1x32
io2_l1n1p1_l3n1p1_d1d2,10.0,8.423,1.25,16,5,802,1756,17,17,15,17,3x32,1x32
io2_l1n1p1_l3n1p2,10.0,8.423,1.25,18,10,1449,1919,18,7,16,7,3x32,1x32
io2_l1n1p1_l3n1p2_d1d2,10.0,8.423,1.25,18,10,1435,2115,19,12,17,12,3x32,1x32
io2_l1n1p1_l3p1n1,10.0,9.68,1.25,16,18,4606,4133,139,37,16,37,3x32,1x32
io2_l1n1p1_l3p1n1_d1d2,10.0,9.68,1.25,16,18,4597,4666,140,42,17,42,3x32,1x32
io2_l1n1p1_l3p2n1,10.0,9.047,1.25,16,20,5355,4758,267,69,17,69,3x32,1x32
io2_l1n1p1_l3p2n1_d1d2,10.0,9.653,1.25,16,38,7385,6194,268,42,25,42,3x32,1x32
io2_l1n1p2_l3n1n1,10.0,8.423,1.25,14,5,889,1394,17,7,13,7,3x32,1x32
io2_l1n1p2_l3n1n1_d1d2,10.0,8.423,1.25,14,5,895,1591,18,12,14,12,3x32,1x32
io2_l1n1p2_l3n1n2,10.0,8.423,1.25,14,10,1243,1679,19,7,15,7,3x32,1x32
io2_l1n1p2_l3n1n2_d1d2,10.0,8.423,1.25,14,10,1312,1872,20,7,16,7,3x32,1x32
io2_l1n1p2_l3n1p1,10.0,8.423,1.25,16,5,924,1525,18,7,14,7,3x32,1x32
io2_l1n1p2_l3n1p1_d1d2,10.0,8.423,1.25,16,5,924,1730,19,12,15,12,3x32,1x32
io2_l1n1p2_l3n1p2,10.0,8.423,1.25,18,10,1507,1897,20,7,16,7,3x32,1x32
io2_l1n1p2_l3n1p2_d1d2,10.0,8.423,1.25,18,10,1557,2089,21,7,17,7,3x32,1x32
io2_l1n1p2_l3p1n1,10.0,9.029,1.25,16,18,4600,4098,141,37,16,37,3x32,1x32
io2_l1n1p2_l3p1n1_d1d2,10.0,9.029,1.25,16,18,4662,4627,142,37,17,37,3x32,1x32
io2_l1n1p2_l3p2n1,10.0,9.634,1.25,16,20,5349,4715,269,69,17,69,3x32,1x32
io2_l1n1p2_l3p2n1_d1d2,10.0,9.672,1.25,16,38,7450,6147,270,37,25,37,3x32,1x32
io2_l1p1n1_l3n1n1,10.0,9.101,1.25,16,14,3994,4265,138,37,13,37,3x32,1x32
io2_l1p1n1_l3n1n1_d1d2,10.0,9.101,1.25,16,14,3941,4748,139,42,14,42,3x32,1x32
io2_l1p1n1_l3n1n2,10.0,9.101,1.25,16,16,4188,4417,140,37,14,37,3x32,1x32
io2_l1p1n1_l3n1n2_d1d2,10.0,9.101,1.25,16,16,4198,4902,141,37,15,37,3x32,1x32
io2_l1p1n1_l3n1p1,10.0,9.101,1.25,18,14,4029,4396,139,37,14,37,3x32,1x32
io2_l1p1n1_l3n1p1_d1d2,10.0,9.101,1.25,18,14,3970,4887,140,42,15,42,3x32,1x32
io2_l1p1n1_l3n1p2,10.0,9.101,1.25,20,16,4452,4635,141,37,15,37,3x32,1x32
io2_l1p1n1_l3n1p2_d1d2,10.0,9.101,1.25,20,16,4443,5119,142,37,16,37,3x32,1x32
io2_l1p1n1_l3p1n1,10.0,9.778,1.25,18,18,6809,6480,262,67,13,67,3x32,1x32
io2_l1p1n1_l3p1n1_d1d2,10.0,9.778,1.25,18,18,7068,7269,263,67,14,67,3x32,1x32
io2_l1p1n1_l3p2n1,10.0,9.132,1.25,18,20,7845,7120,390,99,14,99,3x32,1x32
io2_l1p1n1_l3p2n1_d1d2,10.0,9.741,1.25,18,38,9856,8786,391,67,22,67,3x32,1x32
io2_l1p2n1_l3n1n1,10.0,9.047,1.25,16,20,15502,8598,266,69,16,69,3x32,1x32
io2_l1p2n1_l3n1n1_d1d2,10.0,9.01,1.25,16,40,18514,10768,267,42,25,42,3x32,1x32
io2_l1p2n1_l3n1n2,10.0,8.59,1.25,16,20,15469,8539,268,69,16,69,3x32,1x32
io2_l1p2n1_l3n1n2_d1d2,10.0,8.553,1.25,16,40,18544,10711,269,37,25,37,3x32,1x32
io2_l1p2n1_l3n1p1,10.0,9.047,1.25,18,20,15537,8713,267,69,17,69,3x32,1x32
io2_l1p2n1_l3n1p1_d1d2,10.0,9.01,1.25,18,40,18543,10907,268,42,26,42,3x32,1x32
io2_l1p2n1_l3n1p2,10.0,8.59,1.25,20,20,15733,8741,269,69,17,69,3x32,1x32
io2_l1p2n1_l3n1p2_d1d2,10.0,8.553,1.25,20,40,18789,10928,270,37,26,37,3x32,1x32
io2_l1p2n1_l3p1n1,10.0,7.969,1.25,18,20,16967,10226,390,99,14,99,3x32,1x32
io2_l1p2n1_l3p1n1_d1d2,10.0,7.966,1.25,18,40,20259,12755,391,67,23,67,3x32,1x32
io2_l1p2n1_l3p2n1,10.0,7.984,1.25,18,20,17649,10601,518,131,14,131,3x32,1x32
io2_l1p2n1_l3p2n1_d1d2,10.0,7.966,1.25,18,40,19611,12711,519,67,23,67,3x32,1x32
io4_l1n1n1_l3n1n1,10.0,8.034,1.25,8,5,1871,1606,14,7,12,7,5x32,1x32
io4_l1n1n1_l3n1n1_d1d2,10.0,8.034,1.25,16,5,1871,1871,15,7,13,7,5x32,1x32
io4_l1n1n1_l3n1n2,10.0,8.034,1.25,8,5,1876,1738,16,10,12,10,5x32,1x32
io4_l1n1n1_l3n1n2_d1d2,10.0,8.034,1.25,16,5,1764,2245,17,10,13,10,5x32,1x32
io4_l1n1n1_l3n1n4,10.0,8.034,1.25,8,20,3072,2629,20,7,18,7,5x32,1x32
io4_l1n1n1_l3n1n4_d1d2,10.0,8.034,1.25,16,20,3178,2978,21,7,19,7,5x32,1x32
io4_l1n1n1_l3n1p1,10.0,8.034,1.25,8,5,1770,1678,15,7,13,7,5x32,1x32
io4_l1n1n1_l3n1p1_d1d2,10.0,8.034,1.25,16,5,1765,1943,16,7,14,7,5x32,1x32
io4_l1n1n1_l3n1p2,10.0,8.034,1.25,8,5,1773,1796,17,10,13,10,5x32,1x32
io4_l1n1n1_l3n1p2_d1d2,10.0,8.034,1.25,16,5,1829,2039,18,10,14,10,5x32,1x32
io4_l1n1n1_l3n1p4,10.0,8.034,1.25,16,20,3070,2815,21,7,19,7,5x32,1x32
io4_l1n1n1_l3n1p4_d1d2,10.0,8.034,1.25,24,20,3171,3164,22,7,20,7,5x32,1x32
io4_l1n1n1_l3p1n1,10.0,8.034,1.25,16,40,7056,5503,138,21,24,21,5x32,1x32
io4_l1n1n1_l3p1n1_d1d2,10.0,8.034,1.25,40,40,7261,6880,139,21,25,21,5x32,1x32
io4_l1n1n1_l3p2n1,10.0,8.621,1.25,16,40,8863,6387,266,40,24,40,5x32,1x32
io4_l1n1n1_l3p2n1_d1d2,10.0,8.678,1.25,40,80,13221,11173,267,24,41,24,5x32,1x32
io4_l1n1n1_l3p4n1,10.0,8.659,1.25,16,40,8952,7289,522,69,24,69,5x32,1x32
io4_l1n1n1_l3p4n1_d1d2,10.0,9.227,1.25,40,114,22677,15073,523,21,55,21,5x32,1x32
io4_l1n1n2_l3n1n1,10.0,8.034,1.25,8,8,2070,1884,16,10,13,10,5x32,1x32
io4_l1n1n2_l3n1n1_d1d2,10.0,8.034,1.25,16,8,2122,2127,17,10,14,10,5x32,1x32
io4_l1n1n2_l3n1n2,10.0,8.034,1.25,8,8,2075,2016,18,13,13,13,5x32,1x32
io4_l1n1n2_l3n1n2_d1d2,10.0,8.034,1.25,16,8,2015,2501,19,13,14,13,5x32,1x32
io4_l1n1n2_l3n1n4,10.0,8.034,1.25,8,20,3111,2800,22,10,18,10,5x32,1x32
io4_l1n1n2_l3n1n4_d1d2,10.0,8.034,1.25,16,20,3269,3127,23,10,19,10,5x32,1x32
io4_l1n1n2_l3n1p1,10.0,8.034,1.25,8,8,1969,1956,17,10,14,10,5x32,1x32
io4_l1n1n2_l3n1p1_d1d2,10.0,8.034,1.25,16,8,1860,2463,18,10,15,10,5x32,1x32
io4_l1n1n2_l3n1p2,10.0,8.034,1.25,8,8,1972,2065,19,13,14,13,5x32,1x32
io4_l1n1n2_l3n1p2_d1d2,10.0,8.034,1.25,16,8,1924,2550,20,13,15,13,5x32,1x32
io4_l1n1n2_l3n1p4,10.0,8.034,1.25,16,20,3109,2986,23,10,19,10,5x32,1x32
io4_l1n1n2_l3n1p4_d1d2,10.0,8.034,1.25,24,20,3054,3665,24,10,20,10,5x32,1x32
io4_l1n1n2_l3p1n1,10.0,8.621,1.25,16,40,7063,5653,140,24,24,24,5x32,1x32
io4_l1n1n2_l3p1n1_d1d2,10.0,8.621,1.25,40,40,7008,7536,141,24,25,24,5x32,1x32
io4_l1n1n2_l3p2n1,10.0,9.208,1.25,16,40,8870,6525,268,43,24,43,5x32,1x32
io4_l1n1n2_l3p2n1_d1d2,10.0,8.696,1.25,40,80,13202,11427,269,27,41,27,5x32,1x32
io4_l1n1n2_l3p4n1,10.0,9.246,1.25,16,40,8959,7427,524,72,24,72,5x32,1x32
io4_l1n1n2_l3p4n1_d1d2,10.0,9.246,1.25,40,114,22658,15332,525,24,55,24,5x32,1x32
io4_l1n1n4_l3n1n1,10.0,8.678,1.25,8,14,2403,2056,20,7,15,7,5x32,1x32
io4_l1n1n4_l3n1n1_d1d2,10.0,8.678,1.25,16,14,2507,2405,21,7,16,7,5x32,1x32
io4_l1n1n4_l3n1n2,10.0,8.696,1.25,8,14,2408,2188,22,10,15,10,5x32,1x32
io4_l1n1n4_l3n1n2_d1d2,10.0,8.696,1.25,16,14,2348,2867,23,10,16,10,5x32,1x32
io4_l1n1n4_l3n1n4,10.0,8.678,1.25,8,20,2996,2698,26,7,18,7,5x32,1x32
io4_l1n1n4_l3n1n4_d1d2,10.0,8.678,1.25,16,20,3334,3191,27,7,19,7,5x32,1x32
io4_l1n1n4_l3n1p1,10.0,8.678,1.25,8,14,2302,2128,21,7,16,7,5x32,1x32
io4_l1n1n4_l3n1p1_d1d2,10.0,8.678,1.25,16,14,2401,2477,22,7,17,7,5x32,1x32
io4_l1n1n4_l3n1p2,10.0,8.696,1.25,8,14,2305,2237,23,10,16,10,5x32,1x32
io4_l1n1n4_l3n1p2_d1d2,10.0,8.696,1.25,16,14,2465,2564,24,10,17,10,5x32,1x32
io4_l1n1n4_l3n1p4,10.0,8.678,1.25,16,20,2994,2884,27,7,19,7,5x32,1x32
io4_l1n1n4_l3n1p4_d1d2,10.0,8.678,1.25,24,20,3327,3377,28,7,20,7,5x32,1x32
io4_l1n1n4_l3p1n1,10.0,8.659,1.25,16,40,6948,5565,144,21,24,21,5x32,1x32
io4_l1n1n4_l3p1n1_d1d2,10.0,8.659,1.25,40,40,7385,7050,145,21,25,21,5x32,1x32
io4_l1n1n4_l3p2n1,10.0,9.246,1.25,16,40,8755,6419,272,40,24,40,5x32,1x32
io4_l1n1n4_l3p2n1_d1d2,10.0,8.621,1.25,40,80,13345,11335,273,24,41,24,5x32,1x32
io4_l1n1n4_l3p4n1,10.0,9.283,1.25,16,40,8844,7337,528,69,24,69,5x32,1x32
io4_l1n1n4_l3p4n1_d1d2,10.0,9.283,1.25,40,114,22801,15218,529,21,55,21,5x32,1x32
io4_l1n1p1_l3n1n1,10.0,8.034,1.25,8,5,1902,1701,15,7,13,7,5x32,1x32
io4_l1n1p1_l3n1n1_d1d2,10.0,8.034,1.25,16,5,1897,1966,16,7,14,7,5x32,1x32
io4_l1n1p1_l3n1n2,10.0,8.034,1.25,8,5,1907,1833,17,10,13,10,5x32,1x32
io4_l1n1p1_l3n1n2_d1d2,10.0,8.034,1.25,16,5,1790,2340,18,10,14,10,5x32,1x32
io4_l1n1p1_l3n1n4,10.0,8.034,1.25,8,20,3103,2724,21,7,19,7,5x32,1x32
io4_l1n1p1_l3n1n4_d1d2,10.0,8.034,1.25,16,20,3204,3073,22,7,20,7,5x32,1x32
io4_l1n1p1_l3n1p1,10.0,8.034,1.25,8,5,1801,1773,16,7,14,7,5x32,1x32
io4_l1n1p1_l3n1p1_d1d2,10.0,8.034,1.25,16,5,1791,2038,17,7,15,7,5x32,1x32
io4_l1n1p1_l3n1p2,10.0,8.034,1.25,8,5,1804,1891,18,10,14,10,5x32,1x32
io4_l1n1p1_l3n1p2_d1d2,10.0,8.034,1.25,16,5,1699,2398,19,10,15,10,5x32,1x32
io4_l1n1p1_l3n1p4,10.0,8.034,1.25,16,20,3101,2910,22,7,20,7,5x32,1x32
io4_l1n1p1_l3n1p4_d1d2,10.0,8.034,1.25,24,20,3197,3259,23,7,21,7,5x32,1x32
io4_l1n1p1_l3p1n1,10.0,8.034,1.25,16,40,7087,5598,139,21,25,21,5x32,1x32
io4_l1n1p1_l3p1n1_d1d2,10.0,8.034,1.25,40,40,7287,6975,140,21,26,21,5x32,1x32
io4_l1n1p1_l3p2n1,10.0,8.621,1.25,16,40,8894,6482,267,40,25,40,5x32,1x32
io4_l1n1p1_l3p2n1_d1d2,10.0,8.678,1.25,40,80,13247,11268,268,24,42,24,5x32,1x32
io4_l1n1p1_l3p4n1,10.0,8.659,1.25,16,40,8983,7384,523,69,25,69,5x32,1x32
io4_l1n1p1_l3p4n1_d1d2,10.0,9.227,1.25,40,114,22703,15168,524,21,56,21,5x32,1x32
io4_l1n1p2_l3n1n1,10.0,8.034,1.25,8,5,1980,1853,17,10,13,10,5x32,1x32
io4_l1n1p2_l3n1n1_d1d2,10.0,8.034,1.25,16,5,2027,2096,18,10,14,10,5x32,1x32
io4_l1n1p2_l3n1n2,10.0,8.034,1.25,8,5,1985,1985,19,13,13,13,5x32,1x32
io4_l1n1p2_l3n1n2_d1d2,10.0,8.034,1.25,16,5,1920,2470,20,13,14,13,5x32,1x32
io4_l1n1p2_l3n1n4,10.0,8.034,1.25,8,20,3181,2876,23,10,19,10,5x32,1x32
io4_l1n1p2_l3n1n4_d1d2,10.0,8.034,1.25,16,20,3334,3203,24,10,20,10,5x32,1x32
io4_l1n1p2_l3n1p1,10.0,8.034,1.25,8,5,1879,1925,18,10,14,10,5x32,1x32
io4_l1n1p2_l3n1p1_d1d2,10.0,8.034,1.25,16,5,1921,2168,19,10,15,10,5x32,1x32
io4_l1n1p2_l3n1p2,10.0,8.034,1.25,8,5,1850,2028,20,13,14,13,5x32,1x32
io4_l1n1p2_l3n1p2_d1d2,10.0,8.034,1.25,16,5,1797,2513,21,13,15,13,5x32,1x32
io4_l1n1p2_l3n1p4,10.0,8.034,1.25,16,20,3179,3062,24,10,20,10,5x32,1x32
io4_l1n1p2_l3n1p4_d1d2,10.0,8.034,1.25,24,20,3327,3389,25,10,21,10,5x32,1x32
io4_l1n1p2_l3p1n1,10.0,8.621,1.25,16,40,7101,5732,141,24,25,24,5x32,1x32
io4_l1n1p2_l3p1n1_d1d2,10.0,8.621,1.25,40,40,7353,7087,142,24,26,24,5x32,1x32
io4_l1n1p2_l3p2n1,10.0,9.208,1.25,16,40,8908,6613,269,43,25,43,5x32,1x32
io4_l1n1p2_l3p2n1_d1d2,10.0,8.696,1.25,40,80,13235,11509,270,27,42,27,5x32,1x32
io4_l1n1p2_l3p4n1,10.0,9.246,1.25,16,40,8997,7514,525,72,25,72,5x32,1x32
io4_l1n1p2_l3p4n1_d1d2,10.0,9.246,1.25,40,114,22691,15406,526,24,56,24,5x32,1x32
io4_l1n1p4_l3n1n1,10.0,8.678,1.25,8,5,2169,1774,21,7,13,7,5x32,1x32
io4_l1n1p4_l3n1n1_d1d2,10.0,8.678,1.25,16,5,2277,2123,22,7,14,7,5x32,1x32
io4_l1n1p4_l3n1n2,10.0,8.696,1.25,8,5,2174,1905,23,10,13,10,5x32,1x32
io4_l1n1p4_l3n1n2_d1d2,10.0,8.696,1.25,16,5,2118,2584,24,10,14,10,5x32,1x32
io4_l1n1p4_l3n1n4,10.0,8.678,1.25,8,20,3242,2791,27,7,19,7,5x32,1x32
io4_l1n1p4_l3n1n4_d1d2,10.0,8.678,1.25,16,20,3584,3230,28,7,20,7,5x32,1x32
io4_l1n1p4_l3n1p1,10.0,8.678,1.25,8,5,2068,1846,22,7,14,7,5x32,1x32
io4_l1n1p4_l3n1p1_d1d2,10.0,8.678,1.25,16,5,2171,2195,23,7,15,7,5x32,1x32
io4_l1n1p4_l3n1p2,10.0,8.696,1.25,8,5,2039,1948,24,10,14,10,5x32,1x32
io4_l1n1p4_l3n1p2_d1d2,10.0,8.696,1.25,16,5,1995,2627,25,10,15,10,5x32,1x32
io4_l1n1p4_l3n1p4,10.0,8.678,1.25,16,20,3240,2977,28,7,20,7,5x32,1x32
io4_l1n1p4_l3n1p4_d1d2,10.0,8.678,1.25,24,20,3577,3416,29,7,21,7,5x32,1x32
io4_l1n1p4_l3p1n1,10.0,8.659,1.25,16,40,7098,5635,145,21,25,21,5x32,1x32
io4_l1n1p4_l3p1n1_d1d2,10.0,8.659,1.25,40,40,7539,7098,146,21,26,21,5x32,1x32
io4_l1n1p4_l3p2n1,10.0,9.246,1.25,16,40,8905,6515,273,40,25,40,5x32,1x32
io4_l1n1p4_l3p2n1_d1d2,10.0,8.621,1.25,40,80,13499,11388,274,24,42,24,5x32,1x32
io4_l1n1p4_l3p4n1,10.0,9.283,1.25,16,40,8994,7427,529,69,25,69,5x32,1x32
io4_l1n1p4_l3p4n1_d1d2,10.0,9.283,1.25,40,114,22955,15279,530,21,56,21,5x32,1x32
io4_l1p1n1_l3n1n1,10.0,8.712,1.25,8,26,5964,4884,138,21,17,21,5x32,1x32
io4_l1p1n1_l3n1n1_d1d2,10.0,8.712,1.25,32,26,6691,6361,139,21,18,21,5x32,1x32
io4_l1p1n1_l3n1n2,10.0,9.299,1.25,8,26,5969,5016,140,24,17,24,5x32,1x32
io4_l1p1n1_l3n1n2_d1d2,10.0,9.299,1.25,32,26,6428,6999,141,24,18,24,5x32,1x32
io4_l1p1n1_l3n1n4,10.0,8.712,1.25,8,32,6557,5535,144,21,20,21,5x32,1x32
io4_l1p1n1_l3n1n4_d1d2,10.0,8.712,1.25,32,32,7518,7084,145,21,21,21,5x32,1x32
io4_l1p1n1_l3n1p1,10.0,8.712,1.25,8,26,5863,4956,139,21,18,21,5x32,1x32
io4_l1p1n1_l3n1p1_d1d2,10.0,8.712,1.25,32,26,6585,6433,140,21,19,21,5x32,1x32
io4_l1p1n1_l3n1p2,10.0,9.299,1.25,8,26,5834,5059,141,24,18,24,5x32,1x32
io4_l1p1n1_l3n1p2_d1d2,10.0,9.299,1.25,32,26,6305,7042,142,24,19,24,5x32,1x32
io4_l1p1n1_l3n1p4,10.0,8.712,1.25,16,32,6555,5721,145,21,21,21,5x32,1x32
io4_l1p1n1_l3n1p4_d1d2,10.0,8.712,1.25,40,32,7511,7270,146,21,22,21,5x32,1x32
io4_l1p1n1_l3p1n1,10.0,8.72,1.25,16,40,9229,7768,262,35,22,35,5x32,1x32
io4_l1p1n1_l3p1n1_d1d2,10.0,8.72,1.25,40,40,10769,10353,263,35,23,35,5x32,1x32
io4_l1p1n1_l3p2n1,10.0,8.728,1.25,16,40,11042,8638,390,54,22,54,5x32,1x32
io4_l1p1n1_l3p2n1_d1d2,10.0,9.344,1.25,40,80,17113,14938,391,38,39,38,5x32,1x32
io4_l1p1n1_l3p4n1,10.0,8.744,1.25,16,40,11353,9460,646,83,22,83,5x32,1x32
io4_l1p1n1_l3p4n1_d1d2,10.0,9.315,1.25,40,114,25577,18267,647,35,53,35,5x32,1x32
io4_l1p2n1_l3n1n1,10.0,8.775,1.25,8,26,6058,6408,266,40,17,40,5x32,1x32
io4_l1p2n1_l3n1n1_d1d2,10.0,8.775,1.25,24,26,8367,7914,267,24,18,24,5x32,1x32
io4_l1p2n1_l3n1n2,10.0,8.847,1.25,8,26,6063,6509,268,43,17,43,5x32,1x32
io4_l1p2n1_l3n1n2_d1d2,10.0,8.847,1.25,24,26,8339,8125,269,27,18,27,5x32,1x32
io4_l1p2n1_l3n1n4,10.0,8.26,1.25,8,32,6651,7111,272,40,20,40,5x32,1x32
io4_l1p2n1_l3n1n4_d1d2,10.0,8.26,1.25,24,32,9194,8637,273,24,21,24,5x32,1x32
io4_l1p2n1_l3n1p1,10.0,8.775,1.25,8,26,5957,6496,267,40,18,40,5x32,1x32
io4_l1p2n1_l3n1p1_d1d2,10.0,8.775,1.25,24,26,8261,8002,268,24,19,24,5x32,1x32
io4_l1p2n1_l3n1p2,10.0,8.847,1.25,8,26,5928,6596,269,43,18,43,5x32,1x32
io4_l1p2n1_l3n1p2_d1d2,10.0,8.847,1.25,24,26,8215,8212,270,27,19,27,5x32,1x32
io4_l1p2n1_l3n1p4,10.0,8.26,1.25,16,32,6649,7329,273,40,21,40,5x32,1x32
io4_l1p2n1_l3n1p4_d1d2,10.0,8.26,1.25,32,32,9187,8855,274,24,22,24,5x32,1x32
io4_l1p2n1_l3p1n1,10.0,8.662,1.25,16,40,9586,9310,390,54,22,54,5x32,1x32
io4_l1p2n1_l3p1n1_d1d2,10.0,8.279,1.25,40,40,12296,11986,391,38,23,38,5x32,1x32
io4_l1p2n1_l3p2n1,10.0,8.67,1.25,16,40,11399,10121,518,73,22,73,5x32,1x32
io4_l1p2n1_l3p2n1_d1d2,10.0,8.904,1.25,40,80,17792,16183,519,41,39,41,5x32,1x32
io4_l1p2n1_l3p4n1,10.0,8.63,1.25,16,40,11475,10973,774,102,22,102,5x32,1x32
io4_l1p2n1_l3p4n1_d1d2,10.0,8.886,1.25,40,114,26384,19888,775,38,53,38,5x32,1x32
io4_l1p4n1_l3n1n1,10.0,8.659,1.25,8,40,29440,14673,522,69,24,69,5x32,1x32
io4_l1p4n1_l3n1n1_d1d2,10.0,8.034,1.25,32,160,45428,27243,523,21,73,21,5x32,1x32
io4_l1p4n1_l3n1n2,10.0,8.73,1.25,8,40,29445,14818,524,72,24,72,5x32,1x32
io4_l1p4n1_l3n1n2_d1d2,10.0,8.106,1.25,32,160,45400,27482,525,24,73,24,5x32,1x32
io4_l1p4n1_l3n1n4,10.0,7.931,1.25,8,40,29352,14658,528,69,24,69,5x32,1x32
io4_l1p4n1_l3n1n4_d1d2,10.0,7.307,1.25,32,160,45574,27330,529,21,73,21,5x32,1x32
io4_l1p4n1_l3n1p1,10.0,8.659,1.25,8,40,29467,14745,523,69,25,69,5x32,1x32
io4_l1p4n1_l3n1p1_d1d2,10.0,8.034,1.25,32,160,45450,27315,524,21,74,21,5x32,1x32
io4_l1p4n1_l3n1p2,10.0,8.73,1.25,8,40,29438,14845,525,72,25,72,5x32,1x32
io4_l1p4n1_l3n1p2_d1d2,10.0,8.106,1.25,32,160,45404,27528,526,24,74,24,5x32,1x32
io4_l1p4n1_l3n1p4,10.0,7.931,1.25,16,40,29478,14844,529,69,25,69,5x32,1x32
io4_l1p4n1_l3n1p4_d1d2,10.0,7.307,1.25,40,160,45695,27516,530,21,74,21,5x32,1x32
io4_l1p4n1_l3p1n1,10.0,7.95,1.25,16,40,30508,15667,646,83,22,83,5x32,1x32
io4_l1p4n1_l3p1n1_d1d2,10.0,7.894,1.25,40,160,47213,29557,647,35,71,35,5x32,1x32
io4_l1p4n1_l3p2n1,10.0,7.969,1.25,16,40,31355,16396,774,102,22,102,5x32,1x32
