prj,vivado_dynamic_pwr(mW),Total LUTs,Logic LUTs,LUTRAMs,SRLs,FFs,RAMB36,RAMB18,DSP48 Blocks,freq(MHz)
io2_l2p1n1_l5p1n1_l7p2n1,110.666,13127,13127,0,0,12106,20,0,160,100
io2_l2p1n1_l5p1n1_l7p2n1_d1d2,140.488,22549,22549,0,0,28528,28,0,176,100
io2_l2p2n1_l5p2n1_l7n1n1,187.242,14283,11899,0,2384,17863,28,0,26,100
io2_l2p2n1_l5p2n1_l7n1n1_d1d2,234.416,17798,14514,0,3284,23422,28,0,52,100
io2_l2p2n1_l5p2n1_l7n1n2,201.362,14085,11701,0,2384,17903,28,0,26,100
io2_l2p2n1_l5p2n1_l7n1n2_d1d2,228.613,17681,14399,0,3282,23478,28,0,52,100
io2_l2p2n1_l5p2n1_l7n1p1,212.502,14278,11885,0,2393,18893,28,0,26,100
io2_l2p2n1_l5p2n1_l7n1p1_d1d2,279.193,17675,14383,0,3292,23545,28,0,52,100
io2_l2p2n1_l5p2n1_l7n1p2,213.954,14204,11811,0,2393,17882,28,0,26,100
io2_l2p2n1_l5p2n1_l7n1p2_d1d2,292.660,17635,14344,0,3291,23557,28,0,52,100
io2_l2p2n1_l5p2n1_l7p1n1,230.958,17016,14632,0,2384,19435,28,0,34,100
io2_l2p2n1_l5p2n1_l7p1n1_d1d2,303.344,19668,16386,0,3282,24233,28,0,52,100
io2_l2p2n1_l5p2n1_l7p2n1,227.992,17096,14712,0,2384,19535,28,0,34,100
io2_l2p2n1_l5p2n1_l7p2n1_d1d2,319.276,23009,19727,0,3282,26678,20,0,68,100
io4_l2n1n1_l5n1n1_l7n1n1,16.279,1137,1137,0,0,780,28,0,5,100
io4_l2n1n1_l5n1n1_l7n1n1_d1d2,37.364,2422,2422,0,0,798,0,112,5,100
io4_l2n1n1_l5n1n1_l7n1n2,16.514,1252,1252,0,0,820,28,0,5,100
io4_l2n1n1_l5n1n1_l7n1n2_d1d2,38.382,2543,2543,0,0,841,0,112,5,100
io4_l2n1n1_l5n1n1_l7n1n4,26.376,2101,2101,0,0,1629,28,0,20,100
io4_l2n1n1_l5n1n1_l7n1n4_d1d2,48.428,3375,3375,0,0,1771,0,112,20,100
io4_l2n1n1_l5n1n1_l7n1p1,18.602,1415,1405,0,10,1007,28,0,7,100
io4_l2n1n1_l5n1n1_l7n1p1_d1d2,40.491,2695,2683,0,12,1031,0,112,7,100
io4_l2n1n1_l5n1n1_l7n1p2,23.298,1935,1925,0,10,1531,28,0,14,100
io4_l2n1n1_l5n1n1_l7n1p2_d1d2,45.301,3230,3218,0,12,1554,0,112,14,100
io4_l2n1n1_l5n1n1_l7n1p4,31.870,2938,2929,0,9,2446,28,0,28,100
io4_l2n1n1_l5n1n1_l7n1p4_d1d2,53.270,4223,4213,0,10,2601,0,112,28,100
io4_l2n1n1_l5n1n1_l7p1n1,55.285,7984,7984,0,0,8543,28,0,56,100
io4_l2n1n1_l5n1n1_l7p1n1_d1d2,87.886,9636,9636,0,0,8521,64,48,56,100
io4_l2n1n1_l5n1n1_l7p2n1,55.893,8843,8843,0,0,8051,28,0,56,100
io4_l2n1n1_l5n1n1_l7p2n1_d1d2,117.918,16935,16935,0,0,15563,62,48,112,100
io4_l2n1n1_l5n1n1_l7p4n1,53.271,8707,8707,0,0,8405,24,0,56,100
io4_l2n1n1_l5n1n1_l7p4n1_d1d2,191.441,31459,31459,0,0,30714,64,48,224,100
io4_l2n1n2_l5n1n2_l7n1n1,19.451,1328,1328,0,0,1013,28,0,8,100
io4_l2n1n2_l5n1n2_l7n1n1_d1d2,39.532,2608,2608,0,0,1012,0,112,8,100
io4_l2n1n2_l5n1n2_l7n1n2,20.423,1436,1436,0,0,1057,28,0,8,100
io4_l2n1n2_l5n1n2_l7n1n2_d1d2,39.891,2709,2709,0,0,1054,0,112,8,100
io4_l2n1n2_l5n1n2_l7n1n4,27.716,2227,2227,0,0,1798,28,0,20,100
io4_l2n1n2_l5n1n2_l7n1n4_d1d2,47.423,3500,3500,0,0,1923,0,112,20,100
io4_l2n1n2_l5n1n2_l7n1p1,22.466,1589,1579,0,10,1240,28,0,10,100
io4_l2n1n2_l5n1n2_l7n1p1_d1d2,41.652,2874,2862,0,12,1241,0,112,10,100
io4_l2n1n2_l5n1n2_l7n1p2,25.606,2080,2070,0,10,1698,28,0,14,100
io4_l2n1n2_l5n1n2_l7n1p2_d1d2,45.558,3368,3356,0,12,1701,0,112,14,100
io4_l2n1n2_l5n1n2_l7n1p4,33.277,3079,3070,0,9,2617,28,0,28,100
io4_l2n1n2_l5n1n2_l7n1p4_d1d2,54.438,4356,4346,0,10,2747,0,112,28,100
io4_l2n1n2_l5n1n2_l7p1n1,56.153,8090,8090,0,0,8702,28,0,56,100
io4_l2n1n2_l5n1n2_l7p1n1_d1d2,83.518,9914,9914,0,0,8671,60,48,56,100
io4_l2n1n2_l5n1n2_l7p2n1,57.206,9000,9000,0,0,8233,28,0,56,100
io4_l2n1n2_l5n1n2_l7p2n1_d1d2,119.366,16980,16980,0,0,15710,64,48,112,100
io4_l2n1n2_l5n1n2_l7p4n1,55.674,8940,8940,0,0,8573,24,0,56,100
io4_l2n1n2_l5n1n2_l7p4n1_d1d2,189.643,32058,32058,0,0,30879,62,48,224,100
io4_l2n1n4_l5n1n4_l7n1n1,23.272,1517,1517,0,0,960,28,0,14,100
io4_l2n1n4_l5n1n4_l7n1n1_d1d2,43.411,2803,2803,0,0,1474,0,112,14,100
io4_l2n1n4_l5n1n4_l7n1n2,23.636,1622,1622,0,0,1004,28,0,14,100
io4_l2n1n4_l5n1n4_l7n1n2_d1d2,43.858,2918,2918,0,0,1515,0,112,14,100
io4_l2n1n4_l5n1n4_l7n1n4,27.219,2297,2297,0,0,1620,28,0,20,100
io4_l2n1n4_l5n1n4_l7n1n4_d1d2,47.515,3567,3567,0,0,2253,0,112,20,100
io4_l2n1n4_l5n1n4_l7n1p1,26.071,1810,1800,0,10,1189,28,0,16,100
io4_l2n1n4_l5n1n4_l7n1p1_d1d2,45.738,3089,3077,0,12,1701,0,112,16,100
io4_l2n1n4_l5n1n4_l7n1p2,28.590,2284,2274,0,10,1646,28,0,20,100
io4_l2n1n4_l5n1n4_l7n1p2_d1d2,49.447,3560,3548,0,12,2161,0,112,20,100
io4_l2n1n4_l5n1n4_l7n1p4,33.971,3170,3161,0,9,2435,28,0,28,100
io4_l2n1n4_l5n1n4_l7n1p4_d1d2,54.519,4436,4426,0,10,3079,0,112,28,100
io4_l2n1n4_l5n1n4_l7p1n1,57.087,8433,8433,0,0,8525,28,0,56,100
io4_l2n1n4_l5n1n4_l7p1n1_d1d2,84.388,10067,10067,0,0,9005,60,48,56,100
io4_l2n1n4_l5n1n4_l7p2n1,56.363,8875,8875,0,0,8132,28,0,56,100
io4_l2n1n4_l5n1n4_l7p2n1_d1d2,112.223,17295,17295,0,0,16029,48,48,112,100
io4_l2n1n4_l5n1n4_l7p4n1,58.795,9167,9167,0,0,8396,28,0,56,100
io4_l2n1n4_l5n1n4_l7p4n1_d1d2,180.874,31510,31510,0,0,31149,48,48,224,100
io4_l2n1p1_l5n1p1_l7n1n1,21.912,1481,1481,0,0,984,28,0,5,100
io4_l2n1p1_l5n1p1_l7n1n1_d1d2,49.048,2765,2765,0,0,952,0,112,5,100
io4_l2n1p1_l5n1p1_l7n1n2,22.481,1590,1590,0,0,1025,28,0,5,100
io4_l2n1p1_l5n1p1_l7n1n2_d1d2,49.911,2871,2871,0,0,994,0,112,5,100
io4_l2n1p1_l5n1p1_l7n1n4,31.990,2451,2451,0,0,1832,28,0,20,100
io4_l2n1p1_l5n1p1_l7n1n4_d1d2,61.403,3718,3718,0,0,1925,0,112,20,100
io4_l2n1p1_l5n1p1_l7n1p1,23.681,1743,1733,0,10,1213,28,0,7,100
io4_l2n1p1_l5n1p1_l7n1p1_d1d2,52.299,3015,3003,0,12,1185,0,112,7,100
io4_l2n1p1_l5n1p1_l7n1p2,28.633,2288,2278,0,10,1733,28,0,14,100
io4_l2n1p1_l5n1p1_l7n1p2_d1d2,57.649,3567,3555,0,12,1704,0,112,14,100
io4_l2n1p1_l5n1p1_l7n1p4,38.082,3294,3285,0,9,2651,28,0,28,100
io4_l2n1p1_l5n1p1_l7n1p4_d1d2,66.102,4560,4550,0,10,2754,0,112,28,100
io4_l2n1p1_l5n1p1_l7p1n1,61.549,8421,8421,0,0,8801,28,0,56,100
io4_l2n1p1_l5n1p1_l7p1n1_d1d2,97.804,10019,10019,0,0,8885,64,48,56,100
io4_l2n1p1_l5n1p1_l7p2n1,62.207,9019,9019,0,0,8201,28,0,56,100
io4_l2n1p1_l5n1p1_l7p2n1_d1d2,129.983,17249,17249,0,0,15694,60,48,112,100
io4_l2n1p1_l5n1p1_l7p4n1,62.635,9234,9234,0,0,8555,28,0,56,100
io4_l2n1p1_l5n1p1_l7p4n1_d1d2,203.209,31734,31734,0,0,30733,60,48,224,100
io4_l2n1p2_l5n1p2_l7n1n1,21.700,1631,1631,0,0,1110,28,0,5,100
io4_l2n1p2_l5n1p2_l7n1n1_d1d2,44.140,2920,2920,0,0,1086,0,112,5,100
io4_l2n1p2_l5n1p2_l7n1n2,22.093,1737,1737,0,0,1155,28,0,5,100
io4_l2n1p2_l5n1p2_l7n1n2_d1d2,44.022,3022,3022,0,0,1129,0,112,5,100
io4_l2n1p2_l5n1p2_l7n1n4,31.489,2584,2584,0,0,1959,28,0,20,100
io4_l2n1p2_l5n1p2_l7n1n4_d1d2,55.384,3870,3870,0,0,2061,0,112,20,100
io4_l2n1p2_l5n1p2_l7n1p1,24.983,1898,1888,0,10,1339,28,0,7,100
io4_l2n1p2_l5n1p2_l7n1p1_d1d2,46.819,3186,3174,0,12,1315,0,112,7,100
io4_l2n1p2_l5n1p2_l7n1p2,29.258,2449,2439,0,10,1859,28,0,14,100
io4_l2n1p2_l5n1p2_l7n1p2_d1d2,52.172,3742,3730,0,12,1838,0,112,14,100
io4_l2n1p2_l5n1p2_l7n1p4,38.070,3442,3433,0,9,2777,28,0,28,100
io4_l2n1p2_l5n1p2_l7n1p4_d1d2,59.976,4734,4724,0,10,2884,0,112,28,100
io4_l2n1p2_l5n1p2_l7p1n1,62.016,8709,8709,0,0,8910,28,0,56,100
io4_l2n1p2_l5n1p2_l7p1n1_d1d2,94.328,10177,10177,0,0,8780,64,48,56,100
io4_l2n1p2_l5n1p2_l7p2n1,61.808,9306,9306,0,0,8407,28,0,56,100
io4_l2n1p2_l5n1p2_l7p2n1_d1d2,124.794,17734,17734,0,0,15900,60,48,112,100
io4_l2n1p2_l5n1p2_l7p4n1,62.165,9322,9322,0,0,8627,28,0,56,100
io4_l2n1p2_l5n1p2_l7p4n1_d1d2,197.517,31855,31855,0,0,30936,64,48,224,100
io4_l2n1p4_l5n1p4_l7n1n1,19.942,1580,1580,0,0,924,28,0,5,100
io4_l2n1p4_l5n1p4_l7n1n1_d1d2,40.171,2873,2873,0,0,1406,0,112,5,100
io4_l2n1p4_l5n1p4_l7n1n2,19.932,1702,1702,0,0,969,28,0,5,100
io4_l2n1p4_l5n1p4_l7n1n2_d1d2,40.720,2928,2928,0,0,1448,0,112,5,100
io4_l2n1p4_l5n1p4_l7n1n4,30.123,2548,2548,0,0,1772,28,0,20,100
io4_l2n1p4_l5n1p4_l7n1n4_d1d2,50.353,3831,3831,0,0,2379,0,112,20,100
io4_l2n1p4_l5n1p4_l7n1p1,22.817,1861,1851,0,10,1153,28,0,7,100
io4_l2n1p4_l5n1p4_l7n1p1_d1d2,43.869,3153,3141,0,12,1635,0,112,7,100
io4_l2n1p4_l5n1p4_l7n1p2,27.595,2379,2369,0,10,1673,28,0,14,100
io4_l2n1p4_l5n1p4_l7n1p2_d1d2,47.519,3679,3667,0,12,2158,0,112,14,100
io4_l2n1p4_l5n1p4_l7n1p4,36.150,3417,3408,0,9,2591,28,0,28,100
io4_l2n1p4_l5n1p4_l7n1p4_d1d2,56.329,4710,4700,0,10,3204,0,112,28,100
io4_l2n1p4_l5n1p4_l7p1n1,59.884,8681,8681,0,0,8628,28,0,56,100
io4_l2n1p4_l5n1p4_l7p1n1_d1d2,85.317,10279,10279,0,0,9055,56,48,56,100
io4_l2n1p4_l5n1p4_l7p2n1,58.786,9102,9102,0,0,8098,28,0,56,100
io4_l2n1p4_l5n1p4_l7p2n1_d1d2,119.139,17315,17315,0,0,16067,60,48,112,100
io4_l2n1p4_l5n1p4_l7p4n1,59.918,9571,9571,0,0,8453,28,0,56,100
io4_l2n1p4_l5n1p4_l7p4n1_d1d2,192.647,31703,31703,0,0,31122,64,48,224,100
io4_l2p1n1_l5p1n1_l7n1n1,27.392,1846,1846,0,0,1505,28,0,14,100
io4_l2p1n1_l5p1n1_l7n1n1_d1d2,59.150,4018,4018,0,0,2772,32,80,26,100
io4_l2p1n1_l5p1n1_l7n1n2,28.053,1928,1928,0,0,1537,28,0,14,100
io4_l2p1n1_l5p1n1_l7n1n2_d1d2,61.457,4112,4112,0,0,2815,32,80,26,100
io4_l2p1n1_l5p1n1_l7n1n4,30.445,2589,2589,0,0,2157,28,0,20,100
io4_l2p1n1_l5p1n1_l7n1n4_d1d2,64.737,4786,4786,0,0,3552,32,80,32,100
io4_l2p1n1_l5p1n1_l7n1p1,30.056,2096,2086,0,10,1729,28,0,16,100
io4_l2p1n1_l5p1n1_l7n1p1_d1d2,61.537,4311,4299,0,12,3005,32,80,28,100
io4_l2p1n1_l5p1n1_l7n1p2,32.999,2645,2635,0,10,2190,28,0,20,100
io4_l2p1n1_l5p1n1_l7n1p2_d1d2,63.634,4772,4760,0,12,3464,32,80,32,100
io4_l2p1n1_l5p1n1_l7n1p4,37.809,3540,3531,0,9,2978,28,0,28,100
io4_l2p1n1_l5p1n1_l7n1p4_d1d2,69.089,5787,5777,0,10,4388,32,80,40,100
io4_l2p1n1_l5p1n1_l7p1n1,58.716,8487,8487,0,0,9003,28,0,56,100
io4_l2p1n1_l5p1n1_l7p1n1_d1d2,90.021,10999,10999,0,0,10030,88,12,56,100
io4_l2p1n1_l5p1n1_l7p2n1,60.048,9235,9235,0,0,8524,28,0,56,100
io4_l2p1n1_l5p1n1_l7p2n1_d1d2,124.750,18026,18026,0,0,17057,94,16,112,100
io4_l2p1n1_l5p1n1_l7p4n1,60.824,9167,9167,0,0,8846,28,0,56,100
io4_l2p1n1_l5p1n1_l7p4n1_d1d2,195.432,32729,32729,0,0,33354,96,16,224,100
io4_l2p2n1_l5p2n1_l7n1n1,52.691,6195,6195,0,0,5950,28,0,26,100
io4_l2p2n1_l5p2n1_l7n1n1_d1d2,72.753,9279,9279,0,0,7801,16,96,26,100
io4_l2p2n1_l5p2n1_l7n1n2,52.281,6262,6262,0,0,5924,28,0,26,100
io4_l2p2n1_l5p2n1_l7n1n2_d1d2,72.776,9477,9477,0,0,7751,16,96,26,100
io4_l2p2n1_l5p2n1_l7n1n4,55.526,6914,6914,0,0,6599,28,0,32,100
io4_l2p2n1_l5p2n1_l7n1n4_d1d2,74.135,9982,9982,0,0,8562,16,92,32,100
io4_l2p2n1_l5p2n1_l7n1p1,56.990,6510,6500,0,10,6312,28,0,28,100
io4_l2p2n1_l5p2n1_l7n1p1_d1d2,75.001,9726,9714,0,12,8110,16,96,28,100
io4_l2p2n1_l5p2n1_l7n1p2,56.116,6540,6530,0,10,6620,28,0,32,100
io4_l2p2n1_l5p2n1_l7n1p2_d1d2,76.817,10148,10136,0,12,8556,16,88,32,100
io4_l2p2n1_l5p2n1_l7n1p4,60.436,7590,7581,0,9,7422,28,0,40,100
io4_l2p2n1_l5p2n1_l7n1p4_d1d2,81.238,10640,10630,0,10,9328,16,96,40,100
io4_l2p2n1_l5p2n1_l7p1n1,73.926,13233,13233,0,0,12705,28,0,56,100
io4_l2p2n1_l5p2n1_l7p1n1_d1d2,100.990,16179,16179,0,0,13324,76,28,56,100
io4_l2p2n1_l5p2n1_l7p2n1,76.029,13910,13910,0,0,12392,24,0,56,100
io4_l2p2n1_l5p2n1_l7p2n1_d1d2,138.147,23522,23522,0,0,20648,80,32,112,100
io4_l2p2n1_l5p2n1_l7p4n1,74.111,14395,14395,0,0,12765,26,0,56,100
io4_l2p2n1_l5p2n1_l7p4n1_d1d2,205.020,38325,38325,0,0,35809,62,32,224,100
io4_l2p4n1_l5p4n1_l7n1n1,290.976,24754,20002,0,4752,33368,28,0,46,100
io4_l2p4n1_l5p4n1_l7n1n1_d1d2,457.847,38970,32550,0,6420,49177,48,64,101,100
io4_l2p4n1_l5p4n1_l7n1n2,293.098,24665,19913,0,4752,33442,28,0,46,100
io4_l2p4n1_l5p4n1_l7n1n2_d1d2,455.903,39456,33036,0,6420,49228,48,64,101,100
io4_l2p4n1_l5p4n1_l7n1n4,359.829,25323,20571,0,4752,33342,28,0,46,100
io4_l2p4n1_l5p4n1_l7n1n4_d1d2,456.222,39637,33217,0,6420,49326,48,64,101,100
io4_l2p4n1_l5p4n1_l7n1p1,371.702,25132,20362,0,4770,33601,28,0,46,100
io4_l2p4n1_l5p4n1_l7n1p1_d1d2,652.894,39384,32952,0,6432,49230,48,48,101,100
io4_l2p4n1_l5p4n1_l7n1p2,371.992,24765,20003,0,4762,33400,28,0,46,100
io4_l2p4n1_l5p4n1_l7n1p2_d1d2,679.019,39224,32792,0,6432,49242,48,64,101,100
io4_l2p4n1_l5p4n1_l7n1p4,380.739,25161,20400,0,4761,33323,28,0,46,100
io4_l2p4n1_l5p4n1_l7n1p4_d1d2,686.150,39295,32865,0,6430,49312,48,64,101,100
io4_l2p4n1_l5p4n1_l7p1n1,403.038,29774,25022,0,4752,36460,28,0,62,100
io4_l2p4n1_l5p4n1_l7p1n1_d1d2,702.427,42873,36453,0,6420,49835,104,0,101,100
io4_l2p4n1_l5p4n1_l7p2n1,401.373,30154,25402,0,4752,36484,28,0,62,100
io4_l2p4n1_l5p4n1_l7p2n1_d1d2,742.985,49178,42758,0,6420,54540,100,0,133,100
io4_l2p4n1_l5p4n1_l7p4n1,402.128,30443,25691,0,4752,36586,28,0,62,100
io4_l2p4n1_l5p4n1_l7p4n1_d1d2,818.068,63353,56933,0,6420,67650,110,0,224,100
io8_l2n1n1_l5n1n1_l7n1n1,23.434,1650,1650,0,0,789,0,56,5,100
io8_l2n1n1_l5n1n1_l7n1n1_d1d2,117.111,8028,8028,0,0,877,0,448,5,100
io8_l2n1n1_l5n1n1_l7n1n2,23.495,1706,1706,0,0,892,0,56,5,100
io8_l2n1n1_l5n1n1_l7n1n2_d1d2,114.630,8006,8006,0,0,947,0,448,5,100
io8_l2n1n1_l5n1n1_l7n1n4,25.289,1978,1978,0,0,909,0,56,5,100
io8_l2n1n1_l5n1n1_l7n1n4_d1d2,116.021,8141,8141,0,0,1025,0,448,5,100
io8_l2n1n1_l5n1n1_l7n1n8,45.631,3900,3900,0,0,2818,0,56,40,100
io8_l2n1n1_l5n1n1_l7n1n8_d1d2,144.354,10331,10331,0,0,3169,0,448,40,100
io8_l2n1n1_l5n1n1_l7n1p1,25.125,1893,1882,0,11,1020,0,56,7,100
io8_l2n1n1_l5n1n1_l7n1p1_d1d2,119.232,8293,8281,0,12,1110,0,448,7,100
io8_l2n1n1_l5n1n1_l7n1p2,30.079,2479,2469,0,10,1533,0,56,14,100
io8_l2n1n1_l5n1n1_l7n1p2_d1d2,124.201,8627,8616,0,11,1628,0,448,14,100
io8_l2n1n1_l5n1n1_l7n1p4,39.886,3525,3515,0,10,2586,0,56,28,100
io8_l2n1n1_l5n1n1_l7n1p4_d1d2,136.346,9814,9801,0,13,2687,0,448,28,100
io8_l2n1n1_l5n1n1_l7n1p8,55.127,5555,5546,0,9,4425,0,56,56,100
io8_l2n1n1_l5n1n1_l7n1p8_d1d2,155.184,11928,11919,0,9,4777,0,448,56,100
io8_l2n1n1_l5n1n1_l7p1n1,99.617,12694,12694,0,0,12504,32,24,112,100
io8_l2n1n1_l5n1n1_l7p1n1_d1d2,231.123,21303,21303,0,0,12937,256,192,112,100
io8_l2n1n1_l5n1n1_l7p2n1,101.839,16020,16020,0,0,16679,32,24,112,100
io8_l2n1n1_l5n1n1_l7p2n1_d1d2,302.581,37462,37462,0,0,27696,256,192,224,100
io8_l2n1n1_l5n1n1_l7p4n1,103.459,16982,16982,0,0,15667,32,24,112,100
io8_l2n1n1_l5n1n1_l7p4n1_d1d2,424.977,55161,55161,0,0,48585,254,192,448,100
io8_l2n1n1_l5n1n1_l7p8n1,100.241,17201,17201,0,0,16186,28,24,112,100
io8_l2n1n1_l5n1n1_l7p8n1_d1d2,682.072,98287,98287,0,0,96944,256,192,896,100
io8_l2n1n2_l5n1n2_l7n1n1,22.714,1689,1689,0,0,955,0,56,5,100
io8_l2n1n2_l5n1n2_l7n1n1_d1d2,113.544,8258,8258,0,0,1096,0,448,8,100
