prj,total_pwr(uW),static_pwr(uW),dynamic_pwr(mW),vivado_dynamic_pwr(mW),Total LUTs,Logic LUTs,LUTRAMs,SRLs,FFs,RAMB36,RAMB18,URAM,DSP48 Blocks
io2_l2n1n2_l5n1n2_l7n1n1_d1d2,387072.4342,379297.8462,7.774588057,21.174,1235,1235,0,0,1038,28,0,0,8
io2_l2n1n2_l5n1n2_l7n1n2,386506.8243,379131.1111,7.375713213,22.933,1319,1319,0,0,1103,28,0,0,10
io2_l2n1n2_l5n1n2_l7n1n2_d1d2,387128.1067,379378.3514,7.749755315,21.043,1290,1290,0,0,1083,28,0,0,8
io2_l2n1n2_l5n1n2_l7n1p1,386602.7273,378789.5,7.813227273,22.265,1144,1135,0,9,994,28,0,0,8
io2_l2n1n2_l5n1n2_l7n1p1_d1d2,385692.2133,378779.6923,6.912521026,20.722,1268,1258,0,10,1094,28,0,0,8
io2_l2n1n2_l5n1n2_l7n1p2,387294.6364,379120.5946,8.174041769,23.346,1362,1353,0,9,1141,28,0,0,10
io2_l2n1n2_l5n1n2_l7n1p2_d1d2,387472.92,380286.8718,7.186048205,22.236,1533,1524,0,9,1313,28,0,0,10
io2_l2n1n2_l5n1n2_l7p1n1,396326.6892,388839.3421,7.487347084,37.054,3255,3255,0,0,3626,28,0,0,20
io2_l2n1n2_l5n1n2_l7p1n1_d1d2,396123.0548,388468.8919,7.654162903,35.736,4019,4019,0,0,3701,28,0,0,20
io2_l2n1n2_l5n1n2_l7p2n1,397235.6974,388020,9.215697368,35.628,3344,3344,0,0,3483,28,0,0,20
io2_l2n1n2_l5n1n2_l7p2n1_d1d2,405821.5946,398222.6923,7.598902287,49.255,5661,5661,0,0,6660,28,0,0,40
io2_l2n1p1_l5n1p1_l7n1n1,369431.8608,355745.1892,13.68667157,22.177,1300,1300,0,0,948,28,0,0,5
io2_l2n1p1_l5n1p1_l7n1n1_d1d2,396268.3611,383842.6154,12.42574573,22.572,1640,1640,0,0,1075,28,0,0,5
io2_l2n1p1_l5n1p1_l7n1n2,368458.3243,355373.3784,13.08494595,25.631,1555,1555,0,0,1146,28,0,0,10
io2_l2n1p1_l5n1p1_l7n1n2_d1d2,396145.6986,382541.2,13.60449863,22.679,1598,1598,0,0,1134,28,0,0,5
io2_l2n1p1_l5n1p1_l7n1p1,367307.1892,354585.4872,12.72170201,22.676,1311,1302,0,9,969,28,0,0,5
io2_l2n1p1_l5n1p1_l7n1p1_d1d2,392762.6795,379704.7568,13.05792273,21.880,1641,1631,0,10,1059,28,0,0,5
io2_l2n1p1_l5n1p1_l7n1p2,367748.3289,354108.2,13.64012895,25.718,1618,1609,0,9,1183,28,0,0,10
io2_l2n1p1_l5n1p1_l7n1p2_d1d2,393538.68,382454.6842,11.08399579,25.182,1933,1924,0,9,1341,28,0,0,10
io2_l2n1p1_l5n1p1_l7p1n1,403124.1622,390394.3684,12.72979374,37.226,3492,3492,0,0,3634,28,0,0,20
io2_l2n1p1_l5n1p1_l7p1n1_d1d2,403166.169,389721,13.44516901,39.183,3908,3908,0,0,3715,28,0,0,20
io2_l2n1p1_l5n1p1_l7p2n1,402459.12,388990.3333,13.46878667,38.202,3614,3614,0,0,3487,28,0,0,20
io2_l2n1p1_l5n1p1_l7p2n1_d1d2,410854.6282,397867.6842,12.98694399,52.239,6017,6017,0,0,6785,28,0,0,40
io2_l2n1p2_l5n1p2_l7n1n1,392529.9726,379236.5385,13.29343414,23.852,1373,1373,0,0,1041,28,0,0,5
io2_l2n1p2_l5n1p2_l7n1n1_d1d2,394128.9333,380718.0811,13.41085225,22.209,1583,1583,0,0,1276,28,0,0,5
io2_l2n1p2_l5n1p2_l7n1n2,394792.7368,380877.6757,13.91506117,26.915,1577,1577,0,0,1233,28,0,0,10
io2_l2n1p2_l5n1p2_l7n1n2_d1d2,396355.9103,380277.1892,16.07872107,23.435,1655,1655,0,0,1286,28,0,0,5
io2_l2n1p2_l5n1p2_l7n1p1,394889.28,380949.3143,13.93996571,23.832,1362,1353,0,9,1062,28,0,0,5
io2_l2n1p2_l5n1p2_l7n1p1_d1d2,394024.5833,380995.5263,13.02905702,22.409,1590,1580,0,10,1318,28,0,0,5
io2_l2n1p2_l5n1p2_l7n1p2,395789.3733,380080.8421,15.70853123,26.633,1664,1655,0,9,1276,28,0,0,10
io2_l2n1p2_l5n1p2_l7n1p2_d1d2,396028.8194,383126.4103,12.90240919,25.071,1890,1881,0,9,1601,28,0,0,10
io2_l2n1p2_l5n1p2_l7p1n1,404316.4286,388394.4857,15.92194286,40.539,3547,3547,0,0,3737,28,0,0,20
io2_l2n1p2_l5n1p2_l7p1n1_d1d2,403941.863,388848.9444,15.09291857,37.661,3839,3839,0,0,3903,28,0,0,20
io2_l2n1p2_l5n1p2_l7p2n1,405011.7733,389554.95,15.45682333,38.883,3682,3682,0,0,3582,28,0,0,20
io2_l2n1p2_l5n1p2_l7p2n1_d1d2,411870.6081,397675.4737,14.19513442,53.045,6011,6011,0,0,6945,28,0,0,40
io2_l2p1n1_l5p1n1_l7n1n1,424627.2329,398312.1026,26.31513031,101.466,8083,8083,0,0,8600,28,0,0,146
io2_l2p1n1_l5p1n1_l7n1n1_d1d2,427166.7162,400924.2105,26.24250569,88.392,13838,13838,0,0,19117,28,0,0,62
io2_l2p1n1_l5p1n1_l7n1n2,426052.4189,398598.3684,27.4540505,76.137,6937,6937,0,0,7297,28,0,0,91
io2_l2p1n1_l5p1n1_l7n1n2_d1d2,426860.8052,400788.8718,26.0719334,110.493,15225,15225,0,0,20886,26,0,0,125
io2_l2p1n1_l5p1n1_l7n1p1,427820.027,401016.1622,26.80386486,75.940,6764,6755,0,9,7099,28,0,0,89
io2_l2p1n1_l5p1n1_l7n1p1_d1d2,426664.48,402335.9487,24.32853128,98.185,14300,14290,0,10,19277,28,0,0,95
io2_l2p1n1_l5p1n1_l7n1p2,426060.1867,399513.2564,26.54693026,94.872,8015,8006,0,9,8265,28,0,0,133
io2_l2p1n1_l5p1n1_l7n1p2_d1d2,431333.52,403749.6111,27.58390889,98.849,14922,14913,0,9,18405,28,0,0,103
io2_l2p1n1_l5p1n1_l7p1n1,433876.6753,407530.1351,26.34654019,82.838,8543,8543,0,0,8702,24,0,0,98
io2_l2p1n1_l5p1n1_l7p1n1_d1d2,440277.1733,410856.4211,29.42075228,81.986,15494,15494,0,0,20852,26,0,0,50
io2_l2p1n1_l5p1n1_l7p2n1,437211.5658,406862.0286,30.34953722,104.404,9925,9925,0,0,10090,24,0,0,152
io2_l2p1n1_l5p1n1_l7p2n1_d1d2,444435.1169,417981.9474,26.45316951,87.204,17599,17599,0,0,23443,28,0,0,58
io2_l2p2n1_l5p2n1_l7n1n1,612334.0789,428014.9722,184.3191067,184.105,14192,11805,0,2387,19780,28,0,0,26
io2_l2p2n1_l5p2n1_l7n1n1_d1d2,628161.1333,448974.9487,179.1861846,233.194,17946,14664,0,3282,25033,26,0,0,52
io2_l2p2n1_l5p2n1_l7n1n2,624939.987,430323,194.616987,197.291,14150,11763,0,2387,19739,28,0,0,26
io2_l2p2n1_l5p2n1_l7n1n2_d1d2,630546.3896,449216,181.3303896,238.129,18099,14817,0,3282,25075,28,0,0,52
io2_l2p2n1_l5p2n1_l7n1p1,646941.0811,431011.4324,215.9296486,209.777,14042,11646,0,2396,20262,28,0,0,26
io2_l2p2n1_l5p2n1_l7n1p1_d1d2,654134.5195,443336.5526,210.7979668,286.627,18029,14737,0,3292,25073,26,0,0,52
io2_l2p2n1_l5p2n1_l7n1p2,640051.8904,431062.1579,208.9897325,211.301,14237,11841,0,2396,19740,28,0,0,26
io2_l2p2n1_l5p2n1_l7n1p2_d1d2,655999.1053,442811.1389,213.1879664,302.282,18362,15071,0,3291,25144,28,0,0,52
io2_l2p2n1_l5p2n1_l7p1n1,655833.1053,434690.5135,221.1425917,219.644,15669,13282,0,2387,21163,28,0,0,26
io2_l2p2n1_l5p2n1_l7p1n1_d1d2,688332.6667,447289.973,241.0426937,310.280,19877,16595,0,3282,26640,24,0,0,52
io2_l2p2n1_l5p2n1_l7p2n1,660291.1733,435526.4054,224.7647679,213.996,15538,13151,0,2387,21810,28,0,0,26
io2_l2p2n1_l5p2n1_l7p2n1_d1d2,688970.5,454575,234.3955,309.408,21113,17831,0,3282,28316,26,0,0,52
io4_l2n1n1_l5n1n1_l7n1n1,363363.9474,358754.9459,4.609001422,17.411,1065,1065,0,0,792,28,0,0,5
io4_l2n1n1_l5n1n1_l7n1n1_d1d2,380332.2857,366713.9412,13.61834454,37.802,2250,2250,0,0,759,0,112,0,5
io4_l2n1n1_l5n1n1_l7n1n2,362800.5789,354996.225,7.804353947,17.418,1096,1096,0,0,817,28,0,0,5
io4_l2n1n1_l5n1n1_l7n1n2_d1d2,382854.4595,368031.1579,14.82330156,38.736,2309,2309,0,0,831,0,112,0,5
io4_l2n1n1_l5n1n1_l7n1n4,367101.4247,360652.1081,6.449316549,26.254,1968,1968,0,0,1507,28,0,0,20
io4_l2n1n1_l5n1n1_l7n1n4_d1d2,385106.1507,372504.1538,12.60199684,47.656,3119,3119,0,0,1626,0,112,0,20
io4_l2n1n1_l5n1n1_l7n1p1,363585.7105,357068.0882,6.517622291,17.308,1104,1094,0,10,812,28,0,0,5
io4_l2n1n1_l5n1n1_l7n1p1_d1d2,380714.5556,365994.6757,14.71987988,38.349,2291,2279,0,12,804,0,112,0,5
io4_l2n1n1_l5n1n1_l7n1p2,363897.0519,355810.4359,8.086616051,21.349,1436,1426,0,10,1101,28,0,0,10
io4_l2n1n1_l5n1n1_l7n1p2_d1d2,383680.6933,369439.95,14.24074333,41.441,2624,2612,0,12,1100,0,112,0,10
io4_l2n1n1_l5n1n1_l7n1p4,366086,359669,6.417,26.456,2004,1995,0,9,1541,28,0,0,20
io4_l2n1n1_l5n1n1_l7n1p4_d1d2,386909.2308,372209.5641,14.69966667,48.049,3186,3176,0,10,1675,0,112,0,20
io4_l2n1n1_l5n1n1_l7p1n1,378271.3562,371915.4211,6.355935112,47.959,5314,5314,0,0,5918,28,0,0,40
io4_l2n1n1_l5n1n1_l7p1n1_d1d2,403689.3205,388320,15.36932051,75.056,6672,6672,0,0,5898,48,64,0,40
io4_l2n1n1_l5n1n1_l7p2n1,379646.7027,372018.5526,7.628150071,48.530,5517,5517,0,0,6464,28,0,0,40
io4_l2n1n1_l5n1n1_l7p2n1_d1d2,421583.3896,406887.5833,14.69580628,94.810,11438,11438,0,0,11339,42,48,0,80
io4_l2n1n1_l5n1n1_l7p4n1,379451.1579,372223.6757,7.227482219,47.762,5733,5733,0,0,6037,28,0,0,40
io4_l2n1n1_l5n1n1_l7p4n1_d1d2,449005.1299,433289.5143,15.71561558,157.168,19578,19578,0,0,22330,46,64,0,160
io4_l2n1n2_l5n1n2_l7n1n1,365444.56,357719.7895,7.724770526,21.971,1323,1323,0,0,1022,28,0,0,8
io4_l2n1n2_l5n1n2_l7n1n1_d1d2,377028.1392,365232.9231,11.79521616,38.937,2468,2468,0,0,1000,0,112,0,8
io4_l2n1n2_l5n1n2_l7n1n2,366365.5921,357324,9.041592105,22.380,1392,1392,0,0,1033,28,0,0,8
io4_l2n1n2_l5n1n2_l7n1n2_d1d2,379212.5789,367028.5135,12.18406543,38.948,2518,2518,0,0,1074,0,112,0,8
io4_l2n1n2_l5n1n2_l7n1n4,368391.8267,360128,8.263826667,30.468,2170,2170,0,0,1678,28,0,0,20
io4_l2n1n2_l5n1n2_l7n1n4_d1d2,383533.76,370885.2632,12.64849684,49.053,3254,3254,0,0,1808,0,112,0,20
io4_l2n1n2_l5n1n2_l7n1p1,366824.9067,358281.125,8.543781667,21.700,1404,1394,0,10,1046,28,0,0,8
io4_l2n1n2_l5n1n2_l7n1p1_d1d2,379569.3067,367609.3158,11.95999088,40.080,2464,2452,0,12,1045,0,112,0,8
io4_l2n1n2_l5n1n2_l7n1p2,367687.8533,359531.3684,8.156484912,24.945,1624,1614,0,10,1270,28,0,0,10
io4_l2n1n2_l5n1n2_l7n1p2_d1d2,380618.6883,368854.1579,11.76453042,41.363,2798,2786,0,12,1283,0,112,0,10
io4_l2n1n2_l5n1n2_l7n1p4,368570.5385,360498.7692,8.071769231,30.985,2201,2192,0,9,1711,28,0,0,20
io4_l2n1n2_l5n1n2_l7n1p4_d1d2,383913.013,369908.9474,14.00406562,49.368,3293,3283,0,10,1850,0,112,0,20
io4_l2n1n2_l5n1n2_l7p1n1,383033.5789,372697.6154,10.33596356,51.769,5492,5492,0,0,6092,28,0,0,40
io4_l2n1n2_l5n1n2_l7p1n1_d1d2,404548.1299,392067.2571,12.48087273,75.073,6815,6815,0,0,6081,48,64,0,40
io4_l2n1n2_l5n1n2_l7p2n1,386045.1351,375389.35,10.65578514,53.017,5681,5681,0,0,6644,28,0,0,40
io4_l2n1n2_l5n1n2_l7p2n1_d1d2,419128.2055,405508.7632,13.61944232,102.835,11448,11448,0,0,11779,48,64,0,80
io4_l2n1n2_l5n1n2_l7p4n1,383346.4167,374982.5897,8.363826923,50.445,5737,5737,0,0,6221,28,0,0,40
io4_l2n1n2_l5n1n2_l7p4n1_d1d2,447592.2338,432242.7297,15.34950404,158.234,20360,20360,0,0,22709,46,64,0,160
io4_l2n1n4_l5n1n4_l7n1n1,367588.5921,357885.1429,9.703449248,27.212,1612,1612,0,0,1389,28,0,0,14
io4_l2n1n4_l5n1n4_l7n1n1_d1d2,381184,370574.5405,10.60945946,44.754,2636,2636,0,0,1460,0,112,0,14
io4_l2n1n4_l5n1n4_l7n1n2,366820.3421,357565.7027,9.254639403,27.389,1645,1645,0,0,1399,28,0,0,14
io4_l2n1n4_l5n1n4_l7n1n2_d1d2,382521.0921,370489.1351,12.03195697,44.401,2710,2710,0,0,1533,0,112,0,14
io4_l2n1n4_l5n1n4_l7n1n4,371691.6133,360584.05,11.10756333,30.128,2333,2333,0,0,1923,28,0,0,20
io4_l2n1n4_l5n1n4_l7n1n4_d1d2,385345.1429,372953.0811,12.39206178,48.922,3346,3346,0,0,2139,0,112,0,20
io4_l2n1n4_l5n1n4_l7n1p1,367725.6234,359532.6571,8.192966234,26.100,1680,1670,0,10,1414,28,0,0,14
io4_l2n1n4_l5n1n4_l7n1p1_d1d2,382534.1948,370094.15,12.44004481,44.519,2721,2709,0,12,1505,0,112,0,14
io4_l2n1n4_l5n1n4_l7n1p2,368804.0541,358685.5,10.11855405,28.310,1898,1888,0,10,1636,28,0,0,16
io4_l2n1n4_l5n1n4_l7n1p2_d1d2,383413.3026,372087.1579,11.32614474,45.866,2996,2984,0,12,1744,0,112,0,16
io4_l2n1n4_l5n1n4_l7n1p4,369604.2597,359685.0526,9.919207109,31.060,2366,2357,0,9,1954,28,0,0,20
io4_l2n1n4_l5n1n4_l7n1p4_d1d2,384429.3108,372455.1,11.97421081,49.515,3384,3374,0,10,2184,0,112,0,20
io4_l2n1n4_l5n1n4_l7p1n1,383745.8158,373027.1579,10.71865789,52.783,5804,5804,0,0,6236,28,0,0,40
io4_l2n1n4_l5n1n4_l7p1n1_d1d2,403086.8831,390763.7692,12.32311389,75.767,7035,7035,0,0,6412,48,64,0,40
io4_l2n1n4_l5n1n4_l7p2n1,385923.4872,375058.7297,10.86475745,51.969,5825,5825,0,0,6807,25,0,0,40
io4_l2n1n4_l5n1n4_l7p2n1_d1d2,421475.4667,408310.6923,13.16477436,94.657,11301,11301,0,0,11903,36,48,0,80
io4_l2n1n4_l5n1n4_l7p4n1,383195.2329,373249.8889,9.945343988,50.893,5771,5771,0,0,6440,28,0,0,40
io4_l2n1n4_l5n1n4_l7p4n1_d1d2,449156.1757,435313.2368,13.84293883,158.277,19287,19287,0,0,22549,48,64,0,160
io4_l2n1p1_l5n1p1_l7n1n1,370576.6081,357108,13.46860811,21.816,1434,1434,0,0,948,28,0,0,5
io4_l2n1p1_l5n1p1_l7n1n1_d1d2,394088.5789,370000.027,24.08855192,49.088,2630,2630,0,0,918,0,112,0,5
io4_l2n1p1_l5n1p1_l7n1n2,371328.6849,357612.9167,13.71576826,22.744,1461,1461,0,0,955,28,0,0,5
io4_l2n1p1_l5n1p1_l7n1n2_d1d2,391067.7162,368200.8974,22.86681878,49.210,2680,2680,0,0,993,0,112,0,5
io4_l2n1p1_l5n1p1_l7n1n4,371439.36,360431.8158,11.00754421,32.423,2300,2300,0,0,1662,28,0,0,20
io4_l2n1p1_l5n1p1_l7n1n4_d1d2,397690.5584,372266.6316,25.42392686,60.072,3521,3521,0,0,1792,0,112,0,20
io4_l2n1p1_l5n1p1_l7n1p1,370726.3158,357667.925,13.05839079,22.479,1436,1426,0,10,965,28,0,0,5
io4_l2n1p1_l5n1p1_l7n1p1_d1d2,391029.48,368297.8,22.73168,49.139,2674,2662,0,12,965,0,112,0,5
io4_l2n1p1_l5n1p1_l7n1p2,370618.5921,357642.3784,12.97621373,26.003,1806,1796,0,10,1262,28,0,0,10
io4_l2n1p1_l5n1p1_l7n1p2_d1d2,394553.8333,369314.7027,25.23913063,53.397,2976,2964,0,12,1258,0,112,0,10
io4_l2n1p1_l5n1p1_l7n1p4,373285.8493,359778.7,13.50714932,32.936,2372,2363,0,9,1701,28,0,0,20
io4_l2n1p1_l5n1p1_l7n1p4_d1d2,395550.1351,372085,23.46513514,60.734,3524,3514,0,10,1830,0,112,0,20
io4_l2n1p1_l5n1p1_l7p1n1,386901.24,372419.4737,14.48176632,53.347,5674,5674,0,0,6045,28,0,0,40
io4_l2n1p1_l5n1p1_l7p1n1_d1d2,415554.0541,388511.1081,27.04294595,86.523,7046,7046,0,0,6028,48,64,0,40
io4_l2n1p1_l5n1p1_l7p2n1,387523.0921,374447.5263,13.07556579,54.487,5853,5853,0,0,6597,28,0,0,40
