prj,vivado_dynamic_pwr(mW),Total LUTs,Logic LUTs,LUTRAMs,SRLs,FFs,RAMB36,RAMB18,URAM,DSP48 Blocks
io4_l2n1n2_l5n1n2_l8n1n2,22.201,1410,1410,0,0,1097,28,0,0,8
io4_l2n1n2_l5n1n2_l8n1n2_d1d2,40.095,2607,2607,0,0,1096,0,112,0,8
io4_l2n1n2_l5n1n2_l8n1n4,23.889,1488,1488,0,0,1282,28,0,0,8
io4_l2n1n2_l5n1n2_l8n1n4_d1d2,43.917,2752,2752,0,0,1424,0,112,0,14
io4_l2n1n2_l5n1n2_l8n1p1,22.615,1505,1505,0,0,1107,28,0,0,8
io4_l2n1n2_l5n1n2_l8n1p1_d1d2,39.917,2736,2736,0,0,1109,0,112,0,8
io4_l2n1n2_l5n1n2_l8n1p2,23.070,1619,1619,0,0,1205,28,0,0,8
io4_l2n1n2_l5n1n2_l8n1p2_d1d2,40.661,2823,2823,0,0,1206,0,112,0,8
io4_l2n1n2_l5n1n2_l8n1p4,24.076,1646,1646,0,0,1418,28,0,0,8
io4_l2n1n2_l5n1n2_l8n1p4_d1d2,41.922,2839,2839,0,0,1399,0,112,0,8
io4_l2n1n2_l5n1n2_l8p1n1,26.330,1965,1965,0,0,1699,28,0,0,11
io4_l2n1n2_l5n1n2_l8p1n1_d1d2,44.709,2878,2878,0,0,1698,0,112,0,14
io4_l2n1n2_l5n1n2_l8p2n1,35.955,4692,4692,0,0,5856,28,0,0,8
io4_l2n1n2_l5n1n2_l8p2n1_d1d2,59.895,6923,6923,0,0,6677,0,104,0,26
io4_l2n1n2_l5n1n2_l8p4n1,65.637,13053,10677,0,2376,22508,24,0,0,40
io4_l2n1n2_l5n1n2_l8p4n1_d1d2,99.377,20182,16972,0,3210,29839,0,68,0,80
io4_l2n1n4_l5n1n4_l8n1n1,23.275,1438,1438,0,0,1090,28,0,0,8
io4_l2n1n4_l5n1n4_l8n1n1_d1d2,44.080,2701,2701,0,0,1500,0,112,0,14
io4_l2n1n4_l5n1n4_l8n1n2,24.435,1504,1504,0,0,1148,28,0,0,8
io4_l2n1n4_l5n1n4_l8n1n2_d1d2,44.332,2756,2756,0,0,1556,0,112,0,14
io4_l2n1n4_l5n1n4_l8n1n4,24.178,1564,1564,0,0,1268,28,0,0,8
io4_l2n1n4_l5n1n4_l8n1n4_d1d2,44.334,2730,2730,0,0,1695,0,112,0,14
io4_l2n1n4_l5n1n4_l8n1p1,23.941,1608,1608,0,0,1157,28,0,0,8
io4_l2n1n4_l5n1n4_l8n1p1_d1d2,45.764,2881,2881,0,0,1569,0,112,0,14
io4_l2n1n4_l5n1n4_l8n1p2,24.809,1673,1673,0,0,1221,28,0,0,8
io4_l2n1n4_l5n1n4_l8n1p2_d1d2,45.529,2980,2980,0,0,1667,0,112,0,14
io4_l2n1n4_l5n1n4_l8n1p4,24.477,1642,1642,0,0,1404,28,0,0,8
io4_l2n1n4_l5n1n4_l8n1p4_d1d2,45.552,2992,2992,0,0,1859,0,112,0,14
io4_l2n1n4_l5n1n4_l8p1n1,27.559,2054,2054,0,0,1734,28,0,0,11
io4_l2n1n4_l5n1n4_l8p1n1_d1d2,45.277,2858,2858,0,0,1966,0,112,0,14
io4_l2n1n4_l5n1n4_l8p2n1,35.914,4729,4729,0,0,5780,28,0,0,8
io4_l2n1n4_l5n1n4_l8p2n1_d1d2,60.249,6928,6928,0,0,6951,0,104,0,26
io4_l2n1n4_l5n1n4_l8p4n1,68.922,13545,11169,0,2376,22481,28,0,0,40
io4_l2n1n4_l5n1n4_l8p4n1_d1d2,105.535,20379,17169,0,3210,30076,24,76,0,80
io4_l2n1p1_l5n1p1_l8n1n1,21.035,1423,1423,0,0,933,28,0,0,5
io4_l2n1p1_l5n1p1_l8n1n1_d1d2,48.308,2698,2698,0,0,939,0,112,0,5
io4_l2n1p1_l5n1p1_l8n1n2,22.543,1535,1535,0,0,1117,24,0,0,8
io4_l2n1p1_l5n1p1_l8n1n2_d1d2,50.575,2857,2857,0,0,1118,0,112,0,8
io4_l2n1p1_l5n1p1_l8n1n4,23.345,1627,1627,0,0,1303,24,0,0,8
io4_l2n1p1_l5n1p1_l8n1n4_d1d2,54.275,3007,3007,0,0,1446,0,112,0,14
io4_l2n1p1_l5n1p1_l8n1p1,22.037,1552,1552,0,0,1004,28,0,0,5
io4_l2n1p1_l5n1p1_l8n1p1_d1d2,48.446,2863,2863,0,0,1015,0,112,0,5
io4_l2n1p1_l5n1p1_l8n1p2,21.519,1696,1696,0,0,1129,24,0,0,5
io4_l2n1p1_l5n1p1_l8n1p2_d1d2,49.112,3022,3022,0,0,1137,0,112,0,5
io4_l2n1p1_l5n1p1_l8n1p4,22.349,1749,1749,0,0,1331,24,0,0,5
io4_l2n1p1_l5n1p1_l8n1p4_d1d2,50.615,3015,3015,0,0,1331,0,112,0,5
io4_l2n1p1_l5n1p1_l8p1n1,26.889,2124,2124,0,0,1716,24,0,0,11
io4_l2n1p1_l5n1p1_l8p1n1_d1d2,54.780,3120,3120,0,0,1719,0,112,0,14
io4_l2n1p1_l5n1p1_l8p2n1,37.844,4958,4958,0,0,5881,28,0,0,8
io4_l2n1p1_l5n1p1_l8p2n1_d1d2,70.463,7165,7165,0,0,6700,0,104,0,26
io4_l2n1p1_l5n1p1_l8p4n1,65.916,13095,10719,0,2376,22491,20,0,0,40
io4_l2n1p1_l5n1p1_l8p4n1_d1d2,113.073,20108,16898,0,3210,29734,16,80,0,80
io4_l2n1p2_l5n1p2_l8n1n1,22.654,1635,1635,0,0,1127,28,0,0,5
io4_l2n1p2_l5n1p2_l8n1n1_d1d2,42.873,2909,2909,0,0,1127,0,112,0,5
io4_l2n1p2_l5n1p2_l8n1n2,25.569,1770,1770,0,0,1280,28,0,0,8
io4_l2n1p2_l5n1p2_l8n1n2_d1d2,45.089,3000,3000,0,0,1282,0,112,0,8
io4_l2n1p2_l5n1p2_l8n1n4,26.391,1787,1787,0,0,1431,28,0,0,8
io4_l2n1p2_l5n1p2_l8n1n4_d1d2,49.714,3150,3150,0,0,1610,0,112,0,14
io4_l2n1p2_l5n1p2_l8n1p1,23.725,1743,1743,0,0,1193,28,0,0,5
io4_l2n1p2_l5n1p2_l8n1p1_d1d2,43.300,3042,3042,0,0,1204,0,112,0,5
io4_l2n1p2_l5n1p2_l8n1p2,24.533,1836,1836,0,0,1257,28,0,0,5
io4_l2n1p2_l5n1p2_l8n1p2_d1d2,43.432,3150,3150,0,0,1265,0,112,0,5
io4_l2n1p2_l5n1p2_l8n1p4,24.828,1899,1899,0,0,1459,28,0,0,5
io4_l2n1p2_l5n1p2_l8n1p4_d1d2,44.701,3168,3168,0,0,1458,0,112,0,5
io4_l2n1p2_l5n1p2_l8p1n1,29.575,2274,2274,0,0,1837,28,0,0,11
io4_l2n1p2_l5n1p2_l8p1n1_d1d2,51.010,3250,3250,0,0,1881,0,112,0,14
io4_l2n1p2_l5n1p2_l8p2n1,40.547,4993,4993,0,0,5992,28,0,0,8
io4_l2n1p2_l5n1p2_l8p2n1_d1d2,66.091,7321,7321,0,0,6835,0,104,0,26
io4_l2n1p2_l5n1p2_l8p4n1,70.316,13409,11033,0,2376,22606,25,0,0,40
io4_l2n1p2_l5n1p2_l8p4n1_d1d2,102.907,20246,17036,0,3210,29856,0,80,0,80
io4_l2n1p4_l5n1p4_l8n1n1,23.302,1651,1651,0,0,1229,28,0,0,5
io4_l2n1p4_l5n1p4_l8n1n1_d1d2,41.310,2877,2877,0,0,1449,0,112,0,5
io4_l2n1p4_l5n1p4_l8n1n2,25.275,1774,1774,0,0,1383,28,0,0,8
io4_l2n1p4_l5n1p4_l8n1n2_d1d2,42.220,2966,2966,0,0,1604,0,112,0,8
io4_l2n1p4_l5n1p4_l8n1n4,26.150,1825,1825,0,0,1505,28,0,0,8
io4_l2n1p4_l5n1p4_l8n1n4_d1d2,45.659,3113,3113,0,0,1932,0,112,0,14
io4_l2n1p4_l5n1p4_l8n1p1,23.574,1897,1897,0,0,1278,28,0,0,5
io4_l2n1p4_l5n1p4_l8n1p1_d1d2,40.153,2999,2999,0,0,1527,0,112,0,5
io4_l2n1p4_l5n1p4_l8n1p2,24.296,2002,2002,0,0,1342,28,0,0,5
io4_l2n1p4_l5n1p4_l8n1p2_d1d2,42.199,3136,3136,0,0,1591,0,112,0,5
io4_l2n1p4_l5n1p4_l8n1p4,24.839,2045,2045,0,0,1481,28,0,0,5
io4_l2n1p4_l5n1p4_l8n1p4_d1d2,41.661,3094,3094,0,0,1722,0,112,0,5
io4_l2n1p4_l5n1p4_l8p1n1,29.443,2407,2407,0,0,1914,28,0,0,11
io4_l2n1p4_l5n1p4_l8p1n1_d1d2,46.963,3212,3212,0,0,2203,0,112,0,14
io4_l2n1p4_l5n1p4_l8p2n1,37.933,5122,5122,0,0,6035,28,0,0,8
io4_l2n1p4_l5n1p4_l8p2n1_d1d2,61.554,7320,7320,0,0,7103,0,104,0,26
io4_l2n1p4_l5n1p4_l8p4n1,71.395,13737,11361,0,2376,22736,28,0,0,40
io4_l2n1p4_l5n1p4_l8p4n1_d1d2,99.587,20077,16867,0,3210,30117,0,80,0,80
io4_l2p1n1_l5p1n1_l8n1n1,29.340,2372,2372,0,0,1868,28,0,0,11
io4_l2p1n1_l5p1n1_l8n1n1_d1d2,68.174,4088,4088,0,0,2943,64,48,0,26
io4_l2p1n1_l5p1n1_l8n1n2,30.187,2447,2447,0,0,1927,28,0,0,11
io4_l2p1n1_l5p1n1_l8n1n2_d1d2,66.399,4092,4092,0,0,2998,64,48,0,26
io4_l2p1n1_l5p1n1_l8n1n4,30.879,2507,2507,0,0,2094,28,0,0,11
io4_l2p1n1_l5p1n1_l8n1n4_d1d2,66.972,4052,4052,0,0,3139,64,48,0,26
io4_l2p1n1_l5p1n1_l8n1p1,29.238,2453,2453,0,0,1893,28,0,0,11
io4_l2p1n1_l5p1n1_l8n1p1_d1d2,67.272,4229,4229,0,0,3013,64,48,0,26
io4_l2p1n1_l5p1n1_l8n1p2,30.610,2574,2574,0,0,1965,28,0,0,11
io4_l2p1n1_l5p1n1_l8n1p2_d1d2,66.967,4320,4320,0,0,3109,64,48,0,26
io4_l2p1n1_l5p1n1_l8n1p4,31.209,2633,2633,0,0,2165,28,0,0,11
io4_l2p1n1_l5p1n1_l8n1p4_d1d2,67.947,4356,4356,0,0,3302,64,48,0,26
io4_l2p1n1_l5p1n1_l8p1n1,32.848,2823,2823,0,0,2389,28,0,0,11
io4_l2p1n1_l5p1n1_l8p1n1_d1d2,72.371,4423,4423,0,0,3664,96,0,0,26
io4_l2p1n1_l5p1n1_l8p2n1,41.682,5435,5435,0,0,6589,28,0,0,11
io4_l2p1n1_l5p1n1_l8p2n1_d1d2,77.131,7876,7876,0,0,8024,64,40,0,26
io4_l2p1n1_l5p1n1_l8p4n1,77.015,14453,12077,0,2376,23222,24,0,0,40
io4_l2p1n1_l5p1n1_l8p4n1_d1d2,123.342,21431,18221,0,3210,31261,80,12,0,80
io4_l2p2n1_l5p2n1_l8n1n1,41.980,6858,6858,0,0,8790,28,0,0,8
io4_l2p2n1_l5p2n1_l8n1n1_d1d2,72.188,9948,9948,0,0,9888,16,92,0,26
io4_l2p2n1_l5p2n1_l8n1n2,44.268,6957,6957,0,0,8987,28,0,0,8
io4_l2p2n1_l5p2n1_l8n1n2_d1d2,73.147,9911,9911,0,0,9966,16,96,0,26
io4_l2p2n1_l5p2n1_l8n1n4,43.323,7046,7046,0,0,8925,28,0,0,8
io4_l2p2n1_l5p2n1_l8n1n4_d1d2,73.865,10240,10240,0,0,10206,16,96,0,26
io4_l2p2n1_l5p2n1_l8n1p1,41.374,6931,6931,0,0,8774,28,0,0,8
io4_l2p2n1_l5p2n1_l8n1p1_d1d2,74.165,10111,10111,0,0,9989,16,96,0,26
io4_l2p2n1_l5p2n1_l8n1p2,42.218,7022,7022,0,0,8826,28,0,0,8
io4_l2p2n1_l5p2n1_l8n1p2_d1d2,72.939,9942,9942,0,0,10029,16,96,0,26
io4_l2p2n1_l5p2n1_l8n1p4,42.328,7136,7136,0,0,8945,28,0,0,8
io4_l2p2n1_l5p2n1_l8n1p4_d1d2,74.526,10294,10294,0,0,10154,16,96,0,26
io4_l2p2n1_l5p2n1_l8p1n1,43.281,7550,7550,0,0,9178,28,0,0,8
io4_l2p2n1_l5p2n1_l8p1n1_d1d2,80.339,10313,10313,0,0,10618,48,64,0,26
io4_l2p2n1_l5p2n1_l8p2n1,47.068,9205,9205,0,0,11673,28,0,0,8
io4_l2p2n1_l5p2n1_l8p2n1_d1d2,81.423,12521,12521,0,0,13218,24,88,0,26
io4_l2p2n1_l5p2n1_l8p4n1,82.582,18793,16417,0,2376,28362,28,0,0,40
io4_l2p2n1_l5p2n1_l8p4n1_d1d2,132.694,28388,25178,0,3210,36548,48,56,0,80
io4_l2p4n1_l5p4n1_l8n1n1,121.528,20631,15879,0,4752,33006,28,0,0,40
io4_l2p4n1_l5p4n1_l8n1n1_d1d2,197.845,31453,25033,0,6420,44304,64,32,0,80
io4_l2p4n1_l5p4n1_l8n1n2,124.822,20523,15771,0,4752,32971,28,0,0,40
io4_l2p4n1_l5p4n1_l8n1n2_d1d2,195.236,31890,25470,0,6420,44731,64,48,0,80
io4_l2p4n1_l5p4n1_l8n1n4,126.641,20425,15673,0,4752,32857,28,0,0,40
io4_l2p4n1_l5p4n1_l8n1n4_d1d2,189.560,31518,25098,0,6420,44605,64,28,0,80
io4_l2p4n1_l5p4n1_l8n1p1,126.782,20242,15490,0,4752,32948,28,0,0,40
io4_l2p4n1_l5p4n1_l8n1p1_d1d2,209.256,31317,24897,0,6420,44426,64,48,0,80
io4_l2p4n1_l5p4n1_l8n1p2,126.000,20393,15641,0,4752,33030,28,0,0,40
io4_l2p4n1_l5p4n1_l8n1p2_d1d2,197.236,31315,24895,0,6420,45099,64,32,0,80
io4_l2p4n1_l5p4n1_l8n1p4,130.365,20761,16009,0,4752,32961,28,0,0,40
io4_l2p4n1_l5p4n1_l8n1p4_d1d2,199.459,31393,24973,0,6420,44943,64,32,0,80
io4_l2p4n1_l5p4n1_l8p1n1,134.651,21132,16380,0,4752,33258,28,0,0,40
io4_l2p4n1_l5p4n1_l8p1n1_d1d2,199.398,32152,25732,0,6420,45425,96,0,0,80
io4_l2p4n1_l5p4n1_l8p2n1,133.046,23778,19026,0,4752,35773,28,0,0,40
io4_l2p4n1_l5p4n1_l8p2n1_d1d2,208.862,36114,29694,0,6420,47952,72,36,0,80
io4_l2p4n1_l5p4n1_l8p4n1,352.560,28317,21157,0,7160,43193,28,0,0,40
io4_l2p4n1_l5p4n1_l8p4n1_d1d2,569.306,43284,33654,0,9630,59043,96,8,0,80
io8_l2n1n1_l5n1n1_l8n1n1,23.738,1607,1607,0,0,798,0,56,0,5
io8_l2n1n1_l5n1n1_l8n1n1_d1d2,117.782,8021,8021,0,0,885,0,448,0,5
io8_l2n1n1_l5n1n1_l8n1n2,24.472,1648,1648,0,0,886,0,56,0,5
io8_l2n1n1_l5n1n1_l8n1n2_d1d2,119.844,8082,8082,0,0,1138,0,448,0,5
io8_l2n1n1_l5n1n1_l8n1n4,25.875,1893,1893,0,0,1169,0,48,0,8
io8_l2n1n1_l5n1n1_l8n1n4_d1d2,124.745,8207,8207,0,0,1410,0,448,0,14
io8_l2n1n1_l5n1n1_l8n1n8,28.812,2028,2028,0,0,1414,0,48,0,11
io8_l2n1n1_l5n1n1_l8n1n8_d1d2,129.362,8571,8571,0,0,1887,0,448,0,20
io8_l2n1n1_l5n1n1_l8n1p1,24.233,1741,1741,0,0,873,0,56,0,5
io8_l2n1n1_l5n1n1_l8n1p1_d1d2,122.571,8184,8184,0,0,954,0,448,0,5
io8_l2n1n1_l5n1n1_l8n1p2,24.325,1949,1949,0,0,1035,0,48,0,5
io8_l2n1n1_l5n1n1_l8n1p2_d1d2,118.984,8397,8397,0,0,1138,0,448,0,5
io8_l2n1n1_l5n1n1_l8n1p4,25.081,2105,2105,0,0,1201,0,48,0,5
io8_l2n1n1_l5n1n1_l8n1p4_d1d2,121.148,8424,8424,0,0,1295,0,448,0,5
io8_l2n1n1_l5n1n1_l8n1p8,25.633,2114,2114,0,0,1500,0,48,0,5
io8_l2n1n1_l5n1n1_l8n1p8_d1d2,122.025,8454,8454,0,0,1664,0,448,0,5
io8_l2n1n1_l5n1n1_l8p1n1,29.878,2400,2400,0,0,1686,0,48,0,11
io8_l2n1n1_l5n1n1_l8p1n1_d1d2,130.884,9007,9007,0,0,2132,0,448,0,20
io8_l2n1n1_l5n1n1_l8p2n1,42.292,5128,5128,0,0,7820,8,48,0,5
io8_l2n1n1_l5n1n1_l8p2n1_d1d2,151.473,16986,16986,0,0,24074,40,384,0,5
io8_l2n1n1_l5n1n1_l8p4n1,41.578,5523,5523,0,0,6227,0,54,0,8
io8_l2n1n1_l5n1n1_l8p4n1_d1d2,192.125,29579,29579,0,0,27640,88,352,0,50
io8_l2n1n1_l5n1n1_l8p8n1,100.035,24257,19513,0,4744,42645,1,40,0,80
io8_l2n1n1_l5n1n1_l8p8n1_d1d2,233.643,39420,34931,0,4489,57512,108,304,0,80
io8_l2n1n2_l5n1n2_l8n1n1,22.881,1655,1655,0,0,942,0,56,0,5
