prj,vivado_dynamic_pwr(mW),Total LUTs,Logic LUTs,LUTRAMs,SRLs,FFs,RAMB36,RAMB18,DSP48 Blocks,freq(MHz)
io2_l1n1n2_l3p1n1_l5n1_d1d2,52.005,3730,3730,0,0,4668,8,6,26,100
io2_l1n1n2_l3p2n1_l5n1,73.047,8988,7800,0,1188,12873,10,6,32,100
io2_l1n1n2_l3p2n1_l5n1_d1d2,102.120,11777,10141,0,1636,15221,6,6,64,100
io2_l1n1p1_l3n1n1_l5n1,18.810,885,885,0,0,674,8,8,5,100
io2_l1n1p1_l3n1n1_l5n1_d1d2,18.548,952,952,0,0,671,8,8,5,100
io2_l1n1p1_l3n1n2_l5n1,22.060,979,979,0,0,797,8,8,8,100
io2_l1n1p1_l3n1n2_l5n1_d1d2,22.657,1019,1019,0,0,855,8,8,8,100
io2_l1n1p1_l3n1p1_l5n1,21.633,942,942,0,0,703,8,8,5,100
io2_l1n1p1_l3n1p1_l5n1_d1d2,21.949,977,977,0,0,697,8,8,5,100
io2_l1n1p1_l3n1p2_l5n1,21.230,1032,1032,0,0,730,8,8,5,100
io2_l1n1p1_l3n1p2_l5n1_d1d2,21.646,1074,1074,0,0,788,8,8,5,100
io2_l1n1p1_l3p1n1_l5n1,53.170,3900,3900,0,0,4871,8,6,26,100
io2_l1n1p1_l3p1n1_l5n1_d1d2,55.067,3765,3765,0,0,4703,8,6,26,100
io2_l1n1p1_l3p2n1_l5n1,78.609,8583,7395,0,1188,12940,10,6,32,100
io2_l1n1p1_l3p2n1_l5n1_d1d2,107.833,11950,10314,0,1636,15322,6,6,64,100
io2_l1n1p2_l3n1n1_l5n1,17.689,921,921,0,0,701,8,8,5,100
io2_l1n1p2_l3n1n1_l5n1_d1d2,19.358,1000,1000,0,0,762,8,8,5,100
io2_l1n1p2_l3n1n2_l5n1,21.921,983,983,0,0,664,8,8,8,100
io2_l1n1p2_l3n1n2_l5n1_d1d2,22.496,1053,1053,0,0,786,8,8,8,100
io2_l1n1p2_l3n1p1_l5n1,22.070,1034,1034,0,0,730,8,8,5,100
io2_l1n1p2_l3n1p1_l5n1_d1d2,22.433,1080,1080,0,0,788,8,8,5,100
io2_l1n1p2_l3n1p2_l5n1,20.230,1018,1018,0,0,597,8,8,5,100
io2_l1n1p2_l3n1p2_l5n1_d1d2,21.738,1087,1087,0,0,719,8,8,5,100
io2_l1n1p2_l3p1n1_l5n1,53.408,3945,3945,0,0,4804,8,6,26,100
io2_l1n1p2_l3p1n1_l5n1_d1d2,54.160,3828,3828,0,0,4696,8,6,26,100
io2_l1n1p2_l3p2n1_l5n1,82.282,8505,7317,0,1188,12895,10,6,32,100
io2_l1n1p2_l3p2n1_l5n1_d1d2,111.127,11767,10131,0,1636,15319,8,6,64,100
io2_l1p1n1_l3n1n1_l5p1,36.555,3792,3792,0,0,4857,8,6,26,100
io2_l1p1n1_l3n1n1_l5p1_d1d2,36.783,3704,3704,0,0,4687,8,6,26,100
io2_l1p1n1_l3n1n2_l5p1,38.669,3862,3862,0,0,4787,8,6,26,100
io2_l1p1n1_l3n1n2_l5p1_d1d2,37.598,3640,3640,0,0,4681,8,6,26,100
io2_l1p1n1_l3n1p1_l5p1,41.892,3892,3892,0,0,4885,8,6,26,100
io2_l1p1n1_l3n1p1_l5p1_d1d2,40.927,3754,3754,0,0,4715,8,6,26,100
io2_l1p1n1_l3n1p2_l5p1,39.209,3974,3974,0,0,4819,8,6,26,100
io2_l1p1n1_l3n1p2_l5p1_d1d2,41.214,3882,3882,0,0,4713,8,6,26,100
io2_l1p1n1_l3p1n1_l5p1,35.041,3314,3314,0,0,3454,8,6,14,100
io2_l1p1n1_l3p1n1_l5p1_d1d2,34.751,3399,3399,0,0,3703,8,6,14,100
io2_l1p1n1_l3p2n1_l5p1,73.303,10711,9523,0,1188,14324,10,4,32,100
io2_l1p1n1_l3p2n1_l5p1_d1d2,103.245,13470,11834,0,1636,15739,8,6,64,100
io2_l1p2n1_l3n1n1_l5p2,61.693,8867,7679,0,1188,12948,10,6,32,100
io2_l1p2n1_l3n1n1_l5p2_d1d2,77.549,11728,10092,0,1636,15303,4,6,64,100
io2_l1p2n1_l3n1n2_l5p2,68.700,8735,7547,0,1188,12961,10,4,32,100
io2_l1p2n1_l3n1n2_l5p2_d1d2,83.196,11569,9933,0,1636,15361,4,6,64,100
io2_l1p2n1_l3n1p1_l5p2,78.396,8733,7545,0,1188,12978,10,6,32,100
io2_l1p2n1_l3n1p1_l5p2_d1d2,87.552,11679,10043,0,1636,15330,4,6,64,100
io2_l1p2n1_l3n1p2_l5p2,77.398,8977,7789,0,1188,12911,10,6,32,100
io2_l1p2n1_l3n1p2_l5p2_d1d2,88.444,11830,10194,0,1636,15387,4,4,64,100
io2_l1p2n1_l3p1n1_l5p2,79.050,10902,9714,0,1188,14411,10,6,32,100
io2_l1p2n1_l3p1n1_l5p2_d1d2,97.484,13155,11519,0,1636,15816,10,6,64,100
io2_l1p2n1_l3p2n1_l5p2,146.278,12306,9930,0,2376,17324,8,6,32,100
io2_l1p2n1_l3p2n1_l5p2_d1d2,186.576,16075,12803,0,3272,19877,8,6,64,100
io4_l1n1n1_l3n1n1_l5n1,18.569,1488,976,512,0,1151,8,0,5,100
io4_l1n1n1_l3n1n1_l5n1_d1d2,23.168,1745,1233,512,0,1409,0,32,5,100
io4_l1n1n1_l3n1n2_l5n1,21.928,1629,1117,512,0,1309,8,0,8,100
io4_l1n1n1_l3n1n2_l5n1_d1d2,25.764,1887,1375,512,0,1564,0,32,8,100
io4_l1n1n1_l3n1n4_l5n1,28.513,1803,1291,512,0,1446,8,0,14,100
io4_l1n1n1_l3n1n4_l5n1_d1d2,34.149,2067,1555,512,0,1700,0,32,14,100
io4_l1n1n1_l3n1p1_l5n1,20.416,1590,1078,512,0,1216,8,0,5,100
io4_l1n1n1_l3n1p1_l5n1_d1d2,25.473,1843,1331,512,0,1470,0,32,5,100
io4_l1n1n1_l3n1p2_l5n1,20.021,1719,1207,512,0,1282,8,0,5,100
io4_l1n1n1_l3n1p2_l5n1_d1d2,24.048,1954,1442,512,0,1537,0,32,5,100
io4_l1n1n1_l3n1p4_l5n1,19.129,1737,1225,512,0,1407,8,0,5,100
io4_l1n1n1_l3n1p4_l5n1_d1d2,24.777,2056,1544,512,0,1725,0,32,5,100
io4_l1n1n1_l3p1n1_l5n1,78.783,5682,5170,512,0,6797,8,0,50,100
io4_l1n1n1_l3p1n1_l5n1_d1d2,84.127,6129,5617,512,0,6918,16,16,50,100
io4_l1n1n1_l3p2n1_l5n1,82.617,6700,6188,512,0,6897,8,0,50,100
io4_l1n1n1_l3p2n1_l5n1_d1d2,89.856,7975,7463,512,0,7957,8,24,50,100
io4_l1n1n1_l3p4n1_l5n1,105.493,15334,12450,512,2372,24348,8,0,64,100
io4_l1n1n1_l3p4n1_l5n1_d1d2,330.201,34496,28668,384,5444,38101,20,16,256,100
io4_l1n1n2_l3n1n1_l5n1,22.005,1627,1115,512,0,1309,8,0,8,100
io4_l1n1n2_l3n1n1_l5n1_d1d2,26.224,1885,1373,512,0,1564,0,32,8,100
io4_l1n1n2_l3n1n2_l5n1,22.862,1678,1166,512,0,1339,8,0,8,100
io4_l1n1n2_l3n1n2_l5n1_d1d2,26.667,1935,1423,512,0,1591,0,32,8,100
io4_l1n1n2_l3n1n4_l5n1,28.976,1878,1366,512,0,1477,8,0,14,100
io4_l1n1n2_l3n1n4_l5n1_d1d2,32.654,2137,1625,512,0,1728,0,32,14,100
io4_l1n1n2_l3n1p1_l5n1,25.041,1800,1288,512,0,1374,8,0,8,100
io4_l1n1n2_l3n1p1_l5n1_d1d2,31.225,2140,1628,512,0,1757,0,32,8,100
io4_l1n1n2_l3n1p2_l5n1,23.608,1848,1336,512,0,1408,8,0,8,100
io4_l1n1n2_l3n1p2_l5n1_d1d2,28.306,2148,1636,512,0,1725,0,32,8,100
io4_l1n1n2_l3n1p4_l5n1,24.130,1867,1355,512,0,1533,8,0,8,100
io4_l1n1n2_l3n1p4_l5n1_d1d2,27.949,2124,1612,512,0,1786,0,32,8,100
io4_l1n1n2_l3p1n1_l5n1,81.838,5743,5231,512,0,6831,8,0,50,100
io4_l1n1n2_l3p1n1_l5n1_d1d2,85.650,6062,5550,512,0,6951,16,16,50,100
io4_l1n1n2_l3p2n1_l5n1,83.092,6585,6073,512,0,6929,8,0,50,100
io4_l1n1n2_l3p2n1_l5n1_d1d2,90.209,7548,7036,512,0,7759,8,24,50,100
io4_l1n1n2_l3p4n1_l5n1,111.544,15340,12456,512,2372,24376,8,0,64,100
io4_l1n1n2_l3p4n1_l5n1_d1d2,327.395,34213,28385,384,5444,38185,12,16,256,100
io4_l1n1n4_l3n1n1_l5n1,25.577,1826,1314,512,0,1446,8,0,14,100
io4_l1n1n4_l3n1n1_l5n1_d1d2,29.948,2076,1564,512,0,1700,0,32,14,100
io4_l1n1n4_l3n1n2_l5n1,27.413,1882,1370,512,0,1477,8,0,14,100
io4_l1n1n4_l3n1n2_l5n1_d1d2,31.484,2136,1624,512,0,1728,0,32,14,100
io4_l1n1n4_l3n1n4_l5n1,30.382,1817,1305,512,0,1417,8,0,14,100
io4_l1n1n4_l3n1n4_l5n1_d1d2,32.106,2069,1557,512,0,1415,0,32,14,100
io4_l1n1n4_l3n1p1_l5n1,29.464,1985,1473,512,0,1511,8,0,14,100
io4_l1n1n4_l3n1p1_l5n1_d1d2,34.635,2193,1681,512,0,1761,0,32,14,100
io4_l1n1n4_l3n1p2_l5n1,27.791,2004,1492,512,0,1545,8,0,14,100
io4_l1n1n4_l3n1p2_l5n1_d1d2,32.925,2386,1874,512,0,1861,0,32,14,100
io4_l1n1n4_l3n1p4_l5n1,28.796,2039,1527,512,0,1670,8,0,14,100
io4_l1n1n4_l3n1p4_l5n1_d1d2,32.241,2283,1771,512,0,1668,0,32,14,100
io4_l1n1n4_l3p1n1_l5n1,80.480,5741,5229,512,0,6765,8,0,50,100
io4_l1n1n4_l3p1n1_l5n1_d1d2,86.142,6074,5562,512,0,6884,16,16,50,100
io4_l1n1n4_l3p2n1_l5n1,84.066,6835,6323,512,0,6867,8,0,50,100
io4_l1n1n4_l3p2n1_l5n1_d1d2,86.938,7761,7249,512,0,7677,8,24,50,100
io4_l1n1n4_l3p4n1_l5n1,115.663,14857,11973,512,2372,24251,8,0,64,100
io4_l1n1n4_l3p4n1_l5n1_d1d2,334.228,34194,28366,384,5444,38191,16,16,256,100
io4_l1n1p1_l3n1n1_l5n1,21.103,1573,1061,512,0,1216,8,0,5,100
io4_l1n1p1_l3n1n1_l5n1_d1d2,27.030,1846,1334,512,0,1470,0,32,5,100
io4_l1n1p1_l3n1n2_l5n1,25.056,1710,1198,512,0,1374,8,0,8,100
io4_l1n1p1_l3n1n2_l5n1_d1d2,30.359,2129,1617,512,0,1757,0,32,8,100
io4_l1n1p1_l3n1n4_l5n1,31.821,1924,1412,512,0,1511,8,0,14,100
io4_l1n1p1_l3n1n4_l5n1_d1d2,37.341,2170,1658,512,0,1761,0,32,14,100
io4_l1n1p1_l3n1p1_l5n1,23.449,1638,1126,512,0,1249,8,0,5,100
io4_l1n1p1_l3n1p1_l5n1_d1d2,31.909,1898,1386,512,0,1499,0,32,5,100
io4_l1n1p1_l3n1p2_l5n1,22.828,1809,1297,512,0,1315,8,0,5,100
io4_l1n1p1_l3n1p2_l5n1_d1d2,30.476,2202,1690,512,0,1574,0,32,5,100
io4_l1n1p1_l3n1p4_l5n1,23.445,1831,1319,512,0,1440,8,0,5,100
io4_l1n1p1_l3n1p4_l5n1_d1d2,29.731,2074,1562,512,0,1692,0,32,5,100
io4_l1n1p1_l3p1n1_l5n1,84.372,5793,5281,512,0,6838,8,0,50,100
io4_l1n1p1_l3p1n1_l5n1_d1d2,93.197,6091,5579,512,0,6951,16,16,50,100
io4_l1n1p1_l3p2n1_l5n1,87.718,6766,6254,512,0,6943,8,0,50,100
io4_l1n1p1_l3p2n1_l5n1_d1d2,96.531,7557,7045,512,0,7829,8,24,50,100
io4_l1n1p1_l3p4n1_l5n1,120.345,15372,12488,512,2372,24335,8,0,64,100
io4_l1n1p1_l3p4n1_l5n1_d1d2,339.002,34326,28498,384,5444,38125,12,16,256,100
io4_l1n1p2_l3n1n1_l5n1,20.443,1708,1196,512,0,1282,8,0,5,100
io4_l1n1p2_l3n1n1_l5n1_d1d2,25.332,1937,1425,512,0,1537,0,32,5,100
io4_l1n1p2_l3n1n2_l5n1,25.669,1836,1324,512,0,1408,8,0,8,100
io4_l1n1p2_l3n1n2_l5n1_d1d2,30.293,2136,1624,512,0,1725,0,32,8,100
io4_l1n1p2_l3n1n4_l5n1,33.294,2000,1488,512,0,1545,8,0,14,100
io4_l1n1p2_l3n1n4_l5n1_d1d2,37.109,2378,1866,512,0,1861,0,32,14,100
io4_l1n1p2_l3n1p1_l5n1,24.644,1814,1302,512,0,1315,8,0,5,100
io4_l1n1p2_l3n1p1_l5n1_d1d2,32.043,2223,1711,512,0,1574,0,32,5,100
io4_l1n1p2_l3n1p2_l5n1,23.604,1897,1385,512,0,1349,8,0,5,100
io4_l1n1p2_l3n1p2_l5n1_d1d2,30.476,2287,1775,512,0,1731,0,32,5,100
io4_l1n1p2_l3n1p4_l5n1,23.001,1889,1377,512,0,1474,8,0,5,100
io4_l1n1p2_l3n1p4_l5n1_d1d2,27.823,2213,1701,512,0,1792,0,32,5,100
io4_l1n1p2_l3p1n1_l5n1,84.839,5801,5289,512,0,6872,8,0,50,100
io4_l1n1p2_l3p1n1_l5n1_d1d2,89.886,6161,5649,512,0,6990,16,16,50,100
io4_l1n1p2_l3p2n1_l5n1,88.768,6763,6251,512,0,6974,8,0,50,100
io4_l1n1p2_l3p2n1_l5n1_d1d2,95.644,7916,7404,512,0,7953,8,24,50,100
io4_l1n1p2_l3p4n1_l5n1,117.974,15487,12603,512,2372,24405,8,0,64,100
io4_l1n1p2_l3p4n1_l5n1_d1d2,336.871,34363,28535,384,5444,38200,16,16,256,100
io4_l1n1p4_l3n1n1_l5n1,20.843,1779,1267,512,0,1407,8,0,5,100
io4_l1n1p4_l3n1n1_l5n1_d1d2,26.491,2151,1639,512,0,1725,0,32,5,100
io4_l1n1p4_l3n1n2_l5n1,24.686,1872,1360,512,0,1533,8,0,8,100
io4_l1n1p4_l3n1n2_l5n1_d1d2,30.072,2123,1611,512,0,1786,0,32,8,100
io4_l1n1p4_l3n1n4_l5n1,32.641,2050,1538,512,0,1670,8,0,14,100
io4_l1n1p4_l3n1n4_l5n1_d1d2,35.495,2303,1791,512,0,1668,0,32,14,100
io4_l1n1p4_l3n1p1_l5n1,24.755,1829,1317,512,0,1440,8,0,5,100
io4_l1n1p4_l3n1p1_l5n1_d1d2,31.066,2083,1571,512,0,1692,0,32,5,100
io4_l1n1p4_l3n1p2_l5n1,23.241,1863,1351,512,0,1474,8,0,5,100
io4_l1n1p4_l3n1p2_l5n1_d1d2,29.211,2225,1713,512,0,1792,0,32,5,100
io4_l1n1p4_l3n1p4_l5n1,22.833,1765,1253,512,0,1407,8,0,5,100
io4_l1n1p4_l3n1p4_l5n1_d1d2,26.066,2140,1628,512,0,1405,0,32,5,100
io4_l1n1p4_l3p1n1_l5n1,83.663,5802,5290,512,0,6800,8,0,50,100
io4_l1n1p4_l3p1n1_l5n1_d1d2,88.612,6189,5677,512,0,6917,16,16,50,100
io4_l1n1p4_l3p2n1_l5n1,87.001,6765,6253,512,0,6893,8,0,50,100
io4_l1n1p4_l3p2n1_l5n1_d1d2,92.825,7681,7169,512,0,7676,8,24,50,100
io4_l1n1p4_l3p4n1_l5n1,122.901,15686,12802,512,2372,24287,8,0,64,100
io4_l1n1p4_l3p4n1_l5n1_d1d2,344.782,34432,28604,384,5444,38171,16,16,256,100
io4_l1p1n1_l3n1n1_l5p1,47.883,5697,5185,512,0,6809,8,0,50,100
io4_l1p1n1_l3n1n1_l5p1_d1d2,51.689,6197,5685,512,0,6931,16,16,50,100
io4_l1p1n1_l3n1n2_l5p1,51.019,5706,5194,512,0,6839,8,0,50,100
io4_l1p1n1_l3n1n2_l5p1_d1d2,54.980,6124,5612,512,0,7084,16,16,50,100
io4_l1p1n1_l3n1n4_l5p1,53.593,5740,5228,512,0,6782,8,0,50,100
io4_l1p1n1_l3n1n4_l5p1_d1d2,58.425,6136,5624,512,0,7032,16,16,50,100
io4_l1p1n1_l3n1p1_l5p1,54.857,5777,5265,512,0,6852,8,0,50,100
io4_l1p1n1_l3n1p1_l5p1_d1d2,59.352,6319,5807,512,0,6964,16,16,50,100
io4_l1p1n1_l3n1p2_l5p1,51.470,5804,5292,512,0,6885,8,0,50,100
io4_l1p1n1_l3n1p2_l5p1_d1d2,57.338,6114,5602,512,0,7125,16,16,50,100
io4_l1p1n1_l3n1p4_l5p1,52.177,5974,5462,512,0,6815,8,0,50,100
io4_l1p1n1_l3n1p4_l5p1_d1d2,55.674,6431,5919,512,0,6924,16,16,50,100
io4_l1p1n1_l3p1n1_l5p1,38.272,4123,3611,512,0,4266,8,0,14,100
io4_l1p1n1_l3p1n1_l5p1_d1d2,51.088,5065,4553,512,0,5136,28,0,26,100
io4_l1p1n1_l3p2n1_l5p1,83.441,7141,6629,512,0,7440,8,0,50,100
io4_l1p1n1_l3p2n1_l5p1_d1d2,87.203,7681,7169,512,0,7963,8,24,50,100
io4_l1p1n1_l3p4n1_l5p1,104.487,17901,15017,512,2372,26037,8,0,64,100
io4_l1p1n1_l3p4n1_l5p1_d1d2,321.573,36882,31054,384,5444,39093,36,0,256,100
io4_l1p2n1_l3n1n1_l5p2,51.208,7136,6624,512,0,7050,8,0,52,100
io4_l1p2n1_l3n1n1_l5p2_d1d2,55.043,7736,7224,512,0,7884,8,24,52,100
io4_l1p2n1_l3n1n2_l5p2,53.561,7117,6605,512,0,7105,8,0,52,100
io4_l1p2n1_l3n1n2_l5p2_d1d2,58.137,7713,7201,512,0,7920,8,24,52,100
io4_l1p2n1_l3n1n4_l5p2,56.490,7284,6772,512,0,7049,8,0,52,100
io4_l1p2n1_l3n1n4_l5p2_d1d2,59.599,7840,7328,512,0,7863,8,24,52,100
io4_l1p2n1_l3n1p1_l5p2,55.603,6949,6437,512,0,7140,8,0,52,100
io4_l1p2n1_l3n1p1_l5p2_d1d2,63.800,7885,7373,512,0,7915,8,24,52,100
io4_l1p2n1_l3n1p2_l5p2,54.715,7354,6842,512,0,7144,8,0,52,100
io4_l1p2n1_l3n1p2_l5p2_d1d2,58.364,7951,7439,512,0,7957,8,24,52,100
io4_l1p2n1_l3n1p4_l5p2,52.982,7400,6888,512,0,7095,8,0,52,100
io4_l1p2n1_l3n1p4_l5p2_d1d2,56.956,7989,7477,512,0,7880,8,24,52,100
io4_l1p2n1_l3p1n1_l5p2,55.361,7462,6950,512,0,7635,8,0,52,100
io4_l1p2n1_l3p1n1_l5p2_d1d2,57.689,7885,7373,512,0,8154,8,24,52,100
io4_l1p2n1_l3p2n1_l5p2,42.793,5554,5042,512,0,5116,8,0,16,100
io4_l1p2n1_l3p2n1_l5p2_d1d2,61.918,8834,8322,512,0,8399,16,16,52,100
io4_l1p2n1_l3p4n1_l5p2,107.075,19462,16578,512,2372,26553,8,0,64,100
io4_l1p2n1_l3p4n1_l5p2_d1d2,313.203,38120,32292,384,5444,39417,24,8,256,100
io4_l1p4n1_l3n1n1_l5p4,86.471,15660,12776,512,2372,24353,8,0,64,100
io4_l1p4n1_l3n1n1_l5p4_d1d2,215.634,33839,28011,384,5444,38212,12,16,256,100
io4_l1p4n1_l3n1n2_l5p4,92.109,15588,12704,512,2372,24342,8,0,64,100
io4_l1p4n1_l3n1n2_l5p4_d1d2,222.525,33714,27886,384,5444,38335,12,16,256,100
io4_l1p4n1_l3n1n4_l5p4,105.062,15811,12927,512,2372,24303,8,0,64,100
io4_l1p4n1_l3n1n4_l5p4_d1d2,236.963,33910,28082,384,5444,38401,16,16,256,100
io4_l1p4n1_l3n1p1_l5p4,104.135,15619,12735,512,2372,24351,8,0,64,100
io4_l1p4n1_l3n1p1_l5p4_d1d2,233.569,33752,27924,384,5444,38267,20,16,256,100
io4_l1p4n1_l3n1p2_l5p4,96.676,15652,12768,512,2372,24422,8,0,64,100
io4_l1p4n1_l3n1p2_l5p4_d1d2,229.770,34238,28410,384,5444,38331,16,16,256,100
io4_l1p4n1_l3n1p4_l5p4,102.354,15902,13018,512,2372,24288,8,0,64,100
io4_l1p4n1_l3n1p4_l5p4_d1d2,228.975,34405,28577,384,5444,38242,8,12,256,100
io4_l1p4n1_l3p1n1_l5p4,115.614,18574,15690,512,2372,25994,8,0,64,100
io4_l1p4n1_l3p1n1_l5p4_d1d2,246.763,37171,31343,384,5444,39233,32,0,256,100
io4_l1p4n1_l3p2n1_l5p4,121.173,20029,17145,512,2372,26488,8,0,64,100
io4_l1p4n1_l3p2n1_l5p4_d1d2,249.454,38809,32981,384,5444,39576,28,8,256,100
io4_l1p4n1_l3p4n1_l5p4,251.274,22328,17072,512,4744,33121,8,0,64,100
io4_l1p4n1_l3p4n1_l5p4_d1d2,504.693,46808,35664,256,10888,48526,40,0,256,100
io8_l1n1n1_l3n1n1_l5n1,24.807,2510,1486,1024,0,1925,0,16,5,100
io8_l1n1n1_l3n1n1_l5n1_d1d2,43.724,3735,2711,1024,0,2843,0,128,5,100
io8_l1n1n1_l3n1n2_l5n1,23.686,2555,1531,1024,0,2010,0,16,5,100
io8_l1n1n1_l3n1n2_l5n1_d1d2,41.453,3797,2773,1024,0,2954,0,128,5,100
io8_l1n1n1_l3n1n4_l5n1,36.016,2870,1846,1024,0,2414,0,16,14,100
io8_l1n1n1_l3n1n4_l5n1_d1d2,52.340,4129,3105,1024,0,3267,0,128,14,100
io8_l1n1n1_l3n1n8_l5n1,38.573,3059,2035,1024,0,2311,0,16,17,100
io8_l1n1n1_l3n1n8_l5n1_d1d2,60.009,4377,3353,1024,0,3385,0,128,20,100
io8_l1n1n1_l3n1p1_l5n1,27.032,2634,1610,1024,0,1986,0,16,5,100
io8_l1n1n1_l3n1p1_l5n1_d1d2,47.874,3879,2855,1024,0,2897,0,128,5,100
io8_l1n1n1_l3n1p2_l5n1,25.564,2771,1747,1024,0,2150,0,16,5,100
io8_l1n1n1_l3n1p2_l5n1_d1d2,45.602,4283,3259,1024,0,3290,0,128,5,100
io8_l1n1n1_l3n1p4_l5n1,24.524,2885,1861,1024,0,2251,0,16,5,100
io8_l1n1n1_l3n1p4_l5n1_d1d2,43.768,4190,3166,1024,0,3200,0,128,5,100
io8_l1n1n1_l3n1p8_l5n1,26.899,2852,1828,1024,0,2336,0,16,5,100
io8_l1n1n1_l3n1p8_l5n1_d1d2,42.815,4145,3121,1024,0,3315,0,128,5,100
io8_l1n1n1_l3p1n1_l5n1,140.003,8635,7611,1024,0,9452,8,8,98,100
io8_l1n1n1_l3p1n1_l5n1_d1d2,162.759,10046,9022,1024,0,9428,64,64,98,100
io8_l1n1n1_l3p2n1_l5n1,154.501,10391,9367,1024,0,10284,8,8,98,100
io8_l1n1n1_l3p2n1_l5n1_d1d2,51.935,7190,6166,1024,0,9932,0,128,5,100
io8_l1n1n1_l3p4n1_l5n1,88.137,8185,7161,1024,0,8286,8,8,50,100
io8_l1n1n1_l3p4n1_l5n1_d1d2,164.430,12498,11474,1024,0,10929,16,112,98,100
io8_l1n1n1_l3p8n1_l5n1,188.330,28911,23148,1024,4739,46841,8,8,128,100
io8_l1n1n1_l3p8n1_l5n1_d1d2,1228.454,111599,89449,768,21382,113045,72,64,1024,100
io8_l1n1n2_l3n1n1_l5n1,25.528,2562,1538,1024,0,2010,0,16,5,100
io8_l1n1n2_l3n1n1_l5n1_d1d2,40.546,3799,2775,1024,0,2954,0,128,5,100
io8_l1n1n2_l3n1n2_l5n1,22.566,2628,1604,1024,0,1934,0,16,5,100
io8_l1n1n2_l3n1n2_l5n1_d1d2,37.339,3841,2817,1024,0,3001,0,128,5,100
io8_l1n1n2_l3n1n4_l5n1,34.205,2974,1950,1024,0,2274,0,16,14,100
io8_l1n1n2_l3n1n4_l5n1_d1d2,49.109,4106,3082,1024,0,3346,0,128,14,100
io8_l1n1n2_l3n1n8_l5n1,37.490,3109,2085,1024,0,2293,0,16,17,100
io8_l1n1n2_l3n1n8_l5n1_d1d2,55.395,4399,3375,1024,0,3426,0,128,20,100
io8_l1n1n2_l3n1p1_l5n1,26.859,2697,1673,1024,0,2073,0,16,5,100
io8_l1n1n2_l3n1p1_l5n1_d1d2,45.819,3905,2881,1024,0,2974,0,128,5,100
io8_l1n1n2_l3n1p2_l5n1,25.532,2791,1767,1024,0,2205,0,16,5,100
io8_l1n1n2_l3n1p2_l5n1_d1d2,42.930,4317,3293,1024,0,3344,0,128,5,100
