prj,clk_target(ns),clk_estimated(ns),clk_uncertainty(ns),bram,dsp,ff,lut,c_num_arith,c_num_logic,rtl_num_arith,rtl_num_logic,data_input_port(numxbits),data_output_port(numxbits)
io2_l2n1n2_l5n1n2_l7p2n1,10.0,9.672,1.25,56,20,4233,5994,287,76,29,76,10x32,2x32
io2_l2n1n2_l5n1n2_l7p2n1_d1d2,10.0,8.499,1.25,56,40,7840,8318,288,52,38,52,10x32,2x32
io2_l2n1p1_l5n1p1_l7n1n1,10.0,8.423,1.25,56,5,1152,2340,34,20,29,20,10x32,2x32
io2_l2n1p1_l5n1p1_l7n1n1_d1d2,10.0,7.966,1.25,56,5,1269,3398,35,65,30,65,10x32,2x32
io2_l2n1p1_l5n1p1_l7n1n2,10.0,8.423,1.25,56,10,1529,2631,36,20,31,20,10x32,2x32
io2_l2n1p1_l5n1p1_l7n1n2_d1d2,10.0,8.423,1.25,56,5,1264,3364,37,60,30,60,10x32,2x32
io2_l2n1p1_l5n1p1_l7n1p1,10.0,8.423,1.25,56,5,1454,2548,35,20,30,20,10x32,2x32
io2_l2n1p1_l5n1p1_l7n1p1_d1d2,10.0,8.423,1.25,56,5,1848,3734,36,65,31,65,10x32,2x32
io2_l2n1p1_l5n1p1_l7n1p2,10.0,8.423,1.25,56,10,1657,2742,37,20,32,20,10x32,2x32
io2_l2n1p1_l5n1p1_l7n1p2_d1d2,10.0,8.423,1.25,56,10,2100,3950,38,60,33,60,10x32,2x32
io2_l2n1p1_l5n1p1_l7p1n1,10.0,9.597,1.25,56,20,4336,5095,158,50,33,50,10x32,2x32
io2_l2n1p1_l5n1p1_l7p1n1_d1d2,10.0,8.499,1.25,56,20,4867,7203,159,90,34,90,10x32,2x32
io2_l2n1p1_l5n1p1_l7p2n1,10.0,9.634,1.25,56,20,4267,6250,286,82,33,82,10x32,2x32
io2_l2n1p1_l5n1p1_l7p2n1_d1d2,10.0,8.499,1.25,56,40,7886,8844,287,90,42,90,10x32,2x32
io2_l2n1p2_l5n1p2_l7n1n1,10.0,9.066,1.25,56,5,1308,2447,41,22,31,22,10x32,2x32
io2_l2n1p2_l5n1p2_l7n1n1_d1d2,10.0,7.977,1.25,56,5,1457,3306,40,49,30,49,10x32,2x32
io2_l2n1p2_l5n1p2_l7n1n2,10.0,9.066,1.25,56,10,1685,2738,43,22,33,22,10x32,2x32
io2_l2n1p2_l5n1p2_l7n1n2_d1d2,10.0,9.085,1.25,56,5,1452,3269,42,44,30,44,10x32,2x32
io2_l2n1p2_l5n1p2_l7n1p1,10.0,9.066,1.25,56,5,1610,2655,42,22,32,22,10x32,2x32
io2_l2n1p2_l5n1p2_l7n1p1_d1d2,10.0,9.066,1.25,56,5,2036,3642,41,49,31,49,10x32,2x32
io2_l2n1p2_l5n1p2_l7n1p2,10.0,9.066,1.25,56,10,1813,2849,44,22,34,22,10x32,2x32
io2_l2n1p2_l5n1p2_l7n1p2_d1d2,10.0,9.066,1.25,56,10,2288,3858,43,44,33,44,10x32,2x32
io2_l2n1p2_l5n1p2_l7p1n1,10.0,9.634,1.25,56,20,4492,5196,165,52,35,52,10x32,2x32
io2_l2n1p2_l5n1p2_l7p1n1_d1d2,10.0,8.555,1.25,56,20,5023,7088,164,74,34,74,10x32,2x32
io2_l2n1p2_l5n1p2_l7p2n1,10.0,9.672,1.25,56,20,4423,6351,293,84,35,84,10x32,2x32
io2_l2n1p2_l5n1p2_l7p2n1_d1d2,10.0,8.555,1.25,56,40,8042,8731,292,74,42,74,10x32,2x32
io2_l2p1n1_l5p1n1_l7n1n1,10.0,9.164,1.25,56,149,13670,19242,383,134,111,134,10x32,2x32
io2_l2p1n1_l5p1n1_l7n1n1_d1d2,10.0,9.171,1.25,56,50,18925,25585,366,149,61,149,10x32,2x32
io2_l2p1n1_l5p1n1_l7n1n2,10.0,9.164,1.25,56,145,13503,19127,385,134,110,134,10x32,2x32
io2_l2p1n1_l5p1n1_l7n1n2_d1d2,10.0,9.758,1.25,56,95,21268,27502,368,144,76,144,10x32,2x32
io2_l2p1n1_l5p1n1_l7n1p1,10.0,9.164,1.25,56,134,13193,18824,384,134,107,134,10x32,2x32
io2_l2p1n1_l5p1n1_l7n1p1_d1d2,10.0,9.171,1.25,56,47,19312,25796,367,149,61,149,10x32,2x32
io2_l2p1n1_l5p1n1_l7n1p2,10.0,9.164,1.25,56,139,13300,18985,386,134,109,134,10x32,2x32
io2_l2p1n1_l5p1n1_l7n1p2_d1d2,10.0,9.171,1.25,56,43,19116,25601,369,144,60,144,10x32,2x32
io2_l2p1n1_l5p1n1_l7p1n1,10.0,9.203,1.25,56,122,13600,20036,507,164,101,164,10x32,2x32
io2_l2p1n1_l5p1n1_l7p1n1_d1d2,10.0,9.21,1.25,56,182,28827,34492,490,174,104,174,10x32,2x32
io2_l2p1n1_l5p1n1_l7p2n1,10.0,9.242,1.25,56,119,13377,20983,635,196,100,196,10x32,2x32
io2_l2p1n1_l5p1n1_l7p2n1_d1d2,10.0,9.21,1.25,56,70,24294,30312,618,174,68,174,10x32,2x32
io2_l2p2n1_l5p2n1_l7n1n1,10.0,7.984,1.25,56,26,22935,18809,639,134,71,134,10x32,2x32
io2_l2p2n1_l5p2n1_l7n1n1_d1d2,10.0,7.966,1.25,56,52,29977,28404,622,139,64,139,10x32,2x32
io2_l2p2n1_l5p2n1_l7n1n2,10.0,8.644,1.25,56,26,22925,18759,641,134,71,134,10x32,2x32
io2_l2p2n1_l5p2n1_l7n1n2_d1d2,10.0,9.634,1.25,56,52,29972,28365,624,134,64,134,10x32,2x32
io2_l2p2n1_l5p2n1_l7n1p1,10.0,9.101,1.25,56,26,23237,19017,640,134,72,134,10x32,2x32
io2_l2p2n1_l5p2n1_l7n1p1_d1d2,10.0,9.047,1.25,56,52,30556,28740,623,139,65,139,10x32,2x32
io2_l2p2n1_l5p2n1_l7n1p2,10.0,8.644,1.25,56,26,23053,18870,642,134,72,134,10x32,2x32
io2_l2p2n1_l5p2n1_l7n1p2_d1d2,10.0,9.047,1.25,56,52,30421,28617,625,134,65,134,10x32,2x32
io2_l2p2n1_l5p2n1_l7p1n1,10.0,8.0,1.25,56,26,24542,20460,763,164,69,164,10x32,2x32
io2_l2p2n1_l5p2n1_l7p1n1_d1d2,10.0,7.969,1.25,56,52,32030,31095,746,164,62,164,10x32,2x32
io2_l2p2n1_l5p2n1_l7p2n1,10.0,8.016,1.25,56,26,24473,21615,891,196,69,196,10x32,2x32
io2_l2p2n1_l5p2n1_l7p2n1_d1d2,10.0,7.969,1.25,56,52,33117,31257,874,164,62,164,10x32,2x32
io4_l2n1n1_l5n1n1_l7n1n1,10.0,7.966,1.25,56,5,1258,2208,30,12,25,12,18x32,4x32
io4_l2n1n1_l5n1n1_l7n1n1_d1d2,10.0,7.966,1.25,112,5,1196,4837,31,12,26,12,18x32,4x32
io4_l2n1n1_l5n1n1_l7n1n2,10.0,8.423,1.25,56,5,1220,2352,32,15,25,15,18x32,4x32
io4_l2n1n1_l5n1n1_l7n1n2_d1d2,10.0,7.966,1.25,112,5,1325,5025,33,15,26,15,18x32,4x32
io4_l2n1n1_l5n1n1_l7n1n4,10.0,7.966,1.25,56,20,2401,3231,36,12,31,12,18x32,4x32
io4_l2n1n1_l5n1n1_l7n1n4_d1d2,10.0,7.966,1.25,112,20,3006,5500,37,12,32,12,18x32,4x32
io4_l2n1n1_l5n1n1_l7n1p1,10.0,7.966,1.25,56,5,1671,2448,31,12,26,12,18x32,4x32
io4_l2n1n1_l5n1n1_l7n1p1_d1d2,10.0,7.966,1.25,112,5,1459,5013,32,12,27,12,18x32,4x32
io4_l2n1n1_l5n1n1_l7n1p2,10.0,8.423,1.25,56,10,2119,2970,33,15,28,15,18x32,4x32
io4_l2n1n1_l5n1n1_l7n1p2_d1d2,10.0,7.966,1.25,112,10,1981,5547,34,15,29,15,18x32,4x32
io4_l2n1n1_l5n1n1_l7n1p4,10.0,7.966,1.25,56,20,2528,3341,37,12,32,12,18x32,4x32
io4_l2n1n1_l5n1n1_l7n1p4_d1d2,10.0,7.966,1.25,112,20,2740,6434,38,12,33,12,18x32,4x32
io4_l2n1n1_l5n1n1_l7p1n1,10.0,7.966,1.25,56,40,7239,6490,154,26,37,26,18x32,4x32
io4_l2n1n1_l5n1n1_l7p1n1_d1d2,10.0,7.966,1.25,160,40,7226,13174,155,26,38,26,18x32,4x32
io4_l2n1n1_l5n1n1_l7p2n1,10.0,8.499,1.25,56,40,7850,7802,282,42,37,42,18x32,4x32
io4_l2n1n1_l5n1n1_l7p2n1_d1d2,10.0,7.966,1.25,160,80,13648,16992,283,29,54,29,18x32,4x32
io4_l2n1n1_l5n1n1_l7p4n1,10.0,8.537,1.25,56,40,7507,9666,538,74,37,74,18x32,4x32
io4_l2n1n1_l5n1n1_l7p4n1_d1d2,10.0,7.966,1.25,160,160,26493,22719,539,26,86,26,18x32,4x32
io4_l2n1n2_l5n1n2_l7n1n1,10.0,7.966,1.25,56,8,1566,2614,35,20,26,20,18x32,4x32
io4_l2n1n2_l5n1n2_l7n1n1_d1d2,10.0,7.966,1.25,112,8,1512,5753,36,18,27,18,18x32,4x32
io4_l2n1n2_l5n1n2_l7n1n2,10.0,9.085,1.25,56,8,1528,2758,37,23,26,23,18x32,4x32
io4_l2n1n2_l5n1n2_l7n1n2_d1d2,10.0,7.966,1.25,112,8,1641,5941,38,21,27,21,18x32,4x32
io4_l2n1n2_l5n1n2_l7n1n4,10.0,8.609,1.25,56,20,2549,3512,41,20,31,20,18x32,4x32
io4_l2n1n2_l5n1n2_l7n1n4_d1d2,10.0,7.966,1.25,112,20,3370,5939,42,18,32,18,18x32,4x32
io4_l2n1n2_l5n1n2_l7n1p1,10.0,7.966,1.25,56,8,1979,2854,36,20,27,20,18x32,4x32
io4_l2n1n2_l5n1n2_l7n1p1_d1d2,10.0,7.966,1.25,112,8,2295,5049,37,18,28,18,18x32,4x32
io4_l2n1n2_l5n1n2_l7n1p2,10.0,9.066,1.25,56,10,2267,3251,38,23,28,23,18x32,4x32
io4_l2n1n2_l5n1n2_l7n1p2_d1d2,10.0,7.966,1.25,112,10,2709,5370,39,21,29,21,18x32,4x32
io4_l2n1n2_l5n1n2_l7n1p4,10.0,8.609,1.25,56,20,2676,3622,42,20,32,20,18x32,4x32
io4_l2n1n2_l5n1n2_l7n1p4_d1d2,10.0,7.966,1.25,112,20,3572,6081,43,18,33,18,18x32,4x32
io4_l2n1n2_l5n1n2_l7p1n1,10.0,7.966,1.25,56,40,7387,6750,159,34,37,34,18x32,4x32
io4_l2n1n2_l5n1n2_l7p1n1_d1d2,10.0,7.966,1.25,160,40,8266,12447,160,32,38,32,18x32,4x32
io4_l2n1n2_l5n1n2_l7p2n1,10.0,8.499,1.25,56,40,7998,8062,287,50,37,50,18x32,4x32
io4_l2n1n2_l5n1n2_l7p2n1_d1d2,10.0,7.966,1.25,160,80,14272,16969,288,35,54,35,18x32,4x32
io4_l2n1n2_l5n1n2_l7p4n1,10.0,8.537,1.25,56,40,7655,9942,543,82,37,82,18x32,4x32
io4_l2n1n2_l5n1n2_l7p4n1_d1d2,10.0,7.966,1.25,160,160,27117,22697,544,32,86,32,18x32,4x32
io4_l2n1n4_l5n1n4_l7n1n1,10.0,7.977,1.25,56,14,2292,3074,47,18,30,18,18x32,4x32
io4_l2n1n4_l5n1n4_l7n1n1_d1d2,10.0,7.966,1.25,112,14,2106,6283,46,12,29,12,18x32,4x32
io4_l2n1n4_l5n1n4_l7n1n2,10.0,9.01,1.25,56,14,2254,3231,49,21,30,21,18x32,4x32
io4_l2n1n4_l5n1n4_l7n1n2_d1d2,10.0,7.966,1.25,112,14,2235,6487,48,15,29,15,18x32,4x32
io4_l2n1n4_l5n1n4_l7n1n4,10.0,7.977,1.25,56,20,2955,3758,53,18,33,18,18x32,4x32
io4_l2n1n4_l5n1n4_l7n1n4_d1d2,10.0,7.966,1.25,112,20,3748,6043,52,12,32,12,18x32,4x32
io4_l2n1n4_l5n1n4_l7n1p1,10.0,7.977,1.25,56,14,2705,3314,48,18,31,18,18x32,4x32
io4_l2n1n4_l5n1n4_l7n1p1_d1d2,10.0,7.966,1.25,112,14,2993,5403,47,12,30,12,18x32,4x32
io4_l2n1n4_l5n1n4_l7n1p2,10.0,8.423,1.25,56,16,2993,3711,50,21,32,21,18x32,4x32
io4_l2n1n4_l5n1n4_l7n1p2_d1d2,10.0,7.966,1.25,112,16,3407,5724,49,15,31,15,18x32,4x32
io4_l2n1n4_l5n1n4_l7n1p4,10.0,7.977,1.25,56,20,3082,3868,54,18,34,18,18x32,4x32
io4_l2n1n4_l5n1n4_l7n1p4_d1d2,10.0,7.966,1.25,112,20,3950,6185,53,12,33,12,18x32,4x32
io4_l2n1n4_l5n1n4_l7p1n1,10.0,7.969,1.25,56,40,7697,6961,171,32,39,32,18x32,4x32
io4_l2n1n4_l5n1n4_l7p1n1_d1d2,10.0,7.966,1.25,160,40,8644,12527,170,26,38,26,18x32,4x32
io4_l2n1n4_l5n1n4_l7p2n1,10.0,8.555,1.25,56,40,8308,8289,299,48,39,48,18x32,4x32
io4_l2n1n4_l5n1n4_l7p2n1_d1d2,10.0,7.966,1.25,160,80,14650,17049,298,29,54,29,18x32,4x32
io4_l2n1n4_l5n1n4_l7p4n1,10.0,8.593,1.25,56,40,7965,10153,555,80,39,80,18x32,4x32
io4_l2n1n4_l5n1n4_l7p4n1_d1d2,10.0,7.966,1.25,160,160,27495,22779,554,26,86,26,18x32,4x32
io4_l2n1p1_l5n1p1_l7n1n1,10.0,7.966,1.25,56,5,1424,2608,34,18,29,18,18x32,4x32
io4_l2n1p1_l5n1p1_l7n1n1_d1d2,10.0,7.966,1.25,112,5,1368,5381,35,18,30,18,18x32,4x32
io4_l2n1p1_l5n1p1_l7n1n2,10.0,8.423,1.25,56,5,1386,2752,36,21,29,21,18x32,4x32
io4_l2n1p1_l5n1p1_l7n1n2_d1d2,10.0,7.966,1.25,112,5,1497,5569,37,21,30,21,18x32,4x32
io4_l2n1p1_l5n1p1_l7n1n4,10.0,7.966,1.25,56,20,2567,3631,40,18,35,18,18x32,4x32
io4_l2n1p1_l5n1p1_l7n1n4_d1d2,10.0,7.966,1.25,112,20,3178,6044,41,18,36,18,18x32,4x32
io4_l2n1p1_l5n1p1_l7n1p1,10.0,7.966,1.25,56,5,1837,2848,35,18,30,18,18x32,4x32
io4_l2n1p1_l5n1p1_l7n1p1_d1d2,10.0,7.966,1.25,112,5,1943,5029,36,18,31,18,18x32,4x32
io4_l2n1p1_l5n1p1_l7n1p2,10.0,8.423,1.25,56,10,2285,3370,37,21,32,21,18x32,4x32
io4_l2n1p1_l5n1p1_l7n1p2_d1d2,10.0,7.966,1.25,112,10,2517,5475,38,21,33,21,18x32,4x32
io4_l2n1p1_l5n1p1_l7n1p4,10.0,7.966,1.25,56,20,2694,3741,41,18,36,18,18x32,4x32
io4_l2n1p1_l5n1p1_l7n1p4_d1d2,10.0,7.966,1.25,112,20,3380,6186,42,18,37,18,18x32,4x32
io4_l2n1p1_l5n1p1_l7p1n1,10.0,7.966,1.25,56,40,7405,6878,158,32,41,32,18x32,4x32
io4_l2n1p1_l5n1p1_l7p1n1_d1d2,10.0,7.966,1.25,160,40,8067,12526,159,32,42,32,18x32,4x32
io4_l2n1p1_l5n1p1_l7p2n1,10.0,8.499,1.25,56,40,8016,8194,286,48,41,48,18x32,4x32
io4_l2n1p1_l5n1p1_l7p2n1_d1d2,10.0,7.966,1.25,160,80,14073,17048,287,35,58,35,18x32,4x32
io4_l2n1p1_l5n1p1_l7p4n1,10.0,8.537,1.25,56,40,7673,10058,542,80,41,80,18x32,4x32
io4_l2n1p1_l5n1p1_l7p4n1_d1d2,10.0,7.966,1.25,160,160,26925,22775,543,32,90,32,18x32,4x32
io4_l2n1p2_l5n1p2_l7n1n1,10.0,7.977,1.25,56,5,1614,2892,41,26,31,26,18x32,4x32
io4_l2n1p2_l5n1p2_l7n1n1_d1d2,10.0,7.977,1.25,112,5,1558,6137,40,24,30,24,18x32,4x32
io4_l2n1p2_l5n1p2_l7n1n2,10.0,9.085,1.25,56,5,1576,3033,43,29,31,29,18x32,4x32
io4_l2n1p2_l5n1p2_l7n1n2_d1d2,10.0,7.966,1.25,112,5,1687,6322,42,27,30,27,18x32,4x32
io4_l2n1p2_l5n1p2_l7n1n4,10.0,8.609,1.25,56,20,2757,3915,47,26,37,26,18x32,4x32
io4_l2n1p2_l5n1p2_l7n1n4_d1d2,10.0,7.977,1.25,112,20,3576,6448,46,24,36,24,18x32,4x32
io4_l2n1p2_l5n1p2_l7n1p1,10.0,7.977,1.25,56,5,2027,3132,42,26,32,26,18x32,4x32
io4_l2n1p2_l5n1p2_l7n1p1_d1d2,10.0,7.977,1.25,112,5,2341,5433,41,24,31,24,18x32,4x32
io4_l2n1p2_l5n1p2_l7n1p2,10.0,9.066,1.25,56,10,2475,3654,44,29,34,29,18x32,4x32
io4_l2n1p2_l5n1p2_l7n1p2_d1d2,10.0,7.977,1.25,112,10,2915,5879,43,27,33,27,18x32,4x32
io4_l2n1p2_l5n1p2_l7n1p4,10.0,8.609,1.25,56,20,2884,4025,48,26,38,26,18x32,4x32
io4_l2n1p2_l5n1p2_l7n1p4_d1d2,10.0,7.977,1.25,112,20,3778,6590,47,24,37,24,18x32,4x32
io4_l2n1p2_l5n1p2_l7p1n1,10.0,7.969,1.25,56,40,7563,7141,165,40,43,40,18x32,4x32
io4_l2n1p2_l5n1p2_l7p1n1_d1d2,10.0,7.969,1.25,160,40,8440,12907,164,38,42,38,18x32,4x32
io4_l2n1p2_l5n1p2_l7p2n1,10.0,8.555,1.25,56,40,8167,8457,293,56,43,56,18x32,4x32
io4_l2n1p2_l5n1p2_l7p2n1_d1d2,10.0,7.969,1.25,160,80,14439,17429,292,41,58,41,18x32,4x32
io4_l2n1p2_l5n1p2_l7p4n1,10.0,8.593,1.25,56,40,7831,10321,549,88,43,88,18x32,4x32
io4_l2n1p2_l5n1p2_l7p4n1_d1d2,10.0,7.969,1.25,160,160,27291,23158,548,38,90,38,18x32,4x32
io4_l2n1p4_l5n1p4_l7n1n1,10.0,7.966,1.25,56,5,1958,3152,55,24,35,24,18x32,4x32
io4_l2n1p4_l5n1p4_l7n1n1_d1d2,10.0,7.966,1.25,112,5,1880,6333,50,18,30,18,18x32,4x32
io4_l2n1p4_l5n1p4_l7n1n2,10.0,9.01,1.25,56,5,1920,3293,57,27,35,27,18x32,4x32
io4_l2n1p4_l5n1p4_l7n1n2_d1d2,10.0,7.969,1.25,112,5,2009,6518,52,21,30,21,18x32,4x32
io4_l2n1p4_l5n1p4_l7n1n4,10.0,7.966,1.25,56,20,3101,4175,61,24,41,24,18x32,4x32
io4_l2n1p4_l5n1p4_l7n1n4_d1d2,10.0,7.966,1.25,112,20,4002,6468,56,18,36,18,18x32,4x32
io4_l2n1p4_l5n1p4_l7n1p1,10.0,7.966,1.25,56,5,2371,3392,56,24,36,24,18x32,4x32
io4_l2n1p4_l5n1p4_l7n1p1_d1d2,10.0,7.966,1.25,112,5,2767,5453,51,18,31,18,18x32,4x32
io4_l2n1p4_l5n1p4_l7n1p2,10.0,8.423,1.25,56,10,2819,3914,58,27,38,27,18x32,4x32
io4_l2n1p4_l5n1p4_l7n1p2_d1d2,10.0,7.966,1.25,112,10,3341,5899,53,21,33,21,18x32,4x32
io4_l2n1p4_l5n1p4_l7n1p4,10.0,7.966,1.25,56,20,3228,4285,62,24,42,24,18x32,4x32
io4_l2n1p4_l5n1p4_l7n1p4_d1d2,10.0,7.966,1.25,112,20,4204,6610,57,18,37,18,18x32,4x32
io4_l2n1p4_l5n1p4_l7p1n1,10.0,8.518,1.25,56,40,7843,7389,179,38,47,38,18x32,4x32
io4_l2n1p4_l5n1p4_l7p1n1_d1d2,10.0,8.518,1.25,160,40,8788,12915,174,32,42,32,18x32,4x32
io4_l2n1p4_l5n1p4_l7p2n1,10.0,8.537,1.25,56,40,8440,8705,307,54,47,54,18x32,4x32
io4_l2n1p4_l5n1p4_l7p2n1_d1d2,10.0,8.518,1.25,160,80,14801,17437,302,35,58,35,18x32,4x32
io4_l2n1p4_l5n1p4_l7p4n1,10.0,8.574,1.25,56,40,8097,10585,563,86,47,86,18x32,4x32
io4_l2n1p4_l5n1p4_l7p4n1_d1d2,10.0,8.518,1.25,160,160,27653,23166,558,32,90,32,18x32,4x32
io4_l2p1n1_l5p1n1_l7n1n1,10.0,8.834,1.25,56,17,3383,11061,383,70,67,70,18x32,4x32
io4_l2p1n1_l5p1n1_l7n1n1_d1d2,10.0,8.612,1.25,176,26,3999,17494,356,70,43,70,18x32,4x32
io4_l2p1n1_l5p1n1_l7n1n2,10.0,9.751,1.25,56,17,3345,11174,385,73,67,73,18x32,4x32
io4_l2p1n1_l5p1n1_l7n1n2_d1d2,10.0,8.62,1.25,176,26,4128,17654,358,73,43,73,18x32,4x32
io4_l2p1n1_l5p1n1_l7n1n4,10.0,8.834,1.25,56,23,4046,11723,389,70,70,70,18x32,4x32
io4_l2p1n1_l5p1n1_l7n1n4_d1d2,10.0,8.612,1.25,176,32,6057,16550,362,70,46,70,18x32,4x32
io4_l2p1n1_l5p1n1_l7n1p1,10.0,8.834,1.25,56,17,3796,11329,384,70,68,70,18x32,4x32
io4_l2p1n1_l5p1n1_l7n1p1_d1d2,10.0,8.612,1.25,176,26,5302,15938,357,70,44,70,18x32,4x32
io4_l2p1n1_l5p1n1_l7n1p2,10.0,9.164,1.25,56,19,4084,11722,386,73,69,73,18x32,4x32
io4_l2p1n1_l5p1n1_l7n1p2_d1d2,10.0,8.612,1.25,176,28,5716,16259,359,73,45,73,18x32,4x32
io4_l2p1n1_l5p1n1_l7n1p4,10.0,8.834,1.25,56,23,4173,11861,390,70,71,70,18x32,4x32
io4_l2p1n1_l5p1n1_l7n1p4_d1d2,10.0,8.612,1.25,176,32,6259,16720,363,70,47,70,18x32,4x32
io4_l2p1n1_l5p1n1_l7p1n1,10.0,8.827,1.25,56,40,8596,14788,507,84,75,84,18x32,4x32
io4_l2p1n1_l5p1n1_l7p1n1_d1d2,10.0,8.612,1.25,224,40,10281,22438,480,84,48,84,18x32,4x32
io4_l2p1n1_l5p1n1_l7p2n1,10.0,8.865,1.25,56,40,9207,16069,635,100,75,100,18x32,4x32
io4_l2p1n1_l5p1n1_l7p2n1_d1d2,10.0,8.612,1.25,224,80,16287,26480,608,87,64,87,18x32,4x32
io4_l2p1n1_l5p1n1_l7p4n1,10.0,8.885,1.25,56,40,8832,17872,891,132,75,132,18x32,4x32
io4_l2p1n1_l5p1n1_l7p4n1_d1d2,10.0,8.612,1.25,224,160,29132,32696,864,84,96,84,18x32,4x32
io4_l2p2n1_l5p2n1_l7n1n1,10.0,9.475,1.25,56,11,9621,12081,639,76,65,76,18x32,4x32
io4_l2p2n1_l5p2n1_l7n1n1_d1d2,10.0,8.574,1.25,128,26,11921,18592,612,76,43,76,18x32,4x32
io4_l2p2n1_l5p2n1_l7n1n2,10.0,10.062,1.25,56,11,9519,12192,641,79,65,79,18x32,4x32
io4_l2p2n1_l5p2n1_l7n1n2_d1d2,10.0,8.865,1.25,128,26,12050,18747,614,79,43,79,18x32,4x32
io4_l2p2n1_l5p2n1_l7n1n4,10.0,9.475,1.25,56,20,10380,12867,645,76,69,76,18x32,4x32
io4_l2p2n1_l5p2n1_l7n1n4_d1d2,10.0,8.582,1.25,128,32,13407,18601,618,76,46,76,18x32,4x32
io4_l2p2n1_l5p2n1_l7n1p1,10.0,9.475,1.25,56,11,9906,12349,640,76,66,76,18x32,4x32
