prj,vivado_dynamic_pwr(mW),Total LUTs,Logic LUTs,LUTRAMs,SRLs,FFs,RAMB36,RAMB18,DSP48 Blocks,freq(MHz)
io2_l2n1p2_l5n1p2_l7p1n1_d1d2,44.710,3887,3887,0,0,4066,28,0,20,100
io2_l2n1p2_l5n1p2_l7p2n1,45.148,3828,3828,0,0,3650,28,0,20,100
io2_l2n1p2_l5n1p2_l7p2n1_d1d2,59.806,6100,6100,0,0,7046,28,0,40,100
io2_l2p1n1_l5p1n1_l7n1n1,97.981,8087,8087,0,0,8501,24,0,149,100
io2_l2p1n1_l5p1n1_l7n1n1_d1d2,85.921,13673,13673,0,0,17209,28,0,50,100
io2_l2p1n1_l5p1n1_l7n1n2,89.434,8127,8127,0,0,8449,28,0,145,100
io2_l2p1n1_l5p1n1_l7n1n2_d1d2,95.837,14591,14591,0,0,25465,28,0,95,100
io2_l2p1n1_l5p1n1_l7n1p1,90.134,7770,7762,0,8,8225,28,0,134,100
io2_l2p1n1_l5p1n1_l7n1p1_d1d2,78.209,13600,13592,0,8,17129,28,0,47,100
io2_l2p1n1_l5p1n1_l7n1p2,93.321,8077,8069,0,8,8343,28,0,139,100
io2_l2p1n1_l5p1n1_l7n1p2_d1d2,79.262,13748,13741,0,7,17190,28,0,43,100
io2_l2p1n1_l5p1n1_l7p1n1,88.398,9133,9133,0,0,9285,24,0,122,100
io2_l2p1n1_l5p1n1_l7p1n1_d1d2,129.918,18675,18675,0,0,22377,28,0,182,100
io2_l2p1n1_l5p1n1_l7p2n1,83.536,9188,9188,0,0,9071,28,0,119,100
io2_l2p1n1_l5p1n1_l7p2n1_d1d2,98.665,17772,17772,0,0,28388,28,0,70,100
io2_l2p2n1_l5p2n1_l7n1n1,265.069,14151,11768,0,2383,21128,28,0,26,100
io2_l2p2n1_l5p2n1_l7n1n1_d1d2,282.714,18257,14979,0,3278,25406,28,0,52,100
io2_l2p2n1_l5p2n1_l7n1n2,273.015,14293,11910,0,2383,20910,28,0,26,100
io2_l2p2n1_l5p2n1_l7n1n2_d1d2,283.168,18130,14852,0,3278,25274,28,0,52,100
io2_l2p2n1_l5p2n1_l7n1p1,273.082,14195,11804,0,2391,20268,28,0,26,100
io2_l2p2n1_l5p2n1_l7n1p1_d1d2,356.150,18153,14867,0,3286,25346,26,0,52,100
io2_l2p2n1_l5p2n1_l7n1p2,282.053,14178,11787,0,2391,20943,28,0,26,100
io2_l2p2n1_l5p2n1_l7n1p2_d1d2,350.746,18556,15271,0,3285,25305,24,0,52,100
io2_l2p2n1_l5p2n1_l7p1n1,275.451,15758,13375,0,2383,22663,28,0,26,100
io2_l2p2n1_l5p2n1_l7p1n1_d1d2,360.115,19735,16457,0,3278,26917,28,0,52,100
io2_l2p2n1_l5p2n1_l7p2n1,277.866,15671,13285,0,2386,22572,28,0,26,100
io2_l2p2n1_l5p2n1_l7p2n1_d1d2,369.431,21020,17742,0,3278,28293,28,0,52,100
io4_l2n1n1_l5n1n1_l7n1n1,21.680,1121,1121,0,0,1119,28,0,5,100
io4_l2n1n1_l5n1n1_l7n1n1_d1d2,37.198,2268,2268,0,0,1630,0,112,5,100
io4_l2n1n1_l5n1n1_l7n1n2,20.796,1248,1248,0,0,859,28,0,5,100
io4_l2n1n1_l5n1n1_l7n1n2_d1d2,38.751,2364,2364,0,0,1640,0,112,5,100
io4_l2n1n1_l5n1n1_l7n1n4,35.597,2014,2014,0,0,1772,28,0,20,100
io4_l2n1n1_l5n1n1_l7n1n4_d1d2,51.424,3134,3134,0,0,2403,0,112,20,100
io4_l2n1n1_l5n1n1_l7n1p1,22.309,1183,1175,0,8,1159,28,0,5,100
io4_l2n1n1_l5n1n1_l7n1p1_d1d2,38.696,2327,2319,0,8,1662,0,112,5,100
io4_l2n1n1_l5n1n1_l7n1p2,26.063,1491,1483,0,8,1301,28,0,10,100
io4_l2n1n1_l5n1n1_l7n1p2_d1d2,44.143,2631,2623,0,8,1927,0,112,10,100
io4_l2n1n1_l5n1n1_l7n1p4,35.582,2014,2007,0,7,1803,28,0,20,100
io4_l2n1n1_l5n1n1_l7n1p4_d1d2,51.807,3167,3161,0,6,2435,0,112,20,100
io4_l2n1n1_l5n1n1_l7p1n1,60.471,5422,5422,0,0,6200,28,0,40,100
io4_l2n1n1_l5n1n1_l7p1n1_d1d2,75.184,6945,6945,0,0,6562,48,64,40,100
io4_l2n1n1_l5n1n1_l7p2n1,60.988,5634,5634,0,0,6756,28,0,40,100
io4_l2n1n1_l5n1n1_l7p2n1_d1d2,106.429,11603,11603,0,0,11901,44,48,80,100
io4_l2n1n1_l5n1n1_l7p4n1,59.934,5609,5609,0,0,6340,28,0,40,100
io4_l2n1n1_l5n1n1_l7p4n1_d1d2,182.739,19863,19863,0,0,22541,45,48,160,100
io4_l2n1n2_l5n1n2_l7n1n1,25.840,1453,1453,0,0,1223,28,0,8,100
io4_l2n1n2_l5n1n2_l7n1n1_d1d2,38.357,2492,2492,0,0,1749,0,112,8,100
io4_l2n1n2_l5n1n2_l7n1n2,25.527,1520,1520,0,0,1093,28,0,8,100
io4_l2n1n2_l5n1n2_l7n1n2_d1d2,38.178,2580,2580,0,0,1754,0,112,8,100
io4_l2n1n2_l5n1n2_l7n1n4,36.547,2260,2260,0,0,1814,28,0,20,100
io4_l2n1n2_l5n1n2_l7n1n4_d1d2,48.376,3289,3289,0,0,2463,0,112,20,100
io4_l2n1n2_l5n1n2_l7n1p1,27.231,1485,1477,0,8,1263,28,0,8,100
io4_l2n1n2_l5n1n2_l7n1p1_d1d2,38.039,2503,2495,0,8,1778,0,112,8,100
io4_l2n1n2_l5n1n2_l7n1p2,28.199,1718,1710,0,8,1329,28,0,10,100
io4_l2n1n2_l5n1n2_l7n1p2_d1d2,40.964,2819,2811,0,8,1985,0,112,10,100
io4_l2n1n2_l5n1n2_l7n1p4,39.180,2261,2255,0,6,1847,28,0,20,100
io4_l2n1n2_l5n1n2_l7n1p4_d1d2,49.250,3348,3342,0,6,2492,0,112,20,100
io4_l2n1n2_l5n1n2_l7p1n1,60.730,5521,5521,0,0,6235,28,0,40,100
io4_l2n1n2_l5n1n2_l7p1n1_d1d2,74.398,6954,6954,0,0,6614,48,64,40,100
io4_l2n1n2_l5n1n2_l7p2n1,61.507,5781,5781,0,0,6803,28,0,40,100
io4_l2n1n2_l5n1n2_l7p2n1_d1d2,107.093,11295,11295,0,0,11896,32,48,80,100
io4_l2n1n2_l5n1n2_l7p4n1,62.802,5819,5819,0,0,6378,28,0,40,100
io4_l2n1n2_l5n1n2_l7p4n1_d1d2,187.781,20086,20086,0,0,22739,44,64,160,100
io4_l2n1n4_l5n1n4_l7n1n1,31.239,1668,1668,0,0,1743,28,0,14,100
io4_l2n1n4_l5n1n4_l7n1n1_d1d2,41.519,2718,2718,0,0,1949,0,112,14,100
io4_l2n1n4_l5n1n4_l7n1n2,29.630,1731,1731,0,0,1491,28,0,14,100
io4_l2n1n4_l5n1n4_l7n1n2_d1d2,42.008,2790,2790,0,0,1956,0,112,14,100
io4_l2n1n4_l5n1n4_l7n1n4,36.088,2319,2319,0,0,2210,28,0,20,100
io4_l2n1n4_l5n1n4_l7n1n4_d1d2,47.358,3428,3428,0,0,2531,0,112,20,100
io4_l2n1n4_l5n1n4_l7n1p1,30.977,1702,1694,0,8,1783,28,0,14,100
io4_l2n1n4_l5n1n4_l7n1p1_d1d2,40.378,2757,2749,0,8,1981,0,112,14,100
io4_l2n1n4_l5n1n4_l7n1p2,32.924,1944,1936,0,8,1861,28,0,16,100
io4_l2n1n4_l5n1n4_l7n1p2_d1d2,44.027,2995,2987,0,8,2174,0,112,16,100
io4_l2n1n4_l5n1n4_l7n1p4,34.127,2402,2396,0,6,2240,28,0,20,100
io4_l2n1n4_l5n1n4_l7n1p4_d1d2,47.180,3457,3451,0,6,2564,0,112,20,100
io4_l2n1n4_l5n1n4_l7p1n1,57.922,5750,5750,0,0,6543,28,0,40,100
io4_l2n1n4_l5n1n4_l7p1n1_d1d2,72.679,7158,7158,0,0,6687,48,64,40,100
io4_l2n1n4_l5n1n4_l7p2n1,59.422,6016,6016,0,0,6995,28,0,40,100
io4_l2n1n4_l5n1n4_l7p2n1_d1d2,111.551,12083,12083,0,0,12152,48,64,80,100
io4_l2n1n4_l5n1n4_l7p4n1,61.034,6001,6001,0,0,6635,28,0,40,100
io4_l2n1n4_l5n1n4_l7p4n1_d1d2,184.197,20147,20147,0,0,22981,40,64,160,100
io4_l2n1p1_l5n1p1_l7n1n1,28.210,1492,1492,0,0,1286,28,0,5,100
io4_l2n1p1_l5n1p1_l7n1n1_d1d2,53.242,2606,2606,0,0,1804,0,112,5,100
io4_l2n1p1_l5n1p1_l7n1n2,27.524,1587,1587,0,0,1033,28,0,5,100
io4_l2n1p1_l5n1p1_l7n1n2_d1d2,54.171,2667,2667,0,0,1808,0,112,5,100
io4_l2n1p1_l5n1p1_l7n1n4,41.753,2327,2327,0,0,1939,28,0,20,100
io4_l2n1p1_l5n1p1_l7n1n4_d1d2,66.182,3451,3451,0,0,2578,0,112,20,100
io4_l2n1p1_l5n1p1_l7n1p1,30.179,1520,1512,0,8,1326,28,0,5,100
io4_l2n1p1_l5n1p1_l7n1p1_d1d2,54.881,2659,2651,0,8,1835,0,112,5,100
io4_l2n1p1_l5n1p1_l7n1p2,32.953,1846,1838,0,8,1470,28,0,10,100
io4_l2n1p1_l5n1p1_l7n1p2_d1d2,60.085,2940,2932,0,8,2102,0,112,10,100
io4_l2n1p1_l5n1p1_l7n1p4,41.825,2367,2360,0,7,1974,28,0,20,100
io4_l2n1p1_l5n1p1_l7n1p4_d1d2,67.942,3480,3474,0,6,2609,0,112,20,100
io4_l2n1p1_l5n1p1_l7p1n1,66.885,5813,5813,0,0,6359,28,0,40,100
io4_l2n1p1_l5n1p1_l7p1n1_d1d2,92.733,7351,7351,0,0,6737,48,64,40,100
io4_l2n1p1_l5n1p1_l7p2n1,65.919,5976,5976,0,0,6713,28,0,40,100
io4_l2n1p1_l5n1p1_l7p2n1_d1d2,117.380,12190,12190,0,0,13084,46,48,80,100
io4_l2n1p1_l5n1p1_l7p4n1,66.708,6747,6747,0,0,6585,28,0,40,100
io4_l2n1p1_l5n1p1_l7p4n1_d1d2,201.037,19996,19996,0,0,22734,48,64,160,100
io4_l2n1p2_l5n1p2_l7n1n1,28.602,1707,1707,0,0,1349,28,0,5,100
io4_l2n1p2_l5n1p2_l7n1n1_d1d2,45.295,2934,2934,0,0,1997,0,112,5,100
io4_l2n1p2_l5n1p2_l7n1n2,28.047,1821,1821,0,0,1224,28,0,5,100
io4_l2n1p2_l5n1p2_l7n1n2_d1d2,45.825,2962,2962,0,0,2001,0,112,5,100
io4_l2n1p2_l5n1p2_l7n1n4,41.671,2513,2513,0,0,2005,28,0,20,100
io4_l2n1p2_l5n1p2_l7n1n4_d1d2,58.027,3779,3779,0,0,2771,0,112,20,100
io4_l2n1p2_l5n1p2_l7n1p1,29.512,1697,1689,0,8,1393,28,0,5,100
io4_l2n1p2_l5n1p2_l7n1p1_d1d2,44.882,2947,2939,0,8,2028,0,112,5,100
io4_l2n1p2_l5n1p2_l7n1p2,31.892,2035,2027,0,8,1531,28,0,10,100
io4_l2n1p2_l5n1p2_l7n1p2_d1d2,49.414,3261,3253,0,8,2288,0,112,10,100
io4_l2n1p2_l5n1p2_l7n1p4,41.280,2525,2519,0,6,2039,28,0,20,100
io4_l2n1p2_l5n1p2_l7n1p4_d1d2,58.748,3798,3792,0,6,2803,0,112,20,100
io4_l2n1p2_l5n1p2_l7p1n1,65.180,6076,6076,0,0,6389,28,0,40,100
io4_l2n1p2_l5n1p2_l7p1n1_d1d2,83.345,7375,7375,0,0,6897,48,64,40,100
io4_l2n1p2_l5n1p2_l7p2n1,66.361,6190,6190,0,0,6937,28,0,40,100
io4_l2n1p2_l5n1p2_l7p2n1_d1d2,121.301,11758,11758,0,0,12131,46,64,80,100
io4_l2n1p2_l5n1p2_l7p4n1,65.248,6343,6343,0,0,6529,28,0,40,100
io4_l2n1p2_l5n1p2_l7p4n1_d1d2,186.105,20432,20432,0,0,22841,48,64,160,100
io4_l2n1p4_l5n1p4_l7n1n1,27.353,1773,1773,0,0,1409,28,0,5,100
io4_l2n1p4_l5n1p4_l7n1n1_d1d2,38.695,2826,2826,0,0,1929,0,112,5,100
io4_l2n1p4_l5n1p4_l7n1n2,27.993,1891,1891,0,0,1419,28,0,5,100
io4_l2n1p4_l5n1p4_l7n1n2_d1d2,37.300,2809,2809,0,0,1933,0,112,5,100
io4_l2n1p4_l5n1p4_l7n1n4,38.761,2616,2616,0,0,2126,28,0,20,100
io4_l2n1p4_l5n1p4_l7n1n4_d1d2,51.620,3678,3678,0,0,2705,0,112,20,100
io4_l2n1p4_l5n1p4_l7n1p1,26.473,1801,1793,0,8,1449,28,0,5,100
io4_l2n1p4_l5n1p4_l7n1p1_d1d2,38.477,2770,2762,0,8,1959,0,112,5,100
io4_l2n1p4_l5n1p4_l7n1p2,33.742,2109,2101,0,8,1718,28,0,10,100
io4_l2n1p4_l5n1p4_l7n1p2_d1d2,43.330,3078,3070,0,8,2219,0,112,10,100
io4_l2n1p4_l5n1p4_l7n1p4,39.428,2645,2638,0,7,2159,28,0,20,100
io4_l2n1p4_l5n1p4_l7n1p4_d1d2,50.816,3619,3613,0,6,2735,0,112,20,100
io4_l2n1p4_l5n1p4_l7p1n1,63.281,5968,5968,0,0,6451,28,0,40,100
io4_l2n1p4_l5n1p4_l7p1n1_d1d2,74.384,7251,7251,0,0,6754,48,64,40,100
io4_l2n1p4_l5n1p4_l7p2n1,65.351,6420,6420,0,0,7180,28,0,40,100
io4_l2n1p4_l5n1p4_l7p2n1_d1d2,112.339,11905,11905,0,0,12103,44,64,80,100
io4_l2n1p4_l5n1p4_l7p4n1,64.875,6286,6286,0,0,6739,28,0,40,100
io4_l2n1p4_l5n1p4_l7p4n1_d1d2,177.344,20512,20512,0,0,23177,37,44,160,100
io4_l2p1n1_l5p1n1_l7n1n1,40.074,2846,2846,0,0,2701,28,0,17,100
io4_l2p1n1_l5p1n1_l7n1n1_d1d2,53.765,4227,4227,0,0,3419,64,48,26,100
io4_l2p1n1_l5p1n1_l7n1n2,41.278,2975,2975,0,0,2361,28,0,17,100
io4_l2p1n1_l5p1n1_l7n1n2_d1d2,55.133,4245,4245,0,0,3427,64,48,26,100
io4_l2p1n1_l5p1n1_l7n1n4,41.931,3528,3528,0,0,3161,28,0,23,100
io4_l2p1n1_l5p1n1_l7n1n4_d1d2,59.852,4915,4915,0,0,4002,64,48,32,100
io4_l2p1n1_l5p1n1_l7n1p1,43.044,2840,2832,0,8,2736,28,0,17,100
io4_l2p1n1_l5p1n1_l7n1p1_d1d2,54.891,4250,4242,0,8,3453,64,48,26,100
io4_l2p1n1_l5p1n1_l7n1p2,42.319,3066,3058,0,8,2592,28,0,19,100
io4_l2p1n1_l5p1n1_l7n1p2_d1d2,56.985,4516,4508,0,8,3651,64,48,28,100
io4_l2p1n1_l5p1n1_l7n1p4,41.999,3455,3449,0,6,3162,28,0,23,100
io4_l2p1n1_l5p1n1_l7n1p4_d1d2,60.667,4927,4921,0,6,4031,64,48,32,100
io4_l2p1n1_l5p1n1_l7p1n1,64.667,6695,6695,0,0,7292,28,0,40,100
io4_l2p1n1_l5p1n1_l7p1n1_d1d2,72.908,8304,8304,0,0,8166,112,0,40,100
io4_l2p1n1_l5p1n1_l7p2n1,62.793,7119,7119,0,0,7633,28,0,40,100
io4_l2p1n1_l5p1n1_l7p2n1_d1d2,112.318,12654,12654,0,0,13287,96,0,80,100
io4_l2p1n1_l5p1n1_l7p4n1,65.329,7169,7169,0,0,7404,28,0,40,100
io4_l2p1n1_l5p1n1_l7p4n1_d1d2,180.554,21324,21324,0,0,23648,108,0,160,100
io4_l2p2n1_l5p2n1_l7n1n1,54.999,7178,7178,0,0,7569,28,0,11,100
io4_l2p2n1_l5p2n1_l7n1n1_d1d2,76.302,10283,10283,0,0,10015,16,96,26,100
io4_l2p2n1_l5p2n1_l7n1n2,53.139,7141,7141,0,0,7518,28,0,11,100
io4_l2p2n1_l5p2n1_l7n1n2_d1d2,79.655,10034,10034,0,0,9746,16,96,26,100
io4_l2p2n1_l5p2n1_l7n1n4,59.644,8004,8004,0,0,8104,28,0,20,100
io4_l2p2n1_l5p2n1_l7n1n4_d1d2,78.986,10685,10685,0,0,10671,16,96,32,100
io4_l2p2n1_l5p2n1_l7n1p1,54.431,7189,7181,0,8,7484,28,0,11,100
io4_l2p2n1_l5p2n1_l7n1p1_d1d2,80.501,10029,10021,0,8,9855,16,96,26,100
io4_l2p2n1_l5p2n1_l7n1p2,54.983,7485,7477,0,8,7754,28,0,13,100
io4_l2p2n1_l5p2n1_l7n1p2_d1d2,78.798,10406,10398,0,8,10194,16,92,28,100
io4_l2p2n1_l5p2n1_l7n1p4,59.189,7865,7858,0,7,8165,28,0,20,100
io4_l2p2n1_l5p2n1_l7n1p4_d1d2,79.095,10727,10721,0,6,10577,16,96,32,100
io4_l2p2n1_l5p2n1_l7p1n1,80.270,11018,11018,0,0,12485,28,0,40,100
io4_l2p2n1_l5p2n1_l7p1n1_d1d2,90.383,14166,14166,0,0,13780,60,48,40,100
io4_l2p2n1_l5p2n1_l7p2n1,79.787,11553,11553,0,0,12852,28,0,40,100
io4_l2p2n1_l5p2n1_l7p2n1_d1d2,127.395,18272,18272,0,0,19035,56,48,80,100
io4_l2p2n1_l5p2n1_l7p4n1,80.377,11435,11435,0,0,12428,28,0,40,100
io4_l2p2n1_l5p2n1_l7p4n1_d1d2,199.114,27004,27004,0,0,29842,64,48,160,100
io4_l2p4n1_l5p4n1_l7n1n1,344.982,26147,21399,0,4748,36195,28,0,46,100
io4_l2p4n1_l5p4n1_l7n1n1_d1d2,612.288,38304,31892,0,6412,51783,64,32,101,100
io4_l2p4n1_l5p4n1_l7n1n2,348.831,25904,21156,0,4748,35433,28,0,46,100
io4_l2p4n1_l5p4n1_l7n1n2_d1d2,621.115,38499,32087,0,6412,52385,64,48,101,100
io4_l2p4n1_l5p4n1_l7n1n4,436.423,25902,21154,0,4748,35977,28,0,46,100
io4_l2p4n1_l5p4n1_l7n1n4_d1d2,623.781,38529,32117,0,6412,52878,64,48,101,100
io4_l2p4n1_l5p4n1_l7n1p1,447.285,25769,21013,0,4756,36149,28,0,46,100
io4_l2p4n1_l5p4n1_l7n1p1_d1d2,756.219,38586,32166,0,6420,51994,60,48,101,100
io4_l2p4n1_l5p4n1_l7n1p2,460.447,25957,21201,0,4756,36014,28,0,46,100
io4_l2p4n1_l5p4n1_l7n1p2_d1d2,781.730,38716,32296,0,6420,50681,64,48,101,100
io4_l2p4n1_l5p4n1_l7n1p4,478.253,26337,21582,0,4755,36003,28,0,46,100
io4_l2p4n1_l5p4n1_l7n1p4_d1d2,779.704,38717,32299,0,6418,52732,64,44,101,100
io4_l2p4n1_l5p4n1_l7p1n1,459.863,28328,23580,0,4748,38410,28,0,46,100
io4_l2p4n1_l5p4n1_l7p1n1_d1d2,812.749,41197,34785,0,6412,55412,112,0,101,100
io4_l2p4n1_l5p4n1_l7p2n1,468.740,28547,23799,0,4748,39301,28,0,46,100
io4_l2p4n1_l5p4n1_l7p2n1_d1d2,816.966,43174,36762,0,6412,57553,108,0,101,100
io4_l2p4n1_l5p4n1_l7p4n1,470.961,28745,23997,0,4748,38763,28,0,46,100
io4_l2p4n1_l5p4n1_l7p4n1_d1d2,875.218,51065,44653,0,6412,66790,112,0,160,100
io8_l2n1n1_l5n1n1_l7n1n1,27.109,1608,1608,0,0,1116,0,56,5,100
io8_l2n1n1_l5n1n1_l7n1n1_d1d2,107.376,7436,7436,0,0,4773,0,448,5,100
io8_l2n1n1_l5n1n1_l7n1n2,24.998,1671,1671,0,0,1115,0,56,5,100
io8_l2n1n1_l5n1n1_l7n1n2_d1d2,94.814,7328,7328,0,0,4803,0,448,5,100
io8_l2n1n1_l5n1n1_l7n1n4,26.211,1829,1829,0,0,1136,0,56,5,100
io8_l2n1n1_l5n1n1_l7n1n4_d1d2,96.187,7468,7468,0,0,4810,0,448,5,100
io8_l2n1n1_l5n1n1_l7n1n8,59.099,3587,3587,0,0,2816,0,56,40,100
io8_l2n1n1_l5n1n1_l7n1n8_d1d2,133.531,9342,9342,0,0,6585,0,448,40,100
io8_l2n1n1_l5n1n1_l7n1p1,26.644,1632,1624,0,8,1144,0,56,5,100
io8_l2n1n1_l5n1n1_l7n1p1_d1d2,108.157,7458,7448,0,10,4806,0,448,5,100
io8_l2n1n1_l5n1n1_l7n1p2,31.376,2056,2049,0,7,1468,0,56,10,100
io8_l2n1n1_l5n1n1_l7n1p2_d1d2,111.765,7540,7531,0,9,5073,0,448,10,100
io8_l2n1n1_l5n1n1_l7n1p4,40.474,2505,2498,0,7,1931,0,56,20,100
io8_l2n1n1_l5n1n1_l7n1p4_d1d2,122.505,8337,8326,0,11,5594,0,448,20,100
io8_l2n1n1_l5n1n1_l7n1p8,57.651,3614,3609,0,5,2845,0,56,40,100
io8_l2n1n1_l5n1n1_l7n1p8_d1d2,135.819,9343,9336,0,7,6612,0,448,40,100
io8_l2n1n1_l5n1n1_l7p1n1,99.255,8885,8885,0,0,9557,24,32,80,100
io8_l2n1n1_l5n1n1_l7p1n1_d1d2,167.221,16568,16568,0,0,9708,192,256,80,100
io8_l2n1n1_l5n1n1_l7p2n1,102.822,10304,10304,0,0,11647,24,32,80,100
io8_l2n1n1_l5n1n1_l7p2n1_d1d2,246.294,31050,31050,0,0,28590,188,256,160,100
io8_l2n1n1_l5n1n1_l7p4n1,105.088,10880,10880,0,0,12886,24,32,80,100
io8_l2n1n1_l5n1n1_l7p4n1_d1d2,379.831,37991,37991,0,0,37040,192,256,320,100
io8_l2n1n1_l5n1n1_l7p8n1,103.660,10779,10779,0,0,12020,24,32,80,100
io8_l2n1n1_l5n1n1_l7p8n1_d1d2,681.215,65946,65946,0,0,72372,185,256,640,100
io8_l2n1n2_l5n1n2_l7n1n1,25.005,1682,1682,0,0,1185,0,56,5,100
