prj,total_pwr(uW),static_pwr(uW),dynamic_pwr(mW),vivado_dynamic_pwr(mW),Total LUTs,Logic LUTs,LUTRAMs,SRLs,FFs,RAMB36,RAMB18,URAM,DSP48 Blocks
io2_l2n1p1_l5n1p1_l7n1p1,369333.08219178085,356073.1666666667,13.259915525114163,23.257,1536,1527,0,9,1217,28,0,0,7
io2_l2n1p1_l5n1p1_l7n1p1_d1d2,372023.97297297296,357535.0,14.48897297297296,24.415,1958,1948,0,10,1262,28,0,0,7
io2_l2n1p1_l5n1p1_l7n1p2,371686.6233766234,357266.8611111111,14.419762265512254,28.568,2044,2035,0,9,1671,28,0,0,14
io2_l2n1p1_l5n1p1_l7n1p2_d1d2,373613.24324324325,359210.0588235294,14.403184419713856,29.331,2453,2444,0,9,1779,28,0,0,14
io2_l2n1p1_l5n1p1_l7p1n1,383252.0,369126.3783783784,14.125621621621598,43.193,5114,5114,0,0,4473,28,0,0,28
io2_l2n1p1_l5n1p1_l7p1n1_d1d2,385595.35135135136,369865.1282051282,15.730223146223173,42.424,5658,5658,0,0,4505,28,0,0,28
io2_l2n1p1_l5n1p1_l7p2n1,383352.012987013,367633.4210526316,15.718591934381402,43.934,5225,5225,0,0,4693,28,0,0,28
io2_l2n1p1_l5n1p1_l7p2n1_d1d2,397879.44,381780.7368421053,16.09870315789472,60.838,9127,9127,0,0,7782,28,0,0,56
io2_l2n1p2_l5n1p2_l7n1n1,368734.3333333333,354738.55555555556,13.995777777777752,20.835,1303,1303,0,0,861,28,0,0,5
io2_l2n1p2_l5n1p2_l7n1n1_d1d2,371089.83561643836,356015.74358974356,15.074092026694794,21.782,1696,1696,0,0,1224,28,0,0,5
io2_l2n1p2_l5n1p2_l7n1n2,370015.2727272727,357294.0,12.721272727272707,24.485,1601,1601,0,0,1120,28,0,0,10
io2_l2n1p2_l5n1p2_l7n1n2_d1d2,372404.8493150685,355539.7027027027,16.865146612365788,21.846,1720,1720,0,0,1263,28,0,0,5
io2_l2n1p2_l5n1p2_l7n1p1,372094.9871794872,356808.36842105264,15.286618758434546,23.781,1570,1561,0,9,1087,28,0,0,7
io2_l2n1p2_l5n1p2_l7n1p1_d1d2,373662.30263157893,357010.25,16.652052631578933,24.148,1947,1937,0,10,1452,28,0,0,7
io2_l2n1p2_l5n1p2_l7n1p2,373153.0133333333,357225.3333333333,15.927679999999993,28.543,2068,2059,0,9,1545,28,0,0,14
io2_l2n1p2_l5n1p2_l7n1p2_d1d2,375755.2162162162,359317.6842105263,16.43753200568992,28.696,2448,2439,0,9,1969,28,0,0,14
io2_l2n1p2_l5n1p2_l7p1n1,385449.38666666666,367666.2,17.783186666666648,42.364,5113,5113,0,0,4343,28,0,0,28
io2_l2n1p2_l5n1p2_l7p1n1_d1d2,387849.0394736842,367979.4324324324,19.869607041251786,41.299,5614,5614,0,0,4662,28,0,0,28
io2_l2n1p2_l5n1p2_l7p2n1,387232.2162162162,368869.6842105263,18.36253200568992,42.435,5305,5305,0,0,4568,28,0,0,28
io2_l2n1p2_l5n1p2_l7p2n1_d1d2,399504.4266666667,380895.4857142857,18.608940952381,58.333,9120,9120,0,0,8197,28,0,0,56
io2_l2p1n1_l5p1n1_l7n1n1,402365.5833333333,374298.5,28.067083333333315,93.126,7471,7471,0,0,8165,28,0,0,140
io2_l2p1n1_l5p1n1_l7n1n1_d1d2,405356.85714285716,376844.5263157895,28.512330827067665,124.464,15716,15716,0,0,18430,28,0,0,158
io2_l2p1n1_l5p1n1_l7n1n2,404883.0789473684,376255.45,28.627628947368414,93.852,7695,7695,0,0,8361,28,0,0,142
io2_l2p1n1_l5p1n1_l7n1n2_d1d2,401826.4358974359,374981.9459459459,26.844489951489958,93.737,14454,14454,0,0,18726,28,0,0,83
io2_l2p1n1_l5p1n1_l7n1p1,405427.16,374395.358974359,31.031801025640977,95.126,7727,7718,0,9,8369,28,0,0,142
io2_l2p1n1_l5p1n1_l7n1p1_d1d2,408034.77777777775,379818.2,28.21657777777774,124.856,15647,15637,0,10,19485,28,0,0,151
io2_l2p1n1_l5p1n1_l7n1p2,406786.4935064935,376849.4054054054,29.93708810108813,98.185,8145,8136,0,9,8794,28,0,0,146
io2_l2p1n1_l5p1n1_l7n1p2_d1d2,407807.4324324324,378766.02857142856,29.041403861003868,127.744,16728,16719,0,9,19775,28,0,0,161
io2_l2p1n1_l5p1n1_l7p1n1,418383.13333333336,387930.8717948718,30.45226153846155,123.198,13288,13288,0,0,12329,28,0,0,184
io2_l2p1n1_l5p1n1_l7p1n1_d1d2,419257.4324324324,389999.641025641,29.257791406791423,135.068,18692,18692,0,0,23059,28,0,0,169
io2_l2p1n1_l5p1n1_l7p2n1,416939.13157894736,387321.1891891892,29.617942389758188,110.666,13127,13127,0,0,12106,20,0,0,160
io2_l2p1n1_l5p1n1_l7p2n1_d1d2,429437.80821917806,399311.0,30.126808219178056,140.488,22549,22549,0,0,28528,28,0,0,176
io2_l2p2n1_l5p2n1_l7n1n1,580401.2297297297,402988.1081081081,177.4131216216216,187.242,14283,11899,0,2384,17863,28,0,0,26
io2_l2p2n1_l5p2n1_l7n1n1_d1d2,573656.8421052631,419760.5,153.89634210526316,234.416,17798,14514,0,3284,23422,28,0,0,52
io2_l2p2n1_l5p2n1_l7n1n2,614165.9189189189,405303.5,208.86241891891893,201.362,14085,11701,0,2384,17903,28,0,0,26
io2_l2p2n1_l5p2n1_l7n1n2_d1d2,574005.5584415584,417150.15789473685,156.85540054682153,228.613,17681,14399,0,3282,23478,28,0,0,52
io2_l2p2n1_l5p2n1_l7n1p1,626054.9333333333,406598.4358974359,219.45649743589746,212.502,14278,11885,0,2393,18893,28,0,0,26
io2_l2p2n1_l5p2n1_l7n1p1_d1d2,620390.4520547945,415963.6052631579,204.4268467916366,279.193,17675,14383,0,3292,23545,28,0,0,52
io2_l2p2n1_l5p2n1_l7n1p2,626387.4594594594,404095.52777777775,222.29193168168166,213.954,14204,11811,0,2393,17882,28,0,0,26
io2_l2p2n1_l5p2n1_l7n1p2_d1d2,621842.7948717949,418487.0540540541,203.35574081774078,292.660,17635,14344,0,3291,23557,28,0,0,52
io2_l2p2n1_l5p2n1_l7p1n1,640146.7702702703,412415.44736842107,227.73132290184924,230.958,17016,14632,0,2384,19435,28,0,0,34
io2_l2p2n1_l5p2n1_l7p1n1_d1d2,653866.9459459459,426191.3888888889,227.67555705705703,303.344,19668,16386,0,3282,24233,28,0,0,52
io2_l2p2n1_l5p2n1_l7p2n1,658275.8933333333,415153.75,243.1221433333333,227.992,17096,14712,0,2384,19535,28,0,0,34
io2_l2p2n1_l5p2n1_l7p2n1_d1d2,682499.4246575342,445578.72222222225,236.92070243531197,319.276,23009,19727,0,3282,26678,20,0,0,68
io4_l2n1n1_l5n1n1_l7n1n1,344881.5675675676,338689.0303030303,6.192537264537299,16.279,1137,1137,0,0,780,28,0,0,5
io4_l2n1n1_l5n1n1_l7n1n1_d1d2,362255.8611111111,348476.36842105264,13.779492690058483,37.364,2422,2422,0,0,798,0,112,0,5
io4_l2n1n1_l5n1n1_l7n1n2,345846.9210526316,338177.3783783784,7.6695426742531705,16.514,1252,1252,0,0,820,28,0,0,5
io4_l2n1n1_l5n1n1_l7n1n2_d1d2,361543.2638888889,348086.15789473685,13.457105994152021,38.382,2543,2543,0,0,841,0,112,0,5
io4_l2n1n1_l5n1n1_l7n1n4,347332.8157894737,341141.41025641025,6.191405533063458,26.376,2101,2101,0,0,1629,28,0,0,20
io4_l2n1n1_l5n1n1_l7n1n4_d1d2,364629.35443037975,351050.6666666667,13.578687763713067,48.428,3375,3375,0,0,1771,0,112,0,20
io4_l2n1n1_l5n1n1_l7n1p1,345584.1818181818,337564.94444444444,8.019237373737386,18.602,1415,1405,0,10,1007,28,0,0,7
io4_l2n1n1_l5n1n1_l7n1p1_d1d2,362988.05194805196,348588.92307692306,14.399128871128895,40.491,2695,2683,0,12,1031,0,112,0,7
io4_l2n1n1_l5n1n1_l7n1p2,346659.9733333333,339261.3,7.398673333333339,23.298,1935,1925,0,10,1531,28,0,0,14
io4_l2n1n1_l5n1n1_l7n1p2_d1d2,364239.76712328766,352184.5,12.05526712328766,45.301,3230,3218,0,12,1554,0,112,0,14
io4_l2n1n1_l5n1n1_l7n1p4,352399.358974359,343510.5675675676,8.888791406791425,31.870,2938,2929,0,9,2446,28,0,0,28
io4_l2n1n1_l5n1n1_l7n1p4_d1d2,370718.6233766234,354369.5588235294,16.34906455309398,53.270,4223,4213,0,10,2601,0,112,0,28
io4_l2n1n1_l5n1n1_l7p1n1,369805.61643835617,361591.3333333333,8.214283105022856,55.285,7984,7984,0,0,8543,28,0,0,56
io4_l2n1n1_l5n1n1_l7p1n1_d1d2,396999.14666666667,382347.9487179487,14.651197948717979,87.886,9636,9636,0,0,8521,64,48,0,56
io4_l2n1n1_l5n1n1_l7p2n1,370932.5641025641,361834.1081081081,9.098455994456017,55.893,8843,8843,0,0,8051,28,0,0,56
io4_l2n1n1_l5n1n1_l7p2n1_d1d2,421292.1891891892,406254.0,15.038189189189172,117.918,16935,16935,0,0,15563,62,48,0,112
io4_l2n1n1_l5n1n1_l7p4n1,372937.64864864864,364860.4285714286,8.07722007722006,53.271,8707,8707,0,0,8405,24,0,0,56
io4_l2n1n1_l5n1n1_l7p4n1_d1d2,465688.4383561644,449246.1842105263,16.442254145638085,191.441,31459,31459,0,0,30714,64,48,0,224
io4_l2n1n2_l5n1n2_l7n1n1,346068.6493506493,339863.1621621622,6.205487188487139,19.451,1328,1328,0,0,1013,28,0,0,8
io4_l2n1n2_l5n1n2_l7n1n1_d1d2,360442.50666666665,350332.7631578947,10.109743508771935,39.532,2608,2608,0,0,1012,0,112,0,8
io4_l2n1n2_l5n1n2_l7n1n2,345645.2957746479,338697.6666666667,6.947629107981221,20.423,1436,1436,0,0,1057,28,0,0,8
io4_l2n1n2_l5n1n2_l7n1n2_d1d2,359867.9090909091,349208.8947368421,10.65901435406704,39.891,2709,2709,0,0,1054,0,112,0,8
io4_l2n1n2_l5n1n2_l7n1n4,348312.4861111111,340242.94736842107,8.069538742690057,27.716,2227,2227,0,0,1798,28,0,0,20
io4_l2n1n2_l5n1n2_l7n1n4_d1d2,362674.28571428574,351633.3611111111,11.040924603174615,47.423,3500,3500,0,0,1923,0,112,0,20
io4_l2n1n2_l5n1n2_l7n1p1,347796.9066666667,338249.5714285714,9.547335238095256,22.466,1589,1579,0,10,1240,28,0,0,10
io4_l2n1n2_l5n1n2_l7n1p1_d1d2,362372.25352112675,349268.2105263158,13.104042994810968,41.652,2874,2862,0,12,1241,0,112,0,10
io4_l2n1n2_l5n1n2_l7n1p2,350589.9090909091,340297.9166666667,10.291992424242432,25.606,2080,2070,0,10,1698,28,0,0,14
io4_l2n1n2_l5n1n2_l7n1p2_d1d2,364398.8051948052,353111.15789473685,11.287647300068347,45.558,3368,3356,0,12,1701,0,112,0,14
io4_l2n1n2_l5n1n2_l7n1p4,352909.74025974027,344439.76923076925,8.46997102897102,33.277,3079,3070,0,9,2617,28,0,0,28
io4_l2n1n2_l5n1n2_l7n1p4_d1d2,368940.8831168831,355115.0,13.825883116883109,54.438,4356,4346,0,10,2747,0,112,0,28
io4_l2n1n2_l5n1n2_l7p1n1,371130.72222222225,362041.22222222225,9.0895,56.153,8090,8090,0,0,8702,28,0,0,56
io4_l2n1n2_l5n1n2_l7p1n1_d1d2,393077.36842105264,379713.75675675675,13.363611664295895,83.518,9914,9914,0,0,8671,60,48,0,56
io4_l2n1n2_l5n1n2_l7p2n1,372661.7733333333,363696.5263157895,8.96524701754382,57.206,9000,9000,0,0,8233,28,0,0,56
io4_l2n1n2_l5n1n2_l7p2n1_d1d2,420504.0,406569.0,13.935,119.366,16980,16980,0,0,15710,64,48,0,112
io4_l2n1n2_l5n1n2_l7p4n1,373158.6103896104,364762.6666666667,8.395943722943716,55.674,8940,8940,0,0,8573,24,0,0,56
io4_l2n1n2_l5n1n2_l7p4n1_d1d2,465842.4675324675,449342.1842105263,16.500283321941215,189.643,32058,32058,0,0,30879,62,48,0,224
io4_l2n1n4_l5n1n4_l7n1n1,346840.2368421053,338951.9210526316,7.888315789473709,23.272,1517,1517,0,0,960,28,0,0,14
