prj,clk_target(ns),clk_estimated(ns),clk_uncertainty(ns),bram,dsp,ff,lut,c_num_arith,c_num_logic,rtl_num_arith,rtl_num_logic,data_input_port(numxbits),data_output_port(numxbits)
io4_l2n1n1_l4p4n1,10.0,8.571,1.25,32,20,17131,10227,530,71,23,71,14x32,4x32
io4_l2n1n1_l4p4n1_d1d2,10.0,8.48,1.25,96,80,26305,15475,531,23,48,23,14x32,4x32
io4_l2n1n2_l4n1n1,10.0,7.966,1.25,32,8,1218,1976,25,13,20,13,14x32,4x32
io4_l2n1n2_l4n1n1_d1d2,10.0,7.966,1.25,64,8,1273,4014,26,12,21,12,14x32,4x32
io4_l2n1n2_l4n1n2,10.0,8.423,1.25,32,8,1200,2108,27,16,20,16,14x32,4x32
io4_l2n1n2_l4n1n2_d1d2,10.0,7.966,1.25,64,8,1352,4202,28,15,21,15,14x32,4x32
io4_l2n1n2_l4n1n4,10.0,7.966,1.25,32,20,2241,2874,31,13,25,13,14x32,4x32
io4_l2n1n2_l4n1n4_d1d2,10.0,7.969,1.25,64,8,2079,3638,32,12,21,12,14x32,4x32
io4_l2n1n2_l4n1p1,10.0,7.966,1.25,32,8,1237,2021,26,13,21,13,14x32,4x32
io4_l2n1n2_l4n1p1_d1d2,10.0,7.966,1.25,64,8,1632,3487,27,12,22,12,14x32,4x32
io4_l2n1n2_l4n1p2,10.0,7.966,1.25,32,10,1476,2354,28,16,22,16,14x32,4x32
io4_l2n1n2_l4n1p2_d1d2,10.0,7.966,1.25,64,10,1975,3776,29,15,23,15,14x32,4x32
io4_l2n1n2_l4n1p4,10.0,7.966,1.25,32,20,2624,3064,32,13,26,13,14x32,4x32
io4_l2n1n2_l4n1p4_d1d2,10.0,7.966,1.25,80,20,4135,4938,33,12,27,12,14x32,4x32
io4_l2n1n2_l4p1n1,10.0,8.48,1.25,32,20,7315,4825,149,27,23,27,14x32,4x32
io4_l2n1n2_l4p1n1_d1d2,10.0,7.966,1.25,96,40,8391,10705,150,26,32,26,14x32,4x32
io4_l2n1n2_l4p2n1,10.0,8.518,1.25,32,20,10450,6677,277,43,23,43,14x32,4x32
io4_l2n1n2_l4p2n1_d1d2,10.0,7.966,1.25,96,78,14099,15736,278,29,47,29,14x32,4x32
io4_l2n1n2_l4p4n1,10.0,8.571,1.25,32,20,17183,10369,533,75,23,75,14x32,4x32
io4_l2n1n2_l4p4n1_d1d2,10.0,8.48,1.25,96,80,26654,15402,534,26,48,26,14x32,4x32
io4_l2n1n4_l4n1n1,10.0,7.966,1.25,32,14,1753,2350,32,12,23,12,14x32,4x32
io4_l2n1n4_l4n1n1_d1d2,10.0,7.966,1.25,64,14,1729,4440,32,9,23,9,14x32,4x32
io4_l2n1n4_l4n1n2,10.0,9.085,1.25,32,14,1735,2482,34,15,23,15,14x32,4x32
io4_l2n1n4_l4n1n2_d1d2,10.0,7.966,1.25,64,14,1808,4628,34,12,23,12,14x32,4x32
io4_l2n1n4_l4n1n4,10.0,8.609,1.25,32,20,2456,3034,38,12,26,12,14x32,4x32
io4_l2n1n4_l4n1n4_d1d2,10.0,7.969,1.25,64,14,2587,3976,38,9,23,9,14x32,4x32
io4_l2n1n4_l4n1p1,10.0,7.966,1.25,32,14,1772,2395,33,12,24,12,14x32,4x32
io4_l2n1n4_l4n1p1_d1d2,10.0,7.966,1.25,64,14,2140,3825,33,9,24,9,14x32,4x32
io4_l2n1n4_l4n1p2,10.0,7.966,1.25,32,16,2011,2728,35,15,25,15,14x32,4x32
io4_l2n1n4_l4n1p2_d1d2,10.0,7.966,1.25,64,16,2483,4114,35,12,25,12,14x32,4x32
io4_l2n1n4_l4n1p4,10.0,8.609,1.25,32,20,2839,3224,39,12,27,12,14x32,4x32
io4_l2n1n4_l4n1p4_d1d2,10.0,7.966,1.25,80,20,4323,5026,39,9,27,9,14x32,4x32
io4_l2n1n4_l4p1n1,10.0,8.499,1.25,32,20,7466,4948,156,26,24,26,14x32,4x32
io4_l2n1n4_l4p1n1_d1d2,10.0,7.966,1.25,96,40,8579,10771,156,23,32,23,14x32,4x32
io4_l2n1n4_l4p2n1,10.0,8.537,1.25,32,20,10601,6804,284,42,24,42,14x32,4x32
io4_l2n1n4_l4p2n1_d1d2,10.0,7.966,1.25,96,78,14287,15800,284,26,47,26,14x32,4x32
io4_l2n1n4_l4p4n1,10.0,8.59,1.25,32,20,17334,10496,540,74,24,74,14x32,4x32
io4_l2n1n4_l4p4n1_d1d2,10.0,8.48,1.25,96,80,26842,15456,540,23,48,23,14x32,4x32
io4_l2n1p1_l4n1n1,10.0,7.966,1.25,32,5,1050,1881,24,12,21,12,14x32,4x32
io4_l2n1p1_l4n1n1_d1d2,10.0,7.966,1.25,64,5,1098,3736,25,12,22,12,14x32,4x32
io4_l2n1p1_l4n1n2,10.0,8.423,1.25,32,5,1032,2013,26,15,21,15,14x32,4x32
io4_l2n1p1_l4n1n2_d1d2,10.0,7.966,1.25,64,5,1177,3924,27,15,22,15,14x32,4x32
io4_l2n1p1_l4n1n4,10.0,7.966,1.25,32,20,2233,2904,30,12,27,12,14x32,4x32
io4_l2n1p1_l4n1n4_d1d2,10.0,7.969,1.25,64,5,1800,3537,31,12,22,12,14x32,4x32
io4_l2n1p1_l4n1p1,10.0,7.966,1.25,32,5,1069,1926,25,12,22,12,14x32,4x32
io4_l2n1p1_l4n1p1_d1d2,10.0,7.966,1.25,64,5,1353,3385,26,12,23,12,14x32,4x32
io4_l2n1p1_l4n1p2,10.0,7.966,1.25,32,10,1468,2384,27,15,24,15,14x32,4x32
io4_l2n1p1_l4n1p2_d1d2,10.0,7.966,1.25,64,10,1856,3799,28,15,25,15,14x32,4x32
io4_l2n1p1_l4n1p4,10.0,7.966,1.25,32,20,2616,3079,31,12,28,12,14x32,4x32
io4_l2n1p1_l4n1p4_d1d2,10.0,7.966,1.25,80,20,4016,4946,32,12,29,12,14x32,4x32
io4_l2n1p1_l4p1n1,10.0,8.48,1.25,32,20,7339,4869,148,26,25,26,14x32,4x32
io4_l2n1p1_l4p1n1_d1d2,10.0,7.966,1.25,96,40,8304,10701,149,26,34,26,14x32,4x32
io4_l2n1p1_l4p2n1,10.0,8.518,1.25,32,20,10474,6723,276,42,25,42,14x32,4x32
io4_l2n1p1_l4p2n1_d1d2,10.0,7.966,1.25,96,78,14012,15733,277,29,49,29,14x32,4x32
io4_l2n1p1_l4p4n1,10.0,8.571,1.25,32,20,17207,10415,532,74,25,74,14x32,4x32
io4_l2n1p1_l4p4n1_d1d2,10.0,8.48,1.25,96,80,26567,15387,533,26,50,26,14x32,4x32
io4_l2n1p2_l4n1n1,10.0,7.966,1.25,32,5,1177,2039,28,16,22,16,14x32,4x32
io4_l2n1p2_l4n1n1_d1d2,10.0,7.966,1.25,64,5,1225,4130,28,15,22,15,14x32,4x32
io4_l2n1p2_l4n1n2,10.0,8.423,1.25,32,5,1159,2170,30,19,22,19,14x32,4x32
io4_l2n1p2_l4n1n2_d1d2,10.0,7.969,1.25,64,5,1304,4317,30,18,22,18,14x32,4x32
io4_l2n1p2_l4n1n4,10.0,7.966,1.25,32,20,2360,3062,34,16,28,16,14x32,4x32
io4_l2n1p2_l4n1n4_d1d2,10.0,7.966,1.25,64,5,2031,3748,34,15,22,15,14x32,4x32
io4_l2n1p2_l4n1p1,10.0,7.966,1.25,32,5,1196,2084,29,16,23,16,14x32,4x32
io4_l2n1p2_l4n1p1_d1d2,10.0,7.966,1.25,64,5,1584,3603,29,15,23,15,14x32,4x32
io4_l2n1p2_l4n1p2,10.0,7.966,1.25,32,10,1595,2542,31,19,25,19,14x32,4x32
io4_l2n1p2_l4n1p2_d1d2,10.0,7.966,1.25,64,10,2087,4017,31,18,25,18,14x32,4x32
io4_l2n1p2_l4n1p4,10.0,7.966,1.25,32,20,2743,3252,35,16,29,16,14x32,4x32
io4_l2n1p2_l4n1p4_d1d2,10.0,7.966,1.25,80,20,4247,5179,35,15,29,15,14x32,4x32
io4_l2n1p2_l4p1n1,10.0,8.518,1.25,32,20,7402,5004,152,30,26,30,14x32,4x32
io4_l2n1p2_l4p1n1_d1d2,10.0,7.966,1.25,96,40,8471,10897,152,29,34,29,14x32,4x32
io4_l2n1p2_l4p2n1,10.0,8.555,1.25,32,20,10537,6860,280,46,26,46,14x32,4x32
io4_l2n1p2_l4p2n1_d1d2,10.0,7.966,1.25,96,78,14179,15929,280,32,49,32,14x32,4x32
io4_l2n1p2_l4p4n1,10.0,8.609,1.25,32,20,17270,10552,536,78,26,78,14x32,4x32
io4_l2n1p2_l4p4n1_d1d2,10.0,8.518,1.25,96,80,26734,15598,536,29,50,29,14x32,4x32
io4_l2n1p4_l4n1n1,10.0,7.966,1.25,32,5,1381,2179,36,15,24,15,14x32,4x32
io4_l2n1p4_l4n1n1_d1d2,10.0,7.966,1.25,64,5,1418,4238,34,12,22,12,14x32,4x32
io4_l2n1p4_l4n1n2,10.0,9.085,1.25,32,5,1363,2308,38,18,24,18,14x32,4x32
io4_l2n1p4_l4n1n2_d1d2,10.0,7.966,1.25,64,5,1497,4423,36,15,22,15,14x32,4x32
io4_l2n1p4_l4n1n4,10.0,8.609,1.25,32,20,2564,3202,42,15,30,15,14x32,4x32
io4_l2n1p4_l4n1n4_d1d2,10.0,7.966,1.25,64,5,2276,3766,40,12,22,12,14x32,4x32
io4_l2n1p4_l4n1p1,10.0,7.966,1.25,32,5,1400,2224,37,15,25,15,14x32,4x32
io4_l2n1p4_l4n1p1_d1d2,10.0,7.966,1.25,64,5,1829,3623,35,12,23,12,14x32,4x32
io4_l2n1p4_l4n1p2,10.0,7.966,1.25,32,10,1799,2682,39,18,27,18,14x32,4x32
io4_l2n1p4_l4n1p2_d1d2,10.0,7.966,1.25,64,10,2332,4037,37,15,25,15,14x32,4x32
io4_l2n1p4_l4n1p4,10.0,8.609,1.25,32,20,2947,3392,43,15,31,15,14x32,4x32
io4_l2n1p4_l4n1p4_d1d2,10.0,7.966,1.25,80,20,4492,5199,41,12,29,12,14x32,4x32
io4_l2n1p4_l4p1n1,10.0,7.966,1.25,32,20,7542,5155,160,29,28,29,14x32,4x32
io4_l2n1p4_l4p1n1_d1d2,10.0,7.966,1.25,96,40,8652,10909,158,26,34,26,14x32,4x32
io4_l2n1p4_l4p2n1,10.0,7.966,1.25,32,20,10677,6996,288,45,28,45,14x32,4x32
io4_l2n1p4_l4p2n1_d1d2,10.0,7.966,1.25,96,78,14360,15941,286,29,49,29,14x32,4x32
io4_l2n1p4_l4p4n1,10.0,7.992,1.25,32,20,17410,10688,544,77,28,77,14x32,4x32
io4_l2n1p4_l4p4n1_d1d2,10.0,7.966,1.25,96,80,26915,15629,542,26,50,26,14x32,4x32
io4_l2p1n1_l4n1n1,10.0,8.04,1.25,32,17,2473,6560,230,38,42,38,14x32,4x32
io4_l2p1n1_l4n1n1_d1d2,10.0,8.582,1.25,96,26,3020,10513,217,38,32,38,14x32,4x32
io4_l2p1n1_l4n1n2,10.0,9.687,1.25,32,17,2455,6689,232,41,42,41,14x32,4x32
io4_l2p1n1_l4n1n2_d1d2,10.0,8.574,1.25,96,26,3099,10701,219,41,32,41,14x32,4x32
io4_l2p1n1_l4n1n4,10.0,8.644,1.25,32,23,3176,7243,236,38,45,38,14x32,4x32
io4_l2p1n1_l4n1n4_d1d2,10.0,8.574,1.25,96,26,4086,9697,223,38,32,38,14x32,4x32
io4_l2p1n1_l4n1p1,10.0,8.04,1.25,32,17,2492,6605,231,38,43,38,14x32,4x32
io4_l2p1n1_l4n1p1_d1d2,10.0,8.582,1.25,96,26,3639,9546,218,38,33,38,14x32,4x32
io4_l2p1n1_l4n1p2,10.0,8.04,1.25,32,19,2731,6937,233,41,44,41,14x32,4x32
io4_l2p1n1_l4n1p2_d1d2,10.0,8.582,1.25,96,28,3982,9835,220,41,34,41,14x32,4x32
io4_l2p1n1_l4n1p4,10.0,8.644,1.25,32,23,3559,7433,237,38,46,38,14x32,4x32
io4_l2p1n1_l4n1p4_d1d2,10.0,8.582,1.25,112,32,5822,10747,224,38,36,38,14x32,4x32
io4_l2p1n1_l4p1n1,10.0,8.537,1.25,32,23,8122,9146,354,52,43,52,14x32,4x32
io4_l2p1n1_l4p1n1_d1d2,10.0,8.593,1.25,128,40,9398,15902,341,52,37,52,14x32,4x32
io4_l2p1n1_l4p2n1,10.0,8.574,1.25,32,23,11247,10994,482,68,43,68,14x32,4x32
io4_l2p1n1_l4p2n1_d1d2,10.0,8.593,1.25,128,78,15106,20931,469,55,52,55,14x32,4x32
io4_l2p1n1_l4p4n1,10.0,8.834,1.25,32,23,17980,14674,738,100,43,100,14x32,4x32
io4_l2p1n1_l4p4n1_d1d2,10.0,8.612,1.25,128,80,27661,20561,725,52,53,52,14x32,4x32
io4_l2p2n1_l4n1n1,10.0,9.164,1.25,32,11,5928,7966,358,41,40,41,14x32,4x32
io4_l2p2n1_l4n1n1_d1d2,10.0,8.627,1.25,72,26,7650,12087,345,41,32,41,14x32,4x32
io4_l2p2n1_l4n1n2,10.0,9.751,1.25,32,11,5910,8068,360,44,40,44,14x32,4x32
io4_l2p2n1_l4n1n2_d1d2,10.0,8.683,1.25,72,26,7729,12245,347,44,32,44,14x32,4x32
io4_l2p2n1_l4n1n4,10.0,9.164,1.25,32,20,6791,8755,364,41,44,41,14x32,4x32
io4_l2p2n1_l4n1n4_d1d2,10.0,8.635,1.25,72,26,8494,11663,351,41,32,41,14x32,4x32
io4_l2p2n1_l4n1p1,10.0,9.164,1.25,32,11,5947,8011,359,41,41,41,14x32,4x32
io4_l2p2n1_l4n1p1_d1d2,10.0,8.627,1.25,72,26,7983,11604,346,41,33,41,14x32,4x32
io4_l2p2n1_l4n1p2,10.0,9.164,1.25,32,13,6186,8342,361,44,42,44,14x32,4x32
io4_l2p2n1_l4n1p2_d1d2,10.0,8.563,1.25,72,28,8326,11890,348,44,34,44,14x32,4x32
io4_l2p2n1_l4n1p4,10.0,9.164,1.25,32,20,7174,8973,365,41,45,41,14x32,4x32
io4_l2p2n1_l4n1p4_d1d2,10.0,8.563,1.25,88,32,10166,12824,352,41,36,41,14x32,4x32
io4_l2p2n1_l4p1n1,10.0,9.203,1.25,32,20,11225,10642,482,55,42,55,14x32,4x32
io4_l2p2n1_l4p1n1_d1d2,10.0,8.71,1.25,104,40,13046,17874,469,55,37,55,14x32,4x32
io4_l2p2n1_l4p2n1,10.0,9.242,1.25,32,20,14670,12407,610,71,42,71,14x32,4x32
io4_l2p2n1_l4p2n1_d1d2,10.0,8.635,1.25,104,78,18712,22920,597,58,52,58,14x32,4x32
io4_l2p2n1_l4p4n1,10.0,9.319,1.25,32,20,21371,15979,866,103,42,103,14x32,4x32
io4_l2p2n1_l4p4n1_d1d2,10.0,8.574,1.25,104,80,31267,22664,853,55,53,55,14x32,4x32
io4_l2p4n1_l4n1n1,10.0,7.966,1.25,32,46,29556,16942,614,38,54,38,14x32,4x32
io4_l2p4n1_l4n1n1_d1d2,10.0,8.48,1.25,96,101,44364,27486,665,38,62,38,14x32,4x32
io4_l2p4n1_l4n1n2,10.0,9.634,1.25,32,46,29538,17069,616,41,54,41,14x32,4x32
io4_l2p4n1_l4n1n2_d1d2,10.0,8.499,1.25,96,101,44443,27668,667,41,62,41,14x32,4x32
io4_l2p4n1_l4n1n4,10.0,8.59,1.25,32,46,29578,16942,620,38,54,38,14x32,4x32
io4_l2p4n1_l4n1n4_d1d2,10.0,8.537,1.25,96,101,45508,26539,671,38,62,38,14x32,4x32
io4_l2p4n1_l4n1p1,10.0,7.966,1.25,32,46,29575,16987,615,38,55,38,14x32,4x32
io4_l2p4n1_l4n1p1_d1d2,10.0,8.48,1.25,96,101,45061,26387,666,38,63,38,14x32,4x32
io4_l2p4n1_l4n1p2,10.0,7.966,1.25,32,46,29587,17104,617,41,55,41,14x32,4x32
io4_l2p4n1_l4n1p2_d1d2,10.0,8.48,1.25,96,101,45177,26461,668,41,63,41,14x32,4x32
io4_l2p4n1_l4n1p4,10.0,8.59,1.25,32,46,29961,17132,621,38,55,38,14x32,4x32
io4_l2p4n1_l4n1p4_d1d2,10.0,8.48,1.25,112,101,46563,26943,672,38,63,38,14x32,4x32
io4_l2p4n1_l4p1n1,10.0,7.969,1.25,32,46,33667,18733,738,52,52,52,14x32,4x32
io4_l2p4n1_l4p1n1_d1d2,10.0,7.966,1.25,128,101,48279,30989,789,52,60,52,14x32,4x32
io4_l2p4n1_l4p2n1,10.0,7.984,1.25,32,46,36802,20557,866,68,52,68,14x32,4x32
