prj,clk_target(ns),clk_estimated(ns),clk_uncertainty(ns),bram,dsp,ff,lut,c_num_arith,c_num_logic,rtl_num_arith,rtl_num_logic,data_input_port(numxbits),data_output_port(numxbits)
io4_l2n1n2_l5n1n2_l8n1n4,10.0,8.847,1.25,56,8,1571,2845,43.0,24.0,30.0,24.0,16x32,4x32
io4_l2n1n2_l5n1n2_l8n1n4_d1d2,10.0,8.419,1.25,112,14,2089,5287,43.0,19.0,32.0,19.0,16x32,4x32
io4_l2n1n2_l5n1n2_l8n1p1,10.0,8.493,1.25,56,8,1383,2838,38.0,24.0,31.0,24.0,16x32,4x32
io4_l2n1n2_l5n1n2_l8n1p1_d1d2,10.0,8.59,1.25,112,8,1639,5117,39.0,22.0,32.0,22.0,16x32,4x32
io4_l2n1n2_l5n1n2_l8n1p2,10.0,8.505,1.25,56,8,1479,2975,41.0,28.0,32.0,28.0,16x32,4x32
io4_l2n1n2_l5n1n2_l8n1p2_d1d2,10.0,8.602,1.25,112,8,1735,5298,41.0,25.0,32.0,25.0,16x32,4x32
io4_l2n1n2_l5n1n2_l8n1p4,10.0,8.858,1.25,56,8,1684,3117,47.0,27.0,34.0,27.0,16x32,4x32
io4_l2n1n2_l5n1n2_l8n1p4_d1d2,10.0,8.858,1.25,112,8,1929,5312,45.0,22.0,32.0,22.0,16x32,4x32
io4_l2n1n2_l5n1n2_l8p1n1,10.0,8.968,1.25,56,11,2144,7041,181.0,50.0,49.0,50.0,16x32,4x32
io4_l2n1n2_l5n1n2_l8p1n1_d1d2,10.0,9.206,1.25,112,14,2443,10213,168.0,48.0,37.0,48.0,16x32,4x32
io4_l2n1n2_l5n1n2_l8p2n1,10.0,9.392,1.25,56,8,6839,8518,309.0,53.0,48.0,53.0,16x32,4x32
io4_l2n1n2_l5n1n2_l8p2n1_d1d2,10.0,9.322,1.25,120,26,8361,12954,296.0,51.0,41.0,51.0,16x32,4x32
io4_l2n1n2_l5n1n2_l8p4n1,10.0,9.229,1.25,56,40,28749,16999,565.0,50.0,61.0,50.0,16x32,4x32
io4_l2n1n2_l5n1n2_l8p4n1_d1d2,10.0,9.206,1.25,144,80,40768,25672,552.0,48.0,64.0,48.0,16x32,4x32
io4_l2n1n4_l5n1n4_l8n1n1,10.0,8.881,1.25,56,8,1634,2808,46.0,19.0,31.0,19.0,16x32,4x32
io4_l2n1n4_l5n1n4_l8n1n1_d1d2,10.0,8.419,1.25,112,14,2166,6353,45.0,13.0,32.0,13.0,16x32,4x32
io4_l2n1n4_l5n1n4_l8n1n2,10.0,8.881,1.25,56,8,1698,2923,48.0,23.0,31.0,23.0,16x32,4x32
io4_l2n1n4_l5n1n4_l8n1n2_d1d2,10.0,8.557,1.25,112,14,2227,5331,47.0,16.0,32.0,16.0,16x32,4x32
io4_l2n1n4_l5n1n4_l8n1n4,10.0,8.482,1.25,56,8,1825,3014,53.0,22.0,32.0,22.0,16x32,4x32
io4_l2n1n4_l5n1n4_l8n1n4_d1d2,10.0,8.579,1.25,112,14,2365,5355,51.0,13.0,32.0,13.0,16x32,4x32
io4_l2n1n4_l5n1n4_l8n1p1,10.0,8.881,1.25,56,8,1701,3010,48.0,22.0,33.0,22.0,16x32,4x32
io4_l2n1n4_l5n1n4_l8n1p1_d1d2,10.0,8.419,1.25,112,14,2235,5427,47.0,16.0,34.0,16.0,16x32,4x32
io4_l2n1n4_l5n1n4_l8n1p2,10.0,8.46,1.25,56,8,1765,3137,51.0,26.0,34.0,26.0,16x32,4x32
io4_l2n1n4_l5n1n4_l8n1p2_d1d2,10.0,8.557,1.25,112,14,2331,5608,49.0,19.0,34.0,19.0,16x32,4x32
io4_l2n1n4_l5n1n4_l8n1p4,10.0,8.813,1.25,56,8,1938,3279,57.0,25.0,36.0,25.0,16x32,4x32
io4_l2n1n4_l5n1n4_l8n1p4_d1d2,10.0,8.858,1.25,112,14,2525,5634,53.0,16.0,34.0,16.0,16x32,4x32
io4_l2n1n4_l5n1n4_l8p1n1,10.0,9.321,1.25,56,11,2440,7195,191.0,48.0,51.0,48.0,16x32,4x32
io4_l2n1n4_l5n1n4_l8p1n1_d1d2,10.0,9.206,1.25,112,14,2719,10265,176.0,42.0,37.0,42.0,16x32,4x32
io4_l2n1n4_l5n1n4_l8p2n1,10.0,9.437,1.25,56,8,7093,8604,319.0,51.0,50.0,51.0,16x32,4x32
io4_l2n1n4_l5n1n4_l8p2n1_d1d2,10.0,9.322,1.25,120,26,8637,12894,304.0,45.0,41.0,45.0,16x32,4x32
io4_l2n1n4_l5n1n4_l8p4n1,10.0,9.274,1.25,56,40,29003,17154,575.0,48.0,63.0,48.0,16x32,4x32
io4_l2n1n4_l5n1n4_l8p4n1_d1d2,10.0,9.206,1.25,144,80,41044,25680,560.0,42.0,64.0,42.0,16x32,4x32
io4_l2n1p1_l5n1p1_l8n1n1,10.0,8.419,1.25,56,5,1130,2648,36.0,19.0,32.0,19.0,16x32,4x32
io4_l2n1p1_l5n1p1_l8n1n1_d1d2,10.0,8.419,1.25,112,5,1394,5497,37.0,19.0,33.0,19.0,16x32,4x32
io4_l2n1p1_l5n1p1_l8n1n2,10.0,8.419,1.25,56,8,1386,2907,38.0,23.0,33.0,23.0,16x32,4x32
io4_l2n1p1_l5n1p1_l8n1n2_d1d2,10.0,8.419,1.25,112,8,1647,5195,39.0,22.0,34.0,22.0,16x32,4x32
io4_l2n1p1_l5n1p1_l8n1n4,10.0,8.847,1.25,56,8,1577,3001,43.0,22.0,34.0,22.0,16x32,4x32
io4_l2n1p1_l5n1p1_l8n1n4_d1d2,10.0,8.602,1.25,112,14,2105,5461,43.0,19.0,36.0,19.0,16x32,4x32
io4_l2n1p1_l5n1p1_l8n1p1,10.0,8.419,1.25,56,5,1197,2850,38.0,22.0,34.0,22.0,16x32,4x32
io4_l2n1p1_l5n1p1_l8n1p1_d1d2,10.0,8.419,1.25,112,5,1463,5147,39.0,22.0,35.0,22.0,16x32,4x32
io4_l2n1p1_l5n1p1_l8n1p2,10.0,8.419,1.25,56,5,1325,3002,41.0,26.0,35.0,26.0,16x32,4x32
io4_l2n1p1_l5n1p1_l8n1p2_d1d2,10.0,8.419,1.25,112,5,1591,5343,41.0,25.0,35.0,25.0,16x32,4x32
io4_l2n1p1_l5n1p1_l8n1p4,10.0,8.858,1.25,56,5,1530,3144,47.0,25.0,37.0,25.0,16x32,4x32
io4_l2n1p1_l5n1p1_l8n1p4_d1d2,10.0,8.858,1.25,112,5,1785,5357,45.0,22.0,35.0,22.0,16x32,4x32
io4_l2n1p1_l5n1p1_l8p1n1,10.0,8.945,1.25,56,11,2160,7181,181.0,48.0,53.0,48.0,16x32,4x32
io4_l2n1p1_l5n1p1_l8p1n1_d1d2,10.0,9.206,1.25,112,14,2459,10323,168.0,48.0,41.0,48.0,16x32,4x32
io4_l2n1p1_l5n1p1_l8p2n1,10.0,9.392,1.25,56,8,6845,8744,309.0,51.0,52.0,51.0,16x32,4x32
io4_l2n1p1_l5n1p1_l8p2n1_d1d2,10.0,9.322,1.25,120,26,8377,13144,296.0,51.0,45.0,51.0,16x32,4x32
io4_l2n1p1_l5n1p1_l8p4n1,10.0,9.229,1.25,56,40,28748,17141,565.0,48.0,65.0,48.0,16x32,4x32
io4_l2n1p1_l5n1p1_l8p4n1_d1d2,10.0,9.206,1.25,144,80,40784,25780,552.0,48.0,68.0,48.0,16x32,4x32
io4_l2n1p2_l5n1p2_l8n1n1,10.0,8.847,1.25,56,5,1322,2931,42.0,27.0,34.0,27.0,16x32,4x32
io4_l2n1p2_l5n1p2_l8n1n1_d1d2,10.0,8.847,1.25,112,5,1586,6252,41.0,25.0,33.0,25.0,16x32,4x32
io4_l2n1p2_l5n1p2_l8n1n2,10.0,8.847,1.25,56,8,1546,3175,44.0,31.0,35.0,31.0,16x32,4x32
io4_l2n1p2_l5n1p2_l8n1n2_d1d2,10.0,8.847,1.25,112,8,1807,5551,43.0,28.0,34.0,28.0,16x32,4x32
io4_l2n1p2_l5n1p2_l8n1n4,10.0,8.881,1.25,56,8,1705,3258,49.0,30.0,36.0,30.0,16x32,4x32
io4_l2n1p2_l5n1p2_l8n1n4_d1d2,10.0,8.847,1.25,112,14,2265,5817,47.0,25.0,36.0,25.0,16x32,4x32
io4_l2n1p2_l5n1p2_l8n1p1,10.0,8.847,1.25,56,5,1389,3133,44.0,30.0,36.0,30.0,16x32,4x32
io4_l2n1p2_l5n1p2_l8n1p1_d1d2,10.0,8.847,1.25,112,5,1655,5518,43.0,28.0,35.0,28.0,16x32,4x32
io4_l2n1p2_l5n1p2_l8n1p2,10.0,8.858,1.25,56,5,1453,3262,47.0,34.0,37.0,34.0,16x32,4x32
io4_l2n1p2_l5n1p2_l8n1p2_d1d2,10.0,8.858,1.25,112,5,1719,5691,45.0,31.0,35.0,31.0,16x32,4x32
io4_l2n1p2_l5n1p2_l8n1p4,10.0,8.419,1.25,56,5,1658,3394,53.0,33.0,39.0,33.0,16x32,4x32
io4_l2n1p2_l5n1p2_l8n1p4_d1d2,10.0,8.419,1.25,112,5,1913,5695,49.0,28.0,35.0,28.0,16x32,4x32
io4_l2n1p2_l5n1p2_l8p1n1,10.0,9.298,1.25,56,11,2288,7433,187.0,56.0,55.0,56.0,16x32,4x32
io4_l2n1p2_l5n1p2_l8p1n1_d1d2,10.0,9.229,1.25,112,14,2619,10679,172.0,54.0,41.0,54.0,16x32,4x32
io4_l2n1p2_l5n1p2_l8p2n1,10.0,9.415,1.25,56,8,6973,8964,315.0,59.0,54.0,59.0,16x32,4x32
io4_l2n1p2_l5n1p2_l8p2n1_d1d2,10.0,9.344,1.25,120,26,8505,13452,300.0,57.0,45.0,57.0,16x32,4x32
io4_l2n1p2_l5n1p2_l8p4n1,10.0,9.251,1.25,56,40,28883,17398,571.0,56.0,67.0,56.0,16x32,4x32
io4_l2n1p2_l5n1p2_l8p4n1_d1d2,10.0,9.229,1.25,144,80,40912,26118,556.0,54.0,68.0,54.0,16x32,4x32
io4_l2n1p4_l5n1p4_l8n1n1,10.0,8.419,1.25,56,5,1668,3187,54.0,25.0,38.0,25.0,16x32,4x32
io4_l2n1p4_l5n1p4_l8n1n1_d1d2,10.0,8.419,1.25,112,5,1910,6444,49.0,19.0,33.0,19.0,16x32,4x32
io4_l2n1p4_l5n1p4_l8n1n2,10.0,8.46,1.25,56,8,1892,3431,56.0,29.0,39.0,29.0,16x32,4x32
io4_l2n1p4_l5n1p4_l8n1n2_d1d2,10.0,8.557,1.25,112,8,2131,5551,51.0,22.0,34.0,22.0,16x32,4x32
io4_l2n1p4_l5n1p4_l8n1n4,10.0,8.824,1.25,56,8,2019,3504,61.0,28.0,40.0,28.0,16x32,4x32
io4_l2n1p4_l5n1p4_l8n1n4_d1d2,10.0,8.579,1.25,112,14,2589,5813,55.0,19.0,36.0,19.0,16x32,4x32
io4_l2n1p4_l5n1p4_l8n1p1,10.0,8.419,1.25,56,5,1735,3389,56.0,28.0,40.0,28.0,16x32,4x32
io4_l2n1p4_l5n1p4_l8n1p1_d1d2,10.0,8.419,1.25,112,5,1979,5518,51.0,22.0,35.0,22.0,16x32,4x32
io4_l2n1p4_l5n1p4_l8n1p2,10.0,8.813,1.25,56,5,1799,3514,59.0,32.0,41.0,32.0,16x32,4x32
io4_l2n1p4_l5n1p4_l8n1p2_d1d2,10.0,8.813,1.25,112,5,2043,5687,53.0,25.0,35.0,25.0,16x32,4x32
io4_l2n1p4_l5n1p4_l8n1p4,10.0,8.835,1.25,56,5,1940,3634,65.0,31.0,43.0,31.0,16x32,4x32
io4_l2n1p4_l5n1p4_l8n1p4_d1d2,10.0,8.835,1.25,112,5,2173,5679,57.0,22.0,35.0,22.0,16x32,4x32
io4_l2n1p4_l5n1p4_l8p1n1,10.0,9.343,1.25,56,11,2624,7684,199.0,54.0,59.0,54.0,16x32,4x32
io4_l2n1p4_l5n1p4_l8p1n1_d1d2,10.0,8.824,1.25,112,14,2943,10675,180.0,48.0,41.0,48.0,16x32,4x32
io4_l2n1p4_l5n1p4_l8p2n1,10.0,9.022,1.25,56,8,7245,9144,327.0,57.0,58.0,57.0,16x32,4x32
io4_l2n1p4_l5n1p4_l8p2n1_d1d2,10.0,8.952,1.25,120,26,8765,13376,308.0,51.0,45.0,51.0,16x32,4x32
io4_l2n1p4_l5n1p4_l8p4n1,10.0,8.847,1.25,56,40,29165,17658,583.0,54.0,71.0,54.0,16x32,4x32
io4_l2n1p4_l5n1p4_l8p4n1_d1d2,10.0,8.824,1.25,144,80,41172,26148,564.0,48.0,68.0,48.0,16x32,4x32
io4_l2p1n1_l5p1n1_l8n1n1,10.0,9.496,1.25,56,11,2652,10767,322.0,71.0,68.0,71.0,16x32,4x32
