prj,vivado_dynamic_pwr(mW),Total LUTs,Logic LUTs,LUTRAMs,SRLs,FFs,RAMB36,RAMB18,URAM,DSP48 Blocks,freq(MHz)
io2_l1n1p2_l3n1n1_d1d2,16.311,847,847,0,0,809,4,8,5,100.000
io2_l1n1p2_l3n1n2,19.904,858,858,0,0,839,4,8,8,100.000
io2_l1n1p2_l3n1n2_d1d2,20.116,884,884,0,0,833,4,8,8,100.000
io2_l1n1p2_l3n1p1,18.117,817,817,0,0,785,4,8,5,100.000
io2_l1n1p2_l3n1p1_d1d2,18.188,878,878,0,0,773,4,8,5,100.000
io2_l1n1p2_l3n1p2,17.073,885,885,0,0,781,4,8,5,100.000
io2_l1n1p2_l3n1p2_d1d2,17.899,921,921,0,0,775,4,8,5,100.000
io2_l1n1p2_l3p1n1,29.431,2647,2647,0,0,3896,4,6,8,100.000
io2_l1n1p2_l3p1n1_d1d2,36.016,2918,2918,0,0,4118,4,6,14,100.000
io2_l1n1p2_l3p2n1,59.942,7499,6311,0,1188,12602,6,6,20,100.000
io2_l1n1p2_l3p2n1_d1d2,72.409,9445,7809,0,1636,14274,4,4,40,100.000
io2_l1p1n1_l3n1n1,33.564,2287,2287,0,0,3729,4,6,14,100.000
io2_l1p1n1_l3n1n1_d1d2,34.539,2383,2383,0,0,3693,4,6,14,100.000
io2_l1p1n1_l3n1n2,34.602,2448,2448,0,0,3724,4,6,14,100.000
io2_l1p1n1_l3n1n2_d1d2,33.703,2331,2331,0,0,3653,4,6,14,100.000
io2_l1p1n1_l3n1p1,35.101,2427,2427,0,0,3760,4,6,14,100.000
io2_l1p1n1_l3n1p1_d1d2,36.224,2475,2475,0,0,3689,4,6,14,100.000
io2_l1p1n1_l3n1p2,35.835,2564,2564,0,0,3825,4,6,14,100.000
io2_l1p1n1_l3n1p2_d1d2,35.216,2483,2483,0,0,3690,4,6,14,100.000
io2_l1p1n1_l3p1n1,42.427,4444,4444,0,0,7093,8,4,14,100.000
io2_l1p1n1_l3p1n1_d1d2,41.187,4266,4266,0,0,6941,8,4,14,100.000
io2_l1p1n1_l3p2n1,62.592,9290,8102,0,1188,14940,8,4,20,100.000
io2_l1p1n1_l3p2n1_d1d2,79.241,11382,9746,0,1636,16826,8,4,40,100.000
io2_l1p2n1_l3n1n1,51.307,6748,5560,0,1188,12441,6,4,20,100.000
io2_l1p2n1_l3n1n1_d1d2,67.596,8970,7334,0,1636,14154,6,4,40,100.000
io2_l1p2n1_l3n1n2,55.375,6995,5807,0,1188,12534,4,6,20,100.000
io2_l1p2n1_l3n1n2_d1d2,73.197,9177,7541,0,1636,14213,4,4,40,100.000
io2_l1p2n1_l3n1p1,60.368,6846,5658,0,1188,12483,4,6,20,100.000
io2_l1p2n1_l3n1p1_d1d2,76.898,9135,7499,0,1636,14230,4,4,40,100.000
io2_l1p2n1_l3n1p2,61.319,7187,5999,0,1188,12476,6,6,20,100.000
io2_l1p2n1_l3n1p2_d1d2,74.473,8969,7333,0,1636,14254,4,4,40,100.000
io2_l1p2n1_l3p1n1,66.201,8948,7760,0,1188,14912,8,4,20,100.000
io2_l1p2n1_l3p1n1_d1d2,83.568,11097,9461,0,1636,16768,8,4,40,100.000
io2_l1p2n1_l3p2n1,114.183,11278,8902,0,2376,18623,8,4,20,100.000
io2_l1p2n1_l3p2n1_d1d2,135.581,14071,10799,0,3272,20189,8,4,40,100.000
io4_l1n1n1_l3n1n1,16.505,1320,808,512,0,1475,4,0,5,100.000
io4_l1n1n1_l3n1n1_d1d2,21.174,1571,1059,512,0,1469,0,16,5,100.000
io4_l1n1n1_l3n1n2,20.424,1473,961,512,0,1629,4,0,8,100.000
io4_l1n1n1_l3n1n2_d1d2,23.821,1690,1178,512,0,1622,0,16,8,100.000
io4_l1n1n1_l3n1n4,21.453,1537,1025,512,0,1745,4,0,8,100.000
io4_l1n1n1_l3n1n4_d1d2,31.447,1836,1324,512,0,1760,0,16,14,100.000
io4_l1n1n1_l3n1p1,18.040,1438,926,512,0,1506,4,0,5,100.000
io4_l1n1n1_l3n1p1_d1d2,23.271,1694,1182,512,0,1500,0,16,5,100.000
io4_l1n1n1_l3n1p2,18.154,1525,1013,512,0,1604,4,0,5,100.000
io4_l1n1n1_l3n1p2_d1d2,22.312,1758,1246,512,0,1600,0,16,5,100.000
io4_l1n1n1_l3n1p4,18.803,1702,1190,512,0,1644,4,0,5,100.000
io4_l1n1n1_l3n1p4_d1d2,22.305,1753,1241,512,0,1730,0,16,5,100.000
io4_l1n1n1_l3p1n1,28.472,3535,3023,512,0,5368,4,0,8,100.000
io4_l1n1n1_l3p1n1_d1d2,51.882,4507,3995,512,0,5833,16,0,26,100.000
io4_l1n1n1_l3p2n1,29.904,4736,4224,512,0,6456,4,0,8,100.000
io4_l1n1n1_l3p2n1_d1d2,55.789,6009,5497,512,0,7828,8,8,26,100.000
io4_l1n1n1_l3p4n1,73.000,13253,10369,512,2372,23331,4,0,40,100.000
io4_l1n1n1_l3p4n1_d1d2,196.363,27285,21329,512,5444,34303,16,0,160,100.000
io4_l1n1n2_l3n1n1,20.788,1437,925,512,0,1628,4,0,8,100.000
io4_l1n1n2_l3n1n1_d1d2,23.760,1692,1180,512,0,1623,0,16,8,100.000
io4_l1n1n2_l3n1n2,21.246,1519,1007,512,0,1654,4,0,8,100.000
io4_l1n1n2_l3n1n2_d1d2,25.248,1739,1227,512,0,1648,0,16,8,100.000
io4_l1n1n2_l3n1n4,22.491,1564,1052,512,0,1770,4,0,8,100.000
io4_l1n1n2_l3n1n4_d1d2,31.870,1866,1354,512,0,1786,0,16,14,100.000
io4_l1n1n2_l3n1p1,21.799,1526,1014,512,0,1659,4,0,8,100.000
io4_l1n1n2_l3n1p1_d1d2,27.840,1780,1268,512,0,1654,0,16,8,100.000
io4_l1n1n2_l3n1p2,23.408,1617,1105,512,0,1725,4,0,8,100.000
io4_l1n1n2_l3n1p2_d1d2,25.512,1850,1338,512,0,1722,0,16,8,100.000
io4_l1n1n2_l3n1p4,23.457,1788,1276,512,0,1798,4,0,8,100.000
io4_l1n1n2_l3n1p4_d1d2,25.112,1846,1334,512,0,1852,0,16,8,100.000
io4_l1n1n2_l3p1n1,28.564,3569,3057,512,0,5393,4,0,8,100.000
io4_l1n1n2_l3p1n1_d1d2,55.307,4473,3961,512,0,5860,16,0,26,100.000
io4_l1n1n2_l3p2n1,31.890,4802,4290,512,0,6483,4,0,8,100.000
io4_l1n1n2_l3p2n1_d1d2,57.140,6034,5522,512,0,7954,8,8,26,100.000
io4_l1n1n2_l3p4n1,77.446,13701,10817,512,2372,23391,4,0,40,100.000
io4_l1n1n2_l3p4n1_d1d2,203.750,27253,21297,512,5444,34150,12,0,160,100.000
io4_l1n1n4_l3n1n1,29.675,1584,1072,512,0,1766,4,0,14,100.000
io4_l1n1n4_l3n1n1_d1d2,32.611,1837,1325,512,0,1760,0,16,14,100.000
io4_l1n1n4_l3n1n2,29.600,1650,1138,512,0,1792,4,0,14,100.000
io4_l1n1n4_l3n1n2_d1d2,32.011,1865,1353,512,0,1785,0,16,14,100.000
io4_l1n1n4_l3n1n4,29.290,1727,1215,512,0,1908,4,0,14,100.000
io4_l1n1n4_l3n1n4_d1d2,32.583,1883,1371,512,0,2503,0,16,14,100.000
io4_l1n1n4_l3n1p1,31.001,1700,1188,512,0,1797,4,0,14,100.000
io4_l1n1n4_l3n1p1_d1d2,34.635,1947,1435,512,0,1791,0,16,14,100.000
io4_l1n1n4_l3n1p2,30.451,1757,1245,512,0,1863,4,0,14,100.000
io4_l1n1n4_l3n1p2_d1d2,33.333,1992,1480,512,0,1859,0,16,14,100.000
io4_l1n1n4_l3n1p4,32.039,1953,1441,512,0,2001,4,0,14,100.000
io4_l1n1n4_l3n1p4_d1d2,33.787,2008,1496,512,0,2759,0,16,14,100.000
io4_l1n1n4_l3p1n1,36.147,3714,3202,512,0,5530,4,0,14,100.000
io4_l1n1n4_l3p1n1_d1d2,54.446,4467,3955,512,0,6184,16,0,26,100.000
io4_l1n1n4_l3p2n1,39.577,4948,4436,512,0,6622,4,0,14,100.000
io4_l1n1n4_l3p2n1_d1d2,57.683,5996,5484,512,0,7746,8,8,26,100.000
io4_l1n1n4_l3p4n1,80.732,14172,11288,512,2372,23523,4,0,40,100.000
io4_l1n1n4_l3p4n1_d1d2,203.145,26294,20338,512,5444,35361,16,0,160,100.000
io4_l1n1p1_l3n1n1,18.836,1453,941,512,0,1510,4,0,5,100.000
io4_l1n1p1_l3n1n1_d1d2,23.531,1645,1133,512,0,1499,0,16,5,100.000
io4_l1n1p1_l3n1n2,23.181,1586,1074,512,0,1664,4,0,8,100.000
io4_l1n1p1_l3n1n2_d1d2,27.600,1760,1248,512,0,1652,0,16,8,100.000
io4_l1n1p1_l3n1n4,23.099,1606,1094,512,0,1780,4,0,8,100.000
io4_l1n1p1_l3n1n4_d1d2,34.330,1904,1392,512,0,1790,0,16,14,100.000
io4_l1n1p1_l3n1p1,20.349,1502,990,512,0,1541,4,0,5,100.000
io4_l1n1p1_l3n1p1_d1d2,27.601,1763,1251,512,0,1530,0,16,5,100.000
io4_l1n1p1_l3n1p2,20.318,1587,1075,512,0,1639,4,0,5,100.000
io4_l1n1p1_l3n1p2_d1d2,26.392,1826,1314,512,0,1630,0,16,5,100.000
io4_l1n1p1_l3n1p4,21.802,1781,1269,512,0,1679,4,0,5,100.000
io4_l1n1p1_l3n1p4_d1d2,25.872,1825,1313,512,0,1760,0,16,5,100.000
io4_l1n1p1_l3p1n1,31.271,3627,3115,512,0,5430,4,0,8,100.000
io4_l1n1p1_l3p1n1_d1d2,58.245,4432,3920,512,0,5866,16,0,26,100.000
io4_l1n1p1_l3p2n1,36.533,4863,4351,512,0,6498,4,0,8,100.000
io4_l1n1p1_l3p2n1_d1d2,60.727,6120,5608,512,0,7840,8,8,26,100.000
io4_l1n1p1_l3p4n1,79.570,13088,10204,512,2372,23373,4,0,40,100.000
io4_l1n1p1_l3p4n1_d1d2,210.899,26361,20405,512,5444,34316,16,0,160,100.000
io4_l1n1p2_l3n1n1,18.604,1547,1035,512,0,1608,4,0,5,100.000
io4_l1n1p2_l3n1n1_d1d2,22.675,1753,1241,512,0,1598,0,16,5,100.000
io4_l1n1p2_l3n1n2,22.708,1664,1152,512,0,1730,4,0,8,100.000
io4_l1n1p2_l3n1n2_d1d2,25.981,1844,1332,512,0,1719,0,16,8,100.000
io4_l1n1p2_l3n1n4,23.913,1794,1282,512,0,1814,4,0,8,100.000
io4_l1n1p2_l3n1n4_d1d2,33.314,1988,1476,512,0,1857,0,16,14,100.000
io4_l1n1p2_l3n1p1,20.655,1564,1052,512,0,1639,4,0,5,100.000
io4_l1n1p2_l3n1p1_d1d2,26.016,1831,1319,512,0,1629,0,16,5,100.000
io4_l1n1p2_l3n1p2,21.563,1675,1163,512,0,1673,4,0,5,100.000
io4_l1n1p2_l3n1p2_d1d2,25.461,2046,1534,512,0,1924,0,16,5,100.000
io4_l1n1p2_l3n1p4,21.127,1839,1327,512,0,1745,4,0,5,100.000
io4_l1n1p2_l3n1p4_d1d2,24.845,1919,1407,512,0,1797,0,16,5,100.000
io4_l1n1p2_l3p1n1,31.639,3728,3216,512,0,5457,4,0,8,100.000
io4_l1n1p2_l3p1n1_d1d2,56.648,4558,4046,512,0,5966,16,0,26,100.000
io4_l1n1p2_l3p2n1,34.961,4873,4361,512,0,6541,4,0,8,100.000
io4_l1n1p2_l3p2n1_d1d2,60.696,6139,5625,512,2,7344,8,8,26,100.000
io4_l1n1p2_l3p4n1,82.260,13260,10362,512,2386,23474,4,0,40,100.000
io4_l1n1p2_l3p4n1_d1d2,213.472,27210,21254,512,5444,35363,16,0,160,100.000
io4_l1n1p4_l3n1n1,18.347,1495,983,512,0,1734,4,0,5,100.000
io4_l1n1p4_l3n1n1_d1d2,22.362,1752,1240,512,0,1730,0,16,5,100.000
io4_l1n1p4_l3n1n2,23.540,1619,1107,512,0,1855,4,0,8,100.000
io4_l1n1p4_l3n1n2_d1d2,26.332,1849,1337,512,0,1850,0,16,8,100.000
io4_l1n1p4_l3n1n4,24.904,1767,1255,512,0,1907,4,0,8,100.000
io4_l1n1p4_l3n1n4_d1d2,34.716,1990,1478,512,0,2760,0,16,14,100.000
io4_l1n1p4_l3n1p1,20.702,1569,1057,512,0,1764,4,0,5,100.000
io4_l1n1p4_l3n1p1_d1d2,25.076,1823,1311,512,0,1760,0,16,5,100.000
io4_l1n1p4_l3n1p2,21.204,1687,1175,512,0,1799,4,0,5,100.000
io4_l1n1p4_l3n1p2_d1d2,24.342,2018,1506,512,0,1798,0,16,5,100.000
io4_l1n1p4_l3n1p4,20.916,1769,1257,512,0,1872,4,0,5,100.000
io4_l1n1p4_l3n1p4_d1d2,24.173,1954,1442,512,0,2634,0,16,5,100.000
io4_l1n1p4_l3p1n1,31.574,3688,3176,512,0,5519,4,0,8,100.000
io4_l1n1p4_l3p1n1_d1d2,56.241,4372,3860,512,0,6352,16,0,26,100.000
io4_l1n1p4_l3p2n1,34.511,4798,4286,512,0,6570,4,0,8,100.000
io4_l1n1p4_l3p2n1_d1d2,58.348,6169,5657,512,0,7968,8,8,26,100.000
io4_l1n1p4_l3p4n1,86.650,13223,10339,512,2372,23604,4,0,40,100.000
io4_l1n1p4_l3p4n1_d1d2,211.356,26654,20698,512,5444,34410,16,0,160,100.000
io4_l1p1n1_l3n1n1,50.999,3377,2865,512,0,5215,4,0,26,100.000
io4_l1p1n1_l3n1n1_d1d2,55.240,4080,3568,512,0,5721,16,0,26,100.000
io4_l1p1n1_l3n1n2,51.363,3427,2915,512,0,5371,4,0,26,100.000
io4_l1p1n1_l3n1n2_d1d2,55.275,4136,3624,512,0,5746,16,0,26,100.000
io4_l1p1n1_l3n1n4,52.857,3466,2954,512,0,5326,4,0,26,100.000
io4_l1p1n1_l3n1n4_d1d2,57.001,4223,3711,512,0,6080,16,0,26,100.000
io4_l1p1n1_l3n1p1,51.853,3466,2954,512,0,5253,4,0,26,100.000
io4_l1p1n1_l3n1p1_d1d2,59.194,4200,3688,512,0,5753,16,0,26,100.000
io4_l1p1n1_l3n1p2,53.458,3571,3059,512,0,5415,4,0,26,100.000
io4_l1p1n1_l3n1p2_d1d2,57.775,4291,3779,512,0,5789,16,0,26,100.000
io4_l1p1n1_l3n1p4,51.776,3547,3035,512,0,5419,4,0,26,100.000
io4_l1p1n1_l3n1p4_d1d2,56.145,4237,3725,512,0,6239,16,0,26,100.000
io4_l1p1n1_l3p1n1,61.477,5895,5383,512,0,9791,4,0,26,100.000
io4_l1p1n1_l3p1n1_d1d2,61.167,5837,5325,512,0,9149,16,0,26,100.000
io4_l1p1n1_l3p2n1,59.078,6467,5955,512,0,10220,4,0,26,100.000
io4_l1p1n1_l3p2n1_d1d2,60.740,7572,7060,512,0,10460,16,0,26,100.000
io4_l1p1n1_l3p4n1,97.058,15757,12873,512,2372,26137,4,0,40,100.000
io4_l1p1n1_l3p4n1_d1d2,225.970,30031,24075,512,5444,36906,16,0,160,100.000
io4_l1p2n1_l3n1n1,51.041,4376,3864,512,0,5296,4,0,26,100.000
io4_l1p2n1_l3n1n1_d1d2,61.594,5924,5412,512,0,7871,8,8,26,100.000
io4_l1p2n1_l3n1n2,51.845,4475,3963,512,0,5448,4,0,26,100.000
io4_l1p2n1_l3n1n2_d1d2,60.000,5950,5438,512,0,7200,8,8,26,100.000
io4_l1p2n1_l3n1n4,53.347,4519,4007,512,0,5404,4,0,26,100.000
io4_l1p2n1_l3n1n4_d1d2,59.081,5933,5421,512,0,7376,8,8,26,100.000
io4_l1p2n1_l3n1p1,52.918,4505,3993,512,0,5339,4,0,26,100.000
io4_l1p2n1_l3n1p1_d1d2,63.570,6091,5579,512,0,7140,8,8,26,100.000
io4_l1p2n1_l3n1p2,54.124,4565,4053,512,0,5494,4,0,26,100.000
io4_l1p2n1_l3n1p2_d1d2,63.372,6361,5849,512,0,7887,8,8,26,100.000
io4_l1p2n1_l3n1p4,53.129,4663,4151,512,0,5534,4,0,26,100.000
io4_l1p2n1_l3n1p4_d1d2,60.713,6148,5636,512,0,7874,8,8,26,100.000
io4_l1p2n1_l3p1n1,60.657,6475,5963,512,0,9444,4,0,26,100.000
io4_l1p2n1_l3p1n1_d1d2,62.037,7424,6912,512,0,10161,16,0,26,100.000
io4_l1p2n1_l3p2n1,63.824,7792,7280,512,0,10535,4,0,26,100.000
io4_l1p2n1_l3p2n1_d1d2,65.513,8933,8421,512,0,10622,12,4,26,100.000
io4_l1p2n1_l3p4n1,99.018,16874,13990,512,2372,26332,4,0,40,100.000
io4_l1p2n1_l3p4n1_d1d2,219.148,30807,24851,512,5444,37546,16,0,160,100.000
io4_l1p4n1_l3n1n1,78.840,12895,10011,512,2372,23398,4,0,40,100.000
io4_l1p4n1_l3n1n1_d1d2,217.988,26975,21019,512,5444,35304,16,0,160,100.000
io4_l1p4n1_l3n1n2,82.686,13040,10156,512,2372,23614,4,0,40,100.000
io4_l1p4n1_l3n1n2_d1d2,220.190,26037,20081,512,5444,34326,16,0,160,100.000
io4_l1p4n1_l3n1n4,85.408,12761,9877,512,2372,23507,4,0,40,100.000
io4_l1p4n1_l3n1n4_d1d2,224.357,27405,21449,512,5444,35358,16,0,160,100.000
io4_l1p4n1_l3n1p1,83.932,13088,10204,512,2372,23472,4,0,40,100.000
io4_l1p4n1_l3n1p1_d1d2,218.390,26354,20398,512,5444,33814,16,0,160,100.000
io4_l1p4n1_l3n1p2,87.701,13092,10208,512,2372,23594,4,0,40,100.000
io4_l1p4n1_l3n1p2_d1d2,221.218,26835,20879,512,5444,33963,16,0,160,100.000
io4_l1p4n1_l3n1p4,90.660,13055,10171,512,2372,23608,4,0,40,100.000
io4_l1p4n1_l3n1p4_d1d2,224.711,26533,20577,512,5444,34393,16,0,160,100.000
io4_l1p4n1_l3p1n1,97.579,14833,11949,512,2372,25881,4,0,40,100.000
io4_l1p4n1_l3p1n1_d1d2,225.278,28272,22316,512,5444,37937,16,0,160,100.000
io4_l1p4n1_l3p2n1,99.782,15715,12831,512,2372,26559,4,0,40,100.000
io4_l1p4n1_l3p2n1_d1d2,227.806,30391,24435,512,5444,38850,16,0,160,100.000
io4_l1p4n1_l3p4n1,208.637,21468,16212,512,4744,33794,4,0,40,100.000
io4_l1p4n1_l3p4n1_d1d2,380.823,38033,26633,512,10888,44165,16,0,160,100.000
io8_l1n1n1_l3n1n1,19.520,2322,1298,1024,0,2118,0,8,5,100.000
io8_l1n1n1_l3n1n1_d1d2,41.789,3470,2446,1024,0,3030,0,64,5,100.000
io8_l1n1n1_l3n1n2,20.566,2351,1327,1024,0,2219,0,8,5,100.000
io8_l1n1n1_l3n1n2_d1d2,37.499,3556,2532,1024,0,3139,0,64,5,100.000
io8_l1n1n1_l3n1n4,25.729,2548,1524,1024,0,2485,8,0,8,100.000
io8_l1n1n1_l3n1n4_d1d2,49.014,3760,2736,1024,0,3445,0,64,14,100.000
io8_l1n1n1_l3n1n8,29.109,2649,1625,1024,0,2445,8,0,11,100.000
io8_l1n1n1_l3n1n8_d1d2,52.566,3910,2886,1024,0,3446,0,64,17,100.000
io8_l1n1n1_l3n1p1,22.422,2478,1454,1024,0,2154,0,8,5,100.000
io8_l1n1n1_l3n1p1_d1d2,46.919,3646,2622,1024,0,3064,0,64,5,100.000
io8_l1n1n1_l3n1p2,22.383,2607,1583,1024,0,2350,8,0,5,100.000
io8_l1n1n1_l3n1p2_d1d2,43.058,3801,2777,1024,0,3235,0,64,5,100.000
io8_l1n1n1_l3n1p4,23.352,2746,1722,1024,0,2451,8,0,5,100.000
io8_l1n1n1_l3n1p4_d1d2,42.252,3824,2800,1024,0,3301,0,64,5,100.000
io8_l1n1n1_l3n1p8,23.307,2768,1744,1024,0,2759,8,0,5,100.000
io8_l1n1n1_l3n1p8_d1d2,41.955,3849,2825,1024,0,3539,0,64,5,100.000
io8_l1n1n1_l3p1n1,31.428,4417,3393,1024,0,6163,8,0,8,100.000
io8_l1n1n1_l3p1n1_d1d2,95.646,7347,6315,1032,0,8047,64,0,50,100.000
io8_l1n1n1_l3p2n1,33.484,5669,4645,1024,0,9404,0,8,5,100.000
io8_l1n1n1_l3p2n1_d1d2,47.104,7049,6025,1024,0,9461,0,64,5,100.000
io8_l1n1n1_l3p4n1,37.923,6293,5263,1030,0,8205,2,6,8,100.000
io8_l1n1n1_l3p4n1_d1d2,96.607,9365,8341,1024,0,11592,16,48,50,100.000
io8_l1n1n1_l3p8n1,120.711,24593,18830,1024,4739,44037,8,0,80,100.000
io8_l1n1n1_l3p8n1_d1d2,658.198,86170,63764,1024,21382,95616,64,0,640,100.000
io8_l1n1n2_l3n1n1,20.272,2271,1247,1024,0,2224,0,8,5,100.000
io8_l1n1n2_l3n1n1_d1d2,36.830,3502,2478,1024,0,3143,0,64,5,100.000
io8_l1n1n2_l3n1n2,18.340,2309,1285,1024,0,2294,0,8,5,100.000
io8_l1n1n2_l3n1n2_d1d2,33.086,3538,2514,1024,0,3221,0,64,5,100.000
io8_l1n1n2_l3n1n4,21.993,2588,1564,1024,0,2571,8,0,8,100.000
io8_l1n1n2_l3n1n4_d1d2,44.044,3766,2742,1024,0,3527,0,64,14,100.000
io8_l1n1n2_l3n1n8,25.670,2668,1644,1024,0,2525,8,0,11,100.000
io8_l1n1n2_l3n1n8_d1d2,46.994,3992,2968,1024,0,3528,0,64,17,100.000
io8_l1n1n2_l3n1p1,20.889,2482,1458,1024,0,2260,0,8,5,100.000
io8_l1n1n2_l3n1p1_d1d2,42.633,3644,2620,1024,0,3177,0,64,5,100.000
io8_l1n1n2_l3n1p2,22.058,2633,1609,1024,0,2423,8,0,5,100.000
io8_l1n1n2_l3n1p2_d1d2,39.865,3788,2764,1024,0,3315,0,64,5,100.000
io8_l1n1n2_l3n1p4,20.575,2765,1741,1024,0,2532,8,0,5,100.000
io8_l1n1n2_l3n1p4_d1d2,35.397,3895,2871,1024,0,3385,0,64,5,100.000
io8_l1n1n2_l3n1p8,22.083,2773,1749,1024,0,2839,8,0,5,100.000
io8_l1n1n2_l3n1p8_d1d2,34.096,3834,2810,1024,0,3621,0,64,5,100.000
io8_l1n1n2_l3p1n1,30.701,4463,3439,1024,0,6239,8,0,8,100.000
io8_l1n1n2_l3p1n1_d1d2,88.351,7330,6298,1032,0,8130,64,0,50,100.000
io8_l1n1n2_l3p2n1,32.324,5702,4678,1024,0,9522,0,8,5,100.000
io8_l1n1n2_l3p2n1_d1d2,42.048,7339,6315,1024,0,9555,0,64,5,100.000
io8_l1n1n2_l3p4n1,33.435,6063,5039,1024,0,7820,2,6,8,100.000
io8_l1n1n2_l3p4n1_d1d2,92.716,9471,8441,1030,0,11743,16,48,50,100.000
io8_l1n1n2_l3p8n1,116.240,24169,18406,1024,4739,44838,8,0,80,100.000
io8_l1n1n2_l3p8n1_d1d2,659.640,85863,63457,1024,21382,95710,64,0,640,100.000
io8_l1n1n4_l3n1n1,31.669,2564,1540,1024,0,2598,0,8,14,100.000
io8_l1n1n4_l3n1n1_d1d2,49.798,3747,2723,1024,0,3445,0,64,14,100.000
io8_l1n1n4_l3n1n2,30.699,2637,1613,1024,0,2666,0,8,14,100.000
io8_l1n1n4_l3n1n2_d1d2,43.981,3776,2752,1024,0,3523,0,64,14,100.000
io8_l1n1n4_l3n1n4,33.651,2766,1742,1024,0,2842,8,0,14,100.000
io8_l1n1n4_l3n1n4_d1d2,45.541,3794,2770,1024,0,3544,0,64,14,100.000
