prj,vivado_dynamic_pwr(mW),Total LUTs,Logic LUTs,LUTRAMs,SRLs,FFs,RAMB36,RAMB18,URAM,DSP48 Blocks,freq(MHz)
io2_l1p2n1_l3p1n1_l5p2,67.510,10826,9637,0,1189,14247,8,6,0,32,300.030
io2_l1p2n1_l3p1n1_l5p2_d1d2,83.288,13303,11666,0,1637,15768,8,6,0,64,300.030
io2_l1p2n1_l3p2n1_l5p2,119.613,12118,9740,0,2378,17331,8,6,0,32,300.030
io2_l1p2n1_l3p2n1_l5p2_d1d2,154.312,16070,12796,0,3274,19877,10,6,0,64,300.030
io4_l1n1n1_l3n1n1_l5n1,14.516,1199,943,256,0,1257,8,0,0,5,300.030
io4_l1n1n1_l3n1n1_l5n1_d1d2,20.837,1457,1201,256,0,1409,0,32,0,5,300.030
io4_l1n1n1_l3n1n2_l5n1,17.506,1345,1089,256,0,1440,8,0,0,8,300.030
io4_l1n1n1_l3n1n2_l5n1_d1d2,23.600,1602,1346,256,0,1564,0,32,0,8,300.030
io4_l1n1n1_l3n1n4_l5n1,21.519,1518,1262,256,0,1627,8,0,0,14,300.030
io4_l1n1n1_l3n1n4_l5n1_d1d2,28.712,1780,1524,256,0,1828,0,32,0,14,300.030
io4_l1n1n1_l3n1p1_l5n1,16.571,1308,1052,256,0,1284,8,0,0,5,300.030
io4_l1n1n1_l3n1p1_l5n1_d1d2,23.728,1568,1312,256,0,1469,0,32,0,5,300.030
io4_l1n1n1_l3n1p2_l5n1,16.261,1444,1188,256,0,1410,8,0,0,5,300.030
io4_l1n1n1_l3n1p2_l5n1_d1d2,22.938,1681,1425,256,0,1544,0,32,0,5,300.030
io4_l1n1n1_l3n1p4_l5n1,16.099,1451,1195,256,0,1462,8,0,0,5,300.030
io4_l1n1n1_l3n1p4_l5n1_d1d2,23.048,1781,1525,256,0,1727,0,32,0,5,300.030
io4_l1n1n1_l3p1n1_l5n1,57.156,5501,5181,320,0,6702,8,0,0,50,300.030
io4_l1n1n1_l3p1n1_l5n1_d1d2,64.463,5920,5600,320,0,6946,16,16,0,50,300.030
io4_l1n1n1_l3p2n1_l5n1,60.732,6702,6382,320,0,7163,8,0,0,50,300.030
io4_l1n1n1_l3p2n1_l5n1_d1d2,68.297,7753,7433,320,0,8059,8,24,0,50,300.030
io4_l1n1n1_l3p4n1_l5n1,86.393,15278,12586,320,2372,24406,8,0,0,64,300.030
io4_l1n1n1_l3p4n1_l5n1_d1d2,235.386,34038,28338,256,5444,38113,20,16,0,256,300.030
io4_l1n1n2_l3n1n1_l5n1,17.212,1350,1094,256,0,1440,8,0,0,8,300.030
io4_l1n1n2_l3n1n1_l5n1_d1d2,23.901,1605,1349,256,0,1564,0,32,0,8,300.030
io4_l1n1n2_l3n1n2_l5n1,18.434,1408,1152,256,0,1495,8,0,0,8,300.030
io4_l1n1n2_l3n1n2_l5n1_d1d2,24.376,1650,1394,256,0,1591,0,32,0,8,300.030
io4_l1n1n2_l3n1n4_l5n1,22.961,1593,1337,256,0,1683,8,0,0,14,300.030
io4_l1n1n2_l3n1n4_l5n1_d1d2,28.614,1842,1586,256,0,1856,0,32,0,14,300.030
io4_l1n1n2_l3n1p1_l5n1,20.399,1446,1190,256,0,1480,8,0,0,8,300.030
io4_l1n1n2_l3n1p1_l5n1_d1d2,27.930,1698,1442,256,0,1624,0,32,0,8,300.030
io4_l1n1n2_l3n1p2_l5n1,19.504,1590,1334,256,0,1561,8,0,0,8,300.030
io4_l1n1n2_l3n1p2_l5n1_d1d2,25.527,1874,1618,256,0,1721,0,32,0,8,300.030
io4_l1n1n2_l3n1p4_l5n1,19.272,1581,1325,256,0,1613,8,0,0,8,300.030
io4_l1n1n2_l3n1p4_l5n1_d1d2,24.923,1840,1584,256,0,1788,0,32,0,8,300.030
io4_l1n1n2_l3p1n1_l5n1,58.831,5632,5312,320,0,7239,8,0,0,50,300.030
io4_l1n1n2_l3p1n1_l5n1_d1d2,65.282,5848,5528,320,0,7017,16,16,0,50,300.030
io4_l1n1n2_l3p2n1_l5n1,59.753,6509,6189,320,0,7205,8,0,0,50,300.030
io4_l1n1n2_l3p2n1_l5n1_d1d2,66.859,7324,7004,320,0,7916,8,24,0,50,300.030
io4_l1n1n2_l3p4n1_l5n1,89.104,15208,12516,320,2372,24372,8,0,0,64,300.030
io4_l1n1n2_l3p4n1_l5n1_d1d2,239.025,34022,28322,256,5444,38195,16,16,0,256,300.030
io4_l1n1n4_l3n1n1_l5n1,21.574,1536,1280,256,0,1627,8,0,0,14,300.030
io4_l1n1n4_l3n1n1_l5n1_d1d2,27.801,1805,1549,256,0,1828,0,32,0,14,300.030
io4_l1n1n4_l3n1n2_l5n1,21.903,1598,1342,256,0,1683,8,0,0,14,300.030
io4_l1n1n4_l3n1n2_l5n1_d1d2,27.774,1846,1590,256,0,1856,0,32,0,14,300.030
io4_l1n1n4_l3n1n4_l5n1,22.721,1539,1283,256,0,1545,8,0,0,14,300.030
io4_l1n1n4_l3n1n4_l5n1_d1d2,29.053,1781,1525,256,0,1919,0,32,0,14,300.030
io4_l1n1n4_l3n1p1_l5n1,24.743,1657,1401,256,0,1689,8,0,0,14,300.030
io4_l1n1n4_l3n1p1_l5n1_d1d2,31.572,2040,1784,256,0,1888,0,32,0,14,300.030
io4_l1n1n4_l3n1p2_l5n1,23.499,1730,1474,256,0,1748,8,0,0,14,300.030
io4_l1n1n4_l3n1p2_l5n1_d1d2,29.949,2106,1850,256,0,1985,0,32,0,14,300.030
io4_l1n1n4_l3n1p4_l5n1,22.393,1776,1520,256,0,1672,8,0,0,14,300.030
io4_l1n1n4_l3n1p4_l5n1_d1d2,29.611,2032,1776,256,0,2046,0,32,0,14,300.030
io4_l1n1n4_l3p1n1_l5n1,58.747,5542,5222,320,0,6982,8,0,0,50,300.030
io4_l1n1n4_l3p1n1_l5n1_d1d2,66.204,5868,5548,320,0,7123,16,16,0,50,300.030
io4_l1n1n4_l3p2n1_l5n1,61.440,6655,6335,320,0,7081,8,0,0,50,300.030
io4_l1n1n4_l3p2n1_l5n1_d1d2,66.831,7435,7115,320,0,7855,8,24,0,50,300.030
io4_l1n1n4_l3p4n1_l5n1,94.562,15585,12893,320,2372,24324,8,0,0,64,300.030
io4_l1n1n4_l3p4n1_l5n1_d1d2,242.005,34287,28587,256,5444,38276,16,16,0,256,300.030
io4_l1n1p1_l3n1n1_l5n1,16.551,1394,1138,256,0,1317,8,0,0,5,300.030
io4_l1n1p1_l3n1n1_l5n1_d1d2,23.551,1569,1313,256,0,1468,0,32,0,5,300.030
io4_l1n1p1_l3n1n2_l5n1,18.935,1475,1219,256,0,1500,8,0,0,8,300.030
io4_l1n1p1_l3n1n2_l5n1_d1d2,26.352,1697,1441,256,0,1623,0,32,0,8,300.030
io4_l1n1p1_l3n1n4_l5n1,24.203,1653,1397,256,0,1689,8,0,0,14,300.030
io4_l1n1p1_l3n1n4_l5n1_d1d2,30.977,1890,1634,256,0,1887,0,32,0,14,300.030
io4_l1n1p1_l3n1p1_l5n1,18.618,1376,1120,256,0,1324,8,0,0,5,300.030
io4_l1n1p1_l3n1p1_l5n1_d1d2,27.941,1644,1388,256,0,1495,0,32,0,5,300.030
io4_l1n1p1_l3n1p2_l5n1,18.687,1548,1292,256,0,1440,8,0,0,5,300.030
io4_l1n1p1_l3n1p2_l5n1_d1d2,26.346,1764,1508,256,0,1574,0,32,0,5,300.030
io4_l1n1p1_l3n1p4_l5n1,18.377,1551,1295,256,0,1492,8,0,0,5,300.030
io4_l1n1p1_l3n1p4_l5n1_d1d2,26.122,1803,1547,256,0,1691,0,32,0,5,300.030
io4_l1n1p1_l3p1n1_l5n1,59.198,5607,5287,320,0,6731,8,0,0,50,300.030
io4_l1n1p1_l3p1n1_l5n1_d1d2,70.709,6035,5715,320,0,7235,16,16,0,50,300.030
io4_l1n1p1_l3p2n1_l5n1,61.008,6541,6221,320,0,6702,8,0,0,50,300.030
io4_l1n1p1_l3p2n1_l5n1_d1d2,70.366,7332,7012,320,0,7857,6,24,0,50,300.030
io4_l1n1p1_l3p4n1_l5n1,92.769,15693,13001,320,2372,24359,8,0,0,64,300.030
io4_l1n1p1_l3p4n1_l5n1_d1d2,243.418,33969,28269,256,5444,38126,20,16,0,256,300.030
io4_l1n1p2_l3n1n1_l5n1,17.611,1443,1187,256,0,1410,8,0,0,5,300.030
io4_l1n1p2_l3n1n1_l5n1_d1d2,23.062,1665,1409,256,0,1546,0,32,0,5,300.030
io4_l1n1p2_l3n1n2_l5n1,20.088,1567,1311,256,0,1561,8,0,0,8,300.030
io4_l1n1p2_l3n1n2_l5n1_d1d2,26.454,1865,1609,256,0,1720,0,32,0,8,300.030
io4_l1n1p2_l3n1n4_l5n1,25.147,1735,1479,256,0,1748,8,0,0,14,300.030
io4_l1n1p2_l3n1n4_l5n1_d1d2,31.084,2099,1843,256,0,1986,0,32,0,14,300.030
io4_l1n1p2_l3n1p1_l5n1,20.589,1545,1289,256,0,1440,8,0,0,5,300.030
io4_l1n1p2_l3n1p1_l5n1_d1d2,28.115,1776,1520,256,0,1562,0,32,0,5,300.030
io4_l1n1p2_l3n1p2_l5n1,18.582,1585,1329,256,0,1469,8,0,0,5,300.030
io4_l1n1p2_l3n1p2_l5n1_d1d2,25.672,2024,1768,256,0,1724,0,32,0,5,300.030
io4_l1n1p2_l3n1p4_l5n1,18.929,1605,1349,256,0,1552,8,0,0,5,300.030
io4_l1n1p2_l3n1p4_l5n1_d1d2,26.198,1948,1692,256,0,1790,0,32,0,5,300.030
io4_l1n1p2_l3p1n1_l5n1,60.355,5624,5304,320,0,6793,8,0,0,50,300.030
io4_l1n1p2_l3p1n1_l5n1_d1d2,68.522,5925,5605,320,0,7035,16,16,0,50,300.030
io4_l1n1p2_l3p2n1_l5n1,61.804,6642,6322,320,0,6774,8,0,0,50,300.030
io4_l1n1p2_l3p2n1_l5n1_d1d2,70.737,7657,7337,320,0,8004,8,24,0,50,300.030
io4_l1n1p2_l3p4n1_l5n1,97.632,15446,12754,320,2372,24418,8,0,0,64,300.030
io4_l1n1p2_l3p4n1_l5n1_d1d2,245.303,34383,28683,256,5444,38206,20,16,0,256,300.030
io4_l1n1p4_l3n1n1_l5n1,17.757,1497,1241,256,0,1462,8,0,0,5,300.030
io4_l1n1p4_l3n1n1_l5n1_d1d2,24.022,1877,1621,256,0,1727,0,32,0,5,300.030
io4_l1n1p4_l3n1n2_l5n1,19.469,1589,1333,256,0,1613,8,0,0,8,300.030
io4_l1n1p4_l3n1n2_l5n1_d1d2,26.093,1836,1580,256,0,1788,0,32,0,8,300.030
io4_l1n1p4_l3n1n4_l5n1,23.517,1765,1509,256,0,1671,8,0,0,14,300.030
io4_l1n1p4_l3n1n4_l5n1_d1d2,30.136,2026,1770,256,0,2045,0,32,0,14,300.030
io4_l1n1p4_l3n1p1_l5n1,20.915,1557,1301,256,0,1492,8,0,0,5,300.030
io4_l1n1p4_l3n1p1_l5n1_d1d2,28.580,1806,1550,256,0,1691,0,32,0,5,300.030
io4_l1n1p4_l3n1p2_l5n1,19.631,1584,1328,256,0,1557,8,0,0,5,300.030
io4_l1n1p4_l3n1p2_l5n1_d1d2,25.440,1960,1704,256,0,1791,0,32,0,5,300.030
io4_l1n1p4_l3n1p4_l5n1,17.810,1491,1235,256,0,1407,8,0,0,5,300.030
io4_l1n1p4_l3n1p4_l5n1_d1d2,24.814,1831,1575,256,0,1785,0,32,0,5,300.030
io4_l1n1p4_l3p1n1_l5n1,59.246,5635,5315,320,0,6679,8,0,0,50,300.030
io4_l1n1p4_l3p1n1_l5n1_d1d2,68.294,6051,5731,320,0,7110,16,16,0,50,300.030
io4_l1n1p4_l3p2n1_l5n1,61.530,6535,6215,320,0,6876,8,0,0,50,300.030
io4_l1n1p4_l3p2n1_l5n1_d1d2,68.427,7425,7105,320,0,7937,8,24,0,50,300.030
io4_l1n1p4_l3p4n1_l5n1,96.501,15473,12781,320,2372,24287,8,0,0,64,300.030
io4_l1n1p4_l3p4n1_l5n1_d1d2,245.517,34237,28537,256,5444,38209,20,16,0,256,300.030
io4_l1p1n1_l3n1n1_l5p1,46.731,5500,5180,320,0,6714,8,0,0,50,300.030
io4_l1p1n1_l3n1n1_l5p1_d1d2,55.645,5974,5654,320,0,7057,16,16,0,50,300.030
io4_l1p1n1_l3n1n2_l5p1,49.160,5557,5237,320,0,7066,8,0,0,50,300.030
io4_l1p1n1_l3n1n2_l5p1_d1d2,56.577,5893,5573,320,0,7216,16,16,0,50,300.030
io4_l1p1n1_l3n1n4_l5p1,49.673,5535,5215,320,0,6802,8,0,0,50,300.030
io4_l1p1n1_l3n1n4_l5p1_d1d2,57.912,5874,5554,320,0,7153,16,16,0,50,300.030
io4_l1p1n1_l3n1p1_l5p1,51.634,5591,5271,320,0,6742,8,0,0,50,300.030
io4_l1p1n1_l3n1p1_l5p1_d1d2,61.511,6112,5792,320,0,7097,16,16,0,50,300.030
io4_l1p1n1_l3n1p2_l5p1,48.946,5724,5404,320,0,6809,8,0,0,50,300.030
io4_l1p1n1_l3n1p2_l5p1_d1d2,58.192,5981,5661,320,0,7058,16,16,0,50,300.030
io4_l1p1n1_l3n1p4_l5p1,49.412,5800,5480,320,0,6697,8,0,0,50,300.030
io4_l1p1n1_l3n1p4_l5p1_d1d2,58.785,6216,5896,320,0,6990,16,16,0,50,300.030
io4_l1p1n1_l3p1n1_l5p1,29.990,3896,3576,320,0,4266,8,0,0,14,300.030
io4_l1p1n1_l3p1n1_l5p1_d1d2,47.378,4841,4521,320,0,5136,28,0,0,26,300.030
io4_l1p1n1_l3p2n1_l5p1,62.881,7113,6793,320,0,7799,8,0,0,50,300.030
io4_l1p1n1_l3p2n1_l5p1_d1d2,66.796,7501,7181,320,0,8341,8,24,0,50,300.030
io4_l1p1n1_l3p4n1_l5p1,93.900,17814,15122,320,2372,25881,8,0,0,64,300.030
io4_l1p1n1_l3p4n1_l5p1_d1d2,242.803,36811,31111,256,5444,39159,36,0,0,256,300.030
io4_l1p2n1_l3n1n1_l5p2,51.423,6935,6615,320,0,7286,8,0,0,52,300.030
io4_l1p2n1_l3n1n1_l5p2_d1d2,55.783,7592,7272,320,0,8134,8,24,0,52,300.030
io4_l1p2n1_l3n1n2_l5p2,51.656,6694,6374,320,0,7063,8,0,0,52,300.030
io4_l1p2n1_l3n1n2_l5p2_d1d2,58.227,7501,7181,320,0,8168,8,24,0,52,300.030
io4_l1p2n1_l3n1n4_l5p2,51.827,6872,6552,320,0,6825,8,0,0,52,300.030
io4_l1p2n1_l3n1n4_l5p2_d1d2,59.429,7498,7178,320,0,8108,8,24,0,52,300.030
io4_l1p2n1_l3n1p1_l5p2,55.786,6886,6566,320,0,7092,8,0,0,52,300.030
io4_l1p2n1_l3n1p1_l5p2_d1d2,62.146,7689,7369,320,0,8159,8,24,0,52,300.030
io4_l1p2n1_l3n1p2_l5p2,52.795,7114,6794,320,0,7073,8,0,0,52,300.030
io4_l1p2n1_l3n1p2_l5p2_d1d2,60.713,7797,7477,320,0,8266,8,24,0,52,300.030
io4_l1p2n1_l3n1p4_l5p2,51.114,6940,6620,320,0,6867,8,0,0,52,300.030
io4_l1p2n1_l3n1p4_l5p2_d1d2,57.847,7867,7547,320,0,8141,8,24,0,52,300.030
io4_l1p2n1_l3p1n1_l5p2,54.888,7289,6969,320,0,7618,8,0,0,52,300.030
io4_l1p2n1_l3p1n1_l5p2_d1d2,59.468,7755,7435,320,0,8455,6,24,0,52,300.030
io4_l1p2n1_l3p2n1_l5p2,35.881,5357,5037,320,0,5260,8,0,0,16,300.030
io4_l1p2n1_l3p2n1_l5p2_d1d2,65.155,8731,8411,320,0,8990,16,16,0,52,300.030
io4_l1p2n1_l3p4n1_l5p2,100.296,19102,16410,320,2372,26421,8,0,0,64,300.030
io4_l1p2n1_l3p4n1_l5p2_d1d2,244.566,38042,32342,256,5444,39637,25,8,0,256,300.030
io4_l1p4n1_l3n1n1_l5p4,79.314,15517,12825,320,2372,24380,8,0,0,64,300.030
io4_l1p4n1_l3n1n1_l5p4_d1d2,198.735,33852,28152,256,5444,38283,20,16,0,256,300.030
io4_l1p4n1_l3n1n2_l5p4,87.662,15619,12927,320,2372,24443,8,0,0,64,300.030
io4_l1p4n1_l3n1n2_l5p4_d1d2,203.373,33548,27848,256,5444,38371,20,16,0,256,300.030
io4_l1p4n1_l3n1n4_l5p4,94.442,15369,12677,320,2372,24271,8,0,0,64,300.030
io4_l1p4n1_l3n1n4_l5p4_d1d2,208.501,34207,28507,256,5444,38415,20,16,0,256,300.030
io4_l1p4n1_l3n1p1_l5p4,96.768,15654,12962,320,2372,24406,8,0,0,64,300.030
io4_l1p4n1_l3n1p1_l5p4_d1d2,216.240,34375,28675,256,5444,38277,20,16,0,256,300.030
io4_l1p4n1_l3n1p2_l5p4,93.344,15620,12928,320,2372,24462,8,0,0,64,300.030
io4_l1p4n1_l3n1p2_l5p4_d1d2,208.535,33626,27926,256,5444,38470,20,16,0,256,300.030
io4_l1p4n1_l3n1p4_l5p4,93.380,15867,13163,320,2384,24334,8,0,0,64,300.030
io4_l1p4n1_l3n1p4_l5p4_d1d2,209.331,34239,28539,256,5444,38274,16,12,0,256,300.030
io4_l1p4n1_l3p1n1_l5p4,97.657,18357,15665,320,2372,25934,8,0,0,64,300.030
io4_l1p4n1_l3p1n1_l5p4_d1d2,224.230,37054,31354,256,5444,39244,36,0,0,256,300.030
io4_l1p4n1_l3p2n1_l5p4,103.382,19515,16823,320,2372,26317,8,0,0,64,300.030
io4_l1p4n1_l3p2n1_l5p4_d1d2,222.455,38626,32926,256,5444,39585,28,8,0,256,300.030
io4_l1p4n1_l3p4n1_l5p4,201.982,22192,17128,320,4744,33132,8,0,0,64,300.030
io4_l1p4n1_l3p4n1_l5p4_d1d2,407.581,46881,35801,192,10888,48469,40,0,0,256,300.030
io8_l1n1n1_l3n1n1_l5n1,20.418,1957,1445,512,0,1925,0,16,0,5,300.030
io8_l1n1n1_l3n1n1_l5n1_d1d2,49.628,3184,2672,512,0,2843,0,128,0,5,300.030
io8_l1n1n1_l3n1n2_l5n1,20.183,2010,1498,512,0,2010,0,16,0,5,300.030
io8_l1n1n1_l3n1n2_l5n1_d1d2,47.686,3242,2730,512,0,2954,0,128,0,5,300.030
io8_l1n1n1_l3n1n4_l5n1,26.122,2318,1806,512,0,2414,0,16,0,14,300.030
io8_l1n1n1_l3n1n4_l5n1_d1d2,54.726,3571,3059,512,0,3267,0,128,0,14,300.030
io8_l1n1n1_l3n1n8_l5n1,30.199,2432,1920,512,0,2565,0,16,0,17,300.030
io8_l1n1n1_l3n1n8_l5n1_d1d2,58.757,3824,3306,518,0,3641,0,128,0,20,300.030
io8_l1n1n1_l3n1p1_l5n1,22.959,2087,1567,520,0,1988,0,16,0,5,300.030
io8_l1n1n1_l3n1p1_l5n1_d1d2,52.119,3333,2821,512,0,2138,0,128,0,5,300.030
io8_l1n1n1_l3n1p2_l5n1,21.761,2223,1711,512,0,2152,0,16,0,5,300.030
io8_l1n1n1_l3n1p2_l5n1_d1d2,49.586,3498,2986,512,0,2341,0,128,0,5,300.030
io8_l1n1n1_l3n1p4_l5n1,21.513,2332,1820,512,0,2253,0,16,0,5,300.030
io8_l1n1n1_l3n1p4_l5n1_d1d2,50.335,3658,3146,512,0,2495,0,128,0,5,300.030
io8_l1n1n1_l3n1p8_l5n1,21.107,2307,1795,512,0,2336,0,16,0,5,300.030
io8_l1n1n1_l3n1p8_l5n1_d1d2,49.139,3582,3070,512,0,2673,0,128,0,5,300.030
