prj,total_pwr(uW),static_pwr(uW),dynamic_pwr(mW),vivado_dynamic_pwr(mW),Total LUTs,Logic LUTs,LUTRAMs,SRLs,FFs,RAMB36,RAMB18,URAM,DSP48 Blocks
io2_l2n1n1_l4n1p2,356475.275,350657.2,5.818075000000012,17.619,1034,1025,0,9,877,16,0,0,10
io2_l2n1n1_l4n1p2_d1d2,357884.4375,351989.9,5.894537499999977,17.987,1233,1224,0,9,946,16,0,0,10
io2_l2n1n1_l4p1n1,388133.825,379278.85,8.854975000000035,25.539,3950,3950,0,0,4743,12,0,0,10
io2_l2n1n1_l4p1n1_d1d2,391297.625,383690.525,7.607099999999977,29.885,4513,4513,0,0,4253,12,0,0,18
io2_l2n1n1_l4p2n1,397614.875,390149.4,7.4654749999999765,31.984,6570,6570,0,0,7924,16,0,0,10
io2_l2n1n1_l4p2n1_d1d2,392755.175,385872.325,6.882849999999976,35.514,6164,6164,0,0,9040,12,0,0,20
io2_l2n1n2_l4n1n1,354898.125,349651.1,5.247025000000023,17.366,866,866,0,0,762,16,0,0,8
io2_l2n1n2_l4n1n1_d1d2,374980.75,370102.3,4.8784500000000115,16.770,1021,1021,0,0,928,16,0,0,8
io2_l2n1n2_l4n1n2,354832.5,349106.7,5.725799999999988,19.069,1066,1066,0,0,958,16,0,0,10
io2_l2n1n2_l4n1n2_d1d2,355068.875,346653.65,8.415224999999976,16.822,950,950,0,0,870,16,0,0,8
io2_l2n1n2_l4n1p1,355532.5432098765,349525.475,6.0070682098765396,17.475,879,879,0,0,774,16,0,0,8
io2_l2n1n2_l4n1p1_d1d2,375043.375,369784.85,5.258525000000024,16.378,980,980,0,0,859,16,0,0,8
io2_l2n1n2_l4n1p2,355104.85,348569.55,6.535299999999989,19.561,1104,1095,0,9,930,16,0,0,10
io2_l2n1n2_l4n1p2_d1d2,377762.2375,371732.2,6.030037499999977,19.526,1226,1217,0,9,1067,16,0,0,10
io2_l2n1n2_l4p1n1,387679.15,382637.2,5.0419500000000115,29.451,4126,4126,0,0,4765,16,0,0,10
io2_l2n1n2_l4p1n1_d1d2,387694.6875,380317.275,7.377412499999977,30.829,4490,4490,0,0,4340,12,0,0,18
io2_l2n1n2_l4p2n1,396526.35,389002.55,7.523799999999988,35.819,6706,6706,0,0,7949,16,0,0,10
io2_l2n1n2_l4p2n1_d1d2,391205.85,382230.225,8.975625,36.555,6042,6042,0,0,9194,12,0,0,20
io2_l2n1p1_l4n1n1,357656.825,346883.2,10.773625,17.895,881,881,0,0,736,16,0,0,5
io2_l2n1p1_l4n1n1_d1d2,380244.925,368457.75,11.787174999999989,18.070,1140,1140,0,0,764,16,0,0,5
io2_l2n1p1_l4n1n2,359686.1375,348934.55,10.751587500000023,21.383,1144,1144,0,0,996,16,0,0,10
io2_l2n1p1_l4n1n2_d1d2,358694.6125,346786.05,11.9085625,18.049,1103,1103,0,0,791,16,0,0,5
io2_l2n1p1_l4n1p1,358832.0125,348970.725,9.861287500000035,17.625,887,887,0,0,750,16,0,0,5
io2_l2n1p1_l4n1p1_d1d2,380448.475,368708.3,11.740174999999988,17.875,1072,1072,0,0,775,16,0,0,5
io2_l2n1p1_l4n1p2,358378.3,345906.45,12.471849999999977,21.788,1182,1173,0,9,970,16,0,0,10
io2_l2n1p1_l4n1p2_d1d2,381695.025,369568.25,12.126775000000023,22.256,1379,1370,0,9,1060,16,0,0,10
io2_l2n1p1_l4p1n1,392737.275,379807.1,12.930175000000046,28.886,4002,4002,0,0,4798,12,0,0,10
io2_l2n1p1_l4p1n1_d1d2,395276.9875,381851.3658536585,13.42562164634146,34.007,4590,4590,0,0,4375,12,0,0,18
io2_l2n1p1_l4p2n1,402904.525,389192.2,13.712325000000012,35.166,6736,6736,0,0,7988,12,0,0,10
io2_l2n1p1_l4p2n1_d1d2,398628.675,384811.975,13.816700000000012,41.380,6050,6050,0,0,9210,16,0,0,20
io2_l2n1p2_l4n1n1,354744.225,344388.65,10.355574999999954,18.988,986,986,0,0,769,16,0,0,5
io2_l2n1p2_l4n1n1_d1d2,373895.55,362253.85,11.64170000000001,17.867,1180,1180,0,0,907,16,0,0,5
io2_l2n1p2_l4n1n2,357425.3875,343921.25,13.504137500000011,22.187,1225,1225,0,0,1027,16,0,0,10
io2_l2n1p2_l4n1n2_d1d2,376442.425,362308.0731707317,14.13435182926827,18.267,1198,1198,0,0,934,16,0,0,5
io2_l2n1p2_l4n1p1,353615.6,340642.125,12.973474999999977,19.305,997,997,0,0,782,16,0,0,5
io2_l2n1p2_l4n1p1_d1d2,374574.0,363346.0,11.228,17.553,1123,1123,0,0,919,16,0,0,5
io2_l2n1p2_l4n1p2,355016.65,342338.8,12.677850000000035,22.973,1260,1251,0,9,1001,16,0,0,10
io2_l2n1p2_l4n1p2_d1d2,373271.35,360638.1,12.63325,21.950,1434,1425,0,9,1203,16,0,0,10
io2_l2n1p2_l4p1n1,387864.0125,372215.75,15.648262500000012,32.945,4054,4054,0,0,4794,16,0,0,10
io2_l2n1p2_l4p1n1_d1d2,388287.225,372925.5,15.361724999999977,33.879,4623,4623,0,0,4450,12,0,0,18
io2_l2n1p2_l4p2n1,398802.0,383485.825,15.316174999999989,37.098,6904,6904,0,0,7985,12,0,0,10
io2_l2n1p2_l4p2n1_d1d2,389559.95,372643.575,16.916375,40.014,6077,6077,0,0,9279,16,0,0,20
io2_l2p1n1_l4n1n1,386102.075,362767.25,23.334825000000013,105.663,7420,7420,0,0,7544,16,0,0,182
io2_l2p1n1_l4n1n1_d1d2,388379.95,364149.55,24.230400000000024,112.311,10676,10676,0,0,12361,16,0,0,176
io2_l2p1n1_l4n1n2,391028.1125,365525.4,25.502712499999966,105.695,7510,7510,0,0,7711,12,0,0,184
io2_l2p1n1_l4n1n2_d1d2,388616.0125,362770.15,25.84586249999999,114.349,10858,10858,0,0,15080,16,0,0,176
io2_l2p1n1_l4n1p1,387659.2625,363148.15,24.51111249999999,106.104,7414,7414,0,0,7546,16,0,0,182
io2_l2p1n1_l4n1p1_d1d2,394680.0375,363650.55,31.029487499999988,113.813,10654,10654,0,0,15061,16,0,0,176
io2_l2p1n1_l4n1p2,391227.9875,365708.775,25.519212499999966,106.831,7650,7641,0,9,7744,12,0,0,184
io2_l2p1n1_l4n1p2_d1d2,393952.55,367079.675,26.872875,117.336,10911,10902,0,9,17975,16,0,0,178
io2_l2p1n1_l4p1n1,404747.32911392406,378462.125,26.28520411392406,116.217,10621,10621,0,0,11685,16,0,0,184
io2_l2p1n1_l4p1n1_d1d2,404229.475,377590.75,26.638724999999976,83.531,11605,11605,0,0,14509,16,0,0,84
io2_l2p1n1_l4p2n1,413759.4,385626.8,28.132600000000036,107.258,12729,12729,0,0,14209,16,0,0,148
io2_l2p1n1_l4p2n1_d1d2,416147.275,388135.65,28.011625,77.739,13392,13392,0,0,18399,16,0,0,47
io2_l2p2n1_l4n1n1,532154.65,382967.3,149.18735000000004,143.124,8834,7639,0,1195,12474,16,0,0,26
io2_l2p2n1_l4n1n1_d1d2,524023.5375,389850.5,134.17303749999996,163.580,10611,8970,0,1641,15847,16,0,0,52
io2_l2p2n1_l4n1n2,548861.275,385021.0,163.84027500000002,165.511,8750,7555,0,1195,12476,16,0,0,26
io2_l2p2n1_l4n1n2_d1d2,518954.725,387211.075,131.74364999999997,170.805,11414,9773,0,1641,15658,16,0,0,52
io2_l2p2n1_l4n1p1,550954.8,385216.975,165.73782500000007,145.102,8957,7762,0,1195,12543,16,0,0,26
io2_l2p2n1_l4n1p1_d1d2,531222.6455696203,391704.2,139.5184455696203,162.545,10737,9096,0,1641,15803,16,0,0,52
io2_l2p2n1_l4n1p2,584175.175,381571.775,202.60340000000002,182.764,8783,7579,0,1204,12443,16,0,0,26
io2_l2p2n1_l4n1p2_d1d2,572076.15,383411.0,188.66515,235.391,11038,9388,0,1650,15659,8,0,0,52
io2_l2p2n1_l4p1n1,614290.35,393104.7,221.18564999999995,198.804,11654,10459,0,1195,16036,16,0,0,26
io2_l2p2n1_l4p1n1_d1d2,600847.775,395508.5,205.33927500000001,260.569,13679,12038,0,1641,18119,16,0,0,52
io2_l2p2n1_l4p2n1,624053.6,409103.2,214.95039999999997,207.863,14865,13673,0,1192,19277,16,0,0,26
io2_l2p2n1_l4p2n1_d1d2,623918.1125,407477.9,216.44021250000003,272.325,15450,13809,0,1641,22610,16,0,0,52
io4_l2n1n1_l4n1n1,340903.7,339386.025,1.5176749999999883,13.430,808,808,0,0,646,16,0,0,5
io4_l2n1n1_l4n1n1_d1d2,348163.45,337192.2,10.97125,28.238,1581,1581,0,0,646,0,64,0,5
io4_l2n1n1_l4n1n2,337197.775,330267.25,6.930525000000023,13.654,859,859,0,0,655,16,0,0,5
io4_l2n1n1_l4n1n2_d1d2,351852.06172839506,340495.05,11.357011728395067,28.499,1648,1648,0,0,688,0,64,0,5
io4_l2n1n1_l4n1n4,340101.2625,332911.25,7.1900125000000115,23.454,1638,1638,0,0,1493,16,0,0,20
io4_l2n1n1_l4n1n4_d1d2,354396.4875,342764.625,11.631862499999988,29.084,1709,1709,0,0,760,0,64,0,5
io4_l2n1n1_l4n1p1,335472.0375,329068.2,6.403837499999965,13.881,835,835,0,0,662,16,0,0,5
io4_l2n1n1_l4n1p1_d1d2,350925.325,337979.7,12.945625,28.332,1601,1601,0,0,661,0,64,0,5
io4_l2n1n1_l4n1p2,344216.5063291139,336676.55,7.53995632911392,17.352,1118,1118,0,0,987,16,0,0,10
io4_l2n1n1_l4n1p2_d1d2,358483.6,344516.4,13.967199999999954,31.305,1939,1939,0,0,986,0,64,0,10
io4_l2n1n1_l4n1p4,349543.12658227846,342841.525,6.701601582278439,24.060,1683,1674,0,9,1401,16,0,0,20
io4_l2n1n1_l4n1p4_d1d2,363055.3827160494,348447.6,14.607782716049405,41.867,2477,2467,0,10,1530,16,48,0,20
io4_l2n1n1_l4p1n1,357663.75,348357.05,9.306700000000012,31.836,4654,4654,0,0,6163,12,0,0,20
io4_l2n1n1_l4p1n1_d1d2,374762.275,362727.425,12.034850000000034,53.342,5628,5628,0,0,5514,16,32,0,40
io4_l2n1n1_l4p2n1,363490.8125,354901.8,8.589012500000011,37.107,7014,7014,0,0,9056,14,0,0,20
io4_l2n1n1_l4p2n1_d1d2,392738.7594936709,378811.275,13.92748449367087,90.730,11335,11335,0,0,10721,32,32,0,78
io4_l2n1n1_l4p4n1,390335.3417721519,382077.3,8.25804177215189,50.592,12313,12313,0,0,15254,16,0,0,20
io4_l2n1n1_l4p4n1_d1d2,406511.05,391036.28205128206,15.474767948717927,91.869,15845,15845,0,0,22833,16,32,0,80
io4_l2n1n2_l4n1n1,346127.625,339598.1,6.529525000000024,17.822,981,981,0,0,822,16,0,0,8
io4_l2n1n2_l4n1n1_d1d2,356220.62025316455,345101.4,11.119220253164531,30.028,1710,1710,0,0,834,0,64,0,8
io4_l2n1n2_l4n1n2,345140.5443037975,338422.53846153844,6.718005842259037,17.685,1016,1016,0,0,830,16,0,0,8
io4_l2n1n2_l4n1n2_d1d2,355488.45238095237,344658.76923076925,10.829683150183119,30.322,1790,1790,0,0,876,0,64,0,8
io4_l2n1n2_l4n1n4,347756.0,340186.65,7.569349999999977,26.131,1786,1786,0,0,1604,16,0,0,20
io4_l2n1n2_l4n1n4_d1d2,358200.5,347213.9,10.986599999999976,30.523,1849,1849,0,0,948,0,64,0,8
io4_l2n1n2_l4n1p1,346061.63291139243,336691.9,9.369732911392406,18.109,986,986,0,0,837,16,0,0,8
io4_l2n1n2_l4n1p1_d1d2,355640.7088607595,343943.475,11.69723386075953,29.411,1740,1740,0,0,845,0,64,0,8
io4_l2n1n2_l4n1p2,346135.875,338246.5,7.889375,19.443,1274,1274,0,0,1100,16,0,0,10
io4_l2n1n2_l4n1p2_d1d2,354656.15,344328.6923076923,10.32745769230771,31.405,2029,2029,0,0,1110,0,64,0,10
io4_l2n1n2_l4n1p4,349296.7341772152,341157.9,8.138834177215177,26.241,1799,1790,0,9,1513,16,0,0,20
io4_l2n1n2_l4n1p4_d1d2,359304.925,350321.2619047619,8.983663095238095,41.721,2569,2559,0,10,1654,16,48,0,20
io4_l2n1n2_l4p1n1,361397.3125,351934.95,9.462362499999989,36.015,4669,4669,0,0,6240,16,0,0,20
io4_l2n1n2_l4p1n1_d1d2,374235.91139240505,362480.0,11.755911392405046,55.539,5652,5652,0,0,5606,16,32,0,40
io4_l2n1n2_l4p2n1,371115.15,362993.15,8.122,42.812,7255,7255,0,0,9111,16,0,0,20
io4_l2n1n2_l4p2n1_d1d2,394756.05,380310.475,14.445575000000012,91.168,11774,11774,0,0,10815,32,32,0,78
io4_l2n1n2_l4p4n1,396602.9625,384680.875,11.922087500000023,51.264,12162,12162,0,0,16044,16,0,0,20
io4_l2n1n2_l4p4n1_d1d2,414012.625,402634.2,11.378424999999988,93.659,15784,15784,0,0,22957,16,32,0,80
io4_l2n1n4_l4n1n1,351379.65,343533.0,7.846650000000023,21.560,1240,1240,0,0,1042,16,0,0,14
io4_l2n1n4_l4n1n1_d1d2,358477.3,349088.5,9.38879999999999,33.061,1962,1962,0,0,1159,0,64,0,14
io4_l2n1n4_l4n1n2,348864.75,340519.85365853657,8.344896341463434,22.015,1295,1295,0,0,1042,16,0,0,14
io4_l2n1n4_l4n1n2_d1d2,358579.08860759495,347901.0,10.678088607594953,33.481,2030,2030,0,0,1197,0,64,0,14
io4_l2n1n4_l4n1n4,353031.6296296296,343727.8,9.303829629629618,25.291,1906,1906,0,0,1703,16,0,0,20
io4_l2n1n4_l4n1n4_d1d2,361337.4375,352663.6,8.673837500000023,33.364,2026,2026,0,0,1277,0,64,0,14
io4_l2n1n4_l4n1p1,350235.75,340970.25,9.2655,21.623,1245,1245,0,0,1053,16,0,0,14
io4_l2n1n4_l4n1p1_d1d2,359407.725,349216.575,10.191149999999965,32.930,1920,1920,0,0,1171,0,64,0,14
io4_l2n1n4_l4n1p2,351380.275,341379.95,10.00032500000001,23.560,1512,1512,0,0,1312,16,0,0,16
io4_l2n1n4_l4n1p2_d1d2,359118.88607594935,347825.3,11.293586075949365,34.373,2222,2222,0,0,1440,0,64,0,16
io4_l2n1n4_l4n1p4,352351.7974683544,344745.6,7.606197468354425,26.264,1928,1919,0,9,1598,16,0,0,20
io4_l2n1n4_l4n1p4_d1d2,363798.1,352624.53846153844,11.173561538461538,40.813,2617,2607,0,10,1851,16,48,0,20
io4_l2n1n4_l4p1n1,364669.875,354797.65,9.872224999999977,35.932,4803,4803,0,0,6255,16,0,0,20
io4_l2n1n4_l4p1n1_d1d2,376145.6,365081.45,11.064149999999966,57.859,5839,5839,0,0,5801,16,32,0,40
io4_l2n1n4_l4p2n1,371258.4,359074.125,12.184275000000023,42.379,7145,7145,0,0,9173,16,0,0,20
io4_l2n1n4_l4p2n1_d1d2,392399.175,381893.3846153846,10.505790384615365,90.008,11443,11443,0,0,11006,32,32,0,78
io4_l2n1n4_l4p4n1,396807.2,384134.3,12.672900000000023,52.518,12512,12512,0,0,15356,14,0,0,20
io4_l2n1n4_l4p4n1_d1d2,410149.775,399237.6,10.912175000000046,97.607,15825,15825,0,0,23237,16,32,0,80
io4_l2n1p1_l4n1n1,351222.55,341379.4,9.843149999999966,18.579,984,984,0,0,736,16,0,0,5
io4_l2n1p1_l4n1n1_d1d2,368522.45,346357.4,22.165049999999987,39.479,1766,1766,0,0,734,0,64,0,5
io4_l2n1p1_l4n1n2,354818.6,342233.0,12.585599999999976,18.507,1036,1036,0,0,745,16,0,0,5
io4_l2n1p1_l4n1n2_d1d2,371500.05,349082.0,22.418049999999987,39.420,1832,1832,0,0,776,0,64,0,5
io4_l2n1p1_l4n1n4,356171.8375,344754.3,11.417537500000035,28.462,1816,1816,0,0,1577,16,0,0,20
io4_l2n1p1_l4n1n4_d1d2,375860.6125,353469.35,22.39126250000001,41.451,1888,1888,0,0,852,0,64,0,5
io4_l2n1p1_l4n1p1,353469.45,341560.425,11.909025000000023,17.897,984,984,0,0,747,16,0,0,5
io4_l2n1p1_l4n1p1_d1d2,369732.0,347030.56097560975,22.701439024390247,39.486,1778,1778,0,0,749,0,64,0,5
io4_l2n1p1_l4n1p2,352329.7875,340790.45,11.539337499999965,21.693,1283,1283,0,0,1067,16,0,0,10
io4_l2n1p1_l4n1p2_d1d2,370673.65432098764,345406.9,25.266754320987616,42.902,2114,2114,0,0,1076,0,64,0,10
io4_l2n1p1_l4n1p4,355834.2,343785.7,12.0485,29.003,1857,1848,0,9,1487,16,0,0,20
io4_l2n1p1_l4n1p4_d1d2,376866.0375,354369.65,22.496387499999955,52.806,2695,2685,0,10,1619,16,48,0,20
io4_l2n1p1_l4p1n1,366494.875,354807.1,11.687775000000023,35.353,4700,4700,0,0,6216,12,0,0,20
io4_l2n1p1_l4p1n1_d1d2,387560.2875,363096.225,24.4640625,60.831,5828,5828,0,0,5568,16,32,0,40
io4_l2n1p1_l4p2n1,373834.05,360481.875,13.352174999999988,45.657,7194,7194,0,0,9086,16,0,0,20
io4_l2n1p1_l4p2n1_d1d2,407505.7,381324.25,26.181450000000012,91.703,10859,10859,0,0,10970,16,32,0,78
io4_l2n1p1_l4p4n1,398485.1,383704.8,14.780299999999988,54.338,12630,12630,0,0,15360,16,0,0,20
io4_l2n1p1_l4p4n1_d1d2,427271.9625,401631.125,25.640837500000025,100.729,15791,15791,0,0,22885,16,32,0,80
io4_l2n1p2_l4n1n1,353320.7,340500.175,12.820525000000023,19.983,1094,1094,0,0,826,16,0,0,5
