prj,clk_target(ns),clk_estimated(ns),clk_uncertainty(ns),bram,dsp,ff,lutc_num_arith,c_num_logic,rtl_num_arith,rtl_num_logic,data_input_port(numxbits),data_output_port(numxbits)
io2_l2n1n1_l4p2n1_d1d2,10.0,9.229,1.25,32,20,10219,6428,275,51,24,51,8x32,2x32
io2_l2n1n2_l4n1n1,10.0,8.419,1.25,32,8,1027,1715,25,10,20,10,8x32,2x32
io2_l2n1n2_l4n1n1_d1d2,10.0,8.572,1.25,32,8,1069,2280,26,19,21,19,8x32,2x32
io2_l2n1n2_l4n1n2,10.0,8.419,1.25,32,10,1266,1877,27,10,21,10,8x32,2x32
io2_l2n1n2_l4n1n2_d1d2,10.0,8.572,1.25,32,8,1099,2234,28,14,21,14,8x32,2x32
io2_l2n1n2_l4n1p1,10.0,8.419,1.25,32,8,1046,1760,26,10,21,10,8x32,2x32
io2_l2n1n2_l4n1p1_d1d2,10.0,8.572,1.25,32,8,1088,2325,27,19,22,19,8x32,2x32
io2_l2n1n2_l4n1p2,10.0,8.419,1.25,32,10,1522,2028,28,10,22,10,8x32,2x32
io2_l2n1n2_l4n1p2_d1d2,10.0,8.572,1.25,32,10,1755,2655,29,14,23,14,8x32,2x32
io2_l2n1n2_l4p1n1,10.0,9.229,1.25,32,10,5393,3996,149,40,19,40,8x32,2x32
io2_l2n1n2_l4p1n1_d1d2,10.0,9.206,1.25,32,18,5332,6150,150,44,23,44,8x32,2x32
io2_l2n1n2_l4p2n1,10.0,9.298,1.25,32,10,8814,6105,277,72,19,72,8x32,2x32
io2_l2n1n2_l4p2n1_d1d2,10.0,9.382,1.25,32,20,10277,6405,278,44,24,44,8x32,2x32
io2_l2n1p1_l4n1n1,10.0,8.419,1.25,32,5,859,1707,24,13,21,13,8x32,2x32
io2_l2n1p1_l4n1n1_d1d2,10.0,8.419,1.25,32,5,926,2386,25,38,22,38,8x32,2x32
io2_l2n1p1_l4n1n2,10.0,8.419,1.25,32,10,1258,1992,26,13,23,13,8x32,2x32
io2_l2n1p1_l4n1n2_d1d2,10.0,8.419,1.25,32,5,956,2340,27,33,22,33,8x32,2x32
io2_l2n1p1_l4n1p1,10.0,8.419,1.25,32,5,878,1752,25,13,22,13,8x32,2x32
io2_l2n1p1_l4n1p1_d1d2,10.0,8.419,1.25,32,5,945,2431,26,38,23,38,8x32,2x32
io2_l2n1p1_l4n1p2,10.0,8.419,1.25,32,10,1514,2129,27,13,24,13,8x32,2x32
io2_l2n1p1_l4n1p2_d1d2,10.0,8.419,1.25,32,10,1772,2869,28,33,25,33,8x32,2x32
io2_l2n1p1_l4p1n1,10.0,9.229,1.25,32,10,5385,4116,148,43,21,43,8x32,2x32
io2_l2n1p1_l4p1n1_d1d2,10.0,9.206,1.25,32,18,5366,6393,149,63,25,63,8x32,2x32
io2_l2n1p1_l4p2n1,10.0,9.298,1.25,32,10,8806,6225,276,75,21,75,8x32,2x32
io2_l2n1p1_l4p2n1_d1d2,10.0,9.229,1.25,32,20,10311,6650,277,63,26,63,8x32,2x32
io2_l2n1p2_l4n1n1,10.0,8.847,1.25,32,5,954,1769,28,14,22,14,8x32,2x32
io2_l2n1p2_l4n1n1_d1d2,10.0,8.847,1.25,32,5,1067,2356,28,30,22,30,8x32,2x32
io2_l2n1p2_l4n1n2,10.0,8.847,1.25,32,10,1353,2054,30,14,24,14,8x32,2x32
io2_l2n1p2_l4n1n2_d1d2,10.0,8.858,1.25,32,5,1097,2309,30,25,22,25,8x32,2x32
io2_l2n1p2_l4n1p1,10.0,8.847,1.25,32,5,973,1814,29,14,23,14,8x32,2x32
io2_l2n1p2_l4n1p1_d1d2,10.0,8.847,1.25,32,5,1086,2401,29,30,23,30,8x32,2x32
io2_l2n1p2_l4n1p2,10.0,8.847,1.25,32,10,1609,2205,31,14,25,14,8x32,2x32
io2_l2n1p2_l4n1p2_d1d2,10.0,8.847,1.25,32,10,1913,2854,31,25,25,25,8x32,2x32
io2_l2n1p2_l4p1n1,10.0,9.251,1.25,32,10,5448,4172,152,44,22,44,8x32,2x32
io2_l2n1p2_l4p1n1_d1d2,10.0,9.229,1.25,32,18,5444,6346,152,55,25,55,8x32,2x32
io2_l2n1p2_l4p2n1,10.0,9.321,1.25,32,10,8869,6281,280,76,22,76,8x32,2x32
io2_l2n1p2_l4p2n1_d1d2,10.0,9.251,1.25,32,20,10389,6599,280,55,26,55,8x32,2x32
io2_l2p1n1_l4n1n1,10.0,9.298,1.25,32,182,13452,15039,230,70,97,70,8x32,2x32
io2_l2p1n1_l4n1n1_d1d2,10.0,9.24,1.25,32,176,17959,20289,222,80,87,80,8x32,2x32
io2_l2p1n1_l4n1n2,10.0,9.298,1.25,32,184,13691,15200,232,70,98,70,8x32,2x32
io2_l2p1n1_l4n1n2_d1d2,10.0,9.451,1.25,32,176,17861,20225,224,75,87,75,8x32,2x32
io2_l2p1n1_l4n1p1,10.0,9.298,1.25,32,182,13471,15084,231,70,98,70,8x32,2x32
io2_l2p1n1_l4n1p1_d1d2,10.0,9.24,1.25,32,176,17850,20318,223,80,88,80,8x32,2x32
io2_l2p1n1_l4n1p2,10.0,9.298,1.25,32,184,13947,15351,233,70,99,70,8x32,2x32
io2_l2p1n1_l4n1p2_d1d2,10.0,9.24,1.25,32,178,18511,20645,225,75,89,75,8x32,2x32
io2_l2p1n1_l4p1n1,10.0,9.263,1.25,32,184,17951,17332,354,100,96,100,8x32,2x32
io2_l2p1n1_l4p1n1_d1d2,10.0,9.543,1.25,32,84,16542,19772,346,105,55,105,8x32,2x32
io2_l2p1n1_l4p2n1,10.0,9.508,1.25,32,148,19611,18004,482,132,84,132,8x32,2x32
io2_l2p1n1_l4p2n1_d1d2,10.0,9.298,1.25,32,47,19829,18354,474,105,43,105,8x32,2x32
io2_l2p2n1_l4n1n1,10.0,8.835,1.25,32,26,15843,11683,358,70,46,70,8x32,2x32
io2_l2p2n1_l4n1n1_d1d2,10.0,8.813,1.25,32,52,20646,17526,350,75,48,75,8x32,2x32
io2_l2p2n1_l4n1n2,10.0,8.835,1.25,32,26,15855,11633,360,70,46,70,8x32,2x32
io2_l2p2n1_l4n1n2_d1d2,10.0,9.206,1.25,32,52,20676,17475,352,70,48,70,8x32,2x32
io2_l2p2n1_l4n1p1,10.0,8.835,1.25,32,26,15862,11728,359,70,47,70,8x32,2x32
io2_l2p2n1_l4n1p1_d1d2,10.0,8.813,1.25,32,52,20658,17571,351,75,49,75,8x32,2x32
io2_l2p2n1_l4n1p2,10.0,8.835,1.25,32,26,16111,11784,361,70,47,70,8x32,2x32
io2_l2p2n1_l4n1p2_d1d2,10.0,8.813,1.25,32,52,21105,17701,353,70,49,70,8x32,2x32
io2_l2p2n1_l4p1n1,10.0,8.905,1.25,32,26,19502,13690,482,100,44,100,8x32,2x32
io2_l2p2n1_l4p1n1_d1d2,10.0,8.835,1.25,32,52,23655,20648,474,100,46,100,8x32,2x32
io2_l2p2n1_l4p2n1,10.0,8.999,1.25,32,26,22923,15791,610,132,44,132,8x32,2x32
io2_l2p2n1_l4p2n1_d1d2,10.0,8.858,1.25,32,52,28245,20625,602,100,46,100,8x32,2x32
io4_l2n1n1_l4n1n1,10.0,8.419,1.25,32,5,812,1659,22,9,19,9,14x32,4x32
io4_l2n1n1_l4n1n1_d1d2,10.0,8.419,1.25,64,5,986,3462,23,9,20,9,14x32,4x32
io4_l2n1n1_l4n1n2,10.0,8.419,1.25,32,5,846,1799,24,12,19,12,14x32,4x32
io4_l2n1n1_l4n1n2_d1d2,10.0,8.419,1.25,64,5,1033,3650,25,12,20,12,14x32,4x32
io4_l2n1n1_l4n1n4,10.0,8.419,1.25,32,20,2047,2672,28,9,25,9,14x32,4x32
io4_l2n1n1_l4n1n4_d1d2,10.0,8.858,1.25,64,5,1202,3203,29,9,20,9,14x32,4x32
io4_l2n1n1_l4n1p1,10.0,8.419,1.25,32,5,831,1704,23,9,20,9,14x32,4x32
io4_l2n1n1_l4n1p1_d1d2,10.0,8.419,1.25,64,5,1007,3507,24,9,21,9,14x32,4x32
io4_l2n1n1_l4n1p2,10.0,8.419,1.25,32,10,1282,2164,25,12,22,12,14x32,4x32
io4_l2n1n1_l4n1p2_d1d2,10.0,8.419,1.25,64,10,1458,4003,26,12,23,12,14x32,4x32
io4_l2n1n1_l4n1p4,10.0,8.419,1.25,32,20,2430,2862,29,9,26,9,14x32,4x32
io4_l2n1n1_l4n1p4_d1d2,10.0,8.419,1.25,80,20,3502,5393,30,9,27,9,14x32,4x32
io4_l2n1n1_l4p1n1,10.0,9.206,1.25,32,20,7153,4649,146,23,23,23,14x32,4x32
io4_l2n1n1_l4p1n1_d1d2,10.0,8.813,1.25,96,40,7594,11445,147,23,32,23,14x32,4x32
io4_l2n1n1_l4p2n1,10.0,9.229,1.25,32,20,10288,6499,274,39,23,39,14x32,4x32
io4_l2n1n1_l4p2n1_d1d2,10.0,8.813,1.25,96,78,13720,15729,275,26,47,26,14x32,4x32
io4_l2n1n1_l4p4n1,10.0,9.298,1.25,32,20,17021,10191,530,71,23,71,14x32,4x32
io4_l2n1n1_l4p4n1_d1d2,10.0,9.206,1.25,96,80,26273,15379,531,23,48,23,14x32,4x32
io4_l2n1n2_l4n1n1,10.0,8.419,1.25,32,8,1056,1948,25,13,20,13,14x32,4x32
io4_l2n1n2_l4n1n1_d1d2,10.0,8.419,1.25,64,8,1241,4006,26,12,21,12,14x32,4x32
io4_l2n1n2_l4n1n2,10.0,8.419,1.25,32,8,1090,2088,27,16,20,16,14x32,4x32
io4_l2n1n2_l4n1n2_d1d2,10.0,8.419,1.25,64,8,1288,4194,28,15,21,15,14x32,4x32
io4_l2n1n2_l4n1n4,10.0,8.419,1.25,32,20,2131,2838,31,13,25,13,14x32,4x32
io4_l2n1n2_l4n1n4_d1d2,10.0,8.858,1.25,64,8,1457,3554,32,12,21,12,14x32,4x32
io4_l2n1n2_l4n1p1,10.0,8.419,1.25,32,8,1075,1993,26,13,21,13,14x32,4x32
io4_l2n1n2_l4n1p1_d1d2,10.0,8.419,1.25,64,8,1262,3427,27,12,22,12,14x32,4x32
io4_l2n1n2_l4n1p2,10.0,8.419,1.25,32,10,1366,2330,28,16,22,16,14x32,4x32
io4_l2n1n2_l4n1p2_d1d2,10.0,8.419,1.25,64,10,1553,3704,29,15,23,15,14x32,4x32
io4_l2n1n2_l4n1p4,10.0,8.419,1.25,32,20,2514,3028,32,13,26,13,14x32,4x32
io4_l2n1n2_l4n1p4_d1d2,10.0,8.419,1.25,80,20,3597,4902,33,12,27,12,14x32,4x32
io4_l2n1n2_l4p1n1,10.0,9.206,1.25,32,20,7205,4789,149,27,23,27,14x32,4x32
io4_l2n1n2_l4p1n1_d1d2,10.0,8.813,1.25,96,40,7657,10549,150,26,32,26,14x32,4x32
io4_l2n1n2_l4p2n1,10.0,9.229,1.25,32,20,10340,6641,277,43,23,43,14x32,4x32
io4_l2n1n2_l4p2n1_d1d2,10.0,8.813,1.25,96,78,13783,15600,278,29,47,29,14x32,4x32
io4_l2n1n2_l4p4n1,10.0,9.298,1.25,32,20,17073,10333,533,75,23,75,14x32,4x32
io4_l2n1n2_l4p4n1_d1d2,10.0,9.206,1.25,96,80,26336,15262,534,26,48,26,14x32,4x32
io4_l2n1n4_l4n1n1,10.0,8.493,1.25,32,14,1591,2318,32,12,23,12,14x32,4x32
io4_l2n1n4_l4n1n1_d1d2,10.0,8.59,1.25,64,14,1697,4428,32,9,23,9,14x32,4x32
io4_l2n1n4_l4n1n2,10.0,8.847,1.25,32,14,1625,2458,34,15,23,15,14x32,4x32
io4_l2n1n4_l4n1n2_d1d2,10.0,8.602,1.25,64,14,1744,4616,34,12,23,12,14x32,4x32
io4_l2n1n4_l4n1n4,10.0,8.493,1.25,32,20,2346,2998,38,12,26,12,14x32,4x32
io4_l2n1n4_l4n1n4_d1d2,10.0,8.858,1.25,64,14,1913,3880,38,9,23,9,14x32,4x32
io4_l2n1n4_l4n1p1,10.0,8.493,1.25,32,14,1610,2363,33,12,24,12,14x32,4x32
io4_l2n1n4_l4n1p1_d1d2,10.0,8.59,1.25,64,14,1718,3753,33,9,24,9,14x32,4x32
io4_l2n1n4_l4n1p2,10.0,8.493,1.25,32,16,1901,2700,35,15,25,15,14x32,4x32
io4_l2n1n4_l4n1p2_d1d2,10.0,8.59,1.25,64,16,2009,4030,35,12,25,12,14x32,4x32
io4_l2n1n4_l4n1p4,10.0,8.493,1.25,32,20,2729,3188,39,12,27,12,14x32,4x32
io4_l2n1n4_l4n1p4_d1d2,10.0,8.59,1.25,80,20,3733,4982,39,9,27,9,14x32,4x32
io4_l2n1n4_l4p1n1,10.0,9.218,1.25,32,20,7356,4912,156,26,24,26,14x32,4x32
io4_l2n1n4_l4p1n1_d1d2,10.0,8.813,1.25,96,40,7793,10607,156,23,32,23,14x32,4x32
io4_l2n1n4_l4p2n1,10.0,9.24,1.25,32,20,10491,6768,284,42,24,42,14x32,4x32
io4_l2n1n4_l4p2n1_d1d2,10.0,8.813,1.25,96,78,13917,15176,284,26,47,26,14x32,4x32
io4_l2n1n4_l4p4n1,10.0,9.31,1.25,32,20,17224,10460,540,74,24,74,14x32,4x32
io4_l2n1n4_l4p4n1_d1d2,10.0,9.206,1.25,96,80,26472,15308,540,23,48,23,14x32,4x32
io4_l2n1p1_l4n1n1,10.0,8.419,1.25,32,5,897,1868,24,12,21,12,14x32,4x32
io4_l2n1p1_l4n1n1_d1d2,10.0,8.419,1.25,64,5,1075,3743,25,12,22,12,14x32,4x32
io4_l2n1p1_l4n1n2,10.0,8.419,1.25,32,5,931,2008,26,15,21,15,14x32,4x32
io4_l2n1p1_l4n1n2_d1d2,10.0,8.419,1.25,64,5,1122,3931,27,15,22,15,14x32,4x32
io4_l2n1p1_l4n1n4,10.0,8.419,1.25,32,20,2132,2881,30,12,27,12,14x32,4x32
io4_l2n1p1_l4n1n4_d1d2,10.0,8.858,1.25,64,5,1291,3484,31,12,22,12,14x32,4x32
io4_l2n1p1_l4n1p1,10.0,8.419,1.25,32,5,916,1913,25,12,22,12,14x32,4x32
io4_l2n1p1_l4n1p1_d1d2,10.0,8.419,1.25,64,5,1096,3356,26,12,23,12,14x32,4x32
io4_l2n1p1_l4n1p2,10.0,8.419,1.25,32,10,1367,2373,27,15,24,15,14x32,4x32
io4_l2n1p1_l4n1p2_d1d2,10.0,8.419,1.25,64,10,1547,3756,28,15,25,15,14x32,4x32
io4_l2n1p1_l4n1p4,10.0,8.419,1.25,32,20,2515,3057,31,12,28,12,14x32,4x32
io4_l2n1p1_l4n1p4_d1d2,10.0,8.419,1.25,80,20,3591,4940,32,12,29,12,14x32,4x32
io4_l2n1p1_l4p1n1,10.0,9.206,1.25,32,20,7206,4831,148,26,25,26,14x32,4x32
io4_l2n1p1_l4p1n1_d1d2,10.0,8.813,1.25,96,40,7651,10559,149,26,34,26,14x32,4x32
io4_l2n1p1_l4p2n1,10.0,9.229,1.25,32,20,10341,6685,276,42,25,42,14x32,4x32
io4_l2n1p1_l4p2n1_d1d2,10.0,8.813,1.25,96,78,13777,15611,277,29,49,29,14x32,4x32
io4_l2n1p1_l4p4n1,10.0,9.298,1.25,32,20,17074,10377,532,74,25,74,14x32,4x32
io4_l2n1p1_l4p4n1_d1d2,10.0,9.206,1.25,96,80,26330,15261,533,26,50,26,14x32,4x32
io4_l2n1p2_l4n1n1,10.0,8.847,1.25,32,5,993,2011,28,16,22,16,14x32,4x32
io4_l2n1p2_l4n1n1_d1d2,10.0,8.847,1.25,64,5,1171,4122,28,15,22,15,14x32,4x32
io4_l2n1p2_l4n1n2,10.0,8.858,1.25,32,5,1027,2150,30,19,22,19,14x32,4x32
io4_l2n1p2_l4n1n2_d1d2,10.0,8.858,1.25,64,5,1218,4309,30,18,22,18,14x32,4x32
io4_l2n1p2_l4n1n4,10.0,8.847,1.25,32,20,2228,3024,34,16,28,16,14x32,4x32
io4_l2n1p2_l4n1n4_d1d2,10.0,8.602,1.25,64,5,1387,3664,34,15,22,15,14x32,4x32
io4_l2n1p2_l4n1p1,10.0,8.847,1.25,32,5,1012,2056,29,16,23,16,14x32,4x32
io4_l2n1p2_l4n1p1_d1d2,10.0,8.847,1.25,64,5,1192,3543,29,15,23,15,14x32,4x32
io4_l2n1p2_l4n1p2,10.0,8.847,1.25,32,10,1463,2516,31,19,25,19,14x32,4x32
io4_l2n1p2_l4n1p2_d1d2,10.0,8.847,1.25,64,10,1643,3943,31,18,25,18,14x32,4x32
io4_l2n1p2_l4n1p4,10.0,8.847,1.25,32,20,2611,3214,35,16,29,16,14x32,4x32
io4_l2n1p2_l4n1p4_d1d2,10.0,8.847,1.25,80,20,3687,5141,35,15,29,15,14x32,4x32
io4_l2n1p2_l4p1n1,10.0,9.229,1.25,32,20,7270,4966,152,30,26,30,14x32,4x32
io4_l2n1p2_l4p1n1_d1d2,10.0,8.835,1.25,96,40,7715,10739,152,29,34,29,14x32,4x32
io4_l2n1p2_l4p2n1,10.0,9.251,1.25,32,20,10405,6822,280,46,26,46,14x32,4x32
io4_l2n1p2_l4p2n1_d1d2,10.0,8.835,1.25,96,78,13841,15791,280,32,49,32,14x32,4x32
io4_l2n1p2_l4p4n1,10.0,9.321,1.25,32,20,17138,10514,536,78,26,78,14x32,4x32
io4_l2n1p2_l4p4n1_d1d2,10.0,9.229,1.25,96,80,26394,15456,536,29,50,29,14x32,4x32
io4_l2n1p4_l4n1n1,10.0,8.493,1.25,32,5,1198,2150,36,15,24,15,14x32,4x32
io4_l2n1p4_l4n1n1_d1d2,10.0,8.59,1.25,64,5,1365,4229,34,12,22,12,14x32,4x32
io4_l2n1p4_l4n1n2,10.0,8.813,1.25,32,5,1232,2287,38,18,24,18,14x32,4x32
io4_l2n1p4_l4n1n2_d1d2,10.0,8.813,1.25,64,5,1412,4414,36,15,22,15,14x32,4x32
io4_l2n1p4_l4n1n4,10.0,8.493,1.25,32,20,2433,3163,42,15,30,15,14x32,4x32
io4_l2n1p4_l4n1n4_d1d2,10.0,8.835,1.25,64,5,1581,3673,40,12,22,12,14x32,4x32
io4_l2n1p4_l4n1p1,10.0,8.493,1.25,32,5,1217,2195,37,15,25,15,14x32,4x32
io4_l2n1p4_l4n1p1_d1d2,10.0,8.59,1.25,64,5,1386,3554,35,12,23,12,14x32,4x32
io4_l2n1p4_l4n1p2,10.0,8.493,1.25,32,10,1668,2655,39,18,27,18,14x32,4x32
io4_l2n1p4_l4n1p2_d1d2,10.0,8.59,1.25,64,10,1837,3954,37,15,25,15,14x32,4x32
io4_l2n1p4_l4n1p4,10.0,8.493,1.25,32,20,2816,3353,43,15,31,15,14x32,4x32
io4_l2n1p4_l4n1p4_d1d2,10.0,8.59,1.25,80,20,3881,5152,41,12,29,12,14x32,4x32
io4_l2n1p4_l4p1n1,10.0,8.876,1.25,32,20,7411,5116,160,29,28,29,14x32,4x32
io4_l2n1p4_l4p1n1_d1d2,10.0,8.813,1.25,96,40,7845,10742,158,26,34,26,14x32,4x32
io4_l2n1p4_l4p2n1,10.0,8.898,1.25,32,20,10546,6957,288,45,28,45,14x32,4x32
io4_l2n1p4_l4p2n1_d1d2,10.0,8.813,1.25,96,78,13969,15314,286,29,49,29,14x32,4x32
io4_l2n1p4_l4p4n1,10.0,8.968,1.25,32,20,17279,10649,544,77,28,77,14x32,4x32
io4_l2n1p4_l4p4n1_d1d2,10.0,8.973,1.25,96,80,26524,15478,542,26,50,26,14x32,4x32
io4_l2p1n1_l4n1n1,10.0,9.069,1.25,32,17,2311,6526,230,38,42,38,14x32,4x32
io4_l2p1n1_l4n1n1_d1d2,10.0,9.286,1.25,96,26,2988,10493,217,38,32,38,14x32,4x32
io4_l2p1n1_l4n1n2,10.0,9.463,1.25,32,17,2335,6663,232,41,42,41,14x32,4x32
io4_l2p1n1_l4n1n2_d1d2,10.0,9.263,1.25,96,26,3036,10681,219,41,32,41,14x32,4x32
io4_l2p1n1_l4n1n4,10.0,9.069,1.25,32,23,3066,7205,236,38,45,38,14x32,4x32
io4_l2p1n1_l4n1n4_d1d2,10.0,9.263,1.25,96,26,3204,9561,223,38,32,38,14x32,4x32
io4_l2p1n1_l4n1p1,10.0,9.069,1.25,32,17,2330,6571,231,38,43,38,14x32,4x32
io4_l2p1n1_l4n1p1_d1d2,10.0,9.286,1.25,96,26,3009,9434,218,38,33,38,14x32,4x32
io4_l2p1n1_l4n1p2,10.0,9.069,1.25,32,19,2621,6907,233,41,44,41,14x32,4x32
io4_l2p1n1_l4n1p2_d1d2,10.0,9.286,1.25,96,28,3300,9711,220,41,34,41,14x32,4x32
io4_l2p1n1_l4n1p4,10.0,9.069,1.25,32,23,3449,7395,237,38,46,38,14x32,4x32
io4_l2p1n1_l4n1p4_d1d2,10.0,9.286,1.25,112,32,5024,10663,224,38,36,38,14x32,4x32
io4_l2p1n1_l4p1n1,10.0,9.24,1.25,32,23,8012,9108,354,52,43,52,14x32,4x32
io4_l2p1n1_l4p1n1_d1d2,10.0,9.274,1.25,128,40,8404,15706,341,52,37,52,14x32,4x32
io4_l2p1n1_l4p2n1,10.0,9.591,1.25,32,23,11137,10960,482,68,43,68,14x32,4x32
io4_l2p1n1_l4p2n1_d1d2,10.0,9.274,1.25,128,78,14528,20275,469,55,52,55,14x32,4x32
io4_l2p1n1_l4p4n1,10.0,9.665,1.25,32,23,17870,14636,738,100,43,100,14x32,4x32
io4_l2p1n1_l4p4n1_d1d2,10.0,9.285,1.25,128,80,27083,20381,725,52,53,52,14x32,4x32
io4_l2p2n1_l4n1n1,10.0,9.61,1.25,32,11,5876,7948,358,41,40,41,14x32,4x32
io4_l2p2n1_l4n1n1_d1d2,10.0,9.496,1.25,72,26,7618,12067,345,41,32,41,14x32,4x32
io4_l2p2n1_l4n1n2,10.0,9.19,1.25,32,11,5910,8058,360,44,40,44,14x32,4x32
io4_l2p2n1_l4n1n2_d1d2,10.0,9.508,1.25,72,26,7633,12225,347,44,32,44,14x32,4x32
io4_l2p2n1_l4n1n4,10.0,9.61,1.25,32,20,6791,8731,364,41,44,41,14x32,4x32
io4_l2p2n1_l4n1n4_d1d2,10.0,9.531,1.25,72,26,7866,11571,351,41,32,41,14x32,4x32
io4_l2p2n1_l4n1p1,10.0,9.61,1.25,32,11,5885,7993,359,41,41,41,14x32,4x32
io4_l2p2n1_l4n1p1_d1d2,10.0,9.496,1.25,72,26,7639,11536,346,41,33,41,14x32,4x32
io4_l2p2n1_l4n1p2,10.0,9.61,1.25,32,13,6186,8328,361,44,42,44,14x32,4x32
io4_l2p2n1_l4n1p2_d1d2,10.0,9.092,1.25,72,28,7962,11810,348,44,34,44,14x32,4x32
io4_l2p2n1_l4n1p4,10.0,9.61,1.25,32,20,7174,8949,365,41,45,41,14x32,4x32
io4_l2p2n1_l4n1p4_d1d2,10.0,9.463,1.25,88,32,9622,12784,352,41,36,41,14x32,4x32
io4_l2p2n1_l4p1n1,10.0,9.61,1.25,32,20,11193,10614,482,55,42,55,14x32,4x32
io4_l2p2n1_l4p1n1_d1d2,10.0,9.497,1.25,104,40,12274,17722,469,55,37,55,14x32,4x32
io4_l2p2n1_l4p2n1,10.0,9.665,1.25,32,20,14574,12383,610,71,42,71,14x32,4x32
io4_l2p2n1_l4p2n1_d1d2,10.0,9.251,1.25,104,78,18494,22308,597,58,52,58,14x32,4x32
io4_l2p2n1_l4p4n1,10.0,9.67,1.25,32,20,21147,15955,866,103,42,103,14x32,4x32
io4_l2p2n1_l4p4n1_d1d2,10.0,9.527,1.25,104,80,30975,22528,853,55,53,55,14x32,4x32
io4_l2p4n1_l4n1n1,10.0,8.835,1.25,32,46,29504,16882,614,38,54,38,14x32,4x32
io4_l2p4n1_l4n1n1_d1d2,10.0,9.206,1.25,96,101,44364,27376,665,38,62,38,14x32,4x32
io4_l2p4n1_l4n1n2,10.0,9.229,1.25,32,46,29538,17017,616,41,54,41,14x32,4x32
io4_l2p4n1_l4n1n2_d1d2,10.0,9.218,1.25,96,101,44411,27558,667,41,62,41,14x32,4x32
io4_l2p4n1_l4n1n4,10.0,8.835,1.25,32,46,29578,16890,620,38,54,38,14x32,4x32
io4_l2p4n1_l4n1n4_d1d2,10.0,9.24,1.25,96,101,44580,26301,671,38,62,38,14x32,4x32
io4_l2p4n1_l4n1p1,10.0,8.835,1.25,32,46,29523,16927,615,38,55,38,14x32,4x32
io4_l2p4n1_l4n1p1_d1d2,10.0,9.206,1.25,96,101,44385,26173,666,38,63,38,14x32,4x32
io4_l2p4n1_l4n1p2,10.0,8.835,1.25,32,46,29587,17052,617,41,55,41,14x32,4x32
io4_l2p4n1_l4n1p2_d1d2,10.0,9.206,1.25,96,101,44449,26239,668,41,63,41,14x32,4x32
io4_l2p4n1_l4n1p4,10.0,8.835,1.25,32,46,29961,17080,621,38,55,38,14x32,4x32
io4_l2p4n1_l4n1p4_d1d2,10.0,9.206,1.25,112,101,45719,26769,672,38,63,38,14x32,4x32
io4_l2p4n1_l4p1n1,10.0,8.858,1.25,32,46,33667,18681,738,52,52,52,14x32,4x32
io4_l2p4n1_l4p1n1_d1d2,10.0,8.824,1.25,128,101,47239,30719,789,52,60,52,14x32,4x32
io4_l2p4n1_l4p2n1,10.0,8.905,1.25,32,46,36802,20505,866,68,52,68,14x32,4x32
