prj,vivado_dynamic_pwr(mW),Total LUTs,Logic LUTs,LUTRAMs,SRLs,FFs,RAMB36,RAMB18,DSP48 Blocks,freq(MHz)
io2_l1n1p2_l3p2n1,78.684,8133,6938,0,1195,12593,10,2,20,100
io2_l1n1p2_l3p2n1_d1d2,92.387,9729,8086,0,1643,14277,10,2,40,100
io2_l1p1n1_l3n1n1,31.052,4192,4192,0,0,4247,6,6,18,100
io2_l1p1n1_l3n1n1_d1d2,32.393,4272,4272,0,0,4283,6,6,18,100
io2_l1p1n1_l3n1n2,34.501,4186,4186,0,0,4218,6,6,18,100
io2_l1p1n1_l3n1n2_d1d2,34.770,4306,4306,0,0,4266,6,6,18,100
io2_l1p1n1_l3n1p1,37.353,4257,4257,0,0,4259,6,6,18,100
io2_l1p1n1_l3n1p1_d1d2,35.562,4343,4343,0,0,4261,6,6,18,100
io2_l1p1n1_l3n1p2,35.885,4295,4295,0,0,4200,6,6,18,100
io2_l1p1n1_l3n1p2_d1d2,36.499,4363,4363,0,0,4280,6,6,18,100
io2_l1p1n1_l3p1n1,41.861,5884,5884,0,0,6783,8,4,18,100
io2_l1p1n1_l3p1n1_d1d2,41.725,5775,5775,0,0,6790,8,4,18,100
io2_l1p1n1_l3p2n1,88.310,9643,8454,0,1189,14266,8,4,20,100
io2_l1p1n1_l3p2n1_d1d2,101.978,12648,11011,0,1637,16009,6,4,40,100
io2_l1p2n1_l3n1n1,32.852,3567,3567,0,0,4902,6,6,20,100
io2_l1p2n1_l3n1n1_d1d2,46.098,6418,6418,0,0,6506,6,6,38,100
io2_l1p2n1_l3n1n2,33.295,3701,3701,0,0,4875,6,6,20,100
io2_l1p2n1_l3n1n2_d1d2,47.286,6228,6228,0,0,6502,6,6,38,100
io2_l1p2n1_l3n1p1,37.056,3604,3604,0,0,4898,6,6,20,100
io2_l1p2n1_l3n1p1_d1d2,49.335,6424,6424,0,0,6477,6,6,38,100
io2_l1p2n1_l3n1p2,35.965,3781,3781,0,0,4852,6,6,20,100
io2_l1p2n1_l3n1p2_d1d2,50.082,6610,6610,0,0,6496,6,6,38,100
io2_l1p2n1_l3p1n1,39.437,5057,5057,0,0,7514,6,0,20,100
io2_l1p2n1_l3p1n1_d1d2,57.811,7987,7987,0,0,9127,8,4,38,100
io2_l1p2n1_l3p2n1,87.719,8280,7091,0,1189,14601,8,4,20,100
io2_l1p2n1_l3p2n1_d1d2,111.263,12620,10983,0,1637,15410,8,4,40,100
io4_l1n1n1_l3n1n1,12.693,1085,829,256,0,1461,4,0,5,100
io4_l1n1n1_l3n1n1_d1d2,17.653,1343,1087,256,0,1611,0,16,5,100
io4_l1n1n1_l3n1n2,15.378,1234,978,256,0,1639,4,0,8,100
io4_l1n1n1_l3n1n2_d1d2,20.614,1478,1222,256,0,1765,0,16,8,100
io4_l1n1n1_l3n1n4,20.193,1365,1109,256,0,1951,4,0,14,100
io4_l1n1n1_l3n1n4_d1d2,23.875,1618,1362,256,0,2026,0,16,14,100
io4_l1n1n1_l3n1p1,14.138,1224,968,256,0,1459,4,0,5,100
io4_l1n1n1_l3n1p1_d1d2,20.210,1477,1221,256,0,1657,0,16,5,100
io4_l1n1n1_l3n1p2,14.279,1285,1029,256,0,1580,4,0,5,100
io4_l1n1n1_l3n1p2_d1d2,19.301,1548,1292,256,0,1754,0,16,5,100
io4_l1n1n1_l3n1p4,14.788,1352,1096,256,0,1796,4,0,5,100
io4_l1n1n1_l3n1p4_d1d2,18.560,1536,1280,256,0,1773,0,16,5,100
io4_l1n1n1_l3p1n1,34.612,3253,2933,320,0,5281,4,0,26,100
io4_l1n1n1_l3p1n1_d1d2,42.336,3986,3666,320,0,5901,16,0,26,100
io4_l1n1n1_l3p2n1,38.742,4526,4206,320,0,5537,4,0,26,100
io4_l1n1n1_l3p2n1_d1d2,43.119,5742,5422,320,0,7351,8,8,26,100
io4_l1n1n1_l3p4n1,62.564,13186,10494,320,2372,23540,4,0,40,100
io4_l1n1n1_l3p4n1_d1d2,152.170,26567,20803,320,5444,34448,16,0,160,100
io4_l1n1n2_l3n1n1,13.678,1198,942,256,0,1495,4,0,5,100
io4_l1n1n2_l3n1n1_d1d2,17.290,1415,1159,256,0,1619,0,16,5,100
io4_l1n1n2_l3n1n2,15.649,1287,1031,256,0,1673,4,0,8,100
io4_l1n1n2_l3n1n2_d1d2,19.354,1532,1276,256,0,1773,0,16,8,100
io4_l1n1n2_l3n1n4,20.152,1452,1196,256,0,1985,4,0,14,100
io4_l1n1n2_l3n1n4_d1d2,23.955,1694,1438,256,0,2034,0,16,14,100
io4_l1n1n2_l3n1p1,14.663,1297,1041,256,0,1504,4,0,5,100
io4_l1n1n2_l3n1p1_d1d2,19.009,1522,1266,256,0,1659,0,16,5,100
io4_l1n1n2_l3n1p2,14.285,1368,1112,256,0,1632,4,0,5,100
io4_l1n1n2_l3n1p2_d1d2,18.540,1613,1357,256,0,1761,0,16,5,100
io4_l1n1n2_l3n1p4,14.271,1418,1162,256,0,1831,4,0,5,100
io4_l1n1n2_l3n1p4_d1d2,18.832,1765,1509,256,0,2140,0,16,5,100
io4_l1n1n2_l3p1n1,35.107,3381,3061,320,0,5315,4,0,26,100
io4_l1n1n2_l3p1n1_d1d2,42.587,4132,3812,320,0,6075,16,0,26,100
io4_l1n1n2_l3p2n1,36.397,4438,4118,320,0,5247,4,0,26,100
io4_l1n1n2_l3p2n1_d1d2,43.270,5908,5588,320,0,7527,8,8,26,100
io4_l1n1n2_l3p4n1,63.882,13177,10485,320,2372,23539,4,0,40,100
io4_l1n1n2_l3p4n1_d1d2,152.758,25494,19730,320,5444,34032,16,0,160,100
io4_l1n1n4_l3n1n1,23.497,2040,1784,256,0,2349,4,0,20,100
io4_l1n1n4_l3n1n1_d1d2,28.421,2300,2044,256,0,2424,0,16,20,100
io4_l1n1n4_l3n1n2,25.301,2119,1863,256,0,2463,4,0,20,100
io4_l1n1n4_l3n1n2_d1d2,29.063,2366,2110,256,0,2514,0,16,20,100
io4_l1n1n4_l3n1n4,25.390,2156,1900,256,0,2359,4,0,20,100
io4_l1n1n4_l3n1n4_d1d2,31.012,2464,2208,256,0,2742,0,16,20,100
io4_l1n1n4_l3n1p1,25.735,2178,1922,256,0,2368,4,0,20,100
io4_l1n1n4_l3n1p1_d1d2,31.428,2436,2180,256,0,2470,0,16,20,100
io4_l1n1n4_l3n1p2,25.457,2239,1983,256,0,2498,4,0,20,100
io4_l1n1n4_l3n1p2_d1d2,30.469,2502,2246,256,0,2556,0,16,20,100
io4_l1n1n4_l3n1p4,25.557,2245,1989,256,0,2439,4,0,20,100
io4_l1n1n4_l3n1p4_d1d2,30.188,2564,2308,256,0,2810,0,16,20,100
io4_l1n1n4_l3p1n1,40.574,3899,3579,320,0,5818,4,0,32,100
io4_l1n1n4_l3p1n1_d1d2,48.252,4824,4504,320,0,6636,16,0,32,100
io4_l1n1n4_l3p2n1,42.654,5020,4700,320,0,5895,4,0,32,100
io4_l1n1n4_l3p2n1_d1d2,49.837,6714,6394,320,0,8695,8,8,32,100
io4_l1n1n4_l3p4n1,78.167,13836,11144,320,2372,23757,4,0,40,100
io4_l1n1n4_l3p4n1_d1d2,169.494,27007,21243,320,5444,34505,16,0,160,100
io4_l1n1p1_l3n1n1,14.274,1216,960,256,0,1354,4,0,5,100
io4_l1n1p1_l3n1n1_d1d2,19.403,1429,1173,256,0,1498,0,16,5,100
io4_l1n1p1_l3n1n2,16.685,1351,1095,256,0,1532,4,0,8,100
io4_l1n1p1_l3n1n2_d1d2,21.591,1555,1299,256,0,1651,0,16,8,100
io4_l1n1p1_l3n1n4,22.221,1506,1250,256,0,1844,4,0,14,100
io4_l1n1p1_l3n1n4_d1d2,26.394,1696,1440,256,0,1913,0,16,14,100
io4_l1n1p1_l3n1p1,16.161,1296,1040,256,0,1340,4,0,5,100
io4_l1n1p1_l3n1p1_d1d2,22.243,1553,1297,256,0,1528,0,16,5,100
io4_l1n1p1_l3n1p2,16.181,1355,1099,256,0,1470,4,0,5,100
io4_l1n1p1_l3n1p2_d1d2,21.064,1611,1355,256,0,1627,0,16,5,100
io4_l1n1p1_l3n1p4,15.854,1356,1100,256,0,1666,4,0,5,100
io4_l1n1p1_l3n1p4_d1d2,20.721,1615,1359,256,0,1758,0,16,5,100
io4_l1n1p1_l3p1n1,37.769,3269,2949,320,0,5156,4,0,26,100
io4_l1n1p1_l3p1n1_d1d2,44.396,4058,3738,320,0,5658,16,0,26,100
io4_l1n1p1_l3p2n1,39.203,4389,4069,320,0,5202,4,0,26,100
io4_l1n1p1_l3p2n1_d1d2,46.108,5909,5589,320,0,7276,8,8,26,100
io4_l1n1p1_l3p4n1,67.173,12860,10168,320,2372,23469,4,0,40,100
io4_l1n1p1_l3p4n1_d1d2,158.360,26018,20254,320,5444,33914,16,0,160,100
io4_l1n1p2_l3n1n1,15.627,1399,1143,256,0,1411,4,0,5,100
io4_l1n1p2_l3n1n1_d1d2,21.541,1780,1524,256,0,1665,0,16,5,100
io4_l1n1p2_l3n1n2,18.473,1431,1175,256,0,1590,4,0,8,100
io4_l1n1p2_l3n1n2_d1d2,24.144,2022,1766,256,0,1953,0,16,8,100
io4_l1n1p2_l3n1n4,23.297,1594,1338,256,0,1902,4,0,14,100
io4_l1n1p2_l3n1n4_d1d2,28.758,2040,1784,256,0,2271,0,16,14,100
io4_l1n1p2_l3n1p1,17.895,1403,1147,256,0,1402,4,0,5,100
io4_l1n1p2_l3n1p1_d1d2,23.810,1718,1462,256,0,1626,0,16,5,100
io4_l1n1p2_l3n1p2,17.253,1470,1214,256,0,1500,4,0,5,100
io4_l1n1p2_l3n1p2_d1d2,24.102,1768,1512,256,0,1693,0,16,5,100
io4_l1n1p2_l3n1p4,18.167,1468,1212,256,0,1698,4,0,5,100
io4_l1n1p2_l3n1p4_d1d2,22.474,1771,1515,256,0,1824,0,16,5,100
io4_l1n1p2_l3p1n1,39.129,3286,2966,320,0,5179,4,0,26,100
io4_l1n1p2_l3p1n1_d1d2,45.995,4233,3913,320,0,5823,16,0,26,100
io4_l1n1p2_l3p2n1,41.948,4587,4267,320,0,5232,4,0,26,100
io4_l1n1p2_l3p2n1_d1d2,48.218,6084,5764,320,0,7448,8,8,26,100
io4_l1n1p2_l3p4n1,81.211,12982,10290,320,2372,23498,4,0,40,100
io4_l1n1p2_l3p4n1_d1d2,168.485,26678,20914,320,5444,33913,12,0,160,100
io4_l1n1p4_l3n1n1,25.818,2010,1813,192,5,2088,8,0,20,100
io4_l1n1p4_l3n1n1_d1d2,30.953,2268,2071,192,5,2087,4,16,20,100
io4_l1n1p4_l3n1n2,27.666,2076,1879,192,5,2210,8,0,20,100
io4_l1n1p4_l3n1n2_d1d2,32.966,2338,2141,192,5,2208,4,16,20,100
io4_l1n1p4_l3n1n4,28.740,2103,1906,192,5,2121,8,0,20,100
io4_l1n1p4_l3n1n4_d1d2,33.252,2419,2222,192,5,2374,4,16,20,100
io4_l1n1p4_l3n1p1,29.309,2190,1993,192,5,2123,8,0,20,100
io4_l1n1p4_l3n1p1_d1d2,35.970,2390,2193,192,5,2117,4,16,20,100
io4_l1n1p4_l3n1p2,28.262,2197,2000,192,5,2248,8,0,20,100
io4_l1n1p4_l3n1p2_d1d2,34.302,2456,2259,192,5,2247,4,16,20,100
io4_l1n1p4_l3n1p4,29.392,2288,2091,192,5,2194,8,0,20,100
io4_l1n1p4_l3n1p4_d1d2,34.027,2461,2264,192,5,2445,4,16,20,100
io4_l1n1p4_l3p1n1,44.637,3846,3585,256,5,5575,8,0,32,100
io4_l1n1p4_l3p1n1_d1d2,53.250,4690,4429,256,5,6277,20,0,32,100
io4_l1n1p4_l3p2n1,45.464,4950,4689,256,5,5603,8,0,32,100
io4_l1n1p4_l3p2n1_d1d2,53.231,6577,6316,256,5,7694,12,8,32,100
io4_l1n1p4_l3p4n1,134.022,13653,11020,256,2377,23553,8,0,40,100
io4_l1n1p4_l3p4n1_d1d2,229.878,26394,20689,256,5449,33973,16,0,160,100
io4_l1p1n1_l3n1n1,43.387,5104,4912,192,0,5989,8,0,40,100
io4_l1p1n1_l3n1n1_d1d2,49.916,5340,5148,192,0,6085,20,0,40,100
io4_l1p1n1_l3n1n2,45.644,5111,4919,192,0,6077,8,0,40,100
io4_l1p1n1_l3n1n2_d1d2,52.737,5369,5177,192,0,6141,20,0,40,100
io4_l1p1n1_l3n1n4,48.220,5080,4888,192,0,6156,8,0,40,100
io4_l1p1n1_l3n1n4_d1d2,53.493,5298,5106,192,0,6279,20,0,40,100
io4_l1p1n1_l3n1p1,48.469,5162,4970,192,0,6010,8,0,40,100
io4_l1p1n1_l3n1p1_d1d2,56.131,5455,5263,192,0,6106,20,0,40,100
io4_l1p1n1_l3n1p2,48.563,5223,5031,192,0,6076,8,0,40,100
io4_l1p1n1_l3n1p2_d1d2,54.638,5587,5395,192,0,6216,20,0,40,100
io4_l1p1n1_l3n1p4,48.804,5153,4961,192,0,6070,8,0,40,100
io4_l1p1n1_l3n1p4_d1d2,54.378,5608,5416,192,0,6204,20,0,40,100
io4_l1p1n1_l3p1n1,52.890,6431,6175,256,0,8560,8,0,40,100
io4_l1p1n1_l3p1n1_d1d2,60.958,7935,7679,256,0,9676,20,0,40,100
io4_l1p1n1_l3p2n1,53.049,7465,7209,256,0,9030,8,0,40,100
io4_l1p1n1_l3p2n1_d1d2,64.414,9305,9049,256,0,10898,20,0,40,100
io4_l1p1n1_l3p4n1,145.590,14270,11642,256,2372,24588,8,0,40,100
io4_l1p1n1_l3p4n1_d1d2,254.530,28582,22882,256,5444,35800,20,0,160,100
io4_l1p2n1_l3n1n1,46.375,6252,6060,192,0,7840,8,0,40,100
io4_l1p2n1_l3n1n1_d1d2,81.733,9755,9563,192,0,11323,20,0,80,100
io4_l1p2n1_l3n1n2,49.310,6160,5968,192,0,7934,8,0,40,100
io4_l1p2n1_l3n1n2_d1d2,83.875,9965,9773,192,0,11374,20,0,80,100
io4_l1p2n1_l3n1n4,51.777,6137,5945,192,0,7999,8,0,40,100
io4_l1p2n1_l3n1n4_d1d2,85.896,10075,9883,192,0,11500,20,0,80,100
io4_l1p2n1_l3n1p1,50.286,6250,6058,192,0,7845,8,0,40,100
io4_l1p2n1_l3n1p1_d1d2,86.888,10080,9888,192,0,11359,20,0,80,100
io4_l1p2n1_l3n1p2,50.619,6192,6000,192,0,7935,8,0,40,100
io4_l1p2n1_l3n1p2_d1d2,85.428,10265,10073,192,0,11501,20,0,80,100
io4_l1p2n1_l3n1p4,51.472,6287,6095,192,0,7931,8,0,40,100
io4_l1p2n1_l3n1p4_d1d2,85.929,10124,9932,192,0,11664,20,0,80,100
io4_l1p2n1_l3p1n1,55.117,8063,7807,256,0,10370,8,0,40,100
io4_l1p2n1_l3p1n1_d1d2,92.928,12533,12277,256,0,15061,20,0,80,100
io4_l1p2n1_l3p2n1,58.072,8819,8563,256,0,10879,8,0,40,100
io4_l1p2n1_l3p2n1_d1d2,93.288,14099,13843,256,0,16209,20,0,80,100
io4_l1p2n1_l3p4n1,154.008,14476,11848,256,2372,25456,8,0,40,100
io4_l1p2n1_l3p4n1_d1d2,269.498,31608,25908,256,5444,36627,20,0,160,100
io4_l1p4n1_l3n1n1,47.823,6397,6205,192,0,7900,8,0,40,100
io4_l1p4n1_l3n1n1_d1d2,113.027,18114,17922,192,0,19983,20,0,114,100
io4_l1p4n1_l3n1n2,49.331,6286,6094,192,0,8016,8,0,40,100
io4_l1p4n1_l3n1n2_d1d2,118.188,17974,17782,192,0,20042,20,0,114,100
io4_l1p4n1_l3n1n4,49.706,6217,6025,192,0,8221,8,0,40,100
io4_l1p4n1_l3n1n4_d1d2,115.594,17997,17805,192,0,20189,20,0,114,100
io4_l1p4n1_l3n1p1,51.480,6239,6047,192,0,7976,8,0,40,100
io4_l1p4n1_l3n1p1_d1d2,123.428,18102,17910,192,0,20030,20,0,114,100
io4_l1p4n1_l3n1p2,50.415,6451,6259,192,0,8057,8,0,40,100
io4_l1p4n1_l3n1p2_d1d2,121.228,18044,17852,192,0,20011,20,0,114,100
io4_l1p4n1_l3n1p4,50.672,6476,6284,192,0,8061,8,0,40,100
io4_l1p4n1_l3n1p4_d1d2,121.280,17367,17175,192,0,20399,20,0,114,100
io4_l1p4n1_l3p1n1,55.916,7694,7438,256,0,10666,8,0,40,100
io4_l1p4n1_l3p1n1_d1d2,124.640,19916,19660,256,0,23089,20,0,114,100
io4_l1p4n1_l3p2n1,60.631,9144,8888,256,0,11307,8,0,40,100
io4_l1p4n1_l3p2n1_d1d2,131.079,21449,21193,256,0,23698,20,0,114,100
io4_l1p4n1_l3p4n1,153.978,14686,12058,256,2372,25560,8,0,40,100
io4_l1p4n1_l3p4n1_d1d2,309.656,35734,30034,256,5444,38482,20,0,160,100
io8_l1n1n1_l3n1n1,16.678,1827,1315,512,0,2382,0,8,5,100
io8_l1n1n1_l3n1n1_d1d2,37.215,3003,2491,512,0,3298,0,64,5,100
io8_l1n1n1_l3n1n2,16.111,1867,1355,512,0,2488,0,8,5,100
io8_l1n1n1_l3n1n2_d1d2,34.965,3027,2515,512,0,3412,0,64,5,100
io8_l1n1n1_l3n1n4,22.890,2139,1627,512,0,2862,0,8,14,100
io8_l1n1n1_l3n1n4_d1d2,42.084,3323,2811,512,0,3714,0,64,14,100
io8_l1n1n1_l3n1n8,23.724,2218,1706,512,0,3146,0,8,14,100
io8_l1n1n1_l3n1n8_d1d2,43.697,3413,2901,512,0,3964,0,64,17,100
io8_l1n1n1_l3n1p1,19.556,2083,1571,512,0,2548,0,8,5,100
io8_l1n1n1_l3n1p1_d1d2,40.522,3145,2633,512,0,2565,0,64,5,100
io8_l1n1n1_l3n1p2,19.195,2073,1561,512,0,2615,0,8,5,100
io8_l1n1n1_l3n1p2_d1d2,37.705,3358,2846,512,0,2769,0,64,5,100
io8_l1n1n1_l3n1p4,18.356,2168,1656,512,0,2712,0,8,5,100
io8_l1n1n1_l3n1p4_d1d2,36.289,3475,2963,512,0,2948,0,64,5,100
io8_l1n1n1_l3n1p8,17.577,2132,1620,512,0,3085,0,8,5,100
io8_l1n1n1_l3n1p8_d1d2,35.574,3322,2810,512,0,3165,0,64,5,100
io8_l1n1n1_l3p1n1,55.765,4297,3651,646,0,6578,8,0,50,100
io8_l1n1n1_l3p1n1_d1d2,84.641,6939,6293,646,0,8330,64,0,50,100
io8_l1n1n1_l3p2n1,61.109,6945,6305,640,0,9901,8,0,50,100
io8_l1n1n1_l3p2n1_d1d2,41.727,6594,5954,640,0,9637,0,64,5,100
io8_l1n1n1_l3p4n1,42.066,5558,4918,640,0,7009,0,8,26,100
io8_l1n1n1_l3p4n1_d1d2,80.997,9005,8365,640,0,10608,16,48,50,100
io8_l1n1n1_l3p8n1,105.606,23224,17845,640,4739,44406,8,0,80,100
io8_l1n1n1_l3p8n1_d1d2,536.298,86075,64053,640,21382,91788,64,0,640,100
io8_l1n1n2_l3n1n1,16.485,1870,1358,512,0,2450,0,8,5,100
io8_l1n1n2_l3n1n1_d1d2,34.867,3034,2514,520,0,3368,0,64,5,100
io8_l1n1n2_l3n1n2,16.333,1841,1329,512,0,2949,0,8,5,100
io8_l1n1n2_l3n1n2_d1d2,31.680,3116,2604,512,0,3484,0,64,5,100
io8_l1n1n2_l3n1n4,23.049,2128,1616,512,0,3255,0,8,14,100
io8_l1n1n2_l3n1n4_d1d2,39.315,3305,2793,512,0,3784,0,64,14,100
io8_l1n1n2_l3n1n8,23.430,2219,1707,512,0,3412,0,8,14,100
io8_l1n1n2_l3n1n8_d1d2,40.450,3539,3027,512,0,4036,0,64,17,100
io8_l1n1n2_l3n1p1,19.068,1996,1484,512,0,2485,0,8,5,100
io8_l1n1n2_l3n1p1_d1d2,37.148,3161,2649,512,0,2631,0,64,5,100
io8_l1n1n2_l3n1p2,17.569,2134,1622,512,0,2683,0,8,5,100
io8_l1n1n2_l3n1p2_d1d2,34.480,3348,2836,512,0,2824,0,64,5,100
io8_l1n1n2_l3n1p4,17.499,2216,1704,512,0,3107,0,8,5,100
io8_l1n1n2_l3n1p4_d1d2,33.182,3474,2962,512,0,3019,0,64,5,100
io8_l1n1n2_l3n1p8,17.410,2244,1732,512,0,3351,0,8,5,100
io8_l1n1n2_l3n1p8_d1d2,32.197,3420,2908,512,0,3234,0,64,5,100
io8_l1n1n2_l3p1n1,55.471,4425,3771,654,0,6844,8,0,50,100
io8_l1n1n2_l3p1n1_d1d2,82.301,7013,6367,646,0,8398,64,0,50,100
io8_l1n1n2_l3p2n1,59.917,6924,6284,640,0,9710,8,0,50,100
io8_l1n1n2_l3p2n1_d1d2,37.996,6640,6000,640,0,9722,0,64,5,100
io8_l1n1n2_l3p4n1,39.405,5534,4894,640,0,6874,0,8,26,100
io8_l1n1n2_l3p4n1_d1d2,77.420,8996,8356,640,0,10722,16,48,50,100
io8_l1n1n2_l3p8n1,107.142,23597,18218,640,4739,44350,8,0,80,100
io8_l1n1n2_l3p8n1_d1d2,527.970,87842,65820,640,21382,91962,64,0,640,100
io8_l1n1n4_l3n1n1,16.712,2005,1493,512,0,2477,0,8,5,100
io8_l1n1n4_l3n1n1_d1d2,34.485,3106,2594,512,0,3340,0,64,5,100
io8_l1n1n4_l3n1n2,16.005,2048,1536,512,0,2916,0,8,5,100
io8_l1n1n4_l3n1n2_d1d2,31.598,3138,2626,512,0,3451,0,64,5,100
io8_l1n1n4_l3n1n4,24.386,2379,1867,512,0,3217,0,8,14,100
io8_l1n1n4_l3n1n4_d1d2,38.829,3467,2955,512,0,3755,0,64,14,100
io8_l1n1n4_l3n1n8,23.618,2397,1885,512,0,3339,0,8,14,100
io8_l1n1n4_l3n1n8_d1d2,40.484,3665,3153,512,0,3997,0,64,17,100
io8_l1n1n4_l3n1p1,19.209,2169,1657,512,0,2512,0,8,5,100
io8_l1n1n4_l3n1p1_d1d2,38.508,3237,2725,512,0,2600,0,64,5,100
io8_l1n1n4_l3n1p2,18.524,2246,1734,512,0,2710,0,8,5,100
io8_l1n1n4_l3n1p2_d1d2,35.688,3407,2895,512,0,2800,0,64,5,100
io8_l1n1n4_l3n1p4,17.948,2350,1838,512,0,2826,0,8,5,100
io8_l1n1n4_l3n1p4_d1d2,32.951,3560,3048,512,0,2989,0,64,5,100
io8_l1n1n4_l3n1p8,17.890,2311,1799,512,0,3183,0,8,5,100
io8_l1n1n4_l3n1p8_d1d2,32.165,3460,2948,512,0,3839,0,64,5,100
io8_l1n1n4_l3p1n1,55.873,4545,3905,640,0,6792,8,0,50,100
io8_l1n1n4_l3p1n1_d1d2,81.647,7009,6369,640,0,8348,64,0,50,100
io8_l1n1n4_l3p2n1,59.591,6997,6357,640,0,9729,8,0,50,100
io8_l1n1n4_l3p2n1_d1d2,37.537,6742,6102,640,0,9767,0,64,5,100
io8_l1n1n4_l3p4n1,40.828,5775,5135,640,0,6928,0,8,26,100
