prj,clk_target(ns),clk_estimated(ns),clk_uncertainty(ns),bram,dsp,ff,lutc_num_arith,c_num_logic,rtl_num_arith,rtl_num_logic,data_input_port(numxbits),data_output_port(numxbits)
io2_l1n1n2_l3n1p2,10.0,8.419,1.25,16,10,1290,1725,19,7,15,7,4x32,2x32
io2_l1n1n2_l3n1p2_d1d2,10.0,8.419,1.25,16,10,1358,1918,20,7,16,7,4x32,2x32
io2_l1n1n2_l3p1n1,10.0,9.263,1.25,18,16,4235,4455,140,37,14,37,4x32,2x32
io2_l1n1n2_l3p1n1_d1d2,10.0,9.286,1.25,18,16,4244,4936,141,37,15,37,4x32,2x32
io2_l1n1n2_l3p2n1,10.0,8.835,1.25,18,20,15484,8573,268,69,16,69,4x32,2x32
io2_l1n1n2_l3p2n1_d1d2,10.0,8.813,1.25,18,40,18558,10721,269,37,25,37,4x32,2x32
io2_l1n1p1_l3n1n1,10.0,8.419,1.25,18,5,816,1510,15,7,13,7,4x32,2x32
io2_l1n1p1_l3n1n1_d1d2,10.0,8.419,1.25,18,5,801,1725,16,17,14,17,4x32,2x32
io2_l1n1p1_l3n1n2,10.0,8.419,1.25,18,8,1068,1618,17,7,14,7,4x32,2x32
io2_l1n1p1_l3n1n2_d1d2,10.0,8.419,1.25,18,8,1052,1823,18,12,15,12,4x32,2x32
io2_l1n1p1_l3n1p1,10.0,8.419,1.25,18,5,849,1593,16,7,14,7,4x32,2x32
io2_l1n1p1_l3n1p1_d1d2,10.0,8.419,1.25,18,5,827,1808,17,17,15,17,4x32,2x32
io2_l1n1p1_l3n1p2,10.0,8.419,1.25,18,5,971,1577,18,7,14,7,4x32,2x32
io2_l1n1p1_l3n1p2_d1d2,10.0,8.419,1.25,18,5,956,1782,19,12,15,12,4x32,2x32
io2_l1n1p1_l3p1n1,10.0,9.263,1.25,20,14,4069,4438,139,37,14,37,4x32,2x32
io2_l1n1p1_l3p1n1_d1d2,10.0,9.286,1.25,20,14,4002,4925,140,42,15,42,4x32,2x32
io2_l1n1p1_l3p2n1,10.0,8.835,1.25,20,20,15545,8763,267,69,17,69,4x32,2x32
io2_l1n1p1_l3p2n1_d1d2,10.0,8.813,1.25,20,40,18543,10917,268,42,26,42,4x32,2x32
io2_l1n1p2_l3n1n1,10.0,8.419,1.25,20,10,1463,1882,17,7,15,7,4x32,2x32
io2_l1n1p2_l3n1n1_d1d2,10.0,8.419,1.25,20,10,1448,2078,18,12,16,12,4x32,2x32
io2_l1n1p2_l3n1n2,10.0,8.419,1.25,20,10,1491,1855,19,7,15,7,4x32,2x32
io2_l1n1p2_l3n1n2_d1d2,10.0,8.419,1.25,20,10,1539,2071,20,7,16,7,4x32,2x32
io2_l1n1p2_l3n1p1,10.0,8.419,1.25,20,10,1496,1965,18,7,16,7,4x32,2x32
io2_l1n1p2_l3n1p1_d1d2,10.0,8.419,1.25,20,10,1474,2161,19,12,17,12,4x32,2x32
io2_l1n1p2_l3n1p2,10.0,8.419,1.25,20,10,1554,1943,20,7,16,7,4x32,2x32
io2_l1n1p2_l3n1p2_d1d2,10.0,8.419,1.25,20,10,1603,2135,21,7,17,7,4x32,2x32
io2_l1n1p2_l3p1n1,10.0,9.263,1.25,22,16,4499,4673,141,37,15,37,4x32,2x32
io2_l1n1p2_l3p1n1_d1d2,10.0,9.286,1.25,22,16,4489,5153,142,37,16,37,4x32,2x32
io2_l1n1p2_l3p2n1,10.0,8.835,1.25,22,20,15748,8775,269,69,17,69,4x32,2x32
io2_l1n1p2_l3p2n1_d1d2,10.0,8.813,1.25,22,40,18803,10938,270,37,26,37,4x32,2x32
io2_l1p1n1_l3n1n1,10.0,8.979,1.25,18,18,4620,4088,138,37,15,37,4x32,2x32
io2_l1p1n1_l3n1n1_d1d2,10.0,8.979,1.25,18,18,4617,4621,139,42,16,42,4x32,2x32
io2_l1p1n1_l3n1n2,10.0,8.813,1.25,18,18,4616,4057,140,37,15,37,4x32,2x32
io2_l1p1n1_l3n1n2_d1d2,10.0,8.813,1.25,18,18,4676,4592,141,37,16,37,4x32,2x32
io2_l1p1n1_l3n1p1,10.0,8.979,1.25,18,18,4646,4171,139,37,16,37,4x32,2x32
io2_l1p1n1_l3n1p1_d1d2,10.0,8.979,1.25,18,18,4643,4704,140,42,17,42,4x32,2x32
io2_l1p1n1_l3n1p2,10.0,9.206,1.25,18,18,4647,4136,141,37,16,37,4x32,2x32
io2_l1p1n1_l3n1p2_d1d2,10.0,9.206,1.25,18,18,4708,4665,142,37,17,37,4x32,2x32
io2_l1p1n1_l3p1n1,10.0,9.251,1.25,20,18,6856,6518,262,67,13,67,4x32,2x32
io2_l1p1n1_l3p1n1_d1d2,10.0,9.263,1.25,20,18,7114,7317,263,67,14,67,4x32,2x32
io2_l1p1n1_l3p2n1,10.0,8.858,1.25,20,20,16982,10260,390,99,14,99,4x32,2x32
io2_l1p1n1_l3p2n1_d1d2,10.0,8.835,1.25,20,40,20273,12717,391,67,23,67,4x32,2x32
io2_l1p2n1_l3n1n1,10.0,8.835,1.25,18,20,5369,4709,266,69,16,69,4x32,2x32
io2_l1p2n1_l3n1n1_d1d2,10.0,8.944,1.25,18,38,7405,6125,267,42,24,42,4x32,2x32
io2_l1p2n1_l3n1n2,10.0,8.933,1.25,18,20,5365,4667,268,69,16,69,4x32,2x32
io2_l1p2n1_l3n1n2_d1d2,10.0,8.955,1.25,18,38,7464,6091,269,37,24,37,4x32,2x32
io2_l1p2n1_l3n1p1,10.0,8.835,1.25,18,20,5395,4792,267,69,17,69,4x32,2x32
io2_l1p2n1_l3n1p1_d1d2,10.0,8.944,1.25,18,38,7431,6208,268,42,25,42,4x32,2x32
io2_l1p2n1_l3n1p2,10.0,9.229,1.25,18,20,5396,4749,269,69,17,69,4x32,2x32
io2_l1p2n1_l3n1p2_d1d2,10.0,9.206,1.25,18,38,7496,6161,270,37,25,37,4x32,2x32
io2_l1p2n1_l3p1n1,10.0,9.297,1.25,20,20,7957,7118,390,99,14,99,4x32,2x32
io2_l1p2n1_l3p1n1_d1d2,10.0,9.263,1.25,20,38,9902,8860,391,67,22,67,4x32,2x32
io2_l1p2n1_l3p2n1,10.0,8.905,1.25,20,20,17728,10635,518,131,14,131,4x32,2x32
io2_l1p2n1_l3p2n1_d1d2,10.0,8.835,1.25,20,40,19689,12721,519,67,23,67,4x32,2x32
io4_l1n1n1_l3n1n1,10.0,8.419,1.25,8,5,2067,1704,14,7,12,7,6x32,2x32
io4_l1n1n1_l3n1n1_d1d2,10.0,8.419,1.25,16,5,2067,1969,15,7,13,7,6x32,2x32
io4_l1n1n1_l3n1n2,10.0,8.419,1.25,8,8,2318,1988,16,10,13,10,6x32,2x32
io4_l1n1n1_l3n1n2_d1d2,10.0,8.419,1.25,16,8,2318,2511,17,10,14,10,6x32,2x32
io4_l1n1n1_l3n1n4,10.0,8.419,1.25,8,14,2774,2156,20,7,15,7,6x32,2x32
io4_l1n1n1_l3n1n4_d1d2,10.0,8.419,1.25,16,14,2774,2489,21,7,16,7,6x32,2x32
io4_l1n1n1_l3n1p1,10.0,8.419,1.25,8,5,2091,1799,15,7,13,7,6x32,2x32
io4_l1n1n1_l3n1p1_d1d2,10.0,8.419,1.25,16,5,2093,2064,16,7,14,7,6x32,2x32
io4_l1n1n1_l3n1p2,10.0,8.419,1.25,8,5,2221,1959,17,10,13,10,6x32,2x32
io4_l1n1n1_l3n1p2_d1d2,10.0,8.419,1.25,16,5,2223,2194,18,10,14,10,6x32,2x32
io4_l1n1n1_l3n1p4,10.0,8.847,1.25,8,5,2417,1880,21,7,13,7,6x32,2x32
io4_l1n1n1_l3n1p4_d1d2,10.0,8.847,1.25,16,5,2421,2213,22,7,14,7,6x32,2x32
io4_l1n1n1_l3p1n1,10.0,8.881,1.25,8,26,6212,5032,138,21,17,21,6x32,2x32
io4_l1n1n1_l3p1n1_d1d2,10.0,8.847,1.25,32,26,6731,6373,139,21,18,21,6x32,2x32
io4_l1n1n1_l3p2n1,10.0,8.952,1.25,8,26,6332,6460,266,40,17,40,6x32,2x32
io4_l1n1n1_l3p2n1_d1d2,10.0,8.928,1.25,24,26,8641,8010,267,24,18,24,6x32,2x32
io4_l1n1n1_l3p4n1,10.0,8.835,1.25,8,40,29746,14741,522,69,24,69,6x32,2x32
io4_l1n1n1_l3p4n1_d1d2,10.0,8.419,1.25,32,160,45734,27167,523,21,73,21,6x32,2x32
io4_l1n1n2_l3n1n1,10.0,8.419,1.25,8,5,2124,1844,16,10,12,10,6x32,2x32
io4_l1n1n2_l3n1n1_d1d2,10.0,8.419,1.25,16,5,2116,2079,17,10,13,10,6x32,2x32
io4_l1n1n2_l3n1n2,10.0,8.419,1.25,8,8,2375,2128,18,13,13,13,6x32,2x32
io4_l1n1n2_l3n1n2_d1d2,10.0,8.419,1.25,16,8,2367,2621,19,13,14,13,6x32,2x32
io4_l1n1n2_l3n1n4,10.0,8.419,1.25,8,14,2831,2296,22,10,15,10,6x32,2x32
io4_l1n1n2_l3n1n4_d1d2,10.0,8.419,1.25,16,14,2823,2599,23,10,16,10,6x32,2x32
io4_l1n1n2_l3n1p1,10.0,8.419,1.25,8,5,2148,1939,17,10,13,10,6x32,2x32
io4_l1n1n2_l3n1p1_d1d2,10.0,8.419,1.25,16,5,2142,2462,18,10,14,10,6x32,2x32
io4_l1n1n2_l3n1p2,10.0,8.419,1.25,8,5,2278,2099,19,13,13,13,6x32,2x32
io4_l1n1n2_l3n1p2_d1d2,10.0,8.419,1.25,16,5,2272,2592,20,13,14,13,6x32,2x32
io4_l1n1n2_l3n1p4,10.0,8.858,1.25,8,5,2474,2019,23,10,13,10,6x32,2x32
io4_l1n1n2_l3n1p4_d1d2,10.0,8.858,1.25,16,5,2470,2706,24,10,14,10,6x32,2x32
io4_l1n1n2_l3p1n1,10.0,8.858,1.25,8,26,6269,5172,140,24,17,24,6x32,2x32
io4_l1n1n2_l3p1n1_d1d2,10.0,8.858,1.25,32,26,6780,7059,141,24,18,24,6x32,2x32
io4_l1n1n2_l3p2n1,10.0,8.952,1.25,8,26,6389,6569,268,43,17,43,6x32,2x32
io4_l1n1n2_l3p2n1_d1d2,10.0,9.322,1.25,24,26,8690,8233,269,27,18,27,6x32,2x32
io4_l1n1n2_l3p4n1,10.0,9.229,1.25,8,40,29803,14894,524,72,24,72,6x32,2x32
io4_l1n1n2_l3p4n1_d1d2,10.0,8.813,1.25,32,160,45783,27418,525,24,73,24,6x32,2x32
io4_l1n1n4_l3n1n1,10.0,8.419,1.25,8,20,3320,2717,20,7,18,7,6x32,2x32
io4_l1n1n4_l3n1n1_d1d2,10.0,8.419,1.25,16,20,3322,3050,21,7,19,7,6x32,2x32
io4_l1n1n4_l3n1n2,10.0,8.419,1.25,8,20,3411,2896,22,10,18,10,6x32,2x32
io4_l1n1n4_l3n1n2_d1d2,10.0,8.419,1.25,16,20,3413,3583,23,10,19,10,6x32,2x32
io4_l1n1n4_l3n1n4,10.0,8.419,1.25,8,20,3419,2794,26,7,18,7,6x32,2x32
io4_l1n1n4_l3n1n4_d1d2,10.0,8.419,1.25,16,20,3549,3255,27,7,19,7,6x32,2x32
io4_l1n1n4_l3n1p1,10.0,8.419,1.25,8,20,3344,2812,21,7,19,7,6x32,2x32
io4_l1n1n4_l3n1p1_d1d2,10.0,8.419,1.25,16,20,3348,3145,22,7,20,7,6x32,2x32
io4_l1n1n4_l3n1p2,10.0,8.419,1.25,8,20,3474,2972,23,10,19,10,6x32,2x32
io4_l1n1n4_l3n1p2_d1d2,10.0,8.419,1.25,16,20,3478,3275,24,10,20,10,6x32,2x32
io4_l1n1n4_l3n1p4,10.0,8.847,1.25,8,20,3542,2887,27,7,19,7,6x32,2x32
io4_l1n1n4_l3n1p4_d1d2,10.0,8.847,1.25,16,20,3676,3294,28,7,20,7,6x32,2x32
io4_l1n1n4_l3p1n1,10.0,8.881,1.25,8,32,6857,5643,144,21,20,21,6x32,2x32
io4_l1n1n4_l3p1n1_d1d2,10.0,8.847,1.25,32,32,7506,7076,145,21,21,21,6x32,2x32
io4_l1n1n4_l3p2n1,10.0,8.952,1.25,8,32,6977,7123,272,40,20,40,6x32,2x32
io4_l1n1n4_l3p2n1_d1d2,10.0,8.928,1.25,24,32,9416,8713,273,24,21,24,6x32,2x32
io4_l1n1n4_l3p4n1,10.0,8.835,1.25,8,40,29710,14734,528,69,24,69,6x32,2x32
io4_l1n1n4_l3p4n1_d1d2,10.0,8.419,1.25,32,160,45828,27246,529,21,73,21,6x32,2x32
io4_l1n1p1_l3n1n1,10.0,8.419,1.25,8,5,1959,1776,15,7,13,7,6x32,2x32
io4_l1n1p1_l3n1n1_d1d2,10.0,8.419,1.25,16,5,1954,2041,16,7,14,7,6x32,2x32
io4_l1n1p1_l3n1n2,10.0,8.419,1.25,8,8,2210,2060,17,10,14,10,6x32,2x32
io4_l1n1p1_l3n1n2_d1d2,10.0,8.419,1.25,16,8,2205,2583,18,10,15,10,6x32,2x32
io4_l1n1p1_l3n1n4,10.0,8.419,1.25,8,14,2666,2228,21,7,16,7,6x32,2x32
io4_l1n1p1_l3n1n4_d1d2,10.0,8.419,1.25,16,14,2661,2561,22,7,17,7,6x32,2x32
io4_l1n1p1_l3n1p1,10.0,8.419,1.25,8,5,1983,1871,16,7,14,7,6x32,2x32
io4_l1n1p1_l3n1p1_d1d2,10.0,8.419,1.25,16,5,1980,2136,17,7,15,7,6x32,2x32
io4_l1n1p1_l3n1p2,10.0,8.419,1.25,8,5,2113,2031,18,10,14,10,6x32,2x32
io4_l1n1p1_l3n1p2_d1d2,10.0,8.419,1.25,16,5,2110,2554,19,10,15,10,6x32,2x32
io4_l1n1p1_l3n1p4,10.0,8.847,1.25,8,5,2309,1952,22,7,14,7,6x32,2x32
io4_l1n1p1_l3n1p4_d1d2,10.0,8.847,1.25,16,5,2308,2285,23,7,15,7,6x32,2x32
io4_l1n1p1_l3p1n1,10.0,8.881,1.25,8,26,6104,5104,139,21,18,21,6x32,2x32
io4_l1n1p1_l3p1n1_d1d2,10.0,8.847,1.25,32,26,6618,6445,140,21,19,21,6x32,2x32
io4_l1n1p1_l3p2n1,10.0,8.952,1.25,8,26,6224,6548,267,40,18,40,6x32,2x32
io4_l1n1p1_l3p2n1_d1d2,10.0,8.928,1.25,24,26,8528,8098,268,24,19,24,6x32,2x32
io4_l1n1p1_l3p4n1,10.0,8.835,1.25,8,40,29638,14813,523,69,25,69,6x32,2x32
io4_l1n1p1_l3p4n1_d1d2,10.0,8.419,1.25,32,160,45621,27239,524,21,74,21,6x32,2x32
io4_l1n1p2_l3n1n1,10.0,8.419,1.25,8,5,2021,1902,17,10,13,10,6x32,2x32
io4_l1n1p2_l3n1n1_d1d2,10.0,8.419,1.25,16,5,2025,2137,18,10,14,10,6x32,2x32
io4_l1n1p2_l3n1n2,10.0,8.419,1.25,8,8,2272,2177,19,13,14,13,6x32,2x32
io4_l1n1p2_l3n1n2_d1d2,10.0,8.419,1.25,16,8,2276,2670,20,13,15,13,6x32,2x32
io4_l1n1p2_l3n1n4,10.0,8.419,1.25,8,14,2728,2345,23,10,16,10,6x32,2x32
io4_l1n1p2_l3n1n4_d1d2,10.0,8.419,1.25,16,14,2732,2648,24,10,17,10,6x32,2x32
io4_l1n1p2_l3n1p1,10.0,8.419,1.25,8,5,2045,1997,18,10,14,10,6x32,2x32
io4_l1n1p2_l3n1p1_d1d2,10.0,8.419,1.25,16,5,2051,2232,19,10,15,10,6x32,2x32
io4_l1n1p2_l3n1p2,10.0,8.419,1.25,8,5,2143,2142,20,13,14,13,6x32,2x32
io4_l1n1p2_l3n1p2_d1d2,10.0,8.419,1.25,16,5,2149,2635,21,13,15,13,6x32,2x32
io4_l1n1p2_l3n1p4,10.0,8.858,1.25,8,5,2339,2062,24,10,14,10,6x32,2x32
io4_l1n1p2_l3n1p4_d1d2,10.0,8.858,1.25,16,5,2347,2365,25,10,15,10,6x32,2x32
io4_l1n1p2_l3p1n1,10.0,8.858,1.25,8,26,6134,5215,141,24,18,24,6x32,2x32
io4_l1n1p2_l3p1n1_d1d2,10.0,8.858,1.25,32,26,6657,6526,142,24,19,24,6x32,2x32
io4_l1n1p2_l3p2n1,10.0,8.952,1.25,8,26,6254,6656,269,43,18,43,6x32,2x32
io4_l1n1p2_l3p2n1_d1d2,10.0,9.322,1.25,24,26,8567,8320,270,27,19,27,6x32,2x32
io4_l1n1p2_l3p4n1,10.0,9.229,1.25,8,40,29668,14921,525,72,25,72,6x32,2x32
io4_l1n1p2_l3p4n1_d1d2,10.0,8.813,1.25,32,160,45660,27464,526,24,74,24,6x32,2x32
io4_l1n1p4_l3n1n1,10.0,8.419,1.25,16,20,3318,2903,21,7,19,7,6x32,2x32
io4_l1n1p4_l3n1n1_d1d2,10.0,8.419,1.25,24,20,3315,3236,22,7,20,7,6x32,2x32
io4_l1n1p4_l3n1n2,10.0,8.419,1.25,16,20,3409,3082,23,10,19,10,6x32,2x32
io4_l1n1p4_l3n1n2_d1d2,10.0,8.419,1.25,24,20,3406,3769,24,10,20,10,6x32,2x32
io4_l1n1p4_l3n1n4,10.0,8.419,1.25,16,20,3417,2980,27,7,19,7,6x32,2x32
io4_l1n1p4_l3n1n4_d1d2,10.0,8.419,1.25,24,20,3542,3441,28,7,20,7,6x32,2x32
io4_l1n1p4_l3n1p1,10.0,8.419,1.25,16,20,3342,2998,22,7,20,7,6x32,2x32
io4_l1n1p4_l3n1p1_d1d2,10.0,8.419,1.25,24,20,3341,3331,23,7,21,7,6x32,2x32
io4_l1n1p4_l3n1p2,10.0,8.419,1.25,16,20,3472,3158,24,10,20,10,6x32,2x32
io4_l1n1p4_l3n1p2_d1d2,10.0,8.419,1.25,24,20,3471,3845,25,10,21,10,6x32,2x32
io4_l1n1p4_l3n1p4,10.0,8.847,1.25,16,20,3540,3073,28,7,20,7,6x32,2x32
io4_l1n1p4_l3n1p4_d1d2,10.0,8.847,1.25,24,20,3669,3480,29,7,21,7,6x32,2x32
io4_l1n1p4_l3p1n1,10.0,8.881,1.25,16,32,6855,5829,145,21,21,21,6x32,2x32
io4_l1n1p4_l3p1n1_d1d2,10.0,8.847,1.25,40,32,7499,7262,146,21,22,21,6x32,2x32
io4_l1n1p4_l3p2n1,10.0,8.952,1.25,16,32,6975,7341,273,40,21,40,6x32,2x32
io4_l1n1p4_l3p2n1_d1d2,10.0,8.928,1.25,32,32,9409,8931,274,24,22,24,6x32,2x32
io4_l1n1p4_l3p4n1,10.0,8.835,1.25,16,40,29708,14920,529,69,25,69,6x32,2x32
io4_l1n1p4_l3p4n1_d1d2,10.0,8.419,1.25,40,160,45821,27432,530,21,74,21,6x32,2x32
io4_l1p1n1_l3n1n1,10.0,8.419,1.25,16,40,7304,5567,138,21,24,21,6x32,2x32
io4_l1p1n1_l3n1n1_d1d2,10.0,8.419,1.25,40,40,7301,6912,139,21,25,21,6x32,2x32
io4_l1p1n1_l3n1n2,10.0,8.419,1.25,16,40,7363,5725,140,24,24,24,6x32,2x32
io4_l1p1n1_l3n1n2_d1d2,10.0,8.419,1.25,40,40,7360,7616,141,24,25,24,6x32,2x32
io4_l1p1n1_l3n1n4,10.0,8.419,1.25,16,40,7371,5637,144,21,24,21,6x32,2x32
io4_l1p1n1_l3n1n4_d1d2,10.0,8.419,1.25,40,40,7496,7074,145,21,25,21,6x32,2x32
io4_l1p1n1_l3n1p1,10.0,8.419,1.25,16,40,7328,5662,139,21,25,21,6x32,2x32
io4_l1p1n1_l3n1p1_d1d2,10.0,8.419,1.25,40,40,7327,7007,140,21,26,21,6x32,2x32
io4_l1p1n1_l3n1p2,10.0,8.813,1.25,16,40,7394,5804,141,24,25,24,6x32,2x32
io4_l1p1n1_l3n1p2_d1d2,10.0,8.813,1.25,40,40,7393,7695,142,24,26,24,6x32,2x32
io4_l1p1n1_l3n1p4,10.0,8.835,1.25,16,40,7398,5707,145,21,25,21,6x32,2x32
io4_l1p1n1_l3n1p4_d1d2,10.0,8.835,1.25,40,40,7527,7122,146,21,26,21,6x32,2x32
io4_l1p1n1_l3p1n1,10.0,9.24,1.25,16,40,9529,7888,262,35,22,35,6x32,2x32
io4_l1p1n1_l3p1n1_d1d2,10.0,9.206,1.25,40,40,10653,10601,263,35,23,35,6x32,2x32
io4_l1p1n1_l3p2n1,10.0,9.39,1.25,16,40,9912,9430,390,54,22,54,6x32,2x32
io4_l1p1n1_l3p2n1_d1d2,10.0,8.952,1.25,40,40,12078,12156,391,38,23,38,6x32,2x32
io4_l1p1n1_l3p4n1,10.0,8.847,1.25,16,40,30738,15743,646,83,22,83,6x32,2x32
io4_l1p1n1_l3p4n1_d1d2,10.0,8.813,1.25,40,160,47235,29217,647,35,71,35,6x32,2x32
io4_l1p2n1_l3n1n1,10.0,8.813,1.25,16,40,9137,6455,266,40,24,40,6x32,2x32
io4_l1p2n1_l3n1n1_d1d2,10.0,8.419,1.25,40,80,13497,11193,267,24,41,24,6x32,2x32
io4_l1p2n1_l3n1n2,10.0,8.813,1.25,16,40,9196,6601,268,43,24,43,6x32,2x32
io4_l1p2n1_l3n1n2_d1d2,10.0,8.419,1.25,40,80,13556,11459,269,27,41,27,6x32,2x32
io4_l1p2n1_l3n1n4,10.0,8.813,1.25,16,40,9204,6495,272,40,24,40,6x32,2x32
io4_l1p2n1_l3n1n4_d1d2,10.0,8.419,1.25,40,80,13692,11347,273,24,41,24,6x32,2x32
io4_l1p2n1_l3n1p1,10.0,8.813,1.25,16,40,9161,6550,267,40,25,40,6x32,2x32
io4_l1p2n1_l3n1p1_d1d2,10.0,8.419,1.25,40,80,13523,11288,268,24,42,24,6x32,2x32
io4_l1p2n1_l3n1p2,10.0,9.206,1.25,16,40,9227,6689,269,43,25,43,6x32,2x32
io4_l1p2n1_l3n1p2_d1d2,10.0,8.813,1.25,40,80,13589,11541,270,27,42,27,6x32,2x32
io4_l1p2n1_l3n1p4,10.0,9.229,1.25,16,40,9231,6591,273,40,25,40,6x32,2x32
io4_l1p2n1_l3n1p4_d1d2,10.0,8.835,1.25,40,80,13723,11400,274,24,42,24,6x32,2x32
io4_l1p2n1_l3p1n1,10.0,9.251,1.25,16,40,11361,8714,390,54,22,54,6x32,2x32
io4_l1p2n1_l3p1n1_d1d2,10.0,8.881,1.25,40,80,16975,14654,391,38,39,38,6x32,2x32
io4_l1p2n1_l3p2n1,10.0,9.414,1.25,16,40,11744,10201,518,73,22,73,6x32,2x32
io4_l1p2n1_l3p2n1_d1d2,10.0,8.952,1.25,40,80,18272,16197,519,41,39,41,6x32,2x32
io4_l1p2n1_l3p4n1,10.0,8.858,1.25,16,40,31611,16476,774,102,22,102,6x32,2x32
io4_l1p2n1_l3p4n1_d1d2,10.0,8.813,1.25,40,160,47775,30449,775,38,71,38,6x32,2x32
io4_l1p4n1_l3n1n1,10.0,8.835,1.25,16,40,9226,7357,522,69,24,69,6x32,2x32
io4_l1p4n1_l3n1n1_d1d2,10.0,8.847,1.25,40,114,22951,15049,523,21,55,21,6x32,2x32
io4_l1p4n1_l3n1n2,10.0,8.835,1.25,16,40,9285,7503,524,72,24,72,6x32,2x32
io4_l1p4n1_l3n1n2_d1d2,10.0,8.847,1.25,40,114,23010,15320,525,24,55,24,6x32,2x32
io4_l1p4n1_l3n1n4,10.0,8.835,1.25,16,40,9293,7413,528,69,24,69,6x32,2x32
io4_l1p4n1_l3n1n4_d1d2,10.0,8.847,1.25,40,114,23146,15186,529,21,55,21,6x32,2x32
io4_l1p4n1_l3n1p1,10.0,8.835,1.25,16,40,9250,7452,523,69,25,69,6x32,2x32
io4_l1p4n1_l3n1p1_d1d2,10.0,8.847,1.25,40,114,22977,15144,524,21,56,21,6x32,2x32
io4_l1p4n1_l3n1p2,10.0,9.229,1.25,16,40,9316,7590,525,72,25,72,6x32,2x32
io4_l1p4n1_l3n1p2_d1d2,10.0,8.858,1.25,40,114,23043,15394,526,24,56,24,6x32,2x32
io4_l1p4n1_l3n1p4,10.0,9.251,1.25,16,40,9320,7503,529,69,25,69,6x32,2x32
io4_l1p4n1_l3n1p4_d1d2,10.0,8.835,1.25,40,114,23177,15247,530,21,56,21,6x32,2x32
io4_l1p4n1_l3p1n1,10.0,9.263,1.25,16,40,11675,9536,646,83,22,83,6x32,2x32
io4_l1p4n1_l3p1n1_d1d2,10.0,9.24,1.25,40,114,25695,18613,647,35,53,35,6x32,2x32
io4_l1p4n1_l3p2n1,10.0,9.449,1.25,16,40,11827,11047,774,102,22,102,6x32,2x32
