prj,vivado_dynamic_pwr(mW),Total LUTs,Logic LUTs,LUTRAMs,SRLs,FFs,RAMB36,RAMB18,URAM,DSP48 Blocks
io2_l2n1n2_l5n1n2_l8n1n1_d1d2,26.294,1415,1415,0,0,1337,28,0,8
io2_l2n1n2_l5n1n2_l8n1n2,26.049,1198,1198,0,0,972,28,0,8
io2_l2n1n2_l5n1n2_l8n1n2_d1d2,25.438,1402,1402,0,0,1301,28,0,8
io2_l2n1n2_l5n1n2_l8n1p1,26.312,1355,1355,0,0,1016,28,0,8
io2_l2n1n2_l5n1n2_l8n1p1_d1d2,27.956,1594,1594,0,0,1420,28,0,8
io2_l2n1n2_l5n1n2_l8n1p2,26.981,1397,1397,0,0,1112,28,0,8
io2_l2n1n2_l5n1n2_l8n1p2_d1d2,26.852,1589,1589,0,0,1482,28,0,8
io2_l2n1n2_l5n1n2_l8p1n1,31.413,2346,2346,0,0,2651,28,0,8
io2_l2n1n2_l5n1n2_l8p1n1_d1d2,41.981,6698,6698,0,0,9226,28,0,14
io2_l2n1n2_l5n1n2_l8p2n1,46.358,7838,6647,0,1191,11856,24,0,20
io2_l2n1n2_l5n1n2_l8p2n1_d1d2,56.595,11059,9420,0,1639,15171,23,0,40
io2_l2n1p1_l5n1p1_l8n1n1,27.249,1333,1333,0,0,1002,28,0,5
io2_l2n1p1_l5n1p1_l8n1n1_d1d2,27.392,1738,1738,0,0,1418,28,0,5
io2_l2n1p1_l5n1p1_l8n1n2,29.808,1426,1426,0,0,1189,24,0,8
io2_l2n1p1_l5n1p1_l8n1n2_d1d2,28.509,1814,1814,0,0,1472,28,0,8
io2_l2n1p1_l5n1p1_l8n1p1,28.128,1506,1506,0,0,1106,28,0,5
io2_l2n1p1_l5n1p1_l8n1p1_d1d2,27.904,1882,1882,0,0,1393,28,0,5
io2_l2n1p1_l5n1p1_l8n1p2,27.764,1586,1586,0,0,1234,24,0,5
io2_l2n1p1_l5n1p1_l8n1p2_d1d2,28.332,1962,1962,0,0,1486,28,0,5
io2_l2n1p1_l5n1p1_l8p1n1,36.641,2646,2646,0,0,2869,24,0,8
io2_l2n1p1_l5n1p1_l8p1n1_d1d2,44.565,7034,7034,0,0,9297,28,0,14
io2_l2n1p1_l5n1p1_l8p2n1,50.791,7517,6326,0,1191,12041,28,0,20
io2_l2n1p1_l5n1p1_l8p2n1_d1d2,57.207,11095,9456,0,1639,15258,24,0,40
io2_l2n1p2_l5n1p2_l8n1n1,26.066,1454,1454,0,0,1064,28,0,5
io2_l2n1p2_l5n1p2_l8n1n1_d1d2,27.826,1745,1745,0,0,1602,28,0,5
io2_l2n1p2_l5n1p2_l8n1n2,28.998,1557,1557,0,0,1222,28,0,8
io2_l2n1p2_l5n1p2_l8n1n2_d1d2,27.994,1708,1708,0,0,1622,28,0,8
io2_l2n1p2_l5n1p2_l8n1p1,28.278,1597,1597,0,0,1168,28,0,5
io2_l2n1p2_l5n1p2_l8n1p1_d1d2,25.888,1820,1820,0,0,1641,28,0,5
io2_l2n1p2_l5n1p2_l8n1p2,26.852,1640,1640,0,0,1231,28,0,5
io2_l2n1p2_l5n1p2_l8n1p2_d1d2,27.376,1916,1916,0,0,1672,28,0,5
io2_l2n1p2_l5n1p2_l8p1n1,34.589,2705,2705,0,0,2877,28,0,8
io2_l2n1p2_l5n1p2_l8p1n1_d1d2,43.326,6997,6997,0,0,9514,28,0,14
io2_l2n1p2_l5n1p2_l8p2n1,51.506,7783,6592,0,1191,12039,24,0,20
io2_l2n1p2_l5n1p2_l8p2n1_d1d2,58.463,11204,9565,0,1639,15326,22,0,40
io2_l2p1n1_l5p1n1_l8n1n1,41.899,3680,3680,0,0,4411,28,0,8
io2_l2p1n1_l5p1n1_l8n1n1_d1d2,75.263,11570,11570,0,0,25536,28,0,14
io2_l2p1n1_l5p1n1_l8n1n2,42.819,3696,3696,0,0,4506,28,0,8
io2_l2p1n1_l5p1n1_l8n1n2_d1d2,66.205,11551,11551,0,0,28457,28,0,14
io2_l2p1n1_l5p1n1_l8n1p1,43.323,3827,3827,0,0,4533,28,0,8
io2_l2p1n1_l5p1n1_l8n1p1_d1d2,65.847,11822,11822,0,0,22280,28,0,14
io2_l2p1n1_l5p1n1_l8n1p2,42.457,3846,3846,0,0,4595,28,0,8
io2_l2p1n1_l5p1n1_l8n1p2_d1d2,68.163,11686,11686,0,0,28598,28,0,14
io2_l2p1n1_l5p1n1_l8p1n1,39.887,3446,3446,0,0,3997,28,0,8
io2_l2p1n1_l5p1n1_l8p1n1_d1d2,84.647,16251,16251,0,0,32746,28,0,14
io2_l2p1n1_l5p1n1_l8p2n1,59.005,9365,8174,0,1191,12876,28,0,20
io2_l2p1n1_l5p1n1_l8p2n1_d1d2,98.595,21549,19910,0,1639,37892,26,0,40
io2_l2p2n1_l5p2n1_l8n1n1,215.880,11534,9152,0,2382,18439,28,0,20
io2_l2p2n1_l5p2n1_l8n1n1_d1d2,243.339,16814,13536,0,3278,22571,28,0,40
io2_l2p2n1_l5p2n1_l8n1n2,215.651,11651,9269,0,2382,17433,28,0,20
io2_l2p2n1_l5p2n1_l8n1n2_d1d2,245.106,16926,13648,0,3278,22511,26,0,40
io2_l2p2n1_l5p2n1_l8n1p1,212.091,11619,9237,0,2382,18563,28,0,20
io2_l2p2n1_l5p2n1_l8n1p1_d1d2,252.574,16857,13579,0,3278,22722,24,0,40
io2_l2p2n1_l5p2n1_l8n1p2,213.670,11978,9596,0,2382,17514,28,0,20
io2_l2p2n1_l5p2n1_l8n1p2_d1d2,252.509,17335,14057,0,3278,22661,28,0,40
io2_l2p2n1_l5p2n1_l8p1n1,218.723,12840,10458,0,2382,17981,28,0,20
io2_l2p2n1_l5p2n1_l8p1n1_d1d2,271.448,22155,18877,0,3278,32297,28,0,40
io2_l2p2n1_l5p2n1_l8p2n1,229.321,15944,12371,0,3573,24457,28,0,20
io2_l2p2n1_l5p2n1_l8p2n1_d1d2,352.638,23098,18181,0,4917,29467,28,0,40
io4_l2n1n1_l5n1n1_l8n1n1,23.120,1141,1141,0,0,1257,28,0,5
io4_l2n1n1_l5n1n1_l8n1n1_d1d2,42.542,2457,2457,0,0,1768,0,112,5
io4_l2n1n1_l5n1n1_l8n1n2,23.594,1286,1286,0,0,1378,24,0,8
io4_l2n1n1_l5n1n1_l8n1n2_d1d2,42.976,2568,2568,0,0,1888,0,112,8
io4_l2n1n1_l5n1n1_l8n1n4,25.748,1382,1382,0,0,1465,24,0,8
io4_l2n1n1_l5n1n1_l8n1n4_d1d2,45.502,2733,2733,0,0,2088,0,112,14
io4_l2n1n1_l5n1n1_l8n1p1,23.463,1294,1294,0,0,1347,28,0,5
io4_l2n1n1_l5n1n1_l8n1p1_d1d2,43.636,2584,2584,0,0,1865,0,112,5
io4_l2n1n1_l5n1n1_l8n1p2,23.157,1461,1461,0,0,1411,24,0,5
io4_l2n1n1_l5n1n1_l8n1p2_d1d2,43.379,2843,2843,0,0,1992,0,112,5
io4_l2n1n1_l5n1n1_l8n1p4,23.890,1554,1554,0,0,1303,24,0,5
io4_l2n1n1_l5n1n1_l8n1p4_d1d2,43.725,2760,2760,0,0,1989,0,112,5
io4_l2n1n1_l5n1n1_l8p1n1,28.145,1857,1857,0,0,1822,24,0,11
io4_l2n1n1_l5n1n1_l8p1n1_d1d2,47.207,2879,2879,0,0,2354,0,112,14
io4_l2n1n1_l5n1n1_l8p2n1,36.319,4681,4681,0,0,5741,28,0,8
io4_l2n1n1_l5n1n1_l8p2n1_d1d2,63.827,6958,6958,0,0,8630,8,104,26
io4_l2n1n1_l5n1n1_l8p4n1,58.212,12739,10365,0,2374,22744,20,0,40
io4_l2n1n1_l5n1n1_l8p4n1_d1d2,87.594,19779,16573,0,3206,30152,16,76,80
io4_l2n1n2_l5n1n2_l8n1n1,26.649,1364,1364,0,0,1370,28,0,8
io4_l2n1n2_l5n1n2_l8n1n1_d1d2,40.890,2622,2622,0,0,1880,0,112,8
io4_l2n1n2_l5n1n2_l8n1n2,27.104,1461,1461,0,0,1363,28,0,8
io4_l2n1n2_l5n1n2_l8n1n2_d1d2,41.599,2668,2668,0,0,1872,0,112,8
io4_l2n1n2_l5n1n2_l8n1n4,27.664,1552,1552,0,0,1451,28,0,8
io4_l2n1n2_l5n1n2_l8n1n4_d1d2,42.972,2788,2788,0,0,2074,0,112,14
io4_l2n1n2_l5n1n2_l8n1p1,26.707,1561,1561,0,0,1461,28,0,8
io4_l2n1n2_l5n1n2_l8n1p1_d1d2,43.546,2783,2783,0,0,1974,0,112,8
io4_l2n1n2_l5n1n2_l8n1p2,28.248,1636,1636,0,0,1492,28,0,8
io4_l2n1n2_l5n1n2_l8n1p2_d1d2,42.343,2946,2946,0,0,2072,0,112,8
io4_l2n1n2_l5n1n2_l8n1p4,29.991,1739,1739,0,0,1514,28,0,8
io4_l2n1n2_l5n1n2_l8n1p4_d1d2,42.207,2850,2850,0,0,2067,0,112,8
io4_l2n1n2_l5n1n2_l8p1n1,31.802,2036,2036,0,0,1808,28,0,11
io4_l2n1n2_l5n1n2_l8p1n1_d1d2,46.147,2915,2915,0,0,2339,0,112,14
io4_l2n1n2_l5n1n2_l8p2n1,43.187,4758,4758,0,0,5854,28,0,8
io4_l2n1n2_l5n1n2_l8p2n1_d1d2,62.501,6955,6955,0,0,8237,0,104,26
io4_l2n1n2_l5n1n2_l8p4n1,67.598,13544,11170,0,2374,22628,24,0,40
io4_l2n1n2_l5n1n2_l8p4n1_d1d2,98.650,20232,17026,0,3206,30456,28,72,80
io4_l2n1n4_l5n1n4_l8n1n1,30.609,1516,1516,0,0,1737,28,0,8
io4_l2n1n4_l5n1n4_l8n1n1_d1d2,45.911,2772,2772,0,0,2084,0,112,14
io4_l2n1n4_l5n1n4_l8n1n2,29.118,1587,1587,0,0,1730,28,0,8
io4_l2n1n4_l5n1n4_l8n1n2_d1d2,44.099,2779,2779,0,0,2075,0,112,14
io4_l2n1n4_l5n1n4_l8n1n4,30.659,1631,1631,0,0,1753,28,0,8
io4_l2n1n4_l5n1n4_l8n1n4_d1d2,45.768,2780,2780,0,0,2081,0,112,14
io4_l2n1n4_l5n1n4_l8n1p1,30.589,1702,1702,0,0,1827,28,0,8
io4_l2n1n4_l5n1n4_l8n1p1_d1d2,46.837,2915,2915,0,0,2179,0,112,14
io4_l2n1n4_l5n1n4_l8n1p2,30.942,1792,1792,0,0,1828,28,0,8
io4_l2n1n4_l5n1n4_l8n1p2_d1d2,46.993,3040,3040,0,0,2272,0,112,14
io4_l2n1n4_l5n1n4_l8n1p4,30.583,1835,1835,0,0,1565,28,0,8
io4_l2n1n4_l5n1n4_l8n1p4_d1d2,47.213,3036,3036,0,0,2270,0,112,14
io4_l2n1n4_l5n1n4_l8p1n1,33.997,2130,2130,0,0,2142,28,0,11
io4_l2n1n4_l5n1n4_l8p1n1_d1d2,45.192,2934,2934,0,0,2347,0,112,14
io4_l2n1n4_l5n1n4_l8p2n1,45.706,4843,4843,0,0,5907,28,0,8
io4_l2n1n4_l5n1n4_l8p2n1_d1d2,62.774,7152,7152,0,0,7902,0,104,26
io4_l2n1n4_l5n1n4_l8p4n1,68.125,13353,10979,0,2374,23010,21,0,40
io4_l2n1n4_l5n1n4_l8p4n1_d1d2,99.574,20448,17242,0,3206,31400,29,72,80
io4_l2n1p1_l5n1p1_l8n1n1,27.121,1465,1465,0,0,1436,28,0,5
io4_l2n1p1_l5n1p1_l8n1n1_d1d2,51.122,2748,2748,0,0,1953,0,112,5
io4_l2n1p1_l5n1p1_l8n1n2,26.872,1602,1602,0,0,1255,24,0,8
io4_l2n1p1_l5n1p1_l8n1n2_d1d2,54.100,2875,2875,0,0,2073,0,112,8
io4_l2n1p1_l5n1p1_l8n1n4,29.588,1721,1721,0,0,1473,24,0,8
io4_l2n1p1_l5n1p1_l8n1n4_d1d2,56.543,3051,3051,0,0,2272,0,112,14
io4_l2n1p1_l5n1p1_l8n1p1,27.610,1620,1620,0,0,1524,28,0,5
io4_l2n1p1_l5n1p1_l8n1p1_d1d2,51.787,2909,2909,0,0,2044,0,112,5
io4_l2n1p1_l5n1p1_l8n1p2,28.396,1798,1798,0,0,1590,24,0,5
io4_l2n1p1_l5n1p1_l8n1p2_d1d2,52.923,3132,3132,0,0,2172,0,112,5
io4_l2n1p1_l5n1p1_l8n1p4,27.773,1828,1828,0,0,1485,24,0,5
io4_l2n1p1_l5n1p1_l8n1p4_d1d2,54.968,3087,3087,0,0,2172,0,112,5
io4_l2n1p1_l5n1p1_l8p1n1,34.052,2179,2179,0,0,2002,24,0,11
io4_l2n1p1_l5n1p1_l8p1n1_d1d2,57.462,3177,3177,0,0,2537,0,112,14
io4_l2n1p1_l5n1p1_l8p2n1,44.479,5006,5006,0,0,5957,28,0,8
io4_l2n1p1_l5n1p1_l8p2n1_d1d2,69.921,7161,7161,0,0,7480,0,104,26
io4_l2n1p1_l5n1p1_l8p4n1,68.073,13254,10880,0,2374,22811,28,0,40
io4_l2n1p1_l5n1p1_l8p4n1_d1d2,105.055,20372,17166,0,3206,30317,20,64,80
io4_l2n1p2_l5n1p2_l8n1n1,28.048,1665,1665,0,0,1500,28,0,5
io4_l2n1p2_l5n1p2_l8n1n1_d1d2,44.655,3055,3055,0,0,2149,0,112,5
io4_l2n1p2_l5n1p2_l8n1n2,28.348,1790,1790,0,0,1589,28,0,8
io4_l2n1p2_l5n1p2_l8n1n2_d1d2,45.326,3149,3149,0,0,2237,0,112,8
io4_l2n1p2_l5n1p2_l8n1n4,29.440,1831,1831,0,0,1642,28,0,8
io4_l2n1p2_l5n1p2_l8n1n4_d1d2,49.106,3303,3303,0,0,2436,0,112,14
io4_l2n1p2_l5n1p2_l8n1p1,28.034,1845,1845,0,0,1591,28,0,5
io4_l2n1p2_l5n1p2_l8n1p1_d1d2,45.732,3232,3232,0,0,2240,0,112,5
io4_l2n1p2_l5n1p2_l8n1p2,26.821,1915,1915,0,0,1592,28,0,5
io4_l2n1p2_l5n1p2_l8n1p2_d1d2,44.911,3304,3304,0,0,2304,0,112,5
io4_l2n1p2_l5n1p2_l8n1p4,27.984,1995,1995,0,0,1611,28,0,5
io4_l2n1p2_l5n1p2_l8n1p4_d1d2,45.132,3284,3284,0,0,2298,0,112,5
io4_l2n1p2_l5n1p2_l8p1n1,32.476,2317,2317,0,0,2003,28,0,11
io4_l2n1p2_l5n1p2_l8p1n1_d1d2,49.087,3404,3404,0,0,2703,0,112,14
io4_l2n1p2_l5n1p2_l8p2n1,43.719,4946,4946,0,0,6037,28,0,8
io4_l2n1p2_l5n1p2_l8p2n1_d1d2,64.955,7543,7543,0,0,8981,0,104,26
io4_l2n1p2_l5n1p2_l8p4n1,68.352,13397,11023,0,2374,22641,28,0,40
io4_l2n1p2_l5n1p2_l8p4n1_d1d2,93.626,20606,17400,0,3206,30794,11,72,80
io4_l2n1p4_l5n1p4_l8n1n1,26.466,1741,1741,0,0,1331,28,0,5
io4_l2n1p4_l5n1p4_l8n1n1_d1d2,36.604,2918,2918,0,0,2079,0,112,5
io4_l2n1p4_l5n1p4_l8n1n2,28.144,1871,1871,0,0,1485,28,0,8
io4_l2n1p4_l5n1p4_l8n1n2_d1d2,38.403,3007,3007,0,0,2167,0,112,8
io4_l2n1p4_l5n1p4_l8n1n4,28.692,1931,1931,0,0,1637,28,0,8
io4_l2n1p4_l5n1p4_l8n1n4_d1d2,40.699,3151,3151,0,0,2366,0,112,14
io4_l2n1p4_l5n1p4_l8n1p1,26.530,1905,1905,0,0,1422,28,0,5
io4_l2n1p4_l5n1p4_l8n1p1_d1d2,38.875,3084,3084,0,0,2170,0,112,5
io4_l2n1p4_l5n1p4_l8n1p2,29.695,2067,2067,0,0,1912,28,0,5
io4_l2n1p4_l5n1p4_l8n1p2_d1d2,37.661,3157,3157,0,0,2232,0,112,5
io4_l2n1p4_l5n1p4_l8n1p4,28.130,2012,2012,0,0,1615,28,0,5
io4_l2n1p4_l5n1p4_l8n1p4_d1d2,37.345,3141,3141,0,0,2173,0,112,5
io4_l2n1p4_l5n1p4_l8p1n1,32.540,2453,2453,0,0,2031,28,0,11
io4_l2n1p4_l5n1p4_l8p1n1_d1d2,42.897,3327,3327,0,0,2620,0,112,14
io4_l2n1p4_l5n1p4_l8p2n1,42.760,5005,5005,0,0,6040,28,0,8
io4_l2n1p4_l5n1p4_l8p2n1_d1d2,56.750,7424,7424,0,0,8453,0,104,26
io4_l2n1p4_l5n1p4_l8p4n1,67.612,13236,10862,0,2374,23089,28,0,40
io4_l2n1p4_l5n1p4_l8p4n1_d1d2,88.089,20019,16813,0,3206,30717,0,76,80
io4_l2p1n1_l5p1n1_l8n1n1,38.833,2407,2407,0,0,2429,28,0,11
io4_l2p1n1_l5p1n1_l8n1n1_d1d2,63.467,4101,4101,0,0,3521,64,48,26
io4_l2p1n1_l5p1n1_l8n1n2,40.048,2466,2466,0,0,2426,28,0,11
io4_l2p1n1_l5p1n1_l8n1n2_d1d2,65.844,4064,4064,0,0,3515,64,48,26
io4_l2p1n1_l5p1n1_l8n1n4,38.756,2549,2549,0,0,2523,28,0,11
io4_l2p1n1_l5p1n1_l8n1n4_d1d2,62.630,4189,4189,0,0,3522,64,48,26
io4_l2p1n1_l5p1n1_l8n1p1,38.167,2615,2615,0,0,2607,28,0,11
io4_l2p1n1_l5p1n1_l8n1p1_d1d2,65.746,4307,4307,0,0,3617,64,48,26
io4_l2p1n1_l5p1n1_l8n1p2,39.039,2696,2696,0,0,2581,28,0,11
io4_l2p1n1_l5p1n1_l8n1p2_d1d2,64.059,4461,4461,0,0,3707,64,48,26
io4_l2p1n1_l5p1n1_l8n1p4,40.819,2782,2782,0,0,2554,28,0,11
io4_l2p1n1_l5p1n1_l8n1p4_d1d2,65.270,4399,4399,0,0,3704,64,48,26
io4_l2p1n1_l5p1n1_l8p1n1,38.846,2806,2806,0,0,2796,28,0,11
io4_l2p1n1_l5p1n1_l8p1n1_d1d2,66.846,4489,4489,0,0,4048,96,0,26
io4_l2p1n1_l5p1n1_l8p2n1,47.725,5412,5412,0,0,6489,28,0,8
io4_l2p1n1_l5p1n1_l8p2n1_d1d2,76.251,7883,7883,0,0,9165,68,40,26
io4_l2p1n1_l5p1n1_l8p4n1,75.058,14501,12127,0,2374,23513,24,0,40
io4_l2p1n1_l5p1n1_l8p4n1_d1d2,118.500,21590,18384,0,3206,33311,96,16,80
io4_l2p2n1_l5p2n1_l8n1n1,51.535,6916,6916,0,0,8676,28,0,8
io4_l2p2n1_l5p2n1_l8n1n1_d1d2,81.397,10401,10401,0,0,10269,16,96,26
io4_l2p2n1_l5p2n1_l8n1n2,49.773,7038,7038,0,0,8761,28,0,8
io4_l2p2n1_l5p2n1_l8n1n2_d1d2,79.688,10089,10089,0,0,10424,16,96,26
io4_l2p2n1_l5p2n1_l8n1n4,50.218,7151,7151,0,0,8917,28,0,8
io4_l2p2n1_l5p2n1_l8n1n4_d1d2,76.166,9881,9881,0,0,10425,16,96,26
io4_l2p2n1_l5p2n1_l8n1p1,50.753,7073,7073,0,0,8793,28,0,8
io4_l2p2n1_l5p2n1_l8n1p1_d1d2,82.949,10424,10424,0,0,10274,16,96,26
io4_l2p2n1_l5p2n1_l8n1p2,52.346,7118,7118,0,0,8848,28,0,8
io4_l2p2n1_l5p2n1_l8n1p2_d1d2,78.104,10050,10050,0,0,10261,16,96,26
io4_l2p2n1_l5p2n1_l8n1p4,51.567,7137,7137,0,0,8989,24,0,8
io4_l2p2n1_l5p2n1_l8n1p4_d1d2,79.591,10354,10354,0,0,10554,16,80,26
io4_l2p2n1_l5p2n1_l8p1n1,52.906,7866,7866,0,0,9281,28,0,11
io4_l2p2n1_l5p2n1_l8p1n1_d1d2,88.172,10700,10700,0,0,12187,48,64,26
io4_l2p2n1_l5p2n1_l8p2n1,56.193,9265,9265,0,0,11667,28,0,8
io4_l2p2n1_l5p2n1_l8p2n1_d1d2,85.732,12518,12518,0,0,13687,24,88,26
io4_l2p2n1_l5p2n1_l8p4n1,84.525,19098,16724,0,2374,28300,28,0,40
io4_l2p2n1_l5p2n1_l8p4n1_d1d2,125.793,27882,24676,0,3206,37424,46,60,80
io4_l2p4n1_l5p4n1_l8n1n1,287.849,20456,15708,0,4748,33368,24,0,40
io4_l2p4n1_l5p4n1_l8n1n1_d1d2,331.506,31146,24734,0,6412,47417,64,32,80
io4_l2p4n1_l5p4n1_l8n1n2,289.564,20732,15984,0,4748,33542,28,0,40
io4_l2p4n1_l5p4n1_l8n1n2_d1d2,332.565,31194,24782,0,6412,46802,64,32,80
io4_l2p4n1_l5p4n1_l8n1n4,290.055,20714,15953,0,4761,33251,28,0,40
io4_l2p4n1_l5p4n1_l8n1n4_d1d2,323.394,31042,24630,0,6412,48287,64,24,80
io4_l2p4n1_l5p4n1_l8n1p1,286.794,20624,15876,0,4748,33555,28,0,40
io4_l2p4n1_l5p4n1_l8n1p1_d1d2,339.926,31607,25195,0,6412,47308,64,32,80
io4_l2p4n1_l5p4n1_l8n1p2,288.108,20738,16012,0,4726,33869,28,0,40
io4_l2p4n1_l5p4n1_l8n1p2_d1d2,332.991,31494,25082,0,6412,47823,64,32,80
io4_l2p4n1_l5p4n1_l8n1p4,297.643,20603,15855,0,4748,33301,28,0,40
io4_l2p4n1_l5p4n1_l8n1p4_d1d2,334.790,31570,25158,0,6412,48181,64,32,80
io4_l2p4n1_l5p4n1_l8p1n1,285.124,20734,15986,0,4748,33444,28,0,40
io4_l2p4n1_l5p4n1_l8p1n1_d1d2,337.755,31761,25349,0,6412,48821,96,16,80
io4_l2p4n1_l5p4n1_l8p2n1,296.493,23502,18754,0,4748,35759,28,0,40
io4_l2p4n1_l5p4n1_l8p2n1_d1d2,354.091,35076,28664,0,6412,51140,72,40,80
io4_l2p4n1_l5p4n1_l8p4n1,413.979,28529,21384,0,7145,43800,28,0,40
io4_l2p4n1_l5p4n1_l8p4n1_d1d2,683.940,42865,33247,0,9618,62645,96,16,80
io8_l2n1n1_l5n1n1_l8n1n1,27.643,1692,1692,0,0,1187,0,56,5
io8_l2n1n1_l5n1n1_l8n1n1_d1d2,106.294,8093,8093,0,0,5313,0,448,5
io8_l2n1n1_l5n1n1_l8n1n2,28.093,1717,1717,0,0,1243,0,56,5
io8_l2n1n1_l5n1n1_l8n1n2_d1d2,106.178,8126,8126,0,0,5390,0,448,5
io8_l2n1n1_l5n1n1_l8n1n4,30.512,2017,2017,0,0,1528,0,48,8
io8_l2n1n1_l5n1n1_l8n1n4_d1d2,110.225,8296,8296,0,0,5640,0,448,14
io8_l2n1n1_l5n1n1_l8n1n8,32.331,2137,2137,0,0,1739,0,48,11
io8_l2n1n1_l5n1n1_l8n1n8_d1d2,111.782,8665,8665,0,0,5863,0,448,20
io8_l2n1n1_l5n1n1_l8n1p1,28.779,1835,1835,0,0,1277,0,56,5
io8_l2n1n1_l5n1n1_l8n1p1_d1d2,115.281,8261,8261,0,0,5381,0,448,5
io8_l2n1n1_l5n1n1_l8n1p2,29.696,2048,2048,0,0,1473,0,48,5
io8_l2n1n1_l5n1n1_l8n1p2_d1d2,108.002,8684,8684,0,0,5771,0,448,5
io8_l2n1n1_l5n1n1_l8n1p4,30.107,2228,2228,0,0,1542,0,48,5
io8_l2n1n1_l5n1n1_l8n1p4_d1d2,109.927,8491,8491,0,0,5662,0,448,5
io8_l2n1n1_l5n1n1_l8n1p8,33.042,2202,2202,0,0,1840,0,48,5
io8_l2n1n1_l5n1n1_l8n1p8_d1d2,108.470,8520,8520,0,0,5646,0,448,5
io8_l2n1n1_l5n1n1_l8p1n1,34.768,2496,2496,0,0,2000,0,48,11
io8_l2n1n1_l5n1n1_l8p1n1_d1d2,113.671,9065,9065,0,0,6112,0,448,20
io8_l2n1n1_l5n1n1_l8p2n1,43.508,5114,5114,0,0,8157,0,44,5
io8_l2n1n1_l5n1n1_l8p2n1_d1d2,125.579,17178,17178,0,0,24408,56,384,5
io8_l2n1n1_l5n1n1_l8p4n1,47.878,5717,5717,0,0,6390,2,54,8
io8_l2n1n1_l5n1n1_l8p4n1_d1d2,166.394,29369,29369,0,0,29491,96,352,50
io8_l2n1n1_l5n1n1_l8p8n1,91.622,23674,18933,0,4741,42726,8,40,80
io8_l2n1n1_l5n1n1_l8p8n1_d1d2,196.409,40054,35567,0,4487,57755,120,320,80
io8_l2n1n2_l5n1n2_l8n1n1,25.442,1738,1738,0,0,1265,0,56,5
io8_l2n1n2_l5n1n2_l8n1n1_d1d2,83.217,8312,8312,0,0,5406,0,448,5
io8_l2n1n2_l5n1n2_l8n1n2,25.345,1785,1785,0,0,1289,0,56,5
io8_l2n1n2_l5n1n2_l8n1n2_d1d2,82.300,8435,8435,0,0,5444,0,448,5
io8_l2n1n2_l5n1n2_l8n1n4,27.174,2040,2040,0,0,1574,0,48,8
io8_l2n1n2_l5n1n2_l8n1n4_d1d2,85.611,8547,8547,0,0,5696,0,448,14
io8_l2n1n2_l5n1n2_l8n1n8,29.952,2173,2173,0,0,1785,0,48,11
io8_l2n1n2_l5n1n2_l8n1n8_d1d2,86.231,8956,8956,0,0,5919,0,448,20
io8_l2n1n2_l5n1n2_l8n1p1,26.353,1887,1887,0,0,1359,0,56,5
io8_l2n1n2_l5n1n2_l8n1p1_d1d2,84.552,8431,8431,0,0,5476,0,448,5
io8_l2n1n2_l5n1n2_l8n1p2,26.841,2093,2093,0,0,1521,0,48,5
io8_l2n1n2_l5n1n2_l8n1p2_d1d2,86.027,8873,8873,0,0,5809,0,448,5
