prj,clk_target(ns),clk_estimated(ns),clk_uncertainty(ns),bram,dsp,ff,lut,c_num_arith,c_num_logic,rtl_num_arith,rtl_num_logic,data_input_port(numxbits),data_output_port(numxbits)
io2_l1n1p1_l3p2n1,10.0,8.835,1.25,16,20,5348,4734,267,69,17,69,3x32,1x32
io2_l1n1p1_l3p2n1_d1d2,10.0,8.944,1.25,16,38,7385,6150,268,42,25,42,3x32,1x32
io2_l1n1p2_l3n1n1,10.0,8.419,1.25,14,5,889,1388,17,7,13,7,3x32,1x32
io2_l1n1p2_l3n1n1_d1d2,10.0,8.419,1.25,14,5,895,1585,18,12,14,12,3x32,1x32
io2_l1n1p2_l3n1n2,10.0,8.419,1.25,14,10,1243,1667,19,7,15,7,3x32,1x32
io2_l1n1p2_l3n1n2_d1d2,10.0,8.419,1.25,14,10,1312,1860,20,7,16,7,3x32,1x32
io2_l1n1p2_l3n1p1,10.0,8.419,1.25,16,5,924,1519,18,7,14,7,3x32,1x32
io2_l1n1p2_l3n1p1_d1d2,10.0,8.419,1.25,16,5,917,1724,19,12,15,12,3x32,1x32
io2_l1n1p2_l3n1p2,10.0,8.419,1.25,18,10,1507,1885,20,7,16,7,3x32,1x32
io2_l1n1p2_l3n1p2_d1d2,10.0,8.419,1.25,18,10,1557,2077,21,7,17,7,3x32,1x32
io2_l1n1p2_l3p1n1,10.0,9.206,1.25,16,18,4600,4078,141,37,16,37,3x32,1x32
io2_l1n1p2_l3p1n1_d1d2,10.0,9.206,1.25,16,18,4662,4607,142,37,17,37,3x32,1x32
io2_l1n1p2_l3p2n1,10.0,9.229,1.25,16,20,5349,4691,269,69,17,69,3x32,1x32
io2_l1n1p2_l3p2n1_d1d2,10.0,9.206,1.25,16,38,7450,6103,270,37,25,37,3x32,1x32
io2_l1p1n1_l3n1n1,10.0,9.263,1.25,16,14,3994,4253,138,37,13,37,3x32,1x32
io2_l1p1n1_l3n1n1_d1d2,10.0,9.286,1.25,16,14,3941,4736,139,42,14,42,3x32,1x32
io2_l1p1n1_l3n1n2,10.0,9.263,1.25,16,16,4188,4401,140,37,14,37,3x32,1x32
io2_l1p1n1_l3n1n2_d1d2,10.0,9.286,1.25,16,16,4198,4886,141,37,15,37,3x32,1x32
io2_l1p1n1_l3n1p1,10.0,9.263,1.25,18,14,4022,4384,139,37,14,37,3x32,1x32
io2_l1p1n1_l3n1p1_d1d2,10.0,9.286,1.25,18,14,3956,4875,140,42,15,42,3x32,1x32
io2_l1p1n1_l3n1p2,10.0,9.263,1.25,20,16,4452,4619,141,37,15,37,3x32,1x32
io2_l1p1n1_l3n1p2_d1d2,10.0,9.286,1.25,20,16,4443,5103,142,37,16,37,3x32,1x32
io2_l1p1n1_l3p1n1,10.0,9.251,1.25,18,18,6809,6460,262,67,13,67,3x32,1x32
io2_l1p1n1_l3p1n1_d1d2,10.0,9.263,1.25,18,18,7068,7249,263,67,14,67,3x32,1x32
io2_l1p1n1_l3p2n1,10.0,9.275,1.25,18,20,7845,7096,390,99,14,99,3x32,1x32
io2_l1p1n1_l3p2n1_d1d2,10.0,9.263,1.25,18,38,9856,8742,391,67,22,67,3x32,1x32
io2_l1p2n1_l3n1n1,10.0,8.835,1.25,16,20,15502,8574,266,69,16,69,3x32,1x32
io2_l1p2n1_l3n1n1_d1d2,10.0,8.813,1.25,16,40,18514,10720,267,42,25,42,3x32,1x32
io2_l1p2n1_l3n1n2,10.0,8.835,1.25,16,20,15469,8515,268,69,16,69,3x32,1x32
io2_l1p2n1_l3n1n2_d1d2,10.0,8.813,1.25,16,40,18544,10663,269,37,25,37,3x32,1x32
io2_l1p2n1_l3n1p1,10.0,8.835,1.25,18,20,15530,8689,267,69,17,69,3x32,1x32
io2_l1p2n1_l3n1p1_d1d2,10.0,8.813,1.25,18,40,18529,10859,268,42,26,42,3x32,1x32
io2_l1p2n1_l3n1p2,10.0,8.835,1.25,20,20,15733,8717,269,69,17,69,3x32,1x32
io2_l1p2n1_l3n1p2_d1d2,10.0,8.813,1.25,20,40,18789,10880,270,37,26,37,3x32,1x32
io2_l1p2n1_l3p1n1,10.0,8.858,1.25,18,20,16967,10202,390,99,14,99,3x32,1x32
io2_l1p2n1_l3p1n1_d1d2,10.0,8.835,1.25,18,40,20259,12707,391,67,23,67,3x32,1x32
io2_l1p2n1_l3p2n1,10.0,8.905,1.25,18,20,17649,10577,518,131,14,131,3x32,1x32
io2_l1p2n1_l3p2n1_d1d2,10.0,8.835,1.25,18,40,19611,12663,519,67,23,67,3x32,1x32
io4_l1n1n1_l3n1n1,10.0,8.419,1.25,8,5,1715,1576,14,7,12,7,5x32,1x32
io4_l1n1n1_l3n1n1_d1d2,10.0,8.419,1.25,16,5,1715,1841,15,7,13,7,5x32,1x32
io4_l1n1n1_l3n1n2,10.0,8.419,1.25,8,5,1772,1716,16,10,12,10,5x32,1x32
io4_l1n1n1_l3n1n2_d1d2,10.0,8.419,1.25,16,5,1764,2239,17,10,13,10,5x32,1x32
io4_l1n1n1_l3n1n4,10.0,8.419,1.25,8,20,2968,2589,20,7,18,7,5x32,1x32
io4_l1n1n1_l3n1n4_d1d2,10.0,8.419,1.25,16,20,2970,2922,21,7,19,7,5x32,1x32
io4_l1n1n1_l3n1p1,10.0,8.419,1.25,8,5,1607,1648,15,7,13,7,5x32,1x32
io4_l1n1n1_l3n1p1_d1d2,10.0,8.419,1.25,16,5,1602,1913,16,7,14,7,5x32,1x32
io4_l1n1n1_l3n1p2,10.0,8.419,1.25,8,5,1669,1774,17,10,13,10,5x32,1x32
io4_l1n1n1_l3n1p2_d1d2,10.0,8.419,1.25,16,5,1673,2009,18,10,14,10,5x32,1x32
io4_l1n1n1_l3n1p4,10.0,8.419,1.25,16,20,2966,2775,21,7,19,7,5x32,1x32
io4_l1n1n1_l3n1p4_d1d2,10.0,8.419,1.25,24,20,2963,3108,22,7,20,7,5x32,1x32
io4_l1n1n1_l3p1n1,10.0,8.419,1.25,16,40,6952,5439,138,21,24,21,5x32,1x32
io4_l1n1n1_l3p1n1_d1d2,10.0,8.419,1.25,40,40,6949,6784,139,21,25,21,5x32,1x32
io4_l1n1n1_l3p2n1,10.0,8.813,1.25,16,40,8785,6327,266,40,24,40,5x32,1x32
io4_l1n1n1_l3p2n1_d1d2,10.0,8.419,1.25,40,80,13145,11065,267,24,41,24,5x32,1x32
io4_l1n1n1_l3p4n1,10.0,8.835,1.25,16,40,8874,7229,522,69,24,69,5x32,1x32
io4_l1n1n1_l3p4n1_d1d2,10.0,8.847,1.25,40,114,22599,14921,523,21,55,21,5x32,1x32
io4_l1n1n2_l3n1n1,10.0,8.419,1.25,8,8,1966,1860,16,10,13,10,5x32,1x32
io4_l1n1n2_l3n1n1_d1d2,10.0,8.419,1.25,16,8,1966,2095,17,10,14,10,5x32,1x32
io4_l1n1n2_l3n1n2,10.0,8.419,1.25,8,8,2023,2000,18,13,13,13,5x32,1x32
io4_l1n1n2_l3n1n2_d1d2,10.0,8.419,1.25,16,8,2015,2493,19,13,14,13,5x32,1x32
io4_l1n1n2_l3n1n4,10.0,8.419,1.25,8,20,3059,2768,22,10,18,10,5x32,1x32
io4_l1n1n2_l3n1n4_d1d2,10.0,8.419,1.25,16,20,3061,3071,23,10,19,10,5x32,1x32
io4_l1n1n2_l3n1p1,10.0,8.419,1.25,8,8,1858,1932,17,10,14,10,5x32,1x32
io4_l1n1n2_l3n1p1_d1d2,10.0,8.419,1.25,16,8,1853,2455,18,10,15,10,5x32,1x32
io4_l1n1n2_l3n1p2,10.0,8.419,1.25,8,8,1920,2049,19,13,14,13,5x32,1x32
io4_l1n1n2_l3n1p2_d1d2,10.0,8.419,1.25,16,8,1924,2542,20,13,15,13,5x32,1x32
io4_l1n1n2_l3n1p4,10.0,8.419,1.25,16,20,3057,2954,23,10,19,10,5x32,1x32
io4_l1n1n2_l3n1p4_d1d2,10.0,8.419,1.25,24,20,3054,3641,24,10,20,10,5x32,1x32
io4_l1n1n2_l3p1n1,10.0,8.419,1.25,16,40,7011,5597,140,24,24,24,5x32,1x32
io4_l1n1n2_l3p1n1_d1d2,10.0,8.419,1.25,40,40,7008,7488,141,24,25,24,5x32,1x32
io4_l1n1n2_l3p2n1,10.0,8.813,1.25,16,40,8844,6473,268,43,24,43,5x32,1x32
io4_l1n1n2_l3p2n1_d1d2,10.0,8.419,1.25,40,80,13204,11331,269,27,41,27,5x32,1x32
io4_l1n1n2_l3p4n1,10.0,8.835,1.25,16,40,8933,7375,524,72,24,72,5x32,1x32
io4_l1n1n2_l3p4n1_d1d2,10.0,8.847,1.25,40,114,22658,15192,525,24,55,24,5x32,1x32
io4_l1n1n4_l3n1n1,10.0,8.419,1.25,8,14,2422,2028,20,7,15,7,5x32,1x32
io4_l1n1n4_l3n1n1_d1d2,10.0,8.419,1.25,16,14,2422,2361,21,7,16,7,5x32,1x32
io4_l1n1n4_l3n1n2,10.0,8.419,1.25,8,14,2479,2168,22,10,15,10,5x32,1x32
io4_l1n1n4_l3n1n2_d1d2,10.0,8.419,1.25,16,14,2471,2855,23,10,16,10,5x32,1x32
io4_l1n1n4_l3n1n4,10.0,8.419,1.25,8,20,3067,2666,26,7,18,7,5x32,1x32
io4_l1n1n4_l3n1n4_d1d2,10.0,8.419,1.25,16,20,3197,3127,27,7,19,7,5x32,1x32
io4_l1n1n4_l3n1p1,10.0,8.419,1.25,8,14,2314,2100,21,7,16,7,5x32,1x32
io4_l1n1n4_l3n1p1_d1d2,10.0,8.419,1.25,16,14,2309,2433,22,7,17,7,5x32,1x32
io4_l1n1n4_l3n1p2,10.0,8.419,1.25,8,14,2376,2217,23,10,16,10,5x32,1x32
io4_l1n1n4_l3n1p2_d1d2,10.0,8.419,1.25,16,14,2380,2520,24,10,17,10,5x32,1x32
io4_l1n1n4_l3n1p4,10.0,8.419,1.25,16,20,3065,2852,27,7,19,7,5x32,1x32
io4_l1n1n4_l3n1p4_d1d2,10.0,8.419,1.25,24,20,3190,3313,28,7,20,7,5x32,1x32
io4_l1n1n4_l3p1n1,10.0,8.419,1.25,16,40,7019,5509,144,21,24,21,5x32,1x32
io4_l1n1n4_l3p1n1_d1d2,10.0,8.419,1.25,40,40,7144,6946,145,21,25,21,5x32,1x32
io4_l1n1n4_l3p2n1,10.0,8.813,1.25,16,40,8852,6367,272,40,24,40,5x32,1x32
io4_l1n1n4_l3p2n1_d1d2,10.0,8.419,1.25,40,80,13340,11219,273,24,41,24,5x32,1x32
io4_l1n1n4_l3p4n1,10.0,8.835,1.25,16,40,8941,7285,528,69,24,69,5x32,1x32
io4_l1n1n4_l3p4n1_d1d2,10.0,8.847,1.25,40,114,22794,15058,529,21,55,21,5x32,1x32
io4_l1n1p1_l3n1n1,10.0,8.419,1.25,8,5,1739,1671,15,7,13,7,5x32,1x32
io4_l1n1p1_l3n1n1_d1d2,10.0,8.419,1.25,16,5,1741,1936,16,7,14,7,5x32,1x32
io4_l1n1p1_l3n1n2,10.0,8.419,1.25,8,5,1796,1811,17,10,13,10,5x32,1x32
io4_l1n1p1_l3n1n2_d1d2,10.0,8.419,1.25,16,5,1790,2334,18,10,14,10,5x32,1x32
io4_l1n1p1_l3n1n4,10.0,8.419,1.25,8,20,2999,2684,21,7,19,7,5x32,1x32
io4_l1n1p1_l3n1n4_d1d2,10.0,8.419,1.25,16,20,2996,3017,22,7,20,7,5x32,1x32
io4_l1n1p1_l3n1p1,10.0,8.419,1.25,8,5,1631,1743,16,7,14,7,5x32,1x32
io4_l1n1p1_l3n1p1_d1d2,10.0,8.419,1.25,16,5,1628,2008,17,7,15,7,5x32,1x32
io4_l1n1p1_l3n1p2,10.0,8.419,1.25,8,5,1693,1869,18,10,14,10,5x32,1x32
io4_l1n1p1_l3n1p2_d1d2,10.0,8.419,1.25,16,5,1699,2392,19,10,15,10,5x32,1x32
io4_l1n1p1_l3n1p4,10.0,8.419,1.25,16,20,2997,2870,22,7,20,7,5x32,1x32
io4_l1n1p1_l3n1p4_d1d2,10.0,8.419,1.25,24,20,2989,3203,23,7,21,7,5x32,1x32
io4_l1n1p1_l3p1n1,10.0,8.419,1.25,16,40,6976,5534,139,21,25,21,5x32,1x32
io4_l1n1p1_l3p1n1_d1d2,10.0,8.419,1.25,40,40,6975,6879,140,21,26,21,5x32,1x32
io4_l1n1p1_l3p2n1,10.0,8.813,1.25,16,40,8809,6422,267,40,25,40,5x32,1x32
io4_l1n1p1_l3p2n1_d1d2,10.0,8.419,1.25,40,80,13171,11160,268,24,42,24,5x32,1x32
io4_l1n1p1_l3p4n1,10.0,8.835,1.25,16,40,8898,7324,523,69,25,69,5x32,1x32
io4_l1n1p1_l3p4n1_d1d2,10.0,8.847,1.25,40,114,22625,15016,524,21,56,21,5x32,1x32
io4_l1n1p2_l3n1n1,10.0,8.419,1.25,8,5,1869,1831,17,10,13,10,5x32,1x32
io4_l1n1p2_l3n1n1_d1d2,10.0,8.419,1.25,16,5,1871,2066,18,10,14,10,5x32,1x32
io4_l1n1p2_l3n1n2,10.0,8.419,1.25,8,5,1926,1971,19,13,13,13,5x32,1x32
io4_l1n1p2_l3n1n2_d1d2,10.0,8.419,1.25,16,5,1920,2464,20,13,14,13,5x32,1x32
io4_l1n1p2_l3n1n4,10.0,8.419,1.25,8,20,3122,2844,23,10,19,10,5x32,1x32
io4_l1n1p2_l3n1n4_d1d2,10.0,8.419,1.25,16,20,3126,3147,24,10,20,10,5x32,1x32
io4_l1n1p2_l3n1p1,10.0,8.419,1.25,8,5,1761,1903,18,10,14,10,5x32,1x32
io4_l1n1p2_l3n1p1_d1d2,10.0,8.419,1.25,16,5,1758,2138,19,10,15,10,5x32,1x32
io4_l1n1p2_l3n1p2,10.0,8.419,1.25,8,5,1791,2014,20,13,14,13,5x32,1x32
io4_l1n1p2_l3n1p2_d1d2,10.0,8.419,1.25,16,5,1797,2507,21,13,15,13,5x32,1x32
io4_l1n1p2_l3n1p4,10.0,8.419,1.25,16,20,3120,3030,24,10,20,10,5x32,1x32
io4_l1n1p2_l3n1p4_d1d2,10.0,8.419,1.25,24,20,3119,3333,25,10,21,10,5x32,1x32
io4_l1n1p2_l3p1n1,10.0,8.813,1.25,16,40,7042,5676,141,24,25,24,5x32,1x32
io4_l1n1p2_l3p1n1_d1d2,10.0,8.813,1.25,40,40,7041,6991,142,24,26,24,5x32,1x32
io4_l1n1p2_l3p2n1,10.0,9.206,1.25,16,40,8875,6561,269,43,25,43,5x32,1x32
io4_l1n1p2_l3p2n1_d1d2,10.0,8.813,1.25,40,80,13237,11413,270,27,42,27,5x32,1x32
io4_l1n1p2_l3p4n1,10.0,9.229,1.25,16,40,8964,7462,525,72,25,72,5x32,1x32
io4_l1n1p2_l3p4n1_d1d2,10.0,8.858,1.25,40,114,22691,15266,526,24,56,24,5x32,1x32
io4_l1n1p4_l3n1n1,10.0,8.847,1.25,8,5,2065,1752,21,7,13,7,5x32,1x32
io4_l1n1p4_l3n1n1_d1d2,10.0,8.847,1.25,16,5,2069,2085,22,7,14,7,5x32,1x32
io4_l1n1p4_l3n1n2,10.0,8.858,1.25,8,5,2122,1891,23,10,13,10,5x32,1x32
io4_l1n1p4_l3n1n2_d1d2,10.0,8.858,1.25,16,5,2118,2578,24,10,14,10,5x32,1x32
io4_l1n1p4_l3n1n4,10.0,8.847,1.25,8,20,3190,2759,27,7,19,7,5x32,1x32
io4_l1n1p4_l3n1n4_d1d2,10.0,8.847,1.25,16,20,3324,3166,28,7,20,7,5x32,1x32
io4_l1n1p4_l3n1p1,10.0,8.847,1.25,8,5,1957,1824,22,7,14,7,5x32,1x32
io4_l1n1p4_l3n1p1_d1d2,10.0,8.847,1.25,16,5,1956,2157,23,7,15,7,5x32,1x32
io4_l1n1p4_l3n1p2,10.0,8.858,1.25,8,5,1987,1934,24,10,14,10,5x32,1x32
io4_l1n1p4_l3n1p2_d1d2,10.0,8.858,1.25,16,5,1995,2621,25,10,15,10,5x32,1x32
io4_l1n1p4_l3n1p4,10.0,8.847,1.25,16,20,3188,2945,28,7,20,7,5x32,1x32
io4_l1n1p4_l3n1p4_d1d2,10.0,8.847,1.25,24,20,3317,3352,29,7,21,7,5x32,1x32
io4_l1n1p4_l3p1n1,10.0,8.835,1.25,16,40,7046,5579,145,21,25,21,5x32,1x32
io4_l1n1p4_l3p1n1_d1d2,10.0,8.835,1.25,40,40,7175,6994,146,21,26,21,5x32,1x32
io4_l1n1p4_l3p2n1,10.0,9.229,1.25,16,40,8879,6463,273,40,25,40,5x32,1x32
io4_l1n1p4_l3p2n1_d1d2,10.0,8.835,1.25,40,80,13371,11272,274,24,42,24,5x32,1x32
io4_l1n1p4_l3p4n1,10.0,9.251,1.25,16,40,8968,7375,529,69,25,69,5x32,1x32
io4_l1n1p4_l3p4n1_d1d2,10.0,8.835,1.25,40,114,22825,15119,530,21,56,21,5x32,1x32
io4_l1p1n1_l3n1n1,10.0,8.881,1.25,8,26,5860,4848,138,21,17,21,5x32,1x32
io4_l1p1n1_l3n1n1_d1d2,10.0,8.847,1.25,32,26,6379,6293,139,21,18,21,5x32,1x32
io4_l1p1n1_l3n1n2,10.0,8.858,1.25,8,26,5917,4988,140,24,17,24,5x32,1x32
io4_l1p1n1_l3n1n2_d1d2,10.0,8.858,1.25,32,26,6428,6979,141,24,18,24,5x32,1x32
io4_l1p1n1_l3n1n4,10.0,8.881,1.25,8,32,6505,5495,144,21,20,21,5x32,1x32
io4_l1p1n1_l3n1n4_d1d2,10.0,8.847,1.25,32,32,7154,6996,145,21,21,21,5x32,1x32
io4_l1p1n1_l3n1p1,10.0,8.881,1.25,8,26,5752,4920,139,21,18,21,5x32,1x32
io4_l1p1n1_l3n1p1_d1d2,10.0,8.847,1.25,32,26,6266,6365,140,21,19,21,5x32,1x32
io4_l1p1n1_l3n1p2,10.0,8.858,1.25,8,26,5782,5031,141,24,18,24,5x32,1x32
io4_l1p1n1_l3n1p2_d1d2,10.0,8.858,1.25,32,26,6305,7022,142,24,19,24,5x32,1x32
io4_l1p1n1_l3n1p4,10.0,8.881,1.25,16,32,6503,5681,145,21,21,21,5x32,1x32
io4_l1p1n1_l3n1p4_d1d2,10.0,8.847,1.25,40,32,7147,7182,146,21,22,21,5x32,1x32
io4_l1p1n1_l3p1n1,10.0,9.24,1.25,16,40,9177,7712,262,35,22,35,5x32,1x32
io4_l1p1n1_l3p1n1_d1d2,10.0,9.206,1.25,40,40,10301,10233,263,35,23,35,5x32,1x32
io4_l1p1n1_l3p2n1,10.0,9.251,1.25,16,40,11009,8586,390,54,22,54,5x32,1x32
io4_l1p1n1_l3p2n1_d1d2,10.0,8.881,1.25,40,80,16623,14202,391,38,39,38,5x32,1x32
io4_l1p1n1_l3p4n1,10.0,9.263,1.25,16,40,11327,9408,646,83,22,83,5x32,1x32
io4_l1p1n1_l3p4n1_d1d2,10.0,9.24,1.25,40,114,25343,18091,647,35,53,35,5x32,1x32
io4_l1p2n1_l3n1n1,10.0,8.952,1.25,8,26,5980,6376,266,40,17,40,5x32,1x32
io4_l1p2n1_l3n1n1_d1d2,10.0,8.928,1.25,24,26,8289,7882,267,24,18,24,5x32,1x32
io4_l1p2n1_l3n1n2,10.0,8.952,1.25,8,26,6037,6485,268,43,17,43,5x32,1x32
io4_l1p2n1_l3n1n2_d1d2,10.0,9.322,1.25,24,26,8338,8105,269,27,18,27,5x32,1x32
io4_l1p2n1_l3n1n4,10.0,8.952,1.25,8,32,6625,7075,272,40,20,40,5x32,1x32
io4_l1p2n1_l3n1n4_d1d2,10.0,8.928,1.25,24,32,9064,8585,273,24,21,24,5x32,1x32
io4_l1p2n1_l3n1p1,10.0,8.952,1.25,8,26,5872,6464,267,40,18,40,5x32,1x32
io4_l1p2n1_l3n1p1_d1d2,10.0,8.928,1.25,24,26,8176,7970,268,24,19,24,5x32,1x32
io4_l1p2n1_l3n1p2,10.0,8.952,1.25,8,26,5902,6572,269,43,18,43,5x32,1x32
io4_l1p2n1_l3n1p2_d1d2,10.0,9.322,1.25,24,26,8215,8192,270,27,19,27,5x32,1x32
io4_l1p2n1_l3n1p4,10.0,8.952,1.25,16,32,6623,7293,273,40,21,40,5x32,1x32
io4_l1p2n1_l3n1p4_d1d2,10.0,8.928,1.25,32,32,9057,8803,274,24,22,24,5x32,1x32
io4_l1p2n1_l3p1n1,10.0,9.414,1.25,16,40,9560,9278,390,54,22,54,5x32,1x32
io4_l1p2n1_l3p1n1_d1d2,10.0,8.952,1.25,40,40,11854,11870,391,38,23,38,5x32,1x32
io4_l1p2n1_l3p2n1,10.0,9.414,1.25,16,40,11399,10073,518,73,22,73,5x32,1x32
io4_l1p2n1_l3p2n1_d1d2,10.0,8.952,1.25,40,80,17799,15847,519,41,39,41,5x32,1x32
io4_l1p2n1_l3p4n1,10.0,9.449,1.25,16,40,11475,10919,774,102,22,102,5x32,1x32
io4_l1p2n1_l3p4n1_d1d2,10.0,9.368,1.25,40,114,26384,19748,775,38,53,38,5x32,1x32
io4_l1p4n1_l3n1n1,10.0,8.835,1.25,8,40,29362,14613,522,69,24,69,5x32,1x32
io4_l1p4n1_l3n1n1_d1d2,10.0,8.419,1.25,32,160,45350,27039,523,21,73,21,5x32,1x32
io4_l1p4n1_l3n1n2,10.0,9.229,1.25,8,40,29419,14766,524,72,24,72,5x32,1x32
io4_l1p4n1_l3n1n2_d1d2,10.0,8.813,1.25,32,160,45400,27290,525,24,73,24,5x32,1x32
io4_l1p4n1_l3n1n4,10.0,8.835,1.25,8,40,29326,14606,528,69,24,69,5x32,1x32
io4_l1p4n1_l3n1n4_d1d2,10.0,8.419,1.25,32,160,45444,27118,529,21,73,21,5x32,1x32
io4_l1p4n1_l3n1p1,10.0,8.835,1.25,8,40,29382,14685,523,69,25,69,5x32,1x32
io4_l1p4n1_l3n1p1_d1d2,10.0,8.419,1.25,32,160,45365,27111,524,21,74,21,5x32,1x32
io4_l1p4n1_l3n1p2,10.0,9.229,1.25,8,40,29412,14793,525,72,25,72,5x32,1x32
io4_l1p4n1_l3n1p2_d1d2,10.0,8.813,1.25,32,160,45404,27336,526,24,74,24,5x32,1x32
io4_l1p4n1_l3n1p4,10.0,8.835,1.25,16,40,29452,14792,529,69,25,69,5x32,1x32
io4_l1p4n1_l3n1p4_d1d2,10.0,8.419,1.25,40,160,45565,27304,530,21,74,21,5x32,1x32
io4_l1p4n1_l3p1n1,10.0,8.847,1.25,16,40,30482,15615,646,83,22,83,5x32,1x32
io4_l1p4n1_l3p1n1_d1d2,10.0,8.813,1.25,40,160,46979,29329,647,35,71,35,5x32,1x32
io4_l1p4n1_l3p2n1,10.0,8.858,1.25,16,40,31355,16348,774,102,22,102,5x32,1x32
